Source,SourceDoc,Admin0,Admin1,Admin2,Year,Crop,Season, Area , Yield , MT 
MOALD_CBS,KIPPRA,,Rift Valley,Nandi,1988,Wheat,,244,2.25,549
MOALD_CBS,KIPPRA,,Rift Valley,Nandi,1989,Wheat,,160,2.25,360
MOALD_CBS,KIPPRA,,Rift Valley,Nandi,1990,Wheat,,164,1.64,269
MoALF,Spreadsheet,,Rift Valley,Nandi,1991,Wheat,,67,2.34,156.6
MoALF,Spreadsheet,,Rift Valley,Nandi,1992,Wheat,,141,1.8,253.8
MoALF,Spreadsheet,,Rift Valley,Nandi,1993,Wheat,,120,1.44,172.8
MoALF,Spreadsheet,,Rift Valley,Nandi,1994,Wheat,,150,1.98,297
MoALF,Spreadsheet,,Rift Valley,Nandi,1995,Wheat,,25,2.25,56.25
MoALF,Spreadsheet,,Rift Valley,Nandi,1996,Wheat,,25,2.52,63
MoALF,Spreadsheet,,Rift Valley,Nandi,1997,Wheat,,60,1.62,97
MoALF,Spreadsheet,,Rift Valley,Nandi,1998,Wheat,,12,1.8,21.6
MoALF,Spreadsheet,,Rift Valley,Nandi,1999,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Nandi,2000,Wheat,,26,1.8,46.8
MoALF,Spreadsheet,,Rift Valley,Nandi,2001,Wheat,,22,1.8,39.6
MoALF,Spreadsheet,,Rift Valley,Nandi,2002,Wheat,,90,2,180
MoALF,Spreadsheet,,Rift Valley,Nandi,2003,Wheat,,57,2,114
MoALF,Spreadsheet,,Rift Valley,Nandi,2004,Wheat,,10,1.75,17.5
MoALF,Spreadsheet,,Rift Valley,Nandi,2005,Wheat,,60,2,120
MoALF,Spreadsheet,,Rift Valley,Nandi,2006,Wheat,,100,0.6,60
MoALF,Spreadsheet,,Rift Valley,Nandi,2007,Wheat,,30,0.97,29
MoALF,Spreadsheet,,Rift Valley,Nandi,2008,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Nandi,2009,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Nandi,2010,Wheat,,70,2,139.95
MoALF,Spreadsheet,,Rift Valley,Nandi,2011,Wheat,,48,1.85,88.83
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Nandi,2012,Wheat,,54,1.49,80.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Nandi,2013,Wheat,,41,2.24,91.88
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Nandi,2014,Wheat,,43,2.16,92.88
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Barley,,13898,3.58,49715
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Barley,,9811,1.37,13478
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Barley,,14126,0.98,13871
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1970,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1971,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1972,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1973,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1974,"Beans, dry",,100,1.08,108
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1975,"Beans, dry",,240,0.4,95
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1976,"Beans, dry",,300,0.81,243
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1977,"Beans, dry",,300,0.72,216
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1978,"Beans, dry",,305,0.8,243
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1979,"Beans, dry",,305,0.8,243
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1980,"Beans, dry",,1005,1.08,1085
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1981,"Beans, dry",,1000,1.08,1079
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1982,"Beans, dry",,672,0.72,484
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1984,"Beans, dry",,1932,0.72,1397
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1985,"Beans, dry",,1700,0.54,918
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1986,"Beans, dry",,1900,0.9,1710
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1987,"Beans, dry",,6420,1.35,8667
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1988,"Beans, dry",,6420,1.4,8997
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1989,"Beans, dry",,5000,0.72,3600
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1990,"Beans, dry",,4975,0.45,2239
MoALF,Spreadsheet,,Rift Valley,Narok,1991,"Beans, dry",,2500,0.9,2250
MoALF,Spreadsheet,,Rift Valley,Narok,1992,"Beans, dry",,6500,0.9,5850
MoALF,Spreadsheet,,Rift Valley,Narok,1993,"Beans, dry",,3000,0.3,891
MoALF,Spreadsheet,,Rift Valley,Narok,1994,"Beans, dry",,3500,0.54,1890
MoALF,Spreadsheet,,Rift Valley,Narok,1995,"Beans, dry",,3779,0.7,2632.05
MoALF,Spreadsheet,,Rift Valley,Narok,1996,"Beans, dry",,4332,0.62,2669.17
MoALF,Spreadsheet,,Rift Valley,Narok,1997,"Beans, dry",,2845,0.44,1248.42
MoALF,Spreadsheet,,Rift Valley,Narok,1998,"Beans, dry",,3800,0.61,2322.23
MoALF,Spreadsheet,,Rift Valley,Narok,1999,"Beans, dry",,0,,1350.14
MoALF,Spreadsheet,,Rift Valley,Narok,2000,"Beans, dry",,5540,0.45,2511.25
MoALF,Spreadsheet,,Rift Valley,Narok,2001,"Beans, dry",,6405,0.33,2126.91
MoALF,Spreadsheet,,Rift Valley,Narok,2002,"Beans, dry",,7415,0.53,3914.49
MoALF,Spreadsheet,,Rift Valley,Narok,2003,"Beans, dry",,6560,0.82,5409.54
MoALF,Spreadsheet,,Rift Valley,Narok,2004,"Beans, dry",,6640,0.19,1261.6
MoALF,Spreadsheet,,Rift Valley,Narok,2005,"Beans, dry",,12043,0.2,2408.6
MoALF,Spreadsheet,,Rift Valley,Narok,2006,"Beans, dry",,12750,0.75,9504.95
MoALF,Spreadsheet,,Rift Valley,Narok,2007,"Beans, dry",,19408,0.8,15496
MoALF,Spreadsheet,,Rift Valley,Narok,2008,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Rift Valley,Narok,2009,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Rift Valley,Narok,2010,"Beans, dry",,0,0,26845
MoALF,Spreadsheet,,Rift Valley,Narok,2011,"Beans, dry",,0,0,25990
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,"Beans, dry",,27625,0.84,23122.13
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,"Beans, dry",,32477,0.2,6430.45
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,"Beans, dry",,30346,0.14,4369.82
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Cassava,,24,3.8,90
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Cassava,,36,7.1,255
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Cassava,,55,5,279
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,"Cowpeas, dry",,27,0.26,7.05
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,"Cowpeas, dry",,44,0.9,39.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,"Cowpeas, dry",,58,0.88,51.16
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Green gram,,0.5,1.44,0.72
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Green gram,,2,0.32,0.63
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Green gram,,0,0,0
MOA,AgroMOA,,Rift Valley,Narok,1970,Maize,,3719,1.21,4500
MOA,AgroMOA,,Rift Valley,Narok,1971,Maize,,3296,2.5,8240
MOA,AgroMOA,,Rift Valley,Narok,1972,Maize,,3216,4.05,13025
MOA,AgroMOA,,Rift Valley,Narok,1973,Maize,,4340,0.7,3044
MOA,AgroMOA,,Rift Valley,Narok,1974,Maize,,5080,2.7,13716
MOA,AgroMOA,,Rift Valley,Narok,1975,Maize,,7800,2.98,23255
MOA,AgroMOA,,Rift Valley,Narok,1976,Maize,,4500,2.52,11340
MOA,AgroMOA,,Rift Valley,Narok,1977,Maize,,6780,2.34,15865
MOA,AgroMOA,,Rift Valley,Narok,1978,Maize,,8980,2.25,20205
MOA,AgroMOA,,Rift Valley,Narok,1979,Maize,,9755,2.25,21939
MOA,AgroMOA,,Rift Valley,Narok,1980,Maize,,13000,1.38,18000
MOA,AgroMOA,,Rift Valley,Narok,1981,Maize,,18396,3.15,57947
MOA,AgroMOA,,Rift Valley,Narok,1982,Maize,,16025,2.25,36056
MOA,AgroMOA,,Rift Valley,Narok,1983,Maize,,12769,3.22,41067
MOA,AgroMOA,,Rift Valley,Narok,1984,Maize,,10986,1.23,13500
MOA,AgroMOA,,Rift Valley,Narok,1985,Maize,,15699,1.62,25432
MOA,AgroMOA,,Rift Valley,Narok,1986,Maize,,24676,2.25,55521
MOA,AgroMOA,,Rift Valley,Narok,1987,Maize,,25949,1.1,28541
MOA,AgroMOA,,Rift Valley,Narok,1988,Maize,,35500,2.7,95850
MOA,AgroMOA,,Rift Valley,Narok,1989,Maize,,32300,3.6,116280
MOA,AgroMOA,,Rift Valley,Narok,1990,Maize,,36330,2.25,81743
MOA,AgroMOA,,Rift Valley,Narok,1991,Maize,Long Rains,32000,3.15,100800
MOA,AgroMOA,,Rift Valley,Narok,1991,Maize,,32000,3.15,100800
MOA,AgroMOA,,Rift Valley,Narok,1992,Maize,Long Rains,26500,3.42,90630
MOA,AgroMOA,,Rift Valley,Narok,1992,Maize,,26500,0.34,90630
MOA,AgroMOA,,Rift Valley,Narok,1993,Maize,Long Rains,34000,1.62,55080
MOA,AgroMOA,,Rift Valley,Narok,1993,Maize,,34000,1.62,55080
MOA,AgroMOA,,Rift Valley,Narok,1994,Maize,Long Rains,36360,2.7,98172
MOA,AgroMOA,,Rift Valley,Narok,1995,Maize,Long Rains,22045,2.52,55553.4
MOA,AgroMOA,,Rift Valley,Narok,1995,Maize,,22045,2.52,55553.4
MOA,AgroMOA,,Rift Valley,Narok,1996,Maize,Long Rains,16700,2.25,37575
MOALP,AgroMOALP,,Rift Valley,Narok,1997,Maize,Long Rains,22850,1.22,27765
MOALP,AgroMOALP,,Rift Valley,Narok,1997,Maize,,22850,1.22,27765
MOALP,AgroMOALP,,Rift Valley,Narok,1998,Maize,Long Rains,22200,2.98,66150
MOALP,AgroMOALP,,Rift Valley,Narok,1998,Maize,,22200,2.98,66150
MOALP,AgroMOALP,,Rift Valley,Narok,1999,Maize,Long Rains,30000,0.59,17829
MOALP,AgroMOALP,,Rift Valley,Narok,1999,Maize,,30000,0.59,17829
MOALP,AgroMOALP,,Rift Valley,Narok,2000,Maize,Long Rains,27300,0.54,14670
MOALP,AgroMOALP,,Rift Valley,Narok,2000,Maize,Short Rains,2000,0.54,1080
MOALP,AgroMOALP,,Rift Valley,Narok,2000,Maize,,29300,0.54,15750
MOALP,AgroMOALP,,Rift Valley,Narok,2001,Maize,Long Rains,29500,1.8,53028
MOALP,AgroMOALP,,Rift Valley,Narok,2001,Maize,Short Rains,0,-,0
MOALP,AgroMOALP,,Rift Valley,Narok,2001,Maize,,29500,1.8,53028
MoALF,Spreadsheet,,Rift Valley,Narok,2002,Maize,,55555.6,1.74,96751
MoALF,Spreadsheet,,Rift Valley,Narok,2003,Maize,,51319.42,1.8,92445.23
MoALF,Spreadsheet,,Rift Valley,Narok,2004,Maize,,84720,2.25,190639
MoALF,Spreadsheet,,Rift Valley,Narok,2005,Maize,,85310,1.86,158920
MoALF,Spreadsheet,,Rift Valley,Narok,2006,Maize,,88040,1.89,166588
MoALF,Spreadsheet,,Rift Valley,Narok,2007,Maize,,75520,3.15,238248
MoALF,Spreadsheet,,Rift Valley,Narok,2008,Maize,,76981.88,2.2,169368.05
MoALF,Spreadsheet,,Rift Valley,Narok,2009,Maize,,91856,2.31,212485.5
MoALF,Spreadsheet,,Rift Valley,Narok,2010,Maize,,114290,3.69,421841.7
MoALF,Spreadsheet,,Rift Valley,Narok,2011,Maize,,86775,2.47,214150.05
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Maize,,109940,1.7,187007.94
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Maize,,113550,2.81,318848.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Maize,,112079,2.42,271343.26
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Millet,,1115,0.74,822.87
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Millet,,908,1.16,1054.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Millet,,1443,0.89,1285.71
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,"Potatoes, Irish",,7373.5,18.3,134941
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,"Potatoes, Irish",,7879,10.19,80264.25
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,"Potatoes, Irish",,10173,8.1,82402.33
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Sorghum,,1115,0.74,822.87
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Sorghum,,810,1,809.19
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Sorghum,,1437,0.76,1086.37
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Sweet potatoes,,2360,10.7,25140
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Sweet potatoes,,1990,14.4,28730
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Sweet potatoes,,2062.2,11.3,23214
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1970,Wheat,,5708,2.25,12844
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1971,Wheat,,10000,1.35,13500
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1972,Wheat,,7800,2.7,21064
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1973,Wheat,,12000,3.33,39980
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1974,Wheat,,12990,1.8,23382
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1975,Wheat,,24000,1.58,37800
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1976,Wheat,,25155,1.73,43479
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1977,Wheat,,24520,1.35,33102
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1978,Wheat,,13124,1.98,25986
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1979,Wheat,,3300,2.36,7785
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1980,Wheat,,13300,1.65,21909
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1981,Wheat,,17492,1.63,28501
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1982,Wheat,,16080,2.16,34733
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1983,Wheat,,16036,2.12,33986
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1984,Wheat,,19325,0.63,12175
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1985,Wheat,,29300,3.15,92295
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1986,Wheat,,39500,1.35,53325
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1987,Wheat,,40960,2.25,92160
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1988,Wheat,,46000,2.25,103500
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1989,Wheat,,49000,2.7,132300
MOALD_CBS,KIPPRA,,Rift Valley,Narok,1990,Wheat,,41815,1.57,65857
MoALF,Spreadsheet,,Rift Valley,Narok,1991,Wheat,,46000,1.88,86400
MoALF,Spreadsheet,,Rift Valley,Narok,1992,Wheat,,52000,2.5,130000
MoALF,Spreadsheet,,Rift Valley,Narok,1993,Wheat,,47000,0.9,42300
MoALF,Spreadsheet,,Rift Valley,Narok,1994,Wheat,,48000,2.25,108000
MoALF,Spreadsheet,,Rift Valley,Narok,1995,Wheat,,50350,2.52,126882
MoALF,Spreadsheet,,Rift Valley,Narok,1996,Wheat,,50210,1.53,76821
MoALF,Spreadsheet,,Rift Valley,Narok,1997,Wheat,,54500,0.25,13608
MoALF,Spreadsheet,,Rift Valley,Narok,1998,Wheat,,50000,2.1,105000
MoALF,Spreadsheet,,Rift Valley,Narok,1999,Wheat,,47700,1.35,64395
MoALF,Spreadsheet,,Rift Valley,Narok,2000,Wheat,,53400,0.68,36045
MoALF,Spreadsheet,,Rift Valley,Narok,2001,Wheat,,50000,1.8,90000
MoALF,Spreadsheet,,Rift Valley,Narok,2002,Wheat,,52750,2.5,131875
MoALF,Spreadsheet,,Rift Valley,Narok,2003,Wheat,,60120,3,180360
MoALF,Spreadsheet,,Rift Valley,Narok,2004,Wheat,,60120,2.33,140000
MoALF,Spreadsheet,,Rift Valley,Narok,2005,Wheat,,62950,2.95,185850
MoALF,Spreadsheet,,Rift Valley,Narok,2006,Wheat,,64000,3,192000
MoALF,Spreadsheet,,Rift Valley,Narok,2007,Wheat,,62900,3,188700
MoALF,Spreadsheet,,Rift Valley,Narok,2008,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Narok,2009,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Narok,2010,Wheat,,71110,3.73,265262.4
MoALF,Spreadsheet,,Rift Valley,Narok,2011,Wheat,,44067,0.81,35573.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2012,Wheat,,55896,3.47,193679.64
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2013,Wheat,,68727,2.84,195459.59
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Narok,2014,Wheat,,70884,1.92,135884.63
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,"Beans, dry",,52455,0.8,42016.46
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,"Beans, dry",,53117,0.8,42546.72
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,"Beans, dry",,24615,0.74,18165.87
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Cassava,,27,10,270
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Cassava,,27,10,270
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Cassava,,80,27.8,2222
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,"Cowpeas, dry",,120,0.45,54
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,"Cowpeas, dry",,106,1.02,107.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,"Cowpeas, dry",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Green gram,,11,0.63,6.93
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Green gram,,12,0.45,5.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Green gram,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1975,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1976,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1977,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1978,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1979,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1980,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1981,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1982,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1983,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1984,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1985,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1986,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1987,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1988,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1989,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1990,Maize,,0,0,0
MoALF,Spreadsheet,,Nyanza,Nyamira,1991,Maize,,29740,2.7,80314
MOA,AgroMOA,,Nyanza,Nyamira,1992,Maize,Long Rains,22720,3.15,71568
MOA,AgroMOA,,Nyanza,Nyamira,1992,Maize,Short Rains,9018,3.15,28406.7
MOA,AgroMOA,,Nyanza,Nyamira,1992,Maize,,31738,3.15,99974.7
MOA,AgroMOA,,Nyanza,Nyamira,1993,Maize,Long Rains,8650,2.25,19462.5
MOA,AgroMOA,,Nyanza,Nyamira,1994,Maize,Long Rains,23000,3.42,78660
MOALP,AgroMOALP,,Nyanza,Nyamira,1995,Maize,,21700,3.93,85185
MOA,AgroMOA,,Nyanza,Nyamira,1996,Maize,Long Rains,20110,4.05,81445.5
MOALP,AgroMOALP,,Nyanza,Nyamira,1997,Maize,Long Rains,20600,2.49,51309
MOALP,AgroMOALP,,Nyanza,Nyamira,1997,Maize,Short Rains,6700,2.34,15678
MOALP,AgroMOALP,,Nyanza,Nyamira,1997,Maize,,27300,2.45,66987
MOALP,AgroMOALP,,Nyanza,Nyamira,1998,Maize,Long Rains,20223,2.47,49979.97
MOALP,AgroMOALP,,Nyanza,Nyamira,1998,Maize,Short Rains,6500,2.25,14625
MOALP,AgroMOALP,,Nyanza,Nyamira,1998,Maize,,26723,2.42,64604.97
MOALP,AgroMOALP,,Nyanza,Nyamira,1999,Maize,Long Rains,20225,2.87,58068
MOALP,AgroMOALP,,Nyanza,Nyamira,1999,Maize,Short Rains,8047,2.61,21002.85
MOALP,AgroMOALP,,Nyanza,Nyamira,1999,Maize,,21272,3.72,79070.85
MOALP,AgroMOALP,,Nyanza,Nyamira,2000,Maize,Long Rains,20387,2.52,51375.24
MOALP,AgroMOALP,,Nyanza,Nyamira,2000,Maize,Short Rains,9812,2.39,23466.24
MOALP,AgroMOALP,,Nyanza,Nyamira,2000,Maize,,29699,2.52,74841.48
MOALP,AgroMOALP,,Nyanza,Nyamira,2001,Maize,Long Rains,20294,2.61,52967.34
MOALP,AgroMOALP,,Nyanza,Nyamira,2001,Maize,Short Rains,10800,2.52,27216
MOALP,AgroMOALP,,Nyanza,Nyamira,2001,Maize,,31094,2.58,80183.34
MoALF,Spreadsheet,,Nyanza,Nyamira,2002,Maize,,32424,2.6,84286.23
MoALF,Spreadsheet,,Nyanza,Nyamira,2003,Maize,,22285,3.32,74072
MoALF,Spreadsheet,,Nyanza,Nyamira,2004,Maize,,32450,2.35,76237
MoALF,Spreadsheet,,Nyanza,Nyamira,2005,Maize,,56365,2.05,115592
MoALF,Spreadsheet,,Nyanza,Nyamira,2006,Maize,,51185,1.86,95247.97
MoALF,Spreadsheet,,Nyanza,Nyamira,2007,Maize,,48030,2.05,98363
MoALF,Spreadsheet,,Nyanza,Nyamira,2008,Maize,,42063,0.64,26895.79
MoALF,Spreadsheet,,Nyanza,Nyamira,2009,Maize,,56572,1.71,96715.8
MoALF,Spreadsheet,,Nyanza,Nyamira,2010,Maize,,71310,2.52,179739
MoALF,Spreadsheet,,Nyanza,Nyamira,2011,Maize,,63825,2.2,140537.25
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Maize,,54820,2.02,110517.12
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Maize,,53270,1.26,67120.2
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Maize,,35549,1.24,44151.86
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Millet,,14345,0.67,9553.77
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Millet,,53117,0.8,42546.72
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Millet,,8688,1.04,9070.27
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,"Potatoes, Irish",,26,9.15,238
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,"Potatoes, Irish",,34,8.41,286
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,"Potatoes, Irish",,41,5.99,245.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Sorghum,,279,1.22,341.5
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Sorghum,,270,1.03,277.02
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Sorghum,,93,0.95,87.89
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2012,Sweet potatoes,,470,11.7,5510
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2013,Sweet potatoes,,405,16.1,6510
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Nyanza,Nyamira,2014,Sweet potatoes,,440,10.8,4752
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Nyandarua,2012,Barley,,10,2.7,27
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Nyandarua,2013,Barley,,20,2.45,49
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Nyandarua,2014,Barley,,25,1.8,45
MOALD_CBS,KIPPRA,,Central,Nyandarua,1970,"Beans, dry",,NC,NC,NC.
MOALD_CBS,KIPPRA,,Central,Nyandarua,1971,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1972,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1973,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1974,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1975,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1976,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1977,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Nyandarua,1978,"Beans, dry",,681,0.9,613
