Source,SourceDoc,Admin0,Admin1,Admin2,Year,Crop,Season, Area , Yield , MT 
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1972,"Beans, dry",,4374,1.08,4724
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1973,"Beans, dry",,4225,0.72,3042
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1974,"Beans, dry",,5000,1.08,5400
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1975,"Beans, dry",,1430,0.9,1287
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1976,"Beans, dry",,2785,1.35,3760
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1977,"Beans, dry",,2960,1.08,3197
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1978,"Beans, dry",,3052,0.81,2472
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1979,"Beans, dry",,2098,1.12,2348
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1980,"Beans, dry",,5457,0.54,2947
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1981,"Beans, dry",,4767,0.9,4290
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1982,"Beans, dry",,2400,0.72,1728
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1983,"Beans, dry",,4800,0.52,2510
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1984,"Beans, dry",,6000,0.45,2700
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1985,"Beans, dry",,6500,0.61,3978
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1986,"Beans, dry",,6307,1.08,6812
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1987,"Beans, dry",,6132,0.72,4415
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1988,"Beans, dry",,6132,0.72,4415
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1989,"Beans, dry",,15983,0.72,11508
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1990,"Beans, dry",,20032,0.63,12620
MoALF,Spreadsheet,,Rift Valley,Kericho,1991,"Beans, dry",,11246,0.81,9110.88
MoALF,Spreadsheet,,Rift Valley,Kericho,1992,"Beans, dry",,7643,0.81,6190.83
MoALF,Spreadsheet,,Rift Valley,Kericho,1993,"Beans, dry",,8400,0.72,6048
MoALF,Spreadsheet,,Rift Valley,Kericho,1994,"Beans, dry",,9000,0.9,8100
MoALF,Spreadsheet,,Rift Valley,Kericho,1995,"Beans, dry",,9900,0.72,7128
MoALF,Spreadsheet,,Rift Valley,Kericho,1996,"Beans, dry",,10650,0.81,8626.5
MoALF,Spreadsheet,,Rift Valley,Kericho,1997,"Beans, dry",,10000,0.45,4500.45
MoALF,Spreadsheet,,Rift Valley,Kericho,1998,"Beans, dry",,5600,1.42,7960.76
MoALF,Spreadsheet,,Rift Valley,Kericho,1999,"Beans, dry",,18800,0.66,12411
MoALF,Spreadsheet,,Rift Valley,Kericho,2000,"Beans, dry",,18700,0.98,18326
MoALF,Spreadsheet,,Rift Valley,Kericho,2001,"Beans, dry",,22439,0.66,14910.57
MoALF,Spreadsheet,,Rift Valley,Kericho,2002,"Beans, dry",,22584,0.56,12570.03
MoALF,Spreadsheet,,Rift Valley,Kericho,2003,"Beans, dry",,19520,0.67,13035.1
MoALF,Spreadsheet,,Rift Valley,Kericho,2004,"Beans, dry",,23400,0.55,12876.69
MoALF,Spreadsheet,,Rift Valley,Kericho,2005,"Beans, dry",,26700,0.62,16552.66
MoALF,Spreadsheet,,Rift Valley,Kericho,2006,"Beans, dry",,27143,0.81,21971.56
MoALF,Spreadsheet,,Rift Valley,Kericho,2007,"Beans, dry",,25624,0.82,20896
MoALF,Spreadsheet,,Rift Valley,Kericho,2008,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2009,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2010,"Beans, dry",,19010,0.74,14130.45
MoALF,Spreadsheet,,Rift Valley,Kericho,2011,"Beans, dry",,21100,0.74,15526.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,"Beans, dry",,18116,0.6,10923.95
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,"Beans, dry",,19337,0.29,5569.06
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,"Beans, dry",,19804,0.77,15328.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Cassava,,22,2.87,63.2
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Cassava,,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Cassava,,0,0,0
MOA,AgroMOA,,Rift Valley,Kericho,1970,Maize,,43715,2.42,105923
MOA,AgroMOA,,Rift Valley,Kericho,1971,Maize,,22000,4.05,89100
MOA,AgroMOA,,Rift Valley,Kericho,1972,Maize,,32000,4.05,129600
MOA,AgroMOA,,Rift Valley,Kericho,1973,Maize,,28960,3.33,96466
MOA,AgroMOA,,Rift Valley,Kericho,1974,Maize,,35550,2.96,105359
MOA,AgroMOA,,Rift Valley,Kericho,1975,Maize,,35045,3.6,126191
MOA,AgroMOA,,Rift Valley,Kericho,1976,Maize,,36875,3.6,132750
MOA,AgroMOA,,Rift Valley,Kericho,1977,Maize,,42490,3.15,133844
MOA,AgroMOA,,Rift Valley,Kericho,1978,Maize,,42838,2.87,123044
MOA,AgroMOA,,Rift Valley,Kericho,1979,Maize,,45572,3.55,161928
MOA,AgroMOA,,Rift Valley,Kericho,1980,Maize,,57932,3.15,182477
MOA,AgroMOA,,Rift Valley,Kericho,1981,Maize,,70232,3.15,221231
MOA,AgroMOA,,Rift Valley,Kericho,1982,Maize,,72000,2.61,187920
MOA,AgroMOA,,Rift Valley,Kericho,1983,Maize,,72000,3.7,266400
MOA,AgroMOA,,Rift Valley,Kericho,1984,Maize,,72000,2.52,181530
MOA,AgroMOA,,Rift Valley,Kericho,1985,Maize,,74000,2.7,199800
MOA,AgroMOA,,Rift Valley,Kericho,1986,Maize,,74000,3.15,233100
MOA,AgroMOA,,Rift Valley,Kericho,1987,Maize,,74200,3.33,247086
MOA,AgroMOA,,Rift Valley,Kericho,1988,Maize,,80194,3.6,288698
MOA,AgroMOA,,Rift Valley,Kericho,1989,Maize,,85434,3.6,307562
MOA,AgroMOA,,Rift Valley,Kericho,1990,Maize,,76558,2.7,206707
MOA,AgroMOA,,Rift Valley,Kericho,1991,Maize,Long Rains,78500,3.28,257580
MOA,AgroMOA,,Rift Valley,Kericho,1991,Maize,,78500,3.28,257580
MOA,AgroMOA,,Rift Valley,Kericho,1992,Maize,Long Rains,67288,3.6,242236.8
MOA,AgroMOA,,Rift Valley,Kericho,1992,Maize,,67288,3.6,242236.8
MOA,AgroMOA,,Rift Valley,Kericho,1993,Maize,Long Rains,40550,1.98,80289
MOA,AgroMOA,,Rift Valley,Kericho,1993,Maize,,40550,1.98,80289
MOA,AgroMOA,,Rift Valley,Kericho,1994,Maize,Long Rains,40800,3.78,154170
MOALP,AgroMOALP,,Rift Valley,Kericho,1994,Maize,,41800,3.6,150480
MOA,AgroMOA,,Rift Valley,Kericho,1995,Maize,Long Rains,41000,3.15,129150
MOA,AgroMOA,,Rift Valley,Kericho,1995,Maize,,41000,3.15,129150
MOA,AgroMOA,,Rift Valley,Kericho,1996,Maize,Long Rains,40000,3.6,144000
MOALP,AgroMOALP,,Rift Valley,Kericho,1996,Maize,,39500,3.24,127980
MOALP,AgroMOALP,,Rift Valley,Kericho,1997,Maize,Long Rains,39700,2.61,103617
MOALP,AgroMOALP,,Rift Valley,Kericho,1997,Maize,,39700,2.61,103617
MOALP,AgroMOALP,,Rift Valley,Kericho,1998,Maize,Long Rains,40000,3.42,136800
MOALP,AgroMOALP,,Rift Valley,Kericho,1998,Maize,,40000,3.42,136800
MOALP,AgroMOALP,,Rift Valley,Kericho,1999,Maize,Long Rains,30500,3.05,93015
MOALP,AgroMOALP,,Rift Valley,Kericho,1999,Maize,,30500,3.05,93015
MOALP,AgroMOALP,,Rift Valley,Kericho,2000,Maize,Long Rains,29500,2.7,79650
MOALP,AgroMOALP,,Rift Valley,Kericho,2000,Maize,Short Rains,2000,1.8,3600
MOALP,AgroMOALP,,Rift Valley,Kericho,2000,Maize,,31500,2.64,83250
MOALP,AgroMOALP,,Rift Valley,Kericho,2001,Maize,Long Rains,31000,2.99,92673
MOALP,AgroMOALP,,Rift Valley,Kericho,2001,Maize,Short Rains,2000,1.8,3600
MOALP,AgroMOALP,,Rift Valley,Kericho,2001,Maize,,33000,2.92,96273
MoALF,Spreadsheet,,Rift Valley,Kericho,2002,Maize,,50900,2.4,121962
MoALF,Spreadsheet,,Rift Valley,Kericho,2003,Maize,,47018.82,2.48,116534.25
MoALF,Spreadsheet,,Rift Valley,Kericho,2004,Maize,,53600,2.73,146593
MoALF,Spreadsheet,,Rift Valley,Kericho,2005,Maize,,54190,2.97,161055
MoALF,Spreadsheet,,Rift Valley,Kericho,2006,Maize,,41685,3.52,146731.2
MoALF,Spreadsheet,,Rift Valley,Kericho,2007,Maize,,63895,3.52,224838
MoALF,Spreadsheet,,Rift Valley,Kericho,2008,Maize,,52077.76,3.22,167501.25
MoALF,Spreadsheet,,Rift Valley,Kericho,2009,Maize,,48223,2.12,102205.8
MoALF,Spreadsheet,,Rift Valley,Kericho,2010,Maize,,50600,2.6,131450.4
MoALF,Spreadsheet,,Rift Valley,Kericho,2011,Maize,,48035,2.44,116992.8
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Maize,,41971,3.05,128053.52
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Maize,,41170,2.52,103748.4
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Maize,,41041,2.18,89387.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Millet,,490,1.4,687.96
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Millet,,618,0.83,511.7
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Millet,,618,1,617.38
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Sorghum,,490,1.4,687.96
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Sorghum,,726,1.94,1404.81
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Sorghum,,957,1.8,1722.6
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Sweet potatoes,,544,9.1,4972
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Sweet potatoes,,507,2.2,1096
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Sweet potatoes,,735,2.1,1568
MOA,AgroMOA,,Rift Valley,Kericho,1970,Tea,,2678,3.95,10591
MOA,AgroMOA,,Rift Valley,Kericho,1971,Tea,,8417,1.24,10403
MOA,AgroMOA,,Rift Valley,Kericho,1972,Tea,,4224,2.42,10224
MOA,AgroMOA,,Rift Valley,Kericho,1973,Tea,,5667,1.77,10058
MOA,AgroMOA,,Rift Valley,Kericho,1974,Tea,,6413,1.81,11611
MOA,AgroMOA,,Rift Valley,Kericho,1975,Tea,,17541,1.6,28003
MOA,AgroMOA,,Rift Valley,Kericho,1976,Tea,,17772,1.59,28254
MOA,AgroMOA,,Rift Valley,Kericho,1977,Tea,,6700,5.65,37835
MOA,AgroMOA,,Rift Valley,Kericho,1978,Tea,,6733,3.53,23753
MOA,AgroMOA,,Rift Valley,Kericho,1979,Tea,,6900,3,20724
MOA,AgroMOA,,Rift Valley,Kericho,1980,Tea,,7120,2.96,21070
MOA,AgroMOA,,Rift Valley,Kericho,1981,Tea,,7688,2.75,21145
MOA,AgroMOA,,Rift Valley,Kericho,1982,Tea,,7685,3.78,29047
MOA,AgroMOA,,Rift Valley,Kericho,1983,Tea,,7797,4.52,35250
MOA,AgroMOA,,Rift Valley,Kericho,1984,Tea,,7894,5.39,42535
MOA,AgroMOA,,Rift Valley,Kericho,1985,Tea,,8002,5.3,42412
MOA,AgroMOA,,Rift Valley,Kericho,1986,Tea,,8002,6.04,48296
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1970,Wheat,,2420,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1971,Wheat,,2225,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1972,Wheat,,1975,NC,NC
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1973,Wheat,,2800,1.8,5040
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1974,Wheat,,2790,1.62,4520
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1975,Wheat,,1870,1.62,3036
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1976,Wheat,,2700,1.8,4860
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1977,Wheat,,2000,1.26,2520
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1978,Wheat,,1500,1.35,2025
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1979,Wheat,,882,1.26,1111
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1980,Wheat,,939,1.8,1690
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1981,Wheat,,2000,2.11,4215
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1982,Wheat,,1300,1.62,2106
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1983,Wheat,,1170,1.86,2178
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1984,Wheat,,892,1.41,1257
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1985,Wheat,,985,1.8,1773
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1986,Wheat,,1198,2.7,3235
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1987,Wheat,,840,2.7,2268
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1988,Wheat,,600,1.8,1080
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1989,Wheat,,834,1.8,1501
MOALD_CBS,KIPPRA,,Rift Valley,Kericho,1990,Wheat,,530,2.25,1193
MoALF,Spreadsheet,,Rift Valley,Kericho,1991,Wheat,,369,1.8,662.4
MoALF,Spreadsheet,,Rift Valley,Kericho,1992,Wheat,,104,1.8,187.2
MoALF,Spreadsheet,,Rift Valley,Kericho,1993,Wheat,,100,1.62,162
MoALF,Spreadsheet,,Rift Valley,Kericho,1994,Wheat,,200,1.98,396
MoALF,Spreadsheet,,Rift Valley,Kericho,1995,Wheat,,25,1.62,40.5
MoALF,Spreadsheet,,Rift Valley,Kericho,1996,Wheat,,70,1.8,126
MoALF,Spreadsheet,,Rift Valley,Kericho,1997,Wheat,,72,1.11,80
MoALF,Spreadsheet,,Rift Valley,Kericho,1998,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,1999,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2000,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2001,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2002,Wheat,,56,1,56
MoALF,Spreadsheet,,Rift Valley,Kericho,2003,Wheat,,70,3,210
MoALF,Spreadsheet,,Rift Valley,Kericho,2004,Wheat,,70,2.14,149.8
MoALF,Spreadsheet,,Rift Valley,Kericho,2005,Wheat,,80,3,240
MoALF,Spreadsheet,,Rift Valley,Kericho,2006,Wheat,,180,3.2,576
MoALF,Spreadsheet,,Rift Valley,Kericho,2007,Wheat,,130,2.5,325
MoALF,Spreadsheet,,Rift Valley,Kericho,2008,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2009,Wheat,,0,0,0
MoALF,Spreadsheet,,Rift Valley,Kericho,2010,Wheat,,100,3.51,351
MoALF,Spreadsheet,,Rift Valley,Kericho,2011,Wheat,,40,3.15,126
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2012,Wheat,,58,2.66,153.99
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2013,Wheat,,40,2.95,118.08
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Rift Valley,Kericho,2014,Wheat,,0,0,0
MOALD_CBS,KIPPRA,,Central,Kiambu,1970,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Kiambu,1971,"Beans, dry",,NC,NC,NC
MOALD_CBS,KIPPRA,,Central,Kiambu,1972,"Beans, dry",,6211,0.49,3062
MOALD_CBS,KIPPRA,,Central,Kiambu,1973,"Beans, dry",,8825,0.43,3805
MOALD_CBS,KIPPRA,,Central,Kiambu,1974,"Beans, dry",,7835,0.72,5641
MOALD_CBS,KIPPRA,,Central,Kiambu,1975,"Beans, dry",,7980,0.72,5746
MOALD_CBS,KIPPRA,,Central,Kiambu,1976,"Beans, dry",,6964,0.3,2089
MOALD_CBS,KIPPRA,,Central,Kiambu,1977,"Beans, dry",,6655,0.36,2395
MOALD_CBS,KIPPRA,,Central,Kiambu,1978,"Beans, dry",,5350,0.53,2858
MOALD_CBS,KIPPRA,,Central,Kiambu,1979,"Beans, dry",,7500,0.64,4800
MOALD_CBS,KIPPRA,,Central,Kiambu,1980,"Beans, dry",,6335,0.78,4940
MOALD_CBS,KIPPRA,,Central,Kiambu,1981,"Beans, dry",,12320,0.54,6653
MOALD_CBS,KIPPRA,,Central,Kiambu,1982,"Beans, dry",,12492,0.45,5621
MOALD_CBS,KIPPRA,,Central,Kiambu,1983,"Beans, dry",,8900,0.34,2988
MOALD_CBS,KIPPRA,,Central,Kiambu,1984,"Beans, dry",,5331,0.54,2878
MOALD_CBS,KIPPRA,,Central,Kiambu,1985,"Beans, dry",,13600,0.54,7344
MOALD_CBS,KIPPRA,,Central,Kiambu,1986,"Beans, dry",,9093,0.86,7775
MOALD_CBS,KIPPRA,,Central,Kiambu,1987,"Beans, dry",,15235,1.26,19252
MOALD_CBS,KIPPRA,,Central,Kiambu,1988,"Beans, dry",,12426,1.02,12641
MOALD_CBS,KIPPRA,,Central,Kiambu,1989,"Beans, dry",,14060,0.68,9557
MOALD_CBS,KIPPRA,,Central,Kiambu,1990,"Beans, dry",,12223,0.56,6787
MoALF,Spreadsheet,,Central,Kiambu,1991,"Beans, dry",,17640,0.63,11097
MoALF,Spreadsheet,,Central,Kiambu,1992,"Beans, dry",,18955,0.5,9498
MoALF,Spreadsheet,,Central,Kiambu,1993,"Beans, dry",,16958,0.32,5376
MoALF,Spreadsheet,,Central,Kiambu,1994,"Beans, dry",,20979,0.7,14685
MoALF,Spreadsheet,,Central,Kiambu,1995,"Beans, dry",,14543,0.7,10138.97
MoALF,Spreadsheet,,Central,Kiambu,1996,"Beans, dry",,13087,0.38,4947.34
MoALF,Spreadsheet,,Central,Kiambu,1997,"Beans, dry",,19930,0.5,9891
MoALF,Spreadsheet,,Central,Kiambu,1998,"Beans, dry",,26739,0.25,6810.26
MoALF,Spreadsheet,,Central,Kiambu,1999,"Beans, dry",,30640,0.44,13570.66
MoALF,Spreadsheet,,Central,Kiambu,2000,"Beans, dry",,28360,0.37,10583.26
MoALF,Spreadsheet,,Central,Kiambu,2001,"Beans, dry",,30500,0.39,11880
MoALF,Spreadsheet,,Central,Kiambu,2002,"Beans, dry",,28390,0.7,19973.3
MoALF,Spreadsheet,,Central,Kiambu,2003,"Beans, dry",,30580,0.43,13171.5
MoALF,Spreadsheet,,Central,Kiambu,2004,"Beans, dry",,33470,0.32,10827.09
MoALF,Spreadsheet,,Central,Kiambu,2005,"Beans, dry",,32905,0.32,10503.78
MoALF,Spreadsheet,,Central,Kiambu,2006,"Beans, dry",,33082,0.48,15950.23
MoALF,Spreadsheet,,Central,Kiambu,2007,"Beans, dry",,37078,0,0
MoALF,Spreadsheet,,Central,Kiambu,2008,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Central,Kiambu,2009,"Beans, dry",,26048,0,0
MoALF,Spreadsheet,,Central,Kiambu,2010,"Beans, dry",,0,0,0
MoALF,Spreadsheet,,Central,Kiambu,2011,"Beans, dry",,31458.4,0.56,17731.03
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2012,"Beans, dry",,28004,0.77,21423.06
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2013,"Beans, dry",,24055,0.41,9958.77
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2014,"Beans, dry",,13834,0.45,6225.3
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2012,Cassava,,343,4.7,1610
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2013,Cassava,,302,13,3930
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2014,Cassava,,111,10,1107
MOA,AgroMOA,,Central,Kiambu,1970,Coffee,,3158,1.11,3509
MOA,AgroMOA,,Central,Kiambu,1971,Coffee,,4899,0.93,4566
MOA,AgroMOA,,Central,Kiambu,1972,Coffee,,6640,0.48,3157
MOA,AgroMOA,,Central,Kiambu,1973,Coffee,,7330,0.55,4033
MOA,AgroMOA,,Central,Kiambu,1974,Coffee,,7330,0.67,4911
MOA,AgroMOA,,Central,Kiambu,1975,Coffee,,8170,0.52,4220
MOA,AgroMOA,,Central,Kiambu,1976,Coffee,,9010,0.61,5472
MOA,AgroMOA,,Central,Kiambu,1977,Coffee,,9969,0.63,6321
MOA,AgroMOA,,Central,Kiambu,1978,Coffee,,10150,0.68,6875
MOA,AgroMOA,,Central,Kiambu,1979,Coffee,,10252,0.47,4846
MOA,AgroMOA,,Central,Kiambu,1980,Coffee,,11010,0.58,6432
MOA,AgroMOA,,Central,Kiambu,1981,Coffee,,9034,0.75,6795
MOA,AgroMOA,,Central,Kiambu,1982,Coffee,,10996,0.48,5225
MOA,AgroMOA,,Central,Kiambu,1983,Coffee,,11575,2.32,26802
MOA,AgroMOA,,Central,Kiambu,1984,Coffee,,12692,4.18,53088
MOA,AgroMOA,,Central,Kiambu,1985,Coffee,,34875,0.74,25637
MOA,AgroMOA,,Central,Kiambu,1986,Coffee,,13516,3.01,40708
MOA,AgroMOA,,Central,Kiambu,1987,Coffee,,36401,0.9,32785
MOA,AgroMOA,,Central,Kiambu,1988,Coffee,,36902,1.07,39422
MOA,AgroMOA,,Central,Kiambu,1989,Coffee,,36942,0.91,33492
MOA,AgroMOA,,Central,Kiambu,1990,Coffee,,36956,0.62,22765
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2012,"Cowpeas, dry",,318,0.78,248.99
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2013,"Cowpeas, dry",,302,0.78,236.47
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2014,"Cowpeas, dry",,0,0,0
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2012,Green gram,,229.6,1.07,245.9
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2013,Green gram,,230,1.04,238.05
"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,Central,Kiambu,2014,Green gram,,0,0,0
MOA,AgroMOA,,Central,Kiambu,1970,Maize,,14988,NC,NC
MOA,AgroMOA,,Central,Kiambu,1971,Maize,,15654,NC,NC
MOA,AgroMOA,,Central,Kiambu,1972,Maize,,18718,2.24,41966
MOA,AgroMOA,,Central,Kiambu,1973,Maize,,31727,NC,NC
MOA,AgroMOA,,Central,Kiambu,1974,Maize,,26977,1.85,49999
MOA,AgroMOA,,Central,Kiambu,1975,Maize,,21884,1.8,39391
MOA,AgroMOA,,Central,Kiambu,1976,Maize,,18227,1.05,19205
MOA,AgroMOA,,Central,Kiambu,1977,Maize,,17028,1.8,30650
MOA,AgroMOA,,Central,Kiambu,1978,Maize,,16896,1.8,30410
MOA,AgroMOA,,Central,Kiambu,1979,Maize,,18700,2.17,40500
MOA,AgroMOA,,Central,Kiambu,1980,Maize,,19000,3.32,63000
MOA,AgroMOA,,Central,Kiambu,1981,Maize,,21000,2.8,58800
MOA,AgroMOA,,Central,Kiambu,1982,Maize,,21000,2.7,56700
MOA,AgroMOA,,Central,Kiambu,1983,Maize,,37000,1.62,59940
MOA,AgroMOA,,Central,Kiambu,1984,Maize,,19813,2.3,45579
MOA,AgroMOA,,Central,Kiambu,1985,Maize,,30584,2.5,76460
MOA,AgroMOA,,Central,Kiambu,1986,Maize,,26457,2.5,66130
MOA,AgroMOA,,Central,Kiambu,1987,Maize,,25207,1.04,26257
MOA,AgroMOA,,Central,Kiambu,1988,Maize,,15709,1.7,26705
MOA,AgroMOA,,Central,Kiambu,1989,Maize,,25702,1.16,29784
MOA,AgroMOA,,Central,Kiambu,1990,Maize,,26100,1.2,31320
MOA,AgroMOA,,Central,Kiambu,1991,Maize,Long Rains,21300,1.8,38340
MOA,AgroMOA,,Central,Kiambu,1991,Maize,Short Rains,13560,0.25,3450.15
MOA,AgroMOA,,Central,Kiambu,1991,Maize,,34860,1.2,41790.15
MOA,AgroMOA,,Central,Kiambu,1992,Maize,Long Rains,14105,2.25,31736.25
MOA,AgroMOA,,Central,Kiambu,1992,Maize,Short Rains,12900,0.23,2902.5
MOA,AgroMOA,,Central,Kiambu,1992,Maize,,27005,1.28,34638.75
MOA,AgroMOA,,Central,Kiambu,1993,Maize,Long Rains,11958,1.17,13990.86
MOA,AgroMOA,,Central,Kiambu,1993,Maize,Short Rains,14328,0.31,4379.76
MOA,AgroMOA,,Central,Kiambu,1993,Maize,,26286,0.7,18370.62
MOA,AgroMOA,,Central,Kiambu,1994,Maize,Long Rains,16230,2.52,40899.6
MOA,AgroMOA,,Central,Kiambu,1994,Maize,Short Rains,11174,0.75,8378.1
MOA,AgroMOA,,Central,Kiambu,1994,Maize,,27404,1.8,49327
MOA,AgroMOA,,Central,Kiambu,1995,Maize,Long Rains,11800,1.8,21240
MOA,AgroMOA,,Central,Kiambu,1995,Maize,Short Rains,11800,0.96,11340
MOA,AgroMOA,,Central,Kiambu,1995,Maize,,23600,1.38,32580
MOA,AgroMOA,,Central,Kiambu,1996,Maize,Long Rains,10161,1.8,18289.8
MOA,AgroMOA,,Central,Kiambu,1996,Maize,Short Rains,4603,0.47,2173.2
MOA,AgroMOA,,Central,Kiambu,1996,Maize,,14764,1.39,20463
MOALP,AgroMOALP,,Central,Kiambu,1997,Maize,Long Rains,11285,1.62,18333.09
MOALP,AgroMOALP,,Central,Kiambu,1997,Maize,Short Rains,5928,1.35,8002.8
MOALP,AgroMOALP,,Central,Kiambu,1997,Maize,,17213,1.53,26335.89
MOALP,AgroMOALP,,Central,Kiambu,1998,Maize,Long Rains,11240,1.13,12645
MOALP,AgroMOALP,,Central,Kiambu,1998,Maize,Short Rains,6466,0.04,270
MOALP,AgroMOALP,,Central,Kiambu,1998,Maize,,17706,0.73,12915
MOALP,AgroMOALP,,Central,Kiambu,1999,Maize,Long Rains,9500,1.08,10260
MOALP,AgroMOALP,,Central,Kiambu,1999,Maize,Short Rains,5164,0.31,1583.28
MOALP,AgroMOALP,,Central,Kiambu,1999,Maize,,14664,0.81,11843.28
MOALP,AgroMOALP,,Central,Kiambu,2000,Maize,Long Rains,8640,0.18,1556.1
