year,code,name,ASAL,cum_90_MarMay,cum_95_MarMay,cum_99_MarMay,days_90_MarMay,days_95_MarMay,days_99_MarMay,cum_90_MarAug,cum_95_MarAug,cum_99_MarAug,days_90_MarAug,days_95_MarAug,days_99_MarAug,cum_90_OctDec,cum_95_OctDec,cum_99_OctDec,days_90_OctDec,days_95_OctDec,days_99_OctDec
1981,51338,-999,1,225.3,116.2,0,5.4,2.3,0,225.3,116.2,0,5.4,2.3,0,3.7,0,0,0.2,0,0
1982,51338,-999,1,270,203.1,68,5.3,3.3,0.7,278.3,203.1,68,5.5,3.3,0.7,273.9,172.3,16.6,6,2.9,0.2
1983,51338,-999,1,314.6,215.8,108.4,5.9,3.1,1.2,326.2,215.8,108.4,6.3,3.1,1.2,132,77.8,7,2.9,1.3,0.1
1984,51338,-999,1,25.7,3.2,0,0.7,0.1,0,29.3,3.2,0,0.8,0.1,0,137.2,43.3,9.4,3.5,0.7,0.1
1985,51338,-999,1,316.5,168.5,70.1,7,2.5,0.6,337.6,178.3,70.1,7.5,2.7,0.6,65.8,30.1,0,1.5,0.5,0
1986,51338,-999,1,336.1,208.1,102.2,6.7,3,0.9,347.9,214.6,102.2,7,3.2,0.9,138,83.8,6.9,3.1,1.6,0.1
1987,51338,-999,1,198.8,141.4,59.1,3.8,1.9,0.6,218.8,141.4,59.1,4.4,1.9,0.6,75.9,39.3,0,1.9,0.8,0
1988,51338,-999,1,282.8,161.6,18.6,6.4,2.9,0.2,340.3,196.8,18.6,7.6,3.5,0.2,58.8,18.2,0,1.5,0.4,0
1989,51338,-999,1,309.3,173,10.2,7.3,3.2,0.1,355.1,199.2,10.2,8.5,3.7,0.1,140.7,96.9,19.8,2.9,1.6,0.2
1990,51338,-999,1,279.2,133.4,30.2,6.3,2.2,0.3,279.2,133.4,30.2,6.3,2.2,0.3,207.8,167.6,66.8,3.5,2.4,0.8
1991,51338,-999,1,384.3,299.4,152,6.1,3.7,1,443.6,339.7,159.2,7.5,4.4,1.1,129.2,80.3,29.4,2.7,1.3,0.4
1992,51338,-999,1,304.4,226.7,88.6,5.4,3.1,0.8,308.2,226.7,88.6,5.5,3.1,0.8,108.2,64.4,23.4,2.4,1,0.2
1993,51338,-999,1,154.6,89.2,9.3,3.2,1.3,0.1,165.7,95,9.3,3.6,1.4,0.1,9.5,9.5,0,0.2,0.2,0
1994,51338,-999,1,204.7,148.2,42.6,4,2.4,0.4,226.7,153.7,42.6,4.6,2.6,0.4,254.3,184.5,27.7,5,3.1,0.3
1995,51338,-999,1,487.7,361.9,247.4,7.8,4.1,2.1,487.7,361.9,247.4,7.8,4.1,2.1,120.2,85.2,29,2.3,1.1,0.2
1996,51338,-999,1,127.5,86.1,32.9,2.5,1.3,0.3,188.1,130.6,55.4,3.9,2.1,0.6,38.5,30.7,23.4,0.7,0.5,0.3
1997,51338,-999,1,383.6,259,14.7,8.3,4.6,0.2,459.4,307.5,14.7,10,5.5,0.2,539.8,411.7,237.6,9.1,5.3,2.1
1998,51338,-999,1,456.8,252,4.1,10.2,4.5,0.1,580.6,351.8,70.9,12.3,5.8,0.7,60.5,50.3,39.8,0.9,0.6,0.3
1999,51338,-999,1,110,85.4,29.8,2,1.3,0.3,126.9,90.7,29.8,2.5,1.4,0.3,215.3,193.6,134.3,2.8,2.2,1.1
2000,51338,-999,1,95.1,57.4,0,2,0.9,0,102.3,57.4,0,2.3,0.9,0,174.4,92.1,20.2,4.1,1.6,0.3
2001,51338,-999,1,247.8,171.4,32.3,5.2,3,0.4,272.7,182.2,32.3,5.9,3.1,0.4,76.6,67.6,39.5,1.2,0.9,0.4
2002,51338,-999,1,395.2,209.6,0,9.1,3.7,0,395.2,209.6,0,9.1,3.7,0,186.8,109.6,40.7,4,1.9,0.6
2003,51338,-999,1,455.8,316.7,31.2,9.3,5.3,0.4,504.9,351,36.3,10.4,6,0.5,94.3,65.3,0,2.1,1.1,0
2004,51338,-999,1,217.9,148.9,55.1,4.4,2.4,0.5,235.5,161.9,55.1,5,2.7,0.5,108.4,60.5,45.3,2.2,0.8,0.5
2005,51338,-999,1,327.1,250.3,66.2,5.9,3.7,0.7,344.6,259.1,66.2,6.4,3.9,0.7,0,0,0,0,0,0
2006,51338,-999,1,282.7,201.6,57.8,5.6,3.2,0.6,310.9,221.2,67.6,6.2,3.6,0.8,461.4,287.7,155.2,9.2,4.1,1.7
2007,51338,-999,1,337.4,275.9,153.1,5.2,3.4,1.1,483.9,396.9,182.2,7.9,5.3,1.4,20.4,11.3,8.1,0.4,0.2,0.1
2008,51338,-999,1,108.3,85.9,39.7,1.9,1.2,0.3,108.3,85.9,39.7,1.9,1.2,0.3,198.4,152,62.9,3.5,2.3,0.7
2009,51338,-999,1,167.8,131.5,15.4,3.4,2.3,0.2,174.8,131.5,15.4,3.6,2.3,0.2,101.4,62.2,48.1,1.9,0.7,0.4
2010,51338,-999,1,394.6,316.3,160.2,6.6,4.3,1.6,405.3,322.3,160.2,7,4.4,1.6,41.3,31.5,8.4,0.8,0.5,0.1
2011,51338,-999,1,184.1,138.9,38.9,3.4,2.1,0.4,255.5,179.5,38.9,5.1,2.8,0.4,408.3,345.2,126.5,7,5.2,1.2
2012,51338,-999,1,452.2,272.1,27.6,9.4,4.6,0.3,528.1,320.9,37.6,11.2,5.5,0.4,326.3,271.3,87.1,5.6,4.1,0.9
2013,51338,-999,1,351.2,193.1,0,7.8,3.3,0,380.1,204.8,0,8.7,3.6,0,139.4,82.7,12.6,3.1,1.4,0.1
2014,51338,-999,1,151.4,115.6,32.1,2.8,1.9,0.3,231.3,182.4,54.7,4.1,2.9,0.6,193.6,125.8,55.1,3.6,1.8,0.5
2015,51338,-999,1,390.4,188.6,28.3,8.9,3.2,0.3,401.7,188.6,28.3,9.2,3.2,0.3,374.3,295.8,136.5,6.5,4.4,1.5
2016,51338,-999,1,65.4,0,0,2.2,0,0,445.9,179.9,60.6,10.7,2.7,0.7,211.1,197.2,189.6,1.7,1.3,1.2
2017,51338,-999,1,21.1,8.2,0,0.7,0.1,0,43.2,30.3,22.1,0.9,0.3,0.2,23.5,3.3,0,0.7,0.1,0
1981,51340,-999,1,75.7,48.1,1,1.7,0.9,0,83.8,48.1,1,2,0.9,0,29,3.9,0,0.9,0.1,0
1982,51340,-999,1,286.3,160.9,62.8,6.1,2.2,0.5,351,206.1,62.8,7.4,3,0.5,208.1,84.6,0,5.5,1.6,0
1983,51340,-999,1,208.1,143.4,64.1,3.6,1.8,0.4,279.4,181.3,64.1,5.1,2.4,0.4,9.2,0,0,0.4,0,0
1984,51340,-999,1,66.9,9.5,0,2,0.2,0,149.4,49.3,0,4,0.9,0,90.6,43.6,0,2.5,1,0
1985,51340,-999,1,139.9,84.7,2.9,3,1.4,0,176.1,86.9,2.9,4.1,1.4,0,86.1,61.3,0,1.9,1.1,0
1986,51340,-999,1,331.9,253.9,139.1,5.2,2.8,1,349,253.9,139.1,5.8,2.8,1,136.5,84,25.2,2.9,1.3,0.2
1987,51340,-999,1,267.2,190.6,51.3,5.1,2.8,0.4,321.5,201.9,51.3,6.6,3,0.4,48.2,13.6,0,1.4,0.3,0
1988,51340,-999,1,154.2,86.7,12.4,3.5,1.6,0.2,273.1,163.9,12.4,6.1,3,0.2,117.3,67.5,9.2,2.7,1.2,0.1
1989,51340,-999,1,155.9,62.2,0,4,1.2,0,171,62.2,0,4.6,1.2,0,227.4,150,78.4,4.4,2,0.6
1990,51340,-999,1,111.9,62.2,1.6,2.5,1,0,111.9,62.2,1.6,2.5,1,0,241.1,196,130.8,3.5,2.1,0.9
1991,51340,-999,1,341.3,260.9,61.5,6,3.7,0.5,444.2,345.3,103.2,7.6,4.7,0.9,46.2,15.9,0,1.2,0.2,0
1992,51340,-999,1,205.8,165,71.1,3.3,2.2,0.6,291.8,198.4,71.1,5.4,2.7,0.6,146.4,65.2,6.7,3.9,1.4,0.1
1993,51340,-999,1,43.2,18,0,1,0.2,0,69.1,18,0,1.8,0.2,0,100.7,68.8,20.7,2.1,1.1,0.2
1994,51340,-999,1,330.5,262.2,140.9,5,3.1,1,336.2,266.1,140.9,5.1,3.1,1,336.6,252.2,77.6,6.6,4,0.8
1995,51340,-999,1,281,216.3,73,4.9,3,0.5,308.8,232.2,73,5.5,3.2,0.5,213.2,196,79.5,3.1,2.6,0.8
1996,51340,-999,1,300.3,249.6,130.7,4.4,2.8,0.8,300.3,249.6,130.7,4.4,2.8,0.8,90.6,54.9,14.4,2.1,0.9,0.1
1997,51340,-999,1,354.2,261,152.4,5.9,3.2,1.3,491.6,384.1,185.4,7.9,4.8,1.6,577.6,388.3,23.9,12.5,6.9,0.3
1998,51340,-999,1,341.7,283.4,49.2,5.9,4.1,0.5,426.9,328.3,50.8,8,5,0.5,78,59.4,3.9,1.6,1,0.1
1999,51340,-999,1,233.6,154.9,72.4,4.3,1.8,0.4,247.5,155.4,72.4,4.7,1.8,0.4,93.6,46.2,4.7,2.3,0.9,0.1
2000,51340,-999,1,221.7,170.9,82.5,3.5,1.9,0.5,255.8,201.3,97.5,3.9,2.3,0.6,172.1,98.3,32.3,3.8,1.5,0.3
2001,51340,-999,1,64.2,31.5,0,1.5,0.6,0,72.2,36.9,2.2,1.6,0.6,0,75,58.5,40,1.3,0.8,0.4
2002,51340,-999,1,136.8,82.6,21.6,2.9,1.2,0.1,177.7,116.3,23.7,3.6,1.7,0.2,260.9,211.1,95,4.4,2.9,0.8
2003,51340,-999,1,203.9,160.2,76.4,3.3,2,0.7,243.2,195.6,81.5,3.8,2.4,0.7,105.7,67.1,7.9,2.3,1.1,0.1
2004,51340,-999,1,58.4,7.6,0,1.7,0.2,0,145.2,90.6,54.4,2.8,1.1,0.5,111.8,72.4,28.7,2.3,1,0.3
2005,51340,-999,1,131.6,69.6,16.9,2.9,1.1,0.1,174.7,84.8,16.9,4,1.3,0.1,58.1,39.7,14.7,1.1,0.6,0.2
2006,51340,-999,1,238.7,148.4,42.7,4.7,2.1,0.3,281.5,186.5,54.2,5.3,2.6,0.4,415.7,313.2,114.8,7.7,4.5,1
2007,51340,-999,1,383.3,301.5,143.6,5.8,3.6,1,453.8,356,154.5,7,4.3,1.1,79.2,40.4,0,2,0.8,0
2008,51340,-999,1,181.1,136.6,60.5,3.2,1.7,0.5,187.7,136.6,60.5,3.4,1.7,0.5,67.7,11.2,1,2.1,0.3,0
2009,51340,-999,1,71.2,40.6,1.3,1.5,0.6,0,185.2,148,89.1,2.5,1.4,0.5,265.5,221.5,150.5,3.4,2.1,0.9
2010,51340,-999,1,275.3,182.4,39.2,5.5,2.7,0.4,322.9,216.8,43.2,6.4,3.2,0.4,124.8,64.8,11.6,2.9,1.1,0.1
2011,51340,-999,1,11.3,3.5,0,0.4,0.1,0,11.3,3.5,0,0.4,0.1,0,116.1,67.6,14.9,2.7,1.1,0.1
2012,51340,-999,1,145.2,115.7,6.6,2.5,1.7,0.1,145.2,115.7,6.6,2.5,1.7,0.1,274.1,197.7,41.7,5.5,3.1,0.5
2013,51340,-999,1,268.7,172.8,84,5.2,2.3,0.7,268.7,172.8,84,5.2,2.3,0.7,73.5,39.7,8.2,1.8,0.7,0.1
2014,51340,-999,1,234.5,179.8,100.8,3.7,2.1,0.8,234.8,179.8,100.8,3.7,2.1,0.8,282.7,229.7,139,4.3,2.8,1.2
2015,51340,-999,1,380.4,297.8,66.3,6.6,4.1,0.5,381.2,297.8,66.3,6.6,4.1,0.5,293.9,246.1,160.1,4.4,2.9,1.4
2016,51340,-999,1,3.8,3.8,0,0.1,0.1,0,136.9,64.9,0,3.4,1.2,0,0,0,0,0,0,0
2017,51340,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,38.6,22.2,0,1,0.5,0
1981,51341,-999,1,83.4,43.4,1.6,2.4,1,0,104.1,49.8,1.6,3,1.2,0,79.3,52,1.5,2,1.2,0
1982,51341,-999,1,288.2,184,69.9,6,2.8,0.6,333.4,200,69.9,7.3,3.2,0.6,143.7,51.7,0,4.1,1.1,0
1983,51341,-999,1,116.9,58.6,21.3,2.9,0.9,0.2,178.1,94.2,21.3,4.4,1.6,0.2,33.4,0.8,0,1.2,0,0
1984,51341,-999,1,123.7,88.2,15.1,2.4,1.2,0.2,161.1,90.8,15.1,3.7,1.3,0.2,94.3,44.8,0,2.6,1,0
1985,51341,-999,1,156.5,109,43.5,3,1.6,0.4,168.1,111.8,43.5,3.3,1.6,0.4,128.2,76.6,1.4,3.3,1.6,0
1986,51341,-999,1,264.8,191.4,138.8,4.2,1.9,1,274.2,191.4,138.8,4.6,1.9,1,113.5,55.1,11.2,3,1,0.2
1987,51341,-999,1,240,209.7,1.5,4.4,3.3,0,259.8,212.5,1.5,5,3.4,0,15,0,0,0.6,0,0
1988,51341,-999,1,174.8,94,0,4.3,1.7,0,233.4,132.6,0,5.7,2.5,0,74.9,44.9,1.4,2.1,1,0
1989,51341,-999,1,231.6,115.7,0,5.7,2.1,0,239.2,115.7,0,6,2.1,0,191.3,140.3,72.8,3.5,1.9,0.6
1990,51341,-999,1,117.3,49.1,0,3.4,0.9,0,117.3,49.1,0,3.4,0.9,0,121,84.6,27.8,2.5,1.3,0.2
1991,51341,-999,1,279.8,217.6,66.4,5.3,3.3,0.7,289.3,221.5,66.4,5.6,3.4,0.7,38.1,17.5,2.7,1,0.3,0
1992,51341,-999,1,252.3,171.4,105.7,4.6,2.1,0.9,346.8,211.8,105.7,6.9,2.8,0.9,159.1,81,0,4.2,1.7,0
1993,51341,-999,1,85.7,83.3,5,1.3,1.2,0,88.7,83.3,5,1.4,1.2,0,94.6,59,8.1,2.3,1.1,0.1
1994,51341,-999,1,267.6,177.8,53,5.6,2.7,0.3,267.6,177.8,53,5.6,2.7,0.3,247.2,156.2,8.6,5.7,2.8,0.1
1995,51341,-999,1,315.7,267.7,76.3,5.8,4.4,0.8,344.3,276.7,76.3,6.6,4.6,0.8,112.8,102.9,43.2,1.6,1.3,0.4
1996,51341,-999,1,344.6,310.8,203.1,4.3,3.3,1.5,344.6,310.8,203.1,4.3,3.3,1.5,25.2,18.3,7.5,0.5,0.3,0.1
1997,51341,-999,1,374.2,308.3,190.9,5.8,3.8,1.7,448.9,366.3,211.5,7,4.6,1.9,619.8,504.6,184.5,10.8,7.1,1.7
1998,51341,-999,1,366.3,262.3,75.5,7.1,3.7,0.6,391,269.9,75.5,7.8,3.8,0.6,88.4,71.2,20.4,1.7,1.1,0.3
1999,51341,-999,1,259.4,187.3,83.9,4.8,2.4,0.6,278.1,198.4,95,5.1,2.5,0.7,114.1,76.2,5.3,2.6,1.4,0.1
2000,51341,-999,1,205.7,141,62.8,3.9,1.9,0.5,233.5,168.8,79.1,4.2,2.2,0.6,176.6,91.2,33.3,4.5,1.6,0.4
2001,51341,-999,1,97.9,39.7,0,2.5,0.7,0,104.2,41.7,0,2.7,0.8,0,21.1,7.7,0,0.7,0.2,0
2002,51341,-999,1,176.4,68.6,12.5,4.8,1.3,0.2,176.4,68.6,12.5,4.8,1.3,0.2,274.9,198.6,80.4,5.7,3.2,0.9
2003,51341,-999,1,216.9,155,64.8,4,2,0.6,237.2,174.1,64.8,4.4,2.3,0.6,38.8,16.5,1.6,1.2,0.4,0
2004,51341,-999,1,101.5,49.4,0,2.6,1.2,0,105.1,53,0,2.7,1.2,0,118.8,85.3,21.3,2.5,1.4,0.2
2005,51341,-999,1,233.1,204.7,105,3.3,2.4,0.9,243.2,208.6,105,3.6,2.5,0.9,46.6,41.6,6.9,0.8,0.7,0.1
2006,51341,-999,1,357.1,275.1,102.7,6.3,3.8,0.8,367.3,283.9,102.7,6.6,4,0.8,461.7,326.6,137.7,9.3,4.9,1.3
2007,51341,-999,1,383.6,304.2,120.3,6.8,4.5,1,418.1,328,127,7.4,4.8,1.1,84.1,49.4,8.9,2,0.9,0.1
2008,51341,-999,1,168.6,113.8,23.6,3.7,1.9,0.3,170.3,113.8,23.6,3.8,1.9,0.3,86.4,46.3,0,2.4,0.9,0
2009,51341,-999,1,78.9,56.8,5.8,1.7,1,0.1,104.8,74.7,15.9,2.1,1.2,0.1,153.1,82.7,40.3,3.6,1.3,0.4
2010,51341,-999,1,302.6,218.8,119,5.5,2.9,1,368.5,284.1,139.8,6.4,3.8,1.2,106.7,71.8,21.9,2.4,1.3,0.2
2011,51341,-999,1,52.4,23.6,0,1.3,0.4,0,55,23.6,0,1.4,0.4,0,119.3,68.1,28,2.8,1.1,0.2
2012,51341,-999,1,140.6,105.5,11.3,2.8,1.8,0.1,140.6,105.5,11.3,2.8,1.8,0.1,150.3,110,19.4,3.4,1.9,0.2
2013,51341,-999,1,283.7,180.6,85.1,5.9,2.6,0.8,283.7,180.6,85.1,5.9,2.6,0.8,97.5,27.1,0,3,0.6,0
2014,51341,-999,1,346,259.8,175.5,5.3,2.7,1,347.2,259.8,175.5,5.3,2.7,1,304.9,274.6,141.9,4.4,3.4,1.2
2015,51341,-999,1,363.2,290.1,90.3,6.3,4,0.8,363.2,290.1,90.3,6.3,4,0.8,319.3,285.5,179.2,4.7,3.6,1.5
2016,51341,-999,1,2.7,0,0,0.1,0,0,251,104.5,11.5,6.3,1.9,0.2,0,0,0,0,0,0
2017,51341,-999,1,0,0,0,0,0,0,17.5,0,0,0.7,0,0,23.9,3.1,0,0.8,0.1,0
1981,51342,-999,1,60.1,4.2,0,1.9,0.1,0,65.3,5.6,0,2.1,0.2,0,8.6,1.1,0,0.3,0,0
1982,51342,-999,1,244.5,134.2,0,5.3,2.2,0,248.7,135.6,0,5.4,2.2,0,43.4,5.4,0,1.3,0.1,0
1983,51342,-999,1,433,379.7,87.9,6.2,4.6,0.7,552.8,456.5,114.2,8.3,5.5,0.9,1.9,0,0,0.1,0,0
1984,51342,-999,1,68,3.3,0.4,2,0.1,0,177.6,58.2,3.4,4.7,1.1,0.1,52,27.7,0,1.2,0.5,0
1985,51342,-999,1,287.5,169.3,15.7,5.7,2.4,0.2,351.9,185.2,15.7,7.4,2.7,0.2,11.8,0,0,0.4,0,0
1986,51342,-999,1,610.7,538.8,319.8,6.8,4.6,1.5,695,549.3,319.8,9,4.9,1.5,31.9,0,0,1,0,0
1987,51342,-999,1,523.8,426.1,261.8,7.2,4.4,1.8,665.2,550.4,317.5,9.1,5.9,2.2,9,0,0,0.3,0,0
1988,51342,-999,1,248.3,160.5,12.1,5.1,2.6,0.1,366.5,201.4,12.1,8,3.3,0.1,79.2,40.1,0,1.9,0.7,0
1989,51342,-999,1,118.7,31.9,0,3.2,0.7,0,131.4,31.9,0,3.6,0.7,0,70.7,10.9,0,2.2,0.3,0
1990,51342,-999,1,183.5,106.6,76.7,3.2,1,0.5,193.1,109.7,76.7,3.5,1.1,0.5,89.7,56.5,0,1.9,1,0
1991,51342,-999,1,477.8,295.9,12.5,9.7,4.5,0.1,601.4,402.7,47.9,11.5,5.8,0.4,6.2,0,0,0.2,0,0
1992,51342,-999,1,184.7,141.1,46.3,3.1,1.8,0.4,251.5,195.2,46.3,4.2,2.6,0.4,59.6,2.6,0,2,0.1,0
1993,51342,-999,1,59.9,51.7,0,1,0.7,0,72.3,51.7,0,1.4,0.7,0,70.1,14.5,0,2,0.3,0
1994,51342,-999,1,397.8,319.4,113.1,6,3.8,0.9,420.7,319.4,113.1,6.7,3.8,0.9,245.9,168.3,11.3,4.7,2.4,0.1
1995,51342,-999,1,331.5,264.8,100.2,5.1,3.2,0.8,436.1,369.3,100.2,6.6,4.7,0.8,184,108.6,0,3.7,1.6,0
1996,51342,-999,1,308.1,261.4,203.7,3.3,1.9,0.9,308.1,261.4,203.7,3.3,1.9,0.9,66.5,9.6,0,1.9,0.2,0
1997,51342,-999,1,269.8,228.4,156.1,3.4,2,1.2,639.8,568.5,292.6,7.8,5.6,2.3,266.8,141.7,8.6,6,2.1,0.1
1998,51342,-999,1,186.1,119.4,0,4,2,0,306.7,233.3,68.5,5.3,3.1,0.5,7.9,0,0,0.3,0,0
1999,51342,-999,1,197.3,145.5,105.7,2.8,1.3,0.7,212.2,150.9,105.7,3.1,1.4,0.7,16,0,0,0.5,0,0
2000,51342,-999,1,221.9,164.2,24,3.8,2.1,0.2,234.5,169.8,24,4.1,2.2,0.2,62.1,43.3,0,1.2,0.6,0
2001,51342,-999,1,285.7,248.7,155.3,3.5,2.3,1.1,327.8,279,180.7,4.1,2.5,1.3,91.3,48.1,0,2.2,0.9,0
2002,51342,-999,1,93.2,69.3,59.6,1.2,0.5,0.4,206,181.2,139.1,2.2,1.5,1,47.4,4.1,0,1.5,0.1,0
2003,51342,-999,1,238.1,208.4,59.8,3.3,2.5,0.5,306.8,268.8,63,4.3,3.2,0.5,79.7,66.4,15.7,1.3,0.9,0.1
2004,51342,-999,1,7.1,0,0,0.2,0,0,218.5,203.3,136.6,2.3,1.9,0.9,151.4,104.4,3.4,3.2,1.9,0
2005,51342,-999,1,323.6,244.8,118.4,4.7,2.7,0.8,439.1,345.9,124.1,6.7,4.2,0.8,29,2.7,0,0.9,0.1,0
2006,51342,-999,1,184.9,115.2,46.5,3.5,1.4,0.4,229.2,150.2,70.7,4,1.7,0.5,139.7,63,12.2,3.3,0.8,0.1
2007,51342,-999,1,437.3,346.5,171.1,6.2,3.6,1,459.4,351.3,171.1,6.7,3.7,1,18.2,5.2,0,0.5,0.1,0
2008,51342,-999,1,308.4,255.7,155.2,3.8,2.2,1,308.4,255.7,155.2,3.8,2.2,1,1.5,0,0,0.1,0,0
2009,51342,-999,1,152.7,124.6,92.7,2,1.3,0.7,218.5,165.7,92.7,3.4,1.9,0.7,186,140.9,47.3,3,1.7,0.4
2010,51342,-999,1,382.3,271.6,0,7.3,4.2,0,503.2,385.1,82.9,8.6,5.3,0.6,19.6,2.9,0,0.6,0.1,0
2011,51342,-999,1,78,67.1,41.6,1,0.7,0.3,82.5,67.1,41.6,1.2,0.7,0.3,109.7,51.8,0,2.6,0.8,0
2012,51342,-999,1,162.1,123.3,2.2,2.9,1.8,0,175.8,134.1,2.2,3.1,1.9,0,125.4,75.3,0,2.9,1.3,0
2013,51342,-999,1,348.1,257.1,112.7,5.5,2.8,0.8,348.1,257.1,112.7,5.5,2.8,0.8,1.7,0,0,0.1,0,0
2014,51342,-999,1,460.9,386.3,127.6,6.6,4.3,1,487,411.4,127.6,6.9,4.5,1,70.3,17.6,0,1.8,0.4,0
2015,51342,-999,1,319.2,272.4,130.3,4.7,3.3,0.9,319.2,272.4,130.3,4.7,3.3,0.9,143.7,88.5,0,3.3,1.5,0
2016,51342,-999,1,0,0,0,0,0,0,43.4,5.1,0,1.3,0.1,0,0,0,0,0,0,0
2017,51342,-999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,51344,-999,1,53.2,11.8,0,1.3,0.2,0,80,11.8,0,2.1,0.2,0,74.1,17.5,0,1.5,0.3,0
1982,51344,-999,1,577.8,407,192.8,8.2,4.1,1,608.9,407,192.8,9,4.1,1,150.9,43.3,0,3.3,0.7,0
1983,51344,-999,1,327,194.1,116.6,5,1.7,0.7,449.1,280.9,116.6,7,2.9,0.7,12.3,0,0,0.3,0,0
1984,51344,-999,1,121,92.9,0,2,1.3,0,158.5,109.5,0,2.8,1.6,0,69.5,17.5,0,1.6,0.3,0
1985,51344,-999,1,264.8,185.7,37.6,4.1,2.3,0.3,317.1,219.5,37.6,5.1,2.8,0.3,94.8,35.6,0,1.8,0.5,0
1986,51344,-999,1,430.4,330.1,216.2,4.9,2.7,1,440.4,330.1,216.2,5.2,2.7,1,133.7,80.7,0,2.3,1,0
1987,51344,-999,1,422.5,295.2,0,6.5,3.7,0,516.8,325.9,0,8.5,4.2,0,17.5,0,0,0.5,0,0
1988,51344,-999,1,271.2,135.4,0,5.4,2,0,427.4,195.4,0,8.4,3,0,71.7,16.4,0,1.6,0.3,0
1989,51344,-999,1,301.8,141.2,0,5.9,2.1,0,308.1,141.2,0,6.1,2.1,0,271,199.2,123.3,3.3,1.8,0.8
1990,51344,-999,1,219.1,167.1,0,3.7,2.4,0,219.1,167.1,0,3.7,2.4,0,249.1,194.8,116.9,3,1.5,0.7
1991,51344,-999,1,408.9,310.6,55.4,5.6,3.5,0.3,408.9,310.6,55.4,5.6,3.5,0.3,42.4,0,0,1.1,0,0
1992,51344,-999,1,367.4,308.1,38.2,5.2,3.7,0.3,539.2,374.5,38.2,8.8,4.7,0.3,85.8,17.2,0,2.2,0.2,0
1993,51344,-999,1,190.1,163.7,0,2.7,2.1,0,199.4,163.7,0,3,2.1,0,80.3,36.9,0,1.6,0.6,0
1994,51344,-999,1,545.1,429.7,268,5.9,3.2,1.5,545.1,429.7,268,5.9,3.2,1.5,301.9,210.2,0,5,2.8,0
1995,51344,-999,1,567,479.1,145.9,7.8,6.1,1,604.9,479.1,145.9,8.6,6.1,1,140.4,81,0,2,0.7,0
1996,51344,-999,1,598,552.3,423.4,5.5,4.4,2.5,598,552.3,423.4,5.5,4.4,2.5,61.5,61.5,61.5,0.5,0.5,0.5
1997,51344,-999,1,610.4,424.1,293.3,7.6,3.5,2.2,821.2,589.4,322.5,10.3,5.1,2.4,822.8,706.8,153.5,10.9,8.3,1
1998,51344,-999,1,548.9,380.4,66.3,8.4,4.3,0.5,705,472.4,66.3,11.1,5.6,0.5,77.7,57.1,0,1.4,0.8,0
1999,51344,-999,1,358.3,260.6,44,5,2.9,0.2,378.9,260.6,44,5.6,2.9,0.2,124.5,37.3,0,2.6,0.6,0
2000,51344,-999,1,410.2,268.9,36.2,6.2,3.1,0.2,523.5,372.7,84.1,7.2,3.9,0.4,210.2,151.9,0,3.8,2.1,0
2001,51344,-999,1,193.6,85.8,0,3.3,1,0,301.8,181.3,76,4.3,1.7,0.4,0,0,0,0,0,0
2002,51344,-999,1,222.5,84.4,28.9,4.4,1.1,0.2,222.5,84.4,28.9,4.4,1.1,0.2,82.6,23.9,0,1.7,0.3,0
2003,51344,-999,1,358.9,285.9,40.1,4.8,3,0.3,449.8,376.8,40.1,5.8,4,0.3,10.8,0,0,0.3,0,0
2004,51344,-999,1,88.5,11.2,0,1.9,0.2,0,150.6,73.3,30.3,2.6,0.9,0.2,59.3,38.8,0,1,0.5,0
2005,51344,-999,1,277.5,231,71.7,3.8,2.8,0.5,338.3,262.7,103.4,4.7,3,0.7,64.8,55.2,0,1,0.8,0
2006,51344,-999,1,577.2,414.6,127.2,8.2,4.6,0.8,615.4,452.7,127.2,8.7,5.1,0.8,568.2,389.8,142.8,8.5,4,1
2007,51344,-999,1,683.7,504,287.3,8.5,4.4,1.8,820.5,630.6,330,9.9,5.6,2.1,92.5,57.8,0,1.8,0.8,0
2008,51344,-999,1,169.5,37.6,0,3.6,0.6,0,169.5,37.6,0,3.6,0.6,0,14.6,0,0,0.3,0,0
2009,51344,-999,1,63.5,54.4,0,1.1,0.8,0,176.1,155.3,59.3,2.4,1.8,0.4,230.8,204.2,89.2,2.7,2.1,0.4
2010,51344,-999,1,511.9,340.3,206.2,7.2,3.1,1.6,641.1,469.5,309.5,8.2,4.1,2.4,84.9,35,0,1.8,0.6,0
2011,51344,-999,1,59.7,19.3,0,1.4,0.3,0,59.7,19.3,0,1.4,0.3,0,88.1,53.2,36.5,1.3,0.5,0.2
2012,51344,-999,1,196.6,125.3,0,3.2,1.6,0,196.6,125.3,0,3.2,1.6,0,227.5,189.1,73.1,2.8,1.8,0.5
2013,51344,-999,1,486.7,277.6,64.2,7.9,2.8,0.5,486.7,277.6,64.2,7.9,2.8,0.5,19.3,0,0,0.6,0,0
2014,51344,-999,1,453.9,322.2,134.6,6,2.9,0.6,453.9,322.2,134.6,6,2.9,0.6,314.1,284.4,216,3.1,2.3,1.6
