year,code,ASAL,HeatWDays_Mar,HeatWDays_Apr,HeatWDays_May,HeatWDays_Jun,HeatWDays_Jul,HeatWDays_Aug,HeatWDays_Sep,HeatWDays_Oct,HeatWDays_Nov,HeatWDays_Dec,DrySpell10_Mar,DrySpell4_Mar,DrySpell10_Apr,DrySpell4_Apr,DrySpell10_May,DrySpell4_May,DrySpell10_Jun,DrySpell4_Jun,DrySpell10_Jul,DrySpell4_Jul,DrySpell10_Aug,DrySpell4_Aug,DrySpell10_Sep,DrySpell4_Sep,DrySpell10_Oct,DrySpell4_Oct,DrySpell10_Nov,DrySpell4_Nov,DrySpell10_Dec,DrySpell4_Dec
1981,51338,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0.2,0.9,1,1.1,1,2.1,1,1.9,1.4,2.2,0,0.5,0,1.3,0.1,2.7
1982,51338,1,0,0,0,0,0,0,0,0,0,0,0.8,3,0,0.9,0.1,2.2,0.1,3.6,0.6,2.5,0.2,2.7,0,2.5,0.1,2,0.1,1.8,0.7,2.8
1983,51338,1,0,0,0,0,0,0,0,0,0,0,0.8,2.6,0.1,1.9,0.3,0.7,0.4,2.1,0.7,3,0.6,2.1,0.5,3,1,1.9,0.4,1.1,0.9,2
1984,51338,1,0,0,0,0,0,0,0,0,0,0,1.8,2,0,1.9,1,2.2,1.7,2,0.9,2.4,0.7,2.6,1,2.1,0,1.1,0,1.7,0.7,2.3
1985,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.8,0.1,1.2,0,0.8,0.1,2.5,0.4,3.2,0.8,2.5,0.7,2,0,2.5,0.4,1.9,0.8,2.8
1986,51338,1,0,0,0,0,0,0,0,0,0,0,1.3,2.7,0,0.7,0.9,2.1,0.9,2,1.7,2.1,1.1,2.6,1.6,2.1,0.3,1.8,0,1.5,1.2,2.5
1987,51338,1,0,0,0,0,0,0,0,0,0,0,1.3,2.3,0,2.4,0.6,1.7,0.9,1.1,0.8,2.4,0,2.4,0.9,2,0.6,2.6,1,1.8,0,3.8
1988,51338,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1.7,0.2,1.4,1,2,0,3.3,0.5,2.7,0.7,2.7,0,1.7,1,1,0.2,3
1989,51338,1,0,0,0,0,0,0,0,0,0,0,1,3.1,1,1.4,1,2,1,2.7,1.1,2.9,1,2.3,0.8,2,0.2,1.1,0.1,2.1,1,1
1990,51338,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1,1.6,0.3,2.4,0.7,2.8,0.6,3.1,0.6,2.6,0.4,2.1,1,2.4,0,0.6,0.9,2.5
1991,51338,1,0,0,0,0,0,0,0,0,0,0,1.4,1.5,1,2.1,0.5,1.7,1,1.8,0.7,1.3,0.8,2,1.1,1.3,1,2.9,0,0.5,0.7,3
1992,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.9,0.3,2,0.7,1,0.2,3.6,0.5,2.5,0.4,3,0.2,2.8,0,1,0.3,1.6,0.8,2.7
1993,51338,1,0,0,0,0,0,0,0,0,0,0,0.6,3.2,0.8,1.3,0.5,1.7,1,1.9,0,2.6,0.3,3.6,0.9,2.8,0.6,2.9,0,1.2,0.7,2.2
1994,51338,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1.2,0,0.9,0.4,3,0.2,2.1,0.8,2.2,0.9,2.1,0.2,1.1,0.4,2,0,3.1
1995,51338,1,0,0,0,0,0,0,0,0,0,0,0.8,2.7,1.4,2.1,1.4,2.3,0.6,2.2,0.8,2.1,0.2,2.2,1.3,1.8,0,1.1,0,0.4,0.7,2.7
1996,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.9,0.7,1.4,0,0.3,0.5,2,0.7,2.4,0.8,2,1.5,2.2,0.1,2.6,0,0.5,0.4,2.5
1997,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.8,1.3,1.6,1.1,2.6,1,2.1,1,1.8,0.9,2.3,0.6,2.4,0,1.6,1.1,2.3
1998,51338,1,0,0,0,0,0,0,0,0,0,0,1,2.8,0.1,2.5,0.9,1.4,1,1,0.2,3.3,0.2,3,1.2,2.6,0.6,2.1,0.2,1.5,0.6,3.8
1999,51338,1,0,0,0,0,0,0,0,0,0,0,0.3,2.3,0.4,1.8,0,1.9,0.3,2.7,0.4,2.4,0.6,2.5,1.4,1.9,0.3,2.1,0.1,1.4,0.5,2.5
2000,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.4,0.5,3.1,0.1,2.8,0.6,3.4,0.3,2,0.8,2,0.9,2.8,0.2,2.5,0.9,1.7,1.1,2.8
2001,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.9,0.9,1.5,0.1,0.8,0.8,2.7,0.9,2.9,0.6,1.9,0.9,2.1,0.2,1.3,0.1,0.4,0.1,2.5
2002,51338,1,0,0,0,0,0,0,0,0,0,0,0.2,2.9,0.7,2.4,1,1.2,0.4,3,0.4,2.6,0.1,2.7,0.1,2.2,0,1.3,0.4,2.4,1,1.3
2003,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.4,2.2,0.9,1.2,0.7,2.8,0.7,2.1,0.4,2.4,0.1,3.4,0,0.5,0,1.1,0.6,2.7
2004,51338,1,0,0,0,0,0,0,0,0,0,0,1,1.8,0.1,2.2,0.8,1.5,0.7,2.4,0.3,3.1,0.9,3,0.3,2.5,0.7,1.8,0,0.6,0,3.3
2005,51338,1,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0.3,1.7,0.7,2.4,0.3,2.4,0.2,2.8,0,3.5,1,2.5,0,2.1,0.1,1.8,0.8,2.4
2006,51338,1,0,0,0,0,0,0,0,0,0,0,1.1,2.5,0,2.4,0,1.6,0.4,1.5,0.6,2.2,1,2.2,0.3,2.5,0.9,1.8,0.6,1.2,1,1.4
2007,51338,1,0,0,0,0,0,0,0,0,0,0,0.6,2.5,0.4,2.7,1.1,2,0.8,1.5,1,1.1,0.5,2.1,1,2,0,0.8,0.1,1.1,0.1,2.7
2008,51338,1,0,0,0,0,0,0,0,0,0,0,0.9,1.6,0.2,2.3,0.1,2.1,0.6,2,0.9,2.5,0.4,3,0.4,2.1,0.5,2.4,1,1.2,0.3,2.4
2009,51338,1,0,0,0,0,0,0,0,0,0,0,1.2,1.3,0.4,2.9,1.3,2.2,0.8,3,0.7,3.1,0.6,3.5,1.2,2.4,0.2,1.6,0,1.5,0.5,1.9
2010,51338,1,0,0,0,0,0,0,0,0,0,0,0.7,1.2,0.1,2.1,1,2,0.7,2.3,0.9,1.9,0.7,2.2,0.4,2.4,0,2.2,0.1,1.8,0.9,2.7
2011,51338,1,0,0,0,0,0,0,0,0,0,0,1,2.1,0.9,1.1,0.7,2.1,0.7,2.6,1,1.9,0.7,2.9,1,2.4,1.1,1.4,0.4,1.3,1.3,1.7
2012,51338,1,0,0,0,0,0,0,0,0,0,0,1.1,1.4,0,0.9,0.8,1.6,0.7,2.6,0.5,2.9,0.8,2.4,1.2,2.1,0.7,2.3,0.2,2.1,0.8,2.4
2013,51338,1,0,0,0,0,0,0,0,0,0,0,0.9,2.3,0,0.8,0.1,2,1.4,2.6,0.8,2.8,1,2.6,0.7,2.3,0.1,2.8,0.1,2.3,0.9,2.1
2014,51338,1,0,0,0,0,0,0,0,0,0,0,1,2.7,0.2,0.5,0,2.6,0,3.1,0,5.3,1,2.1,0.4,1.6,0.2,2.3,0.2,1.9,0.6,2.7
2015,51338,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1.5,0.6,1.4,0.7,2.2,0.9,2.8,0.7,2.6,0.5,2.1,0.3,1.1,0.4,3,1.4,2.5
2016,51338,1,0,0,0,0,0,0,0,0,0,0,1.9,2,1,1.3,1.5,2,1.1,1.8,0.9,2.7,0.2,1.5,0.7,2.3,0.5,1.5,0.5,2.9,1.2,1.7
2017,51338,1,0,0,0,0,0,0,0,0,0,0,1.1,1.9,1.4,1.9,1.4,1.9,0.9,2.1,0.6,2.9,0.6,3.2,0.5,1.1,0.7,2.4,1,2.9,1,2
1981,51340,1,0,0,0,0,0,0,0,0,0,0,0.6,1,0.6,1.6,0.6,1.8,0.9,2,1,1.8,0,2.6,1,2,0.1,1.9,0.4,2,0.1,1.7
1982,51340,1,0,0,0,0,0,0,0,0,0,0,1.8,1.8,0,2.4,0,1.6,0.4,1.1,1,2.2,0,3.3,0,2.8,0.4,2.2,0.1,2.2,0.3,2.4
1983,51340,1,0.3,0,0,0,0,0,0,0,0,0,1,1.1,0.4,2.3,0.5,2.5,1,2.5,0.6,2.9,0.1,3,0,3.9,1.3,2.2,1.4,2.2,0.9,2.1
1984,51340,1,0,0,0,0,0,0,0,0,0,0,1.2,2.5,0.8,1.7,0.1,1.7,0.1,2.3,0.1,3.4,1,1.8,2,2,0.2,3.1,0.4,1.1,0.3,2.7
1985,51340,1,0,0,0,0,0,0,0,0,0,0,1,2.1,0.7,2,0.6,1.7,0.1,2.4,0.4,2.2,0.7,1.7,0.7,2.1,1,2.3,0.7,1.5,1,2.5
1986,51340,1,0,0,0,0,0,0,0,0,0,0,0.1,3.4,0,1,0.3,2.8,0.9,2.9,0.1,3.4,0.8,2,0.6,2.5,1.1,1.9,0,2,0.5,2.7
1987,51340,1,0,0,0,0,0,0,0,0,0,0,1,2.7,0,2.5,1,1.7,1,2.1,0.3,3.2,0,2.1,0.9,2.8,0.4,3.2,1.1,1.6,0.7,2.4
1988,51340,1,0,0,0,0,0,0,0,0,0,0,0.9,1.4,0,2.8,0,2.1,1.6,2.4,0.3,3.3,0.5,2.4,0.8,2.8,0.8,3.4,0.2,2.3,0.9,1.8
1989,51340,1,0,0,0,0,0,0,0,0,0,0,1,2.4,0.7,1.5,1,2.8,0,2.8,0.1,3.4,0.1,4.6,1,1.4,1,2,0.5,1.3,0.8,2.1
1990,51340,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.8,1.3,0.5,1.9,0,2.2,0.2,2.5,0,2.7,0.1,2.5,0.8,2.3,0.4,1.2,1,1.8
1991,51340,1,0.3,0,0,0,0,0,0,0,0,0,1.5,1.8,1.2,2,0.4,2.8,0,1.9,0.8,2.2,0,2.6,0.3,2.9,0.2,2.8,0.3,2.6,0.4,3.3
1992,51340,1,0.3,0,0,0,0,0,0,0,0,0,1.6,1.8,0,3.2,0.8,2.7,1,1.9,1.8,2.1,0.2,3.7,0.5,2.3,0.4,2.6,0.3,2.3,0.4,2.5
1993,51340,1,0,0,0,0,0,0,0,0,0,0,0.9,2.1,0.1,1.9,0.1,2.8,0,1.9,0.2,3.2,0.1,3,0.5,2.9,0.4,1.9,0.1,3,0.4,2.9
1994,51340,1,0.5,0,0,0,0,0,0,0,0,0,0.6,2.7,0.7,2.7,0.4,2.7,0,2.2,0.1,2.7,0.2,2.5,0,3,0.8,3.1,0.9,2,0.5,2.1
1995,51340,1,0,0,0,0,0,0,0,0,0,0,1,1.2,0.3,2.7,1.3,2,0.2,2.7,0.3,2.4,0.5,1.6,0.9,2.3,0.6,1.9,0.2,1.5,0.9,3
1996,51340,1,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0.8,2.1,0.5,1.5,0.3,2.6,0.1,1.8,0.2,3.3,0.2,3.1,0.8,3.1,0.5,1.2,1,1.3
1997,51340,1,0,0,0,0,0,0,0,0,0,0,1,1.3,0.3,1.9,1.2,1.2,1.3,2.5,0.2,2.8,0.4,3,0.2,2.8,0.8,2.7,0.1,1.8,0.1,1.7
1998,51340,1,0,0,0,0,0,0,0,0,0,0,0.8,2.4,0,2.2,1,1.3,0.9,1.9,0.2,2.7,0.2,3,0.3,2.8,0.7,3.1,0.8,2,1,1.8
1999,51340,1,0,0,0,0,0,0,0,0,0,0,1.4,2.3,0.7,1.4,0.2,1.7,0.1,2,0,2.5,0.1,2,0,2.4,0.6,2.6,0.4,2.2,1,2.4
2000,51340,1,0,0,0,0,0,0,0,0,0,0,0.7,1.8,1,1.8,0.8,2.1,0,1.6,0.5,2.9,0,3.1,0.7,1.9,1,2.3,0.6,2.1,0.6,3
2001,51340,1,0.3,0,0,0,0,0,0,0,0,0,1,1.9,0.8,3.2,0,1.5,0,1.3,0.2,3.3,0.1,2.9,0.7,2.7,0.7,2,0.5,2.3,0.5,2.4
2002,51340,1,0.3,0,0,0,0,0,0,0,0,0,0.9,2.3,0.1,2.6,0.7,2.5,0.5,2.7,0.1,3.5,0.3,2.4,0,2.9,0.8,2,0.2,1.8,1,1.6
2003,51340,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.9,2.3,0.9,2,0.6,1.9,0.2,2.6,0.6,3,0.4,2,0.3,1.2,0.9,1.4,0.8,2.3
2004,51340,1,0.5,0,0,0,0,0,0,0,0,0,1,1.6,0.8,1.9,0.6,2.2,0.6,2.8,0.5,1.9,0.1,2.9,1.7,2.1,0.2,3,0.4,2,1,1.9
2005,51340,1,0,0,0,0,0,0,0,0,0,0,0.8,2.3,0.4,3,0.2,1.9,0,3,1,2.1,0.5,2.6,1,2.1,0.2,3.5,0.2,2.5,1,1.3
2006,51340,1,0,0,0,0,0,0,0,0,0,0,1,2.1,0.1,1.9,0.6,2.4,0,2.2,0.2,2.8,0.3,2.4,0.7,1.4,0.8,2.2,0.1,2.2,0.6,2.3
2007,51340,1,0,0,0,0,0,0,0,0,0,0,0.9,1.9,1.1,2.6,0.7,2,0.7,2,0.2,3.1,0.1,2.4,0.7,1.9,0.5,1.9,0.3,2.5,1,2.6
2008,51340,1,0,0,0,0,0,0,0,0,0,0,0.3,1.9,0.5,2.5,0.1,1.1,0,1.6,0,3.4,0.5,2.5,0.5,1.7,0.4,3.1,1,1.5,1,1.6
2009,51340,1,0,0,0,0,0,0,0,0,0,0,1.1,1.6,0.6,2.7,1,2.3,0.4,2.2,0.6,3.2,0.6,2.3,1,2.2,0.6,1.8,0.6,2.9,0.5,2.5
2010,51340,1,0,0,0,0,0,0,0,0,0,0,0.8,1.7,0.1,1.9,1,1.3,0.2,2.3,0.1,2.5,0,3.7,1,2.6,0.4,2,1.1,1.9,1,2
2011,51340,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.4,2.2,0,1.9,0.2,2.4,0.6,2.7,0.9,2.6,0,2.8,0.3,2.2,0.2,2.7,0.5,3
2012,51340,1,0.5,0.3,0,0,0,0,0,0,0,0,1,1.6,0.3,2.8,1.4,2.3,0.6,2.5,0.2,2.8,0,2.4,1.2,2.9,1.4,2.2,0.7,2.3,0.4,2.6
2013,51340,1,0.3,0,0,0,0,0,0,0,0,0,0,2.5,0.4,2.6,1,2.5,0.5,1.7,0.3,3.1,0,2.9,0.9,2.9,0.5,2.7,0.2,2.7,0.8,1.9
2014,51340,1,0.3,0,0,0,0,0,0,0,0,0,0.5,2.8,0.3,2.6,0.4,2.4,0,2,0.1,4.3,0,2.9,0.5,2.7,0.4,3.6,0.9,2,1,1.9
2015,51340,1,0.3,0,0,0,0,0,0,0,0,0,1,1,0.6,2.1,1,1.1,0,3.8,0,3,0,2,0.8,2.1,1.1,2.1,0.3,2.4,1,2.7
2016,51340,1,1.7,0,0,0,0,0,0,0,0,0,1,1.6,1.1,1.7,1.9,2,1,1,0.8,2.2,0.9,2.4,0.1,2.9,1.1,1.9,0,3,0.9,2.6
2017,51340,1,3.3,0.3,0,0,0,0,0,0,0,0,1,2.6,0.9,2.7,1,2.4,1,1.9,0.5,2.9,0.7,2.1,0.9,2,0.7,1.9,1.4,2.9,1,2
1981,51341,1,0,0,0,0,0,0,0,0.3,0.1,0,0.9,1,0.5,1.8,0.7,1.6,1,1.8,1,2.1,0,2.7,1,2.1,0,3.5,0.5,2.2,0,2
1982,51341,1,0,0,0,0,0,0,0,0.3,0.3,0.1,1.2,2.6,0,1.7,0,1.3,0.6,1.7,1,1.9,0.1,3.5,0.1,2.7,0.8,2,0.5,2.1,0.4,1.8
1983,51341,1,0,0,0,0,0,0,0,0,0.3,0,1.3,1.9,0.8,2.1,0,1.4,0.9,2.6,1.1,2.3,0.2,2.8,0,3.8,1.5,1.9,1.4,2.1,0.5,2
1984,51341,1,0,0,0,0,0,0,0,0.1,0,0,1.6,2.2,0.8,1.2,0.2,1.7,0.4,2.8,0.6,3.3,1,1.7,1.6,2,0,2.7,0.6,1.3,0.2,2.4
1985,51341,1,0,0,0,0,0,0,0,0,0,0,0.9,1.8,0.7,1.7,0.6,1.9,0.1,2.6,0.1,2.8,0.8,2.1,0.1,2.8,1,2.3,0.8,1.7,0.5,2.1
1986,51341,1,0,0,0,0,0,0,0,0.4,0.5,0.1,0.4,3,0,0.8,0.6,2.6,1,2.1,0.8,3.2,0.8,2.7,0.4,2.5,1.2,2,0,2.4,0.1,2.6
1987,51341,1,0,0,0,0,0,0,0,0.3,0.4,0,1,2.8,0.2,3.1,1.2,1.9,1,2.2,0.9,3.1,0.1,2.5,0.6,2.9,0.4,3.2,0.9,1.6,0.6,2.3
1988,51341,1,0,0,0,0,0,0,0,0.3,0.1,0,0.9,1.2,0.2,2.3,0.1,2.6,1.1,2.4,0.2,3.7,0.3,2.1,0.3,2.9,0.4,3.5,0.4,3.2,0.3,1.7
1989,51341,1,0,0,0,0,0,0,0,0,0.1,0,1.1,1.9,0.9,1.5,1,2.9,0.2,2.2,0.3,3.4,0.1,4.2,0.9,1.7,0.9,2,0.6,1.9,0.7,1.1
1990,51341,1,0,0,0,0,0,0,0,0.1,0.4,0.1,0,0.6,0.2,2,0.2,1.7,0.2,2.3,0.4,3,0.3,2.5,0.1,3.2,0.1,3.5,0.8,2.4,0.6,2.5
1991,51341,1,0,0,0,0,0,0,0,0.1,0.1,0,0.6,2.3,1.3,2.1,0.5,2.3,0.1,1.9,0.1,3,0,2.4,0.6,2.9,0.1,3,0.6,2.5,0.3,3.1
1992,51341,1,0,0,0,0,0,0,0,0.5,0.1,0.4,1.5,2.1,0,2.4,1,2.6,1,1.2,1.5,2.3,0.3,4.1,0.2,2.2,0.4,2.7,0.4,2.2,0.1,2.5
1993,51341,1,0,0,0,0,0,0,0,0.1,0.4,0.4,0.8,2,0.2,1.7,0.3,2.9,0.1,2.2,0.1,3.2,0.1,2.7,0.3,2.7,0.2,2.2,0.4,2.8,0.3,3.4
1994,51341,1,0,0,0,0,0,0,0,0.3,0.1,0,0.4,3,0.3,2.1,0.2,1.7,0.2,1.4,0.1,2.6,0.1,3.2,0.1,3,0.2,2.6,0.6,1.9,0.6,1.9
1995,51341,1,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1.7,0.7,2.3,1.1,1.8,0.6,2.7,0.2,2.8,0.1,2.2,0.3,2.3,0.1,2.7,0.2,1.9,0.7,2.5
1996,51341,1,0,0,0,0,0,0,0,0.3,0.4,0.3,0,2.3,0.4,1.8,1.4,1.9,0.3,2.7,0.5,2.6,0,3.1,0,3.2,0.9,3.1,0,1.2,1,1.2
1997,51341,1,0,0,0,0,0,0,0,0,0.4,0.1,1,1.4,0.5,2.4,1,1,0.5,2.5,0.4,3.1,0.1,2.8,0.5,2.9,1.1,2.7,0.3,1.7,0,1.9
1998,51341,1,0,0,0,0,0,0,0,0.4,0.5,0.3,0.6,2,0.2,2.6,1,1.6,1,1.6,0.5,2.9,0.5,3.1,0,3.4,0.5,3.3,0.7,1.8,1.1,2.5
1999,51341,1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,2.8,0.8,1.9,0.2,1.6,0.1,2.8,0.2,3,0.4,2.3,0.2,3.4,0.4,2.6,0.8,1.9,1,1.9
2000,51341,1,0,0,0,0,0,0,0,0.1,0.4,0.1,0.6,2.1,0.9,1.7,0.7,1.8,0.1,1.3,0.6,2.7,0,3.5,0.7,2.1,0.7,2,0.9,1.6,0.4,2.5
2001,51341,1,0,0,0,0,0,0,0,0.1,0.1,0,1.1,2.1,0.4,2.3,0,1.9,0.2,1.6,0.3,3,0.2,3.1,0.7,3,0.7,2.1,0,2.2,0.8,2.4
2002,51341,1,0,0,0,0,0,0,0,0.4,0.1,0.3,0.6,2.1,0.1,2.5,0.4,2.6,0.3,2.2,0.3,2.5,0,2.4,0.1,2,0.7,1.7,0.3,2.3,0.9,1.1
2003,51341,1,0,0,0,0,0,0,0,0.1,0.4,0.4,1,1.1,1,1.4,0.7,1.6,0.9,2,0.2,2.6,0.6,3,0.5,2,0.6,2.1,0.3,2.2,0.7,2.6
2004,51341,1,0,0,0,0,0,0,0,0.3,0.1,0,0.6,1.9,0.8,1.9,0.5,2.5,0.2,2.6,0.6,2.1,0.2,2.9,1.5,2,0.2,2.8,0.2,1.5,1,1.7
2005,51341,1,0,0,0,0,0,0,0,0.4,0.5,0.1,0.6,2.2,0.8,2.7,0.7,2,0.3,3.1,0.6,2.8,0.4,2.9,0.9,1.5,0,3.8,0.1,2.4,1,1.2
2006,51341,1,0,0,0,0,0,0,0,0.3,0.4,0.3,0.3,2.3,0.3,2.4,0.8,2.6,0,3.1,0.6,2.6,0.7,2.5,0.4,1.9,1.2,2.3,0.2,2.5,0.6,2
2007,51341,1,0,0,0,0,0,0,0,0,0.4,0.1,1.1,2.2,1.6,2.3,0.9,2.6,0.7,2.6,0.3,3.2,0.2,2.6,0.4,1.8,0,1.5,0.4,2.5,0.9,3
2008,51341,1,0,0,0,0,0,0,0,0.4,0.5,0.3,0.4,2.2,0.5,1.8,0,1.4,0.1,1.5,0.3,3.5,0.3,2.1,0.3,2.1,0.7,3.3,0.9,2.3,0.9,1.8
2009,51341,1,0,0,0,0,0,0,0,0,0.4,0.4,1.1,1.8,0.3,2.3,0.3,2.4,0.3,2.1,0.2,3,0.3,2.6,1.2,2.4,0,1.1,0.8,2.6,0.3,2.3
2010,51341,1,0,0,0,0,0,0,0,0.4,0.4,0.3,1,1.5,0.8,1.6,1,1.5,0.9,2,0.7,3.4,0.1,3.2,0.6,2.5,0.6,2.5,0.8,2.2,1,2
2011,51341,1,0,0,0,0,0,0,0,0.1,0.6,0.4,1.1,1.7,0.6,2.3,0,1.8,0.7,1.7,0.6,1.8,0.9,1.9,0.1,2,0.3,2.5,0.3,2.5,0.1,2.6
2012,51341,1,0,0,0,0,0,0,0.3,0.1,0.3,0.3,0.9,2,0,2.5,1.2,2.2,0.9,1.3,0.3,2.3,0.1,2.9,0.6,2.5,0.8,2.6,0.6,2.2,0.3,2.4
2013,51341,1,0,0,0,0,0,0,0.1,0.4,0.4,0.5,0.1,2.2,0.8,2.6,0.8,2.1,0.2,2.6,0.4,3.5,0,2.6,0.2,3.2,0,3.1,1,2.1,0.6,2
2014,51341,1,0,0,0,0,0,0,0,0.4,0.3,0.3,0.3,2.1,0.9,2.3,1.2,2.1,0.1,2.2,0.4,3.8,0,2.7,0,2.9,0,3.6,1.2,1.9,1,1.7
2015,51341,1,0,0,0,0,0,0,0,0.7,0.4,0.3,1,1.6,0.7,2.1,0.8,1.1,0.4,3.4,0.1,3.1,0.1,1.9,0.3,1.7,0.5,1.8,0.5,2.8,1.2,2.3
2016,51341,1,1,0,0,0,0,0,0,0.4,0.3,0.5,1,1.9,1,1.1,1.5,2.1,1,1.1,0.4,1.7,1,2.2,0.1,2.5,1.3,1.9,0.2,2.8,0.8,2.7
2017,51341,1,1.1,0,0,0,0,0,0,0.3,0.4,0.3,0.9,2.4,0.8,2.1,0.9,1.7,0.5,2,0,2.8,0.4,2.5,0.7,2.4,0.9,2,1,2.1,1,1.9
1981,51342,1,0,0,0,0,0,0,0,0,0,0,0.3,1.5,0.2,2.5,0.1,0.3,0.3,1.2,0.8,1.3,0.3,2.6,1,2.5,0.9,2.4,0.2,3.2,0.4,2.9
1982,51342,1,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.1,3.2,0,0.2,0.1,1.8,1,1.9,0.7,2.9,0.7,2,1.1,2,0.5,2.3,0.4,2.1
1983,51342,1,0.3,0,0,0,0,0,0,0,0,0,1.2,1.7,0.4,2,1.5,1.9,1,1.2,0.3,2.7,0.5,2.8,0.1,3.7,1.2,2.9,1,1.8,1,2.7
1984,51342,1,0,0,0,0,0,0,0,0,0,0,1,2.6,0.5,2,0,0.7,0,1.9,0.3,3.6,1.1,1.4,1.7,1.9,0.6,3.1,0.1,0.8,0.6,2.4
1985,51342,1,0,0,0,0,0,0,0,0,0,0,1,1,0.6,2.2,0.8,2.1,0.2,1.8,0.7,2,0.9,1.7,0.1,2.8,1,1.9,0.9,2.5,1.1,2.3
1986,51342,1,0,0,0,0,0,0,0,0,0,0,0.9,2.5,0,1,0.5,2.3,0.9,2.9,0.1,3.4,1,2.2,1.2,2.9,1,1.1,0.2,2.2,0.2,2.4
1987,51342,1,0,0.3,0,0,0,0,0,0,0,0,1,2.7,0.1,3.1,0.1,2.7,1,2,0,1.5,0.9,1.7,0.7,2.8,0.9,2.5,0.5,2.8,1,1.8
1988,51342,1,0.3,0,0,0,0,0,0,0,0,0,0.8,1.7,0.1,1.7,0.2,0.4,0.7,1.9,1.3,2.6,1,1.4,1.6,2.1,1.1,2.3,0.5,1.7,0.6,2.1
1989,51342,1,0,0,0,0,0,0,0,0,0,0,1.5,2.2,0.5,2,0.8,2.4,0,3.1,0.5,1.9,1,3.3,0.9,2.3,1,1.5,0.2,1.8,1,2.1
1990,51342,1,0,0,0,0,0,0,0,0,0,0,0.2,1.7,0.9,1.5,0.8,1.6,0.2,1.9,0.9,2.6,0.2,2.5,1,1.6,1,2.6,0.5,2.2,1,1.4
1991,51342,1,0.3,0,0,0,0,0,0,0,0,0,1.7,1.9,1.2,2.1,0,2.6,1,1.1,1,2,0.2,3.4,0.6,2.8,1.2,1.9,0.4,2.5,0.3,2.6
1992,51342,1,0.3,0,0,0,0,0,0,0,0,0,1.5,1.8,0.1,2.9,1,2.7,1,1,0.7,2.9,0.6,3.6,0.9,2,1,1.7,0.8,2,0.6,2.2
1993,51342,1,0,0,0,0,0,0,0,0,0,0,0.4,2.8,0.4,2.2,0.3,2.7,0,2.1,0.7,3,0.6,3.2,0.6,2.8,1.4,2.3,1,2.1,0.2,2.8
1994,51342,1,0.5,0,0,0,0,0,0,0,0,0,1,2.6,0.9,1.3,0.8,2.9,0.2,2.4,0.8,2.4,0.7,2.6,1,2.3,1.5,2.2,0.4,2.2,0.9,2.4
1995,51342,1,0,0,0,0,0,0,0,0,0,0,1,1,0.2,3.2,1.2,1.8,0.2,3.6,2,2,0.3,2.2,1,3,0.7,1.7,1.1,3,0.1,2.7
1996,51342,1,0.3,0,0,0,0,0,0,0,0,0,0.7,2.2,1,1.9,0.5,1.3,0,1.5,0.1,2.3,1,2.5,1,3,1,3.3,1,1.2,1,2.3
1997,51342,1,0,0,0,0,0,0,0,0,0,0,1,1.1,0.1,1.5,1.5,1.5,1.7,2.2,0.9,2.1,0.1,3.3,0.9,2.7,0.8,2.4,0,1.1,0.1,1.2
1998,51342,1,0,0,0,0,0,0,0,0,0,0,0.9,2.2,0,1.3,0.8,1.3,1.5,2.4,0.9,2.9,0.7,3,1,3.1,1,2.3,0.7,2.5,1,2.7
1999,51342,1,0,0,0,0,0,0,0,0,0,0,1.6,2.6,0.8,2.3,0.5,1.5,0.1,1.2,0.2,2.7,0.2,2.9,0.8,3.1,1,1.9,0,1.5,0.4,2.9
2000,51342,1,0,0,0,0,0,0,0,0,0,0,1,1.5,1,1.8,0.9,1.7,0,1.5,0.1,2.4,0.7,2.5,0.9,2.1,1.2,2.2,0.7,2,1,2.7
2001,51342,1,0.3,0,0,0,0,0,0,0,0,0,1,1,0.7,2.2,0.7,2.6,0,1.9,0.1,2.3,0.2,2.8,0.3,3.4,1,1.6,0.6,3.2,0.9,2.6
2002,51342,1,0.3,0,0,0,0,0,0,0,0,0,1,1,0,2.7,0.5,1.1,0.9,2,0.1,2,0.2,2.3,0.3,3,0.9,2.3,0.4,2.9,0.4,2.6
