year,code,name,ASAL,AvgTemp_MarMay,SDTemp_MarMay,Cum_DD_MarMay,HeatWDays_MarMay,MaxTemp_MarMay,AvgTemp_MarAug,SDTemp_MarAug,Cum_DD_MarAug,HeatWDays_MarAug,MaxTemp_MarAug,AvgTemp_OctDec,SDTemp_OctDec,Cum_DD_OctDec,HeatWDays_OctDec,MaxTemp_OctDec,SeasRain_MarMay,Prec2Months_MarMay,PrecStDev_MarMay,PrecCoefVar_MarMay,DrySpell_MarMay,DrSpell10_MarMay,DrSpell20_MarMay,MaxRain_MarMay,SeasRain_MarAug,Prec2Months_MarAug,PrecStDev_MarAug,PrecCoefVar_MarAug,DrySpell_MarAug,DrSpell10_MarAug,DrSpell20_MarAug,MaxRain_MarAug,SeasRain_OctDec,Prec2Months_OctDec,PrecStDev_OctDec,PrecCoefVar_OctDec,DrySpell_OctDec,DrSpell10_OctDec,DrSpell20_OctDec,MaxRain_OctDec
1986,51341,-999,1,26.3,1.4,2403.5,0,30.6,24.8,1.9,4551.2,0,28.9,26.7,0.8,2453.3,0.9,31.4,517.9,273.1,16.9,3,12.4,1.3,0,136.3,624.3,273.1,12.4,3.6,19.7,4.1,0.5,136.3,296.1,173.6,8.4,2.6,16.4,1.3,0,55.6
1987,51341,-999,1,27,1.4,2448.7,0,31,25.4,2,4630.1,0,29.4,27.2,1,2434.6,0.7,31.3,404.5,147.1,12.7,2.9,17.4,2.4,0.1,73.4,581.1,147.1,9.7,3.1,23.4,4.1,0.8,73.4,133.7,95.1,4,2.8,19.8,2,0.5,25.6
1988,51341,-999,1,26.8,1.4,2405.3,0,30.7,25.4,1.7,4616.5,0,29.5,26.4,0.8,2430.7,0.4,30.6,374.8,299.9,9.9,2.5,13.7,1.5,0,60.8,540.2,299.9,8.3,2.8,15.4,3.4,0,61.8,281.4,139.9,6.9,2.2,13.5,1.4,0,40.3
1989,51341,-999,1,26.1,1.2,2398.5,0,30.3,24.7,1.6,4550.5,0,28.9,26.2,0.8,2407.4,0.1,31,415.2,251.2,11,2.4,16,3,0.1,62.2,556.7,251.2,8.4,2.7,16.9,3.7,0.2,62.2,364.1,245.1,12.9,3.2,27.3,2.3,0.9,102.8
1990,51341,-999,1,26.2,0.9,2414.8,0,30.2,25,1.5,4594.8,0,29.1,26.4,0.9,2424.2,0.7,31,466.2,375.6,8.6,1.7,10.5,0.4,0.1,44.2,583.6,375.6,6.7,2.1,13.1,1.3,0.2,44.2,255.3,171,9.3,3.3,16.1,1.7,0.2,69
1991,51341,-999,1,26.6,1.3,2449.2,0,30.7,25.1,1.9,4614.5,0,29.1,26.4,0.8,2421.6,0.4,31,433.7,185.7,14.2,3,16.2,2.4,0,90.8,662.6,185.7,10.6,3,18,3.8,0.2,90.8,188.8,118,5.5,2.6,14.1,1.4,0.1,33.5
1992,51341,-999,1,26.8,1.2,2446.1,0,30.8,25.2,1.9,4620.2,0,29.2,26.4,0.8,2422.5,1.1,30.8,393.2,211.7,14.7,3.5,17,2.5,0.3,114.1,566.3,211.7,11.6,3.8,35.9,5.2,1.4,114.1,337.3,199.3,9.3,2.5,12.9,1.1,0.1,53.7
1993,51341,-999,1,26.7,0.8,2455.5,0,30.9,25.2,1.7,4630,0,29.2,26.6,1,2427.8,0.9,31.3,274.1,142.8,8.2,2.7,14,1.4,0,58.3,428.1,142.8,6.4,2.7,14.4,1.9,0,59.1,213.9,150.5,7.4,3.1,15.9,1,0.5,50.4
1994,51341,-999,1,26.7,1.5,2424.2,0,30.7,25.3,1.8,4623.1,0,29.2,26.3,0.7,2413.5,0.4,30.4,517,293.3,13.4,2.3,12.9,0.8,0.2,81.7,706.1,293.3,10.1,2.6,13.8,1.3,0.2,81.7,421.6,257.5,11.9,2.6,12.9,1.4,0.1,72.2
1995,51341,-999,1,26.6,1.2,2451.1,0,30.7,25.3,1.6,4657.3,0,29.5,26.5,0.8,2427.3,1.1,31,447.1,231.7,14.7,3,21.7,2.4,0.5,93.6,602.3,231.7,11,3.3,22,3.4,0.6,93.6,274.4,238.9,9.9,3.2,14.1,0.9,0.3,76.2
1996,51341,-999,1,26.3,1.2,2418.2,0,30.2,25,1.7,4592.4,0,29,26.6,1.1,2431.5,0.7,31,523.9,247.1,19.7,3.4,23.7,1.6,0.5,141.6,621,247.1,14.2,4.1,24.3,2.7,0.7,141.6,146.6,127.9,4.7,3,26.2,2.3,0.9,33.6
1997,51341,-999,1,26.5,1.3,2441.5,0,30.5,25.4,1.6,4664.8,0,29.2,26.2,0.8,2399.3,0.5,30.1,498.4,309,18.4,3.5,28.3,2.5,1.9,119.5,676.8,309,14.4,4,31.7,4.1,2.2,122.9,829.7,656.9,21.8,2.4,13.9,1.7,0.1,124.6
1998,51341,-999,1,27,1.1,2474.2,0,30.8,25.6,1.7,4704.7,0,29.6,26.5,0.8,2425.6,1.2,31,545.5,344.1,16.1,2.6,20.5,1.7,0.2,93.2,676.1,344.1,12,3.2,22.1,3.8,1,93.2,185.9,159.2,7.9,3.9,23.8,2.1,0.8,63.7
1999,51341,-999,1,26.2,1.2,2412.4,0,30.2,24.8,1.7,4572.4,0,28.9,26,0.9,2381,0.7,30.7,475.1,283.3,14.9,2.8,15.6,1,0.5,102.7,680,283.3,11.4,2.9,16.5,1.8,0.6,102.7,264.7,195,8.7,3.1,17.4,2.5,0.2,59.6
2000,51341,-999,1,26.5,1.2,2434,0,30.2,25,1.7,4605,0,29.1,26.6,0.8,2448.1,0.7,31,352.1,177.7,12.5,3.2,18.7,2.3,0.3,91.6,563.8,177.7,10.1,3.2,19.8,3.1,0.4,96,343.9,260.4,10.1,2.7,19.4,2.1,0.5,64.9
2001,51341,-999,1,26.9,1,2474.7,0,30.7,25.4,1.8,4668,0,29.1,26.8,0.8,2458.8,0.3,31,300.5,159.6,7.8,2.4,16.8,1.5,0.3,49.1,459.1,159.6,6.2,2.5,17.2,2.6,0.3,49.1,177.9,119.5,4.5,2.4,13.3,1.5,0.1,27
2002,51341,-999,1,26.8,1.1,2439.9,0,30.9,25.5,1.7,4655.3,0,29.2,26.4,1,2432.4,0.8,30.8,424.5,330.4,9.8,2.2,11.9,1.1,0.1,55.6,557.8,330.4,7.5,2.5,14.9,1.8,0.2,55.6,470,329.7,13.7,2.7,19.1,1.8,0.5,89.3
2003,51341,-999,1,27.3,1.3,2498,0,30.9,25.6,2,4697,0,29.2,27.1,0.9,2490,0.9,31.3,333.5,139,12.9,3.5,23.5,2.6,1.4,92.7,462.5,139,9.7,3.8,25.3,4.9,1.7,92.8,174.1,140.9,5.1,2.7,16.5,1.6,0.4,33.5
2004,51341,-999,1,26.9,1.1,2467.4,0,30.6,25.4,1.8,4659.5,0,29.2,26.8,0.9,2453.3,0.4,30.4,266.3,219.4,7.5,2.6,15.6,2,0.2,43,410,219.4,5.9,2.7,15.8,3.2,0.2,45,309.1,241.4,9.7,2.9,18.3,1.4,0.3,71.5
2005,51341,-999,1,27.2,1.2,2484.2,0,30.7,25.6,1.9,4693.3,0,29.4,26.9,0.9,2439.5,1.1,31,353.6,184.4,14.7,3.8,20.8,2.3,0.3,101.8,502.8,184.4,10.8,3.9,21.5,3.6,0.3,101.8,157.6,129.7,6.2,3.6,25.2,1.1,1.1,51.3
2006,51341,-999,1,26.6,1.1,2436.9,0,30.2,25.3,1.6,4648.8,0,29,26.5,0.8,2439.8,0.7,31,554.4,360.6,16.7,2.7,15.3,1.4,0.2,114.1,719.4,360.6,12.3,3.1,16.8,3.2,0.3,114.1,645.1,486.6,18.1,2.6,15.3,2.2,0,114.5
2007,51341,-999,1,27,1.1,2487.8,0,30.5,25.6,1.8,4703.1,0,29.2,26.6,0.8,2443.7,0.5,30.1,504.5,173.8,16.6,3.1,20.9,3.4,0.5,104.5,685.1,173.8,12.5,3.3,21.5,4.8,0.5,104.5,241.4,180.7,7.4,2.8,13.8,1.3,0.1,50.5
2008,51341,-999,1,26.2,1.1,2409.7,0,30.8,24.9,1.6,4574.4,0,29.6,27.1,0.7,2483.8,1.2,31.1,412.1,246.7,10.6,2.3,14.3,1.1,0.1,68.9,593.3,246.7,8.1,2.5,16,2.1,0.1,68.9,227.8,193,7.3,2.9,17.2,2.7,0.4,45.4
2009,51341,-999,1,27,1.1,2488,0,30.2,25.6,1.7,4717.2,0,28.9,27,0.9,2464.8,0.7,30.7,218,139.8,7,2.9,17.7,1.7,0.2,45,363.1,139.8,6.3,3.1,18.8,2.7,0.5,54.1,338,199.1,10,2.7,16.5,1.2,0.4,70.3
2010,51341,-999,1,27.2,1.2,2463.2,0,31.4,25.7,1.8,4682.3,0,29.9,27,0.7,2468.9,1.1,31.8,476.4,253,15.5,2.9,20.5,2.7,0.8,106.1,617.6,253,12.4,3.6,27.6,4.9,1.7,106.2,199.7,156.1,8.2,3.7,20.8,2.4,0.6,61.2
2011,51341,-999,1,27,1,2481.8,0,31.4,25.8,1.5,4739.9,0,30.1,26.9,1,2478.6,0.9,31.6,313.6,159.6,6.9,2,17.2,1.7,0.2,40.5,420.5,159.6,5.4,2.3,19.7,3.8,0.4,40.5,354.4,264.6,9.5,2.4,12.3,0.8,0.1,64.8
2012,51341,-999,1,26.8,1.1,2467.1,0,31.3,25.6,1.6,4703.9,0,30,27.1,0.8,2477.8,0.9,31.7,278.3,139.6,9.8,3.3,20,2.3,0.5,69.7,399.2,139.6,7.3,3.4,23.4,4.4,0.6,69.7,293.5,204.5,9.9,3.1,16.8,2.1,0.1,68.3
2013,51341,-999,1,26.8,1.3,2443.8,0,30.9,25.3,1.8,4639.2,0,29.5,-999,-999,-999,-999,-999,449.6,263.9,14.1,2.9,18.7,1.7,0.5,97,598.5,263.9,10.4,3.2,19.2,2.5,0.7,97,337.6,237.5,7.8,2.1,14.9,1.6,0.1,40.5
1981,51342,-999,1,27.6,0.8,2536.9,0,31.4,26.6,1.2,4892.7,0,30.1,27.6,0.7,2539.5,0,31.1,404,217.7,6.8,1.7,10.1,0.6,0.1,35.2,621.4,217.7,5.9,1.9,19.2,2,0.6,35.5,141.6,103.5,3.9,2.7,17.7,2.6,0.3,23.5
1982,51342,-999,1,27.7,1,2538.6,0,31.5,26.6,1.4,4893.7,0,29.9,27.2,0.8,2498.8,0,31,547,125.4,12,2,24.7,1.4,0.7,67.6,780.1,125.4,9.2,2.2,25,3.5,0.7,67.6,219.6,168.8,5.6,2.5,24.2,1.5,0.9,29.6
1983,51342,-999,1,28.7,1,2270.7,0.3,32,27.5,1.5,4685.2,0.3,30.8,27.7,0.7,2546.2,0,31.2,572,109.3,19.2,3.1,20.8,3.1,0.5,110.1,871.9,109.3,15.5,3.3,21.5,4.9,0.5,116.3,83.6,48.4,2.7,3.2,20.8,3.2,0.2,16.4
1984,51342,-999,1,28.2,1,2509.5,0,31.8,26.7,1.7,4827,0,30.1,26.9,0.6,2472.3,0,31,386.7,127.5,7.6,1.9,19.4,1.7,0.4,37.3,696.7,127.5,8.1,2.3,25.4,3.5,1.1,54.5,232.1,167.9,6.1,2.5,15.1,1.4,0.1,40.4
1985,51342,-999,1,27.7,0.8,2544.3,0,31.1,26.6,1.3,4898.1,0,30,27.3,0.7,2513.8,0,31.2,491.2,152.9,13.6,2.6,22.9,2.5,1,85.4,675.6,152.9,10.6,2.9,25.5,4.3,2.2,85.4,109.9,80.9,3.9,3.5,21.2,2.9,0.3,23.4
1986,51342,-999,1,27.8,1.3,2516.1,0,31.5,26.6,1.6,4855.8,0,30.1,27.7,0.7,2546,0,31.4,834.4,187.8,31.1,3.4,14.1,1.4,0.2,245.4,1032,187.8,22.7,4,20.7,3.4,0.8,245.4,169.4,118.4,4.5,2.7,23.9,1.5,1,26.5
1987,51342,-999,1,28.7,1,2447.9,0.3,32.3,27.2,1.7,4815.1,0.3,30.9,28.1,0.6,2584.9,0,31.6,705.8,130.9,23.3,3.1,17,1.7,0.2,154.5,1024.1,130.9,18.7,3.4,22,4.5,1,154.5,128.4,111.1,3.9,2.8,22.1,2.9,0.7,20.1
1988,51342,-999,1,28.4,1.1,2428,0.3,32.2,27.2,1.5,4823.2,0.3,30.9,27.3,0.6,2513.3,0,30.9,512,305.3,12.5,2.3,17.5,1.1,0.3,73.7,749,305.3,10.6,2.7,22.2,4.1,0.8,75.1,265.9,131.5,7,2.5,17.6,2.3,0.2,43.2
1989,51342,-999,1,27.7,1,2552.1,0,31.3,26.6,1.4,4900.2,0,30.1,26.9,0.5,2477.4,0,31.2,275.4,126.5,8,2.8,19.1,2.7,0.5,44.8,421.9,126.5,6.3,2.8,20.5,4.3,0.7,44.8,268.7,198.8,6.7,2.4,20.4,2.2,0.4,36.8
1990,51342,-999,1,27.7,0.7,2547.1,0,31,26.7,1.2,4915.3,0,30.1,27.3,0.6,2509.1,0,31,368.2,186.3,12.7,3.2,18.4,1.9,0.3,103.4,481.4,186.3,9.4,3.6,20.7,3.2,0.6,103.4,224.5,130.3,7.6,3.2,21.9,2.6,0.5,53.6
1991,51342,-999,1,28.3,1,2593.7,0.3,32,26.9,1.6,4941.5,0.3,30.2,27.6,0.7,2542.4,0,31.6,604.4,191.5,16.4,2.5,17.8,3,0.3,86.8,824.7,191.5,14,3.2,27.4,5.1,1.4,101.4,117,57.7,3.5,2.8,21,2.1,0.5,21.2
1992,51342,-999,1,28.6,1,2351.4,0.5,32.1,27.1,1.7,4711.5,0.5,30.5,27.4,0.6,2517.3,0,31,303.3,135.4,12.7,3.8,20,2.7,0.4,98.1,464.1,135.4,10.3,4,34.6,5,1.5,98.6,247.1,115.3,6.3,2.4,22.4,2.4,0.6,29.3
1993,51342,-999,1,28.4,0.8,2555.5,0,32.1,27,1.6,4908.4,0,30.5,27.5,0.7,2533.5,0,31.2,182.1,59.7,7.1,3.7,16.7,1.3,0.2,60.2,379.7,59.7,5.9,3,17.3,2.7,0.2,60.6,187.3,80.3,6,3.1,18.4,2.7,0.3,34.3
1994,51342,-999,1,28.4,1.1,2450.3,0.5,32,27.1,1.6,4817.1,0.5,30.4,26.9,0.5,2475.3,0,30.3,522.7,140.2,18.6,3.3,19.7,2.3,0.5,122,689.1,140.2,13.6,3.7,20.1,4,0.6,122,389.4,313.6,12.7,3.2,15.8,3.2,0,83.9
1995,51342,-999,1,28.3,0.9,2562.5,0,31.8,27.1,1.3,4958.1,0,30.5,27.3,0.5,2511.8,0,31.2,448.9,182.8,17,3.5,25.7,2.6,1.1,117,659.4,182.8,13.8,3.9,26,5,1.3,117.2,296.8,151.9,10.3,3.3,21.7,2.6,0.8,67.9
1996,51342,-999,1,28.2,1,2578.7,0.3,31.9,26.9,1.5,4942.7,0.3,30.4,27.6,0.8,2538.8,0,31.2,435,116.5,23.3,4.8,20.3,2.3,0.6,208.4,610.7,116.5,16.7,4.9,20.9,3.5,0.9,208.4,155.2,145.4,5.7,3.6,27.2,2.8,1.3,33.4
1997,51342,-999,1,28,1,2557,0,31.7,27.1,1.2,4964.2,0,30.5,26.7,0.6,2454,0,29.7,424.6,183.2,17.9,3.9,25.8,2.7,1.4,132.4,859.7,183.2,18.5,3.9,30.7,5.5,2.6,133.9,612.2,444,12.7,2,12,0.8,0,77.7
1998,51342,-999,1,28.6,0.8,2584.2,0,32,27.3,1.5,4975,0,30.7,27.5,0.7,2526.7,0,31.1,430.3,313.6,11,2.4,19.4,1.7,0.7,66,652.8,313.6,11.6,3.3,22.7,4.4,1.3,110.6,86.7,52.8,3,3.2,19.9,2.6,0.7,17.9
1999,51342,-999,1,28,1.2,2523.8,0,31.7,26.7,1.6,4867.5,0,30.4,26.9,0.7,2477,0,30.7,340.2,134.2,14.9,4.1,16.7,2.9,0.2,128.5,582.2,134.2,11.2,3.6,16.9,3.5,0.2,129,197.9,145.7,4.7,2.3,28.4,1.5,0.9,26.1
2000,51342,-999,1,28.2,0.9,2589.2,0,31,26.9,1.6,4934.1,0,30.1,27.9,0.8,2568,0,31,359.1,100,13.3,3.4,23.2,2.9,0.9,94,537.1,100,9.9,3.4,23.6,3.8,1.3,94.7,160.6,108.4,6.6,3.9,27,2.4,0.8,53.1
2001,51342,-999,1,28.4,0.7,2601.2,0.3,31.9,27,1.6,4961.4,0.3,30.2,27.8,0.6,2554.7,0,31.6,407.3,101.6,18,4.1,26.6,2.4,1.3,131.6,607.7,101.6,13.7,4.2,27,3.2,1.3,132.5,192,140.3,6.9,3.4,22.8,2.5,0.8,45.4
2002,51342,-999,1,28.5,1.1,2320.2,0.5,32.1,27.2,1.7,4691.7,0.5,30.5,27.4,0.9,2521.8,0,31,287.9,106.7,10.5,3.3,27.9,1.6,1,84.9,524.4,106.7,11.6,4,27.9,2.9,1.9,123.5,189.4,93,5.6,3,19.4,1.7,0.7,32.7
2003,51342,-999,1,28.9,1.1,2202.1,0,32.1,27.5,1.7,4595.5,0,30.5,27.8,0.5,2556.2,0,31.2,349.6,79.4,14.8,3.9,26.1,2.6,1.3,106.2,541.6,79.4,12,4.1,26.6,5,1.5,110.6,208.9,180.9,8.3,3.6,24.1,2.8,2,65.4
2004,51342,-999,1,28.6,0.7,2570,0.5,32,27.2,1.6,4940.1,0.5,30.4,27.7,0.7,2552.2,0,30.3,155.2,67,4.1,2.5,23.8,2.1,0.6,22.2,461.8,67,12,4.8,23.9,3.7,0.8,141.2,234.2,159.1,9,3.6,24.5,3,0.7,56.6
2005,51342,-999,1,28.9,0.9,2456.7,0,31.8,27.4,1.7,4848.7,0,30.5,27.7,0.6,2551.4,0,31.2,433.2,118.9,17.8,3.8,18.6,2.6,0.4,134.9,662.1,118.9,14.2,4,22.8,4.9,1.4,136.5,108.7,94.2,4.2,3.7,26.7,2.8,1.2,27.7
2006,51342,-999,1,28.4,0.9,2514.7,0.3,31.9,27.3,1.3,4922.3,0.3,30.4,27.3,0.6,2511.9,0,31.2,368.2,176.5,12,3,17.1,2,0,88.4,612.8,176.5,10.4,3.1,17.6,3.1,0.1,108.5,357.2,282.6,9.4,2.5,16.6,1.9,0.3,64.9
2007,51342,-999,1,29,0.9,2384.8,0,31.7,27.6,1.5,4798.8,0,30.5,27.4,0.5,2521.2,0,29.7,553.1,92.3,21.5,3.6,31.2,2.5,0.8,164.2,741.6,92.3,15.6,3.9,31.4,3.4,0.8,164.2,147.8,106.5,4.4,2.8,22.1,2.9,0.9,26.2
2008,51342,-999,1,27.9,0.9,2554.5,0,31.9,26.8,1.4,4915.7,0,30.7,28.1,0.6,2586.6,0,31.1,473.2,171.5,20.1,3.9,23.3,2,1,160.6,655.8,171.5,14.5,4.1,24,4.2,1,160.6,111.2,96,3.3,2.8,25.4,2.9,1.5,17.9
2009,51342,-999,1,28.9,0.9,2429.1,0,31.7,27.6,1.5,4855.9,0,30.4,27.9,0.9,2564.5,0,30.7,228.3,63.1,12.9,5.3,27.6,2.8,1.3,112.8,431.7,63.1,10.3,4.4,27.6,4,1.4,113.2,314.5,256.6,12.6,3.8,20.4,3.2,0.6,100.5
2010,51342,-999,1,28.5,0.8,2612.4,0,32.1,27.3,1.4,5018.6,0,30.8,27.7,0.5,2552.2,0,31.9,569.8,222.6,15,2.4,14.8,1.6,0.1,78.5,840.7,222.6,13.8,3,17.1,3.7,0.2,111.5,125.4,97.4,4.1,3.2,21.5,2.8,0.5,26.7
2011,51342,-999,1,28.8,0.8,2473.4,0.8,32.9,27.8,1.2,4941.9,0.8,31.6,27.7,0.7,2546.5,0,31.6,274.7,88.6,9.2,3.1,26.1,1.3,0.9,70.6,422.1,88.6,7.1,3.1,26.3,3.9,1,71.9,346,239.8,8.4,2.3,11.7,1.1,0,51.1
2012,51342,-999,1,28.7,0.9,2520.1,1,32.7,27.6,1.3,4953,1,31.2,28.1,0.8,2584.8,0,31.8,236.2,34.3,10.7,4.2,31.7,1.6,0.9,80.1,363.5,34.3,8.2,4.2,31.7,2.7,1.2,81,263.7,182.9,8.6,3.2,19.7,2.8,0.3,53.2
2013,51342,-999,1,28.6,1.2,2355.7,0.5,32,27.2,1.6,4740.1,0.5,30.5,-999,-999,-999,-999,-999,496,170,17.6,3.3,16.8,2.5,0,125.2,624.4,170,12.8,3.8,17.6,3.5,0.2,125.2,167.6,122.5,3.7,2.1,26.9,1.6,0.9,17.2
1981,51344,-999,1,27.1,1,2495.2,0,30.4,25.8,1.6,4745.9,0,28.9,26.7,0.9,2457.4,0,30.3,408.6,260.2,7.9,1.8,12,2,0,42.6,707.3,260.2,7.3,1.9,21.8,4.3,2,42.6,401.9,252,8.4,1.9,11.9,1.4,0,53.9
1982,51344,-999,1,27.1,1.4,2465.9,0,30.7,25.9,1.6,4738.5,0,29.3,26.6,0.8,2451,0,30.5,1004.2,285.6,25.1,2.3,13,1.7,0,192.8,1331.9,285.6,18.7,2.6,15,3.2,0,192.8,431.4,351.4,10.6,2.3,14.1,3,0,55.3
1983,51344,-999,1,27.9,1.1,2565.9,0,31.3,26.5,1.7,4875.1,0,29.8,26.8,1,2468.5,0,30.2,502.9,166.5,18.4,3.4,15.7,2.6,0.2,149.8,797.4,166.5,15.1,3.5,20.6,4.6,1,149.8,148.8,95.1,4.7,2.9,19.7,3.4,0.5,31.1
1984,51344,-999,1,27.5,1.1,2532.4,0,30.8,25.8,1.9,4754.5,0,29.2,26.5,0.9,2437.9,0,30.5,516.8,302,10.9,1.9,12.6,3,0,71.3,804.3,302,9.6,2.2,18.6,5.1,0.2,71.3,346.2,284,7.9,2.1,11.7,1.5,0,45.6
1985,51344,-999,1,27.2,0.9,2506.5,0,30.4,26,1.5,4775.1,0,29.1,26.6,0.9,2444,0,30.3,474.6,206.2,15,2.9,16.3,3.2,0.2,99,720.8,206.2,11.8,3,21.7,4.4,1.1,99,211.7,139.7,8.2,3.6,37.9,1.5,1.2,58.7
1986,51344,-999,1,27.4,1.3,2462.4,0,30.9,25.9,1.8,4710.7,0,29.1,27.2,0.8,2500.6,0,30.8,789.6,403.8,25.7,3,13.5,0.7,0,216.2,962.6,403.8,18.8,3.6,24.5,2.7,1,216.2,260.3,161.1,10.4,3.7,16.2,1.4,0,80.7
1987,51344,-999,1,28.2,1.4,2481.9,0,31.3,26.5,2,4761.6,0,29.6,27.5,1,2532.4,0,30.7,596.6,164,18.1,2.8,16.1,2.3,0,99.5,876.2,164,14.1,3,33.4,3.6,1,99.5,150.9,110.6,4.4,2.7,22.9,1.2,0.7,33
1988,51344,-999,1,27.8,1.3,2419.4,0,30.9,26.4,1.7,4723.3,0,29.7,26.9,0.8,2471.6,0,30.1,513.7,413.8,13.5,2.4,18.7,1.7,0.2,72.4,788.5,413.8,12.1,2.8,21.1,4.9,0.2,75.9,280.9,162.7,7.4,2.4,19.7,2,0.4,47.8
1989,51344,-999,1,27.2,1.1,2498.3,0,30.5,25.8,1.6,4745.9,0,29.1,26.6,0.9,2450.2,0,30.5,517.3,272.5,14.5,2.6,15.3,3.2,0.2,83.2,734,272.5,11.1,2.8,20,3.2,1.2,83.2,408.2,292.9,17.9,4,29,2.5,1,149.7
1990,51344,-999,1,27.3,0.9,2512.1,0,30.4,26,1.5,4785.2,0,29.2,26.8,0.9,2468.2,0,30.3,520.1,362.9,13.5,2.4,14,1.2,0,84.5,714.8,362.9,10.1,2.6,14,1.4,0,84.5,366.1,288.6,17.9,4.4,14.9,2.2,0,149.1
1991,51344,-999,1,27.8,1.3,2559.2,0,31.1,26.2,1.9,4822.7,0,29.3,26.9,0.8,2474,0,30.6,537.7,138.4,19.8,3.4,19,3.9,0.6,133.1,924.7,138.4,14.7,2.9,19,4.5,0.6,133.1,216,157.3,6.6,2.8,15.1,2.4,0.2,40.8
1992,51344,-999,1,27.9,1.2,2508.7,0,31,26.2,1.9,4776,0,29.3,26.8,0.7,2462.8,0,30.2,530.6,222.4,18,3.1,16.1,3,0,110.9,799,222.4,14.7,3.4,39,6,1.2,110.9,293.8,180.5,8.3,2.6,12.9,0.9,0.2,46.1
1993,51344,-999,1,27.8,0.7,2554.9,0,31.2,26.2,1.7,4825.7,0,29.4,27,1.2,2480.4,0,30.7,343.8,110.8,12.7,3.4,16.3,3,0.2,88.5,586,110.8,9.6,3,16.3,3.2,0.2,88.5,236.8,174.9,7.7,3,19.2,1.2,0.5,57.4
1994,51344,-999,1,27.8,1.5,2496.6,0,30.9,26.4,1.8,4792.4,0,29.4,26.7,0.5,2454.3,0,29.7,766.2,361.3,27.1,3.2,13.7,0.7,0.4,198.1,1086.4,361.3,19.7,3.3,13.7,0.9,0.4,198.1,439.5,300.8,15,3.1,19.6,2.6,0.4,88.1
1995,51344,-999,1,27.7,1.2,2549.6,0,31,26.3,1.6,4848,0,29.6,26.8,0.8,2463.2,0,30.2,664,271.3,22.5,3.1,23.6,2.9,1.5,145.9,905.4,271.3,16.6,3.4,23.6,2.9,1.5,145.9,323.3,283,11.6,3.3,11.6,0.6,0.4,94.7
1996,51344,-999,1,27.3,1.2,2514.4,0,30.5,26,1.7,4779.3,0,29.2,26.9,1.1,2477.8,0,30.3,698.9,222.2,29.8,3.9,18.6,2.3,0.4,201.7,842.6,222.2,21.3,4.7,18.6,3.1,0.4,201.7,171.8,157.5,8.2,4.1,23.5,2.8,1,70.1
1997,51344,-999,1,27.6,1.2,2543.3,0,30.8,26.4,1.6,4857,0,29.4,26.6,0.9,2445.2,0,29.4,721.8,422.6,25.4,3.3,27.7,2,2,137.7,1035.9,422.6,20.7,3.7,33.2,3.3,2.6,139,1023.3,815.3,26.9,2.4,11.4,1.9,0,150
1998,51344,-999,1,28.1,1,2553.9,0,31,26.7,1.7,4882,0,29.7,26.8,0.9,2468.9,0,30.3,679.9,357,20.8,2.8,23.2,2,1.1,114.4,939.8,357,16.6,3.2,32.7,3.5,1.9,115.9,191.7,164.3,7.7,3.7,16.4,1.8,0.2,62.9
1999,51344,-999,1,27.3,1.2,2509.5,0,30.5,25.8,1.7,4755.5,0,29,26.4,0.9,2425.6,0,30.1,586.2,322.4,18.5,2.9,12.7,0.9,0,127,906.1,322.4,13.8,2.8,13.3,1.4,0,127,304.2,239.2,9.2,2.8,18,2.2,0.2,58.2
2000,51344,-999,1,27.5,1.1,2530.1,0,30.4,26,1.7,4789.6,0,29.2,27.1,0.9,2494.1,0,30.4,524.3,190.7,18.5,3.2,15.7,2.9,0,114.2,876.9,190.7,16.3,3.4,19.4,3.6,0.2,149.6,317.4,256.7,12.7,3.7,21,3.2,0.5,87.8
2001,51344,-999,1,28,1,2579.9,0,31.1,26.4,1.8,4864.9,0,29.3,27.2,0.8,2506.9,0,30.5,435,233.8,12.3,2.6,20,1.6,0.6,74.9,752.9,233.8,12.6,3,24.9,2.1,1,119.7,189.4,141.5,3.9,1.9,14,1.3,0.3,17.4
2002,51344,-999,1,28,1.1,2491.3,0,31.1,26.5,1.7,4799.4,0,29.4,26.9,1,2474.6,0,30.2,507.7,361.4,12.9,2.3,15,2.2,0.2,79.2,698,361.4,9.7,2.5,15.8,2.7,0.2,79.2,378.6,270.6,8.7,2.1,15.1,1,0,51.5
2003,51344,-999,1,28.4,1.2,2586.8,0,31.2,26.7,2,4883.1,0,29.4,27.5,1,2530.7,0,30.7,475.7,162.3,18.7,3.6,23,3,1.4,121.4,700.7,162.3,15,3.9,27.2,4.2,2.1,121.4,173.2,137.6,3.9,2.1,11.6,0.9,0.2,19.8
2004,51344,-999,1,28.1,0.9,2561.4,0,30.9,26.5,1.8,4850.3,0,29.4,27.2,0.9,2506.4,0,29.8,272.4,211.3,8.4,2.8,20,1.8,0.7,46.9,537.7,211.3,8.6,2.9,20.7,2.4,0.9,77.6,285.8,244.7,7.9,2.6,26.4,1,0.7,59.3
2005,51344,-999,1,28.3,1.1,2570.7,0,31,26.6,2,4863.7,0,29.6,27.2,0.9,2500.4,0,30.2,405.1,212.7,15.9,3.5,17.7,3.4,0.2,106.5,651.6,212.7,13,3.6,21.9,4.6,0.6,120,175.2,147,7.3,3.9,25.9,1.4,1.2,64.8
