ADM2_NAME,ID1,ADM2_CODE,X01.1999,X02.1999,X03.1999,X04.1999,X05.1999,X06.1999,X07.1999,X08.1999,X09.1999,X10.1999,X11.1999,X12.1999,X01.2000,X02.2000,X03.2000,X04.2000,X05.2000,X06.2000,X07.2000,X08.2000,X09.2000,X10.2000,X11.2000,X12.2000,X01.2001,X02.2001,X03.2001,X04.2001,X05.2001,X06.2001,X07.2001,X08.2001,X09.2001,X10.2001,X11.2001,X12.2001,X01.2002,X02.2002,X03.2002,X04.2002,X05.2002,X06.2002,X07.2002,X08.2002,X09.2002,X10.2002,X11.2002,X12.2002,X01.2003,X02.2003,X03.2003,X04.2003,X05.2003,X06.2003,X07.2003,X08.2003,X09.2003,X10.2003,X11.2003,X12.2003,X01.2004,X02.2004,X03.2004,X04.2004,X05.2004,X06.2004,X07.2004,X08.2004,X09.2004,X10.2004,X11.2004,X12.2004,X01.2005,X02.2005,X03.2005,X04.2005,X05.2005,X06.2005,X07.2005,X08.2005,X09.2005,X10.2005,X11.2005,X12.2005,X01.2006,X02.2006,X03.2006,X04.2006,X05.2006,X06.2006,X07.2006,X08.2006,X09.2006,X10.2006,X11.2006,X12.2006,X01.2007,X02.2007,X03.2007,X04.2007,X05.2007,X06.2007,X07.2007,X08.2007,X09.2007,X10.2007,X11.2007,X12.2007,X01.2008,X02.2008,X03.2008,X04.2008,X05.2008,X06.2008,X07.2008,X08.2008,X09.2008,X10.2008,X11.2008,X12.2008,X01.2009,X02.2009,X03.2009,X04.2009,X05.2009,X06.2009,X07.2009,X08.2009,X09.2009,X10.2009,X11.2009,X12.2009,X01.2010,X02.2010,X03.2010,X04.2010,X05.2010,X06.2010,X07.2010,X08.2010,X09.2010,X10.2010,X11.2010,X12.2010,X01.2011,X02.2011,X03.2011,X04.2011,X05.2011,X06.2011,X07.2011,X08.2011,X09.2011,X10.2011,X11.2011,X12.2011,X01.2012,X02.2012,X03.2012,X04.2012,X05.2012,X06.2012,X07.2012,X08.2012,X09.2012,X10.2012,X11.2012,X12.2012,X01.2013,X02.2013,X03.2013,X04.2013,X05.2013,X06.2013,X07.2013,X08.2013,X09.2013,X10.2013,X11.2013,X12.2013,X01.2014,X02.2014,X03.2014,X04.2014,X05.2014,X06.2014,X07.2014,X08.2014,X09.2014,X10.2014,X11.2014,X12.2014,X01.2015,X02.2015,X03.2015,X04.2015,X05.2015,X06.2015,X07.2015,X08.2015,X09.2015,X10.2015,X11.2015,X12.2015
Taita Taveta,11,51345,19.30000114,5.049999952,72.75,100.3500023,13.90000057,15.85000086,5.399999976,17.75,9.650000095,7.200000048,162.5500031,51.00000191,4.25,5.450000048,111.3499985,48.04999924,15.75000048,12.80000067,1.600000083,17.05000067,10.4000001,15.75000048,86.15000153,47.90000153,65.10000229,5.549999952,76.04999924,68.60000229,14.90000057,17.25000048,0.700000018,1.900000036,1.800000012,6.400000095,104.25,76.75000381,57.30000114,53.5,64.90000153,59.10000038,39.30000114,2.599999964,1.800000012,26.70000076,88.5,74.04999924,104.3000031,192.3500061,3,8.250000238,38.15000153,53.70000076,41.75000095,9.25,1.50000006,2.350000083,12.75,8.900000095,59.70000076,33.55000114,44.80000114,25.85000038,56.00000191,59.95000076,5.850000143,4.899999976,1.350000024,1.699999988,6.200000048,63.95000076,93.25,70.85000229,15.65000057,3,54.50000191,59.64999962,25.69999981,2.00000006,1.000000015,11.4000001,10.1500001,36.70000076,51.15000153,6.849999905,17.95000029,9.400000095,120.75,144.1999969,31.70000076,8.650000334,4.750000179,5.950000048,43.60000038,96.10000229,276.0500031,188.3000031,25.70000076,17.3499999,56.20000076,45,33.25000095,4.5,4.250000179,25.10000134,12.80000019,28.65000057,80.55000305,99.75,19.70000076,30.5,235.8500061,62.55000114,18.55000067,3.000000119,1.800000042,3.900000215,17.4000001,14.50000048,99.54999924,22.5,19.30000019,19.80000114,28.35000038,46.05000114,16.65000057,14.30000019,2.5,3.450000048,1.600000024,73.40000153,150.8000031,138.8000031,34.40000153,19.95000076,88.50000381,114.4500008,16.75000048,2.100000083,0.600000001,2.75000006,7.000000238,3.100000024,84.50000381,67.35000229,8.450000048,46.30000114,68.50000381,64.65000153,25.44999981,1.350000024,0.550000019,1.299999982,14.4000001,79.84999847,183.4500046,47.50000191,16.35000038,29.00000095,19.35000038,50.60000229,19.25,2.350000024,2.350000024,22.80000067,6.850000143,27.5,162.1999969,100.7000008,37.35000038,6.099999905,152.25,95.15000153,19.55000019,4.049999952,1.850000054,6.899999857,13.5999999,17.10000038,80.10000229,126.5500031,16.40000057,25.15000057,87.90000153,28.70000076,24.00000095,12.45000029,3.250000179,0.350000009,34.80000114,12,67.09999943,102,30.95000076,23.5,9.450000286,88.20000076,52,0.800000012,1.650000036,6.400000095,19.00000048,25.65000057,282.9500122,66.95000458
Tana River,12,51346,3.630000019,1.010000002,26.17000008,59.78000069,40.25000076,2.260000134,2.870000029,2.05,3.910000062,5.460000086,83.90000458,47.23000221,3.250000048,0.210000004,24.44999962,28.82000103,8.030000019,3.440000081,0.320000011,1.100000006,12.84000006,19.02000008,50.17000198,10.3800004,17.99999962,1.71000005,24.90000114,42.37999954,25.24000072,2.230000055,1.350000048,0.810000026,4.380000162,5.109999943,88.89000015,26.41999969,9.08000021,18.78000011,29.17000046,71.83000259,27.44000072,1.880000019,2.90999999,3.930000067,33.83000069,52.25000153,62.58999977,94.85999908,1.060000002,0.5,15.65000038,76.69000015,43.15999947,1.9,0.880000013,1.880000019,17.93999996,4.420000076,69.91000443,15.82000046,18.60999966,5.240000248,23.44999962,32.04999981,7.119999933,1.640000093,0.500000003,0.180000005,2.799999952,53.91000061,46.04000015,32.45999947,6.900000191,1.140000021,15.54000006,19.42000103,26.93999977,1.050000042,0.670000029,1.900000083,4.080000114,29.02999973,48.91000137,2.909999967,7.830000257,6.240000248,35.37000084,93.60000305,47.96000061,3.219999981,4.3200001,1.430000031,14.77000008,70.32000427,181.5499969,74.33000412,13.45000057,6.760000277,20.82000103,28.34000072,28.90000038,1.390000021,1.240000045,3.739999938,16.71000099,17.77000065,51.96999931,45.7,10.48999987,11.82000036,116.6000046,48.2,18.35000038,1.450000048,0.200000003,0.780000031,3.499999976,4.830000162,76.73000412,9.590000153,8.490000153,9.119999981,15.11000032,32.65000229,21.08000107,6.400000334,1.070000046,1.000000006,1.409999979,82.76999893,80.17000046,103.9500046,16.69000111,11.2800004,46.30999947,62.52000084,17.46000099,0.790000021,0.250000001,0.890000004,3.000000095,4.730000257,45.88999939,43.11000023,4.520000076,24.78999977,30.33000069,30.89000015,45.36000023,1.089999998,0.55,0.110000002,2.740000129,65.58000259,95.23999863,15.72999983,24.28000069,8.270000362,6.350000191,12.15,31.65,2.890000105,1.710000014,4.580000067,11.5,35.27000008,109.4700012,66.26999893,15.30000029,2.720000124,108.1300003,40.32000198,18.56000004,3.150000167,1.400000048,2.849999976,6.020000076,9.600000381,38.95000153,56.57000008,10.97000055,14.27999983,30.66000042,27.49000072,12.64000034,3.540000105,1.460000038,2.6,13.4,28.2,77.2,45.2,17.1,10.2,38,68.3,29.5,3.8,2.4,2.6,25.02000046,17.27000065,94.6600029,35.05999947
Isiolo,13,51348,5.720000172,1.30999999,38.98000183,77.19000168,21.99000053,0,0,0,0.240000009,36.21000042,91.43000031,44.22000046,17,0.070000001,8.769999838,58.17000084,8.370000458,0,0,0,1.599999994,34.69999981,72.74000168,17.45,35.86999989,8.060000134,27.85,117.5200035,16.77000065,0,0,0,0.85,13.11000032,199.4400009,28.85,12.60000038,20.03000011,25.26999989,247.5300064,23.20000076,0,0,0,2.600000048,50.96000175,56.04999924,109.6600021,3.81000011,0.5,19.94000015,252.6200104,71.92000198,0,0,0,2.590000093,41.76000023,104.720002,18.47000008,60.18999977,6.260000134,44.53000069,122.8100014,33.63000011,0,0,0,0.370000008,52.36000099,92.3,36.7,21.03000011,12.32999997,47.68000069,28.73000069,40.4,0,0,0,1.490000033,53.6,52.14000053,27.12000003,24.5600008,11.06000013,49.03000069,115.7900024,43.15999947,0,0,0,2.60000006,53.6,104.7,36.7,28.9,16.4,48.1,118.0100014,40.4,0,0,0,2.080000055,31.51999969,26.65000076,36.7,28.9,17.1,103.9000046,94.42000351,26.15000038,0,0,0,0.570000017,29.77000065,115.9100006,1.940000021,35.60000229,17.1,15.97000017,65.91000023,31.95000095,0,0,0,0.410000001,152.6300064,42.63000107,89.14999847,50.88000107,22.06000023,97.81000366,72.05000191,28.26000118,0,0,0,1.490000033,26.56000042,48.53000183,37.24000015,21.09000006,19.00000114,82.67000198,62.18000107,48.6200016,0,0,0,0.5,53.6,104.7,16.41000032,89.6900032,2.139999974,9.8,47.23000011,49.65000229,0,0,0,2.169999993,65.0099987,126.0100006,70.38999939,36.24000053,14.07000017,148.0699997,122.9299995,22.63999996,0,0,0,1.040000027,15.94000092,74.68000412,50.63000031,16.66000071,25.77999973,44.99000015,84.25000458,20.94000015,0,0,0,1.7,53.6,104.7,36.7,28.9,17.1,50.4,142.2,40.4,0,0,0,3.160000026,42.28000183,128.9899979,41.19000206
Kitui,14,51349,10.24000044,2.020000041,61.3700016,73.19000092,10.6800004,4.139999986,1,5.70999999,5.610000229,7.85,170.2000031,63.71000214,5.980000067,1.580000055,48.2700016,37.71000175,10.42000046,8.310000515,0.270000009,3.670000076,7.720000124,18.17000027,94.41000214,28.55000076,61.11000099,4.230000043,61.51000023,58.63000069,13.39000044,7.120000219,0.370000008,1.490000033,1.5,5.870000124,135.4100014,50.73999977,37.16000175,43.38000069,36.39999924,70.52000046,34.74000034,2.160000074,0.300000012,8.130000401,50.71000137,55.98000107,109.9400017,158.8899979,3.529999995,2.619999981,29.05,70.33000259,41.21000023,5.039999962,0.300000012,1.420000017,14.41999998,7.370000124,85.85000305,26.99000034,40.74000015,17.1800005,34.64000015,46.63000031,5.6900002,3.400000095,0.200000003,0.470000002,3.939999986,60.08000183,81.07000198,52.52000084,11.57000046,2.400000095,31.96000118,36.01000137,22.62000027,1.700000048,0.200000003,3.630000067,5.410000086,32.30000172,67.63999939,6.370000124,15.14000006,10.1300004,69.4400032,123.2000031,30.96999989,4.940000057,0.900000036,3.139999986,25.98000088,86.35000305,297.9200165,130.4900078,23.8300005,13.89000034,31.46000042,37.43999977,27.08000069,3.010000086,1.070000017,6.670000029,11.27999992,23.27000027,88.80000458,77.08999939,18.22000008,25.43000069,163.1499969,58.92000084,15.57999973,2.400000095,0.300000012,1.240000057,11.51000032,9.080000114,113.6600021,17.72000017,17.42000027,17.47999973,20.11000042,42.24000206,18.35000086,11.34000034,0.5,1.21000005,1.170000041,70.87999954,134.3299988,145.8400009,30.80000114,19.67000065,72.39000092,83.42000275,16.2499999,1.570000017,0.100000001,1.110000044,3.74000001,5.3400002,83.69000168,62.58000183,7.810000038,39.14000053,55.01000099,41.56000137,24.11000061,1,0.170000003,0.200000003,8.989999866,73.14000168,169.6200073,27.4100008,31.3700016,19.68999996,9.390000343,28.91999989,27.51000042,3.900000215,0.600000024,7.360000038,8.360000372,31.80000114,176.7700073,113.9500046,27.64999962,6.00999999,122.3800026,80.57000198,13.46000013,4.690000153,0.470000002,3.580000043,10.39000044,12.1300004,79.47000351,100.6300041,18.9100008,25.2100008,54.20999947,26.2100008,14.53999987,9.710000134,0.600000024,3.7,13,33.4,128.1,76,29.4,20.4,56,90.1,27.6,7,1,3.7,12.36999998,21.17999973,217.3799988,71.07999954
Machakos,15,51350,14.5,5.400000095,142.5,122.8000031,19.80000114,6.099999905,16.20000076,19.89999962,5,39,275.2000122,78.70000458,16.60000038,2.600000143,42.29999924,83.09999847,25.5,19.89999962,2,9,12.5,25.39999962,194.4000092,47,175.1000061,10.19999981,162.6999969,112.3000031,50.10000229,15.40000057,10.40000057,9.199999809,8.600000381,32.60000229,245.5,37,48.40000153,91.59999847,67.5,241.9000092,114.5,6.400000095,4.400000095,14.90000057,62.70000076,67.09999847,146,214.1999969,20.70000076,6.200000286,58.60000229,180.1000061,167.8000031,10.40000057,3.799999952,4,37.79999924,15.5,144.3000031,32.90000153,106.5,49.10000229,52,82.30000305,20.10000038,7.800000191,2.200000048,1,11,82.70000458,84,60.90000153,17.20000076,7.099999905,49.5,73.90000153,76.30000305,4.400000095,3.100000143,9.300000191,7.200000286,72.5,90.30000305,9.100000381,24.5,33,157.1999969,239.3000031,95.5,6.599999905,5.800000191,16.10000038,48.29999924,146.5,409.7000122,139.8000031,47.29999924,24.70000076,59.79999924,73.59999847,84.40000153,6.400000095,22.5,15.69999981,24.30000114,36.60000229,109,83.40000153,34.20000076,49.79999924,259,108.7000046,47.20000076,6.300000191,5.099999905,3.900000095,33.5,28.39999962,174.6000061,16.5,45.90000153,38.40000153,34.5,129.9000092,75.09999847,24.70000076,5.200000286,4.800000191,3.200000048,111.3000031,127.9000015,128,76.30000305,70.90000153,159.6999969,117.5999985,64.09999847,3.700000048,1.200000048,4.599999905,5,36.29999924,116.4000015,59.40000153,14.30000019,59.79999924,116.9000015,49.20000076,59.5,4.800000191,2.900000095,0.300000012,26.10000038,153.6999969,188.5,27,54.90000153,18.20000076,12.5,85.20000458,131.3000031,17.89999962,10,22.20000076,24.20000076,69.09999847,230.8000031,200.1000061,26.10000038,17.80000114,177.4000092,221.5,26.80000114,17.30000114,6.900000095,15.40000057,26.80000114,13.19999981,124,143.1999969,32.10000229,69.5,122.7000046,54.90000153,38.60000229,29.39999962,6.900000095,12,23,63,184,84,51,43,97,183,94,19,13,12,15.30000019,44.20000076,350.6000061,120.3000031
Makueni,16,51351,14.8,2.620000076,96.90000458,86.15999908,6.260000038,3.320000029,1.04000001,2.360000038,2.760000038,11.9,256.6400024,74.33999939,12.50000038,3.320000029,51.78000107,59.48000031,9.440000534,5.639999962,0.200000003,1.600000048,3.660000134,12.44000053,155.6400085,50.00000076,161.3199982,6.360000229,100.8200043,79.09999847,11.57999992,5.2,0.34000001,0.680000019,1.240000033,9.760000229,197.9200012,53.31999969,50.98000107,77.04000397,37.44000168,128.6800018,33.18000031,1.020000029,0.220000005,2.980000114,33.58000107,46.04000168,117.5199997,209.1200012,9.560000229,6.960000038,39.18000107,102.3000015,43.54000168,3.640000057,0.300000012,0.400000012,8.019999886,12.46000042,105.1600021,37.93999939,85.64000092,32.74000015,41.04000092,69.96000214,5.900000286,2.319999981,0.200000003,0.140000004,2.560000086,51.86000214,94.98000336,67.92000122,17.02000046,4.860000134,41.03999939,63.1,23.17999992,1.200000048,0.200000003,1.200000048,2.95999999,42.00000076,82.02000427,9.16000042,23.72000084,20.20000076,105.8800003,170.3399994,30.4,2.919999981,0.620000017,1.34000001,15.98000031,86.44000092,384.0599976,164.2999969,43.02000122,20.20000076,38.68000107,56.14000168,27.80000076,2.100000143,1.240000033,2.439999962,5.7,22.34000053,109.8600037,98.08000031,30.77999954,37.51999969,185.4600067,86.58000336,15,1.700000048,0.300000012,0.44000001,7.940000153,15.06000023,159.0400085,21.72000046,34.48000107,27.56000099,22.83999977,69.52000122,20.38000069,7.560000038,0.5,0.44000001,0.680000019,64.53999939,147.2000061,144.2399994,58.93999939,37.92000046,90.55999908,117.1400009,16.82000008,1,0.100000001,0.44000001,2.019999981,11.48000069,111.3400009,67.73999939,13.37999992,42.26000061,72.41999969,50.58000107,20.50000114,0.640000021,0.120000002,0.120000002,6.1,85.69999847,191.3800049,35.15999985,33.66000061,22.67999992,11.38000011,62.21999969,27.68000031,2.7,0.620000017,2.840000153,4.760000229,29.71999969,223.1600067,178.5600006,31.10000038,11.13999996,111.8200027,149.4800079,12.10000038,3.240000105,0.420000005,1.400000048,6.139999962,8.000000191,115.3200027,150.7800049,30.00000076,47.28000107,79.22000122,39.36000137,14.58000011,7.400000095,0.600000024,1.4,7.4,37.2,173.4,97,47,31.2,67.4,136.4,28.8,5,1,1.4,5.819999981,25.55999985,343.3600159,119.740004
Mwingi,17,51358,12.02000027,3.860000038,66.16000214,88.17999878,47.46000137,1.320000029,2.820000076,2.160000038,4.180000019,20.5,167.9,57.6,19.78000107,0.699999988,28.98000031,55.42000122,15.55999985,4.020000076,0.320000005,1.120000029,11.08000011,28.21999969,120.1399994,18.76000061,119.2800018,5.220000267,60,87.53999939,38.92000046,2.880000019,1.34000001,1.04000001,3.980000019,16.47999992,198.0200012,25.48000031,38.72000046,40.74000015,38.67999954,211.5200012,56.12000122,2.040000057,1.660000086,2.780000019,35.76000137,70.38000031,138.2000031,95.80000458,11.64000034,1.579999995,30.46000061,177.9200073,89.31999969,2.180000019,0.580000019,1.180000019,19.32000008,10.2,136.9,19.72000084,89.34000092,17.80000114,33,59.08000183,12.24000015,1.800000048,0.400000012,0.200000006,4.240000248,80.52000122,75.38000336,33.94000168,16.84000092,4.320000267,26.50000076,36.48000107,46.18000107,0.95999999,0.439999998,1.65999999,4.439999962,56.86000061,74.16000214,4.640000057,22.62000046,24.57999992,65.66000061,166.6000031,78.81999969,2.639999962,2.340000057,1.600000048,19.30000038,125.3800018,333.6799988,78.93999939,43.05999985,16.44000015,32.98000031,52.14000092,53.32000275,1.420000029,1.620000029,2.840000057,17.12000084,30.74000015,95.13999939,47.2,32.72000046,32.22000046,159.4800018,86.68000336,33.1,1.4,0.280000007,0.680000019,10.34000015,10.56000023,157.0000061,8.840000153,35.10000229,24.94000053,20.67999992,70.42000122,41.36000214,5.300000191,0.820000005,0.820000029,1.920000029,140.3399994,120.3800018,99.33999939,66.21999969,38.8,86.36000366,98.38000183,35.06000061,0.860000014,0.200000006,0.720000005,3.140000057,15.58000031,83.66000214,42.14000092,13.80000019,39.90000153,62.32000275,50.00000153,67.88000336,1.220000029,0.480000019,0.040000001,8.000000191,123.2200043,171.8600067,16.36000023,103.540004,14.22000046,8.180000114,33.02000122,67.62000122,3.560000134,1.480000067,3.580000114,15.16000042,61.10000153,189.5399994,92.14000244,34.34000168,10.41999989,123.3600006,101.9400024,27.02000046,3.720000076,1.14000001,2.400000095,11.23999996,13.62000046,78.4,67.64000092,29.40000114,43.04000168,55.55999908,70.76000214,22.52000046,4.920000076,1.05999999,2,14,51.6,146,47.2,48,28,57.2,127.2,56.2,4.2,2,2,19.18000107,37.34000168,196.8800049,58.26000061
Nairobi,18,51360,14,4.700000286,156.9000092,144.1999969,34.10000229,9.300000191,21.30000114,37.60000229,7.099999905,38.79999924,196.8000031,79.40000153,16.20000076,3.900000095,39.5,97.80000305,54.10000229,38.40000153,3.700000048,18.5,14.60000038,26.60000038,145.5,52.70000076,162.8000031,10.90000057,159.6000061,117.8000031,94.09999847,30.60000038,20.10000038,20.89999962,15.40000057,49.90000153,172.4000092,26.39999962,55.20000076,97.09999847,62.10000229,274.2000122,199.1999969,13.40000057,6.700000286,19,53.20000076,62.90000153,128.1999969,235.3000031,28.80000114,6.599999905,56.79999924,216.5,307.2000122,21,5.5,7,46.70000076,14.60000038,98.30000305,39.60000229,109.5,55.79999924,49.40000153,99.5,39.29999924,15.80000019,2.700000048,1.899999976,16.5,70,58.79999924,63.5,17,8.199999809,49.40000153,90.70000458,136.6000061,9.199999809,4.599999905,16.70000076,8.600000381,65.70000458,63.90000153,10.19999981,27.30000114,38.60000229,156.4000092,271,161.3000031,10.80000019,5.400000095,33.90000153,60.90000153,122.5,292.8999939,148.1000061,54.29999924,30.60000038,62.5,100.5,149.6000061,13,34.79999924,28.70000076,33.70000076,32.70000076,77.59999847,85.30000305,35.70000076,52.70000076,234.1999969,126.3000031,80.90000153,14.19999981,8.800000191,7.900000095,44.29999924,36.29999924,129.6999969,16.89999962,52.79999924,42.10000229,33.70000076,166.4000092,144.1999969,43.90000153,6.599999905,9,6.099999905,92.80000305,87,124.7000046,81.5,85.20000458,157.6000061,132.9000092,124.3000031,23.30000114,1.700000048,9,6.599999905,39.10000229,86.09999847,57.79999924,17.89999962,62.5,113.8000031,57,97,20.89999962,4.700000286,4.099999905,35,132.4000092,136.4000092,32,40,16.10000038,12.80000019,123.4000015,246.1000061,43.60000229,15.10000038,42.70000076,33,69.5,176.6999969,230.1999969,30.60000038,20.10000038,170.6000061,286.1000061,48.5,38.79999924,11,32.10000229,37.90000153,14.10000038,96.70000458,156.4000092,33.20000076,79.20000458,120.9000015,55,69.20000458,61.70000076,10,35.79999924,63.60000229,57,127.8000031,87,27.39999962,14,39.20000076,143.5,171,165.1999969,0,0,17,48.40000153,274.7000122,127.5999985
Garissa,19,51361,1,0.300000012,22.89999962,63,45.70000076,0,0,0,2.200000048,5.900000095,66.80000305,52.20000076,3.799999952,0,14.80000019,32.70000076,7.5,0,0,0,7.300000191,22.80000114,45.5,6.400000095,5.099999905,1.800000072,11.90000057,48.29999924,26,0,0,0,2.900000095,5.200000286,98.30000305,22.89999962,1.700000048,9.400000572,19.20000076,116.8000031,22.5,0,0,0,15.40000057,58.40000153,58.60000229,85.20000458,0.900000036,0.100000001,13.10000038,126,63.79999924,0,0,0,11.5,0,75.70000458,12.30000019,7.599999905,1.300000072,24.60000038,47,19.20000076,0,0,0,1.300000072,64.59999847,39,31,5,1.399999976,16,18,40,0,0,0,1.399999976,27.39999962,48.5,0.200000003,6.400000095,4.400000095,25.20000076,105,57.60000229,0,0,0,8.600000381,34,72,35,7,4.800000191,14.5,34.20000076,38,0,0,0,10.80000019,19.89999962,68,35,7,5,89.09999847,55.60000229,23.20000076,0,0,0,1.100000024,4.5,79,10.60000038,1.300000072,5,14.69999981,37.60000229,29,0,0,0,1,106.7000046,29.10000038,91.80000305,7.599999905,5.800000191,41.60000229,45.10000229,21.30000114,0,0,0,3.5,5.200000286,38,36.5,5.200000286,15.10000038,24.89999962,34.90000153,60.10000229,0,0,0,0.900000036,34,72,12.30000019,21.70000076,0.200000003,2.400000095,8.400000572,45.40000153,0,0,0,9.400000572,46.90000153,94.70000458,44.40000153,5.900000095,0,112.8000031,37.20000076,19.5,0,0,0,2.100000143,10.60000038,31.5,37.70000076,5.800000191,5.900000095,25.60000038,53.10000229,14.69999981,0,0,0,8,32,72,35,7,5,32,76,38,0,0,0,13.90000057,20.30000114,67.30000305,29.89999962
Ijara,20,51362,1.310000038,0.430000004,14.8000001,80.58999939,147.3000092,94.72000198,43.62999992,26.91000023,25.53999996,6.179999971,57.09000206,34.85000076,2.490000081,0,19.56000061,35.71000023,69.03000412,84.19000244,10.15000057,11.44999981,28.95,28.67000027,30.45000057,4.360000062,3.800000119,1.090000021,13.21000023,45.21999969,166.2500031,36.26000137,15.71000023,11.09000034,35.23000183,4.710000086,70.7400032,13.72000008,3.140000129,17.45000048,17.32000103,97.53000031,116.0300003,46.05000153,41.93000107,43.78000183,72.7900032,62.6,35.61000137,66.62000008,0.430000004,0.100000001,10.55000019,109.0300041,169.0700073,54.40000229,12.15,18.78000011,35.15000076,0.180000007,56.08000183,8.570000076,4.930000067,1.059999985,18.69000015,43.67000084,33.21000023,36.02000084,5.500000024,1.110000014,9.299999809,72.0400032,30.83999977,23.50000076,3.7200001,0.780000031,10.72000046,30.73000126,123.4600021,17.25999975,9.160000038,27.84000015,6.450000215,28.27000027,40.40000229,0.559999995,4.060000062,2.880000019,21.63999996,125.1699989,177.1600052,92.16999893,69.37999954,20.29000092,41.54000015,47.67999954,80.10999908,32.32000046,6.090000057,4,11.30000038,36.47000084,120.470005,27.37000027,8.230000257,41.26000023,41.85000153,21.16000061,43.7700016,30.07000046,6.120000029,4.629999971,45.62999954,61.02000084,88.93000031,31.33000126,0.569999993,8.390000248,3.450000095,6.050000095,56.95000076,8.190000057,1.560000068,4.329999971,14.66000032,42.00000229,86.01999893,128.6,21.65,11.37000017,1.739999986,100.8700027,54.22000046,76.79000092,4.209999967,4.940000153,28.02000046,88.34000092,74.82000275,20.79999962,5.820000076,10.66000032,8.450000191,4.270000029,33.05000095,28.14999962,3.3,17.66000061,9.019999886,38.36000099,190.1399979,22.92000065,8.580000305,0.819999999,6.8,44.56000137,56.67999954,9.589999866,19.80000038,4.120000029,4.75,8.380000305,120.2500038,38.08000183,22.43000088,47.8400013,12.23000011,49.15000076,78.71000214,33.28000031,7.510000181,0.270000011,108.5800011,45.63999977,120.9400009,49.66000023,24.00000038,23.65000076,15.86000013,14.49999981,27.46000061,29.67000027,5.860000134,4.490000057,21.77999973,41.09000015,90.31000214,71.22000275,31.34000149,27.3,33.6,31.3,53.8,29.8,6.9,4.6,28.5,84.6,134.3,82.9,42.9,27.3,46.91000023,18.13999996,65.42000198,19.29999962
Mandera,21,51363,0.100000001,0.100000001,36.7200016,28.64999962,31.35,0.770000005,0.300000012,0.600000024,0.780000025,54.08000069,31.63999958,6.550000286,1.140000033,0,0,46.5,29.32000027,0.300000012,0.800000012,1.700000048,6.560000134,42.52999992,35.40000153,9.590000248,0.200000003,9.380000114,9.519999981,60.9200016,6.810000038,0.5,0.5,4.050000215,2.780000055,17.48000059,58.74000015,20.47000103,0.100000001,1.070000017,5.170000172,163.1300064,8.900000572,0.270000009,0.070000001,0.100000001,4.290000176,98.84000168,57.58000107,48.4200016,0.100000001,2.520000076,3.380000043,120,68.4,1,1,1,7.7,70.7,63,9.060000134,5,2.140000033,29.4,120,68.4,1,1,1,0.970000011,70.7,63,13.7,5,9,29.4,20.38999996,68.4,1,1,1,7.7,70.7,33.79999924,13.7,5,1.700000048,27.2600008,33.40000153,28.86000061,0.100000001,0.300000012,0.699999988,18.57000027,70.7,63,13.7,5,9,29.4,120,68.4,1,0,0,0,171.0100006,64,13.7,5,9,29.4,70.40000153,78.87000198,1,0.699999988,1,0,103.6700005,33.90000153,13.7,7.900000095,9,7.250000095,41,18.85,1,0.699999988,1,7.7,71.7,63,13.7,5,9,29.4,120,8.540000439,1,1,0.880000007,7.7,72.35,3.799999952,13.7,5,9,29.4,65.03000259,75.34000092,1,1,1,0,70.7,63,121.0600037,5,9,29.4,11.00000019,37.67000046,1,1,1,9.609999943,46.87999992,48.66000099,9.320000267,10.5,9,97.22000275,90.19000092,39.74000206,0.5,1,1,0.970000011,17.64000053,156.8000031,13.7,5,9,9.920000458,52.86000137,47.31999969,0.300000012,1,1,7.7,70.7,63,13.7,5,9,29.4,120,68.4,1,1,1,16.94000044,110.2400024,56.60000229,5.969999933
