MARKETS,year,Month,Price
Mwembe Tayari,2006,Nov,20.00
Majengo,2006,Nov,NA
Sega,2006,Nov,22.00
Voi,2006,Nov,NA
Mackinon,2006,Nov,NA
Kongowea,2006,Nov,22.00
Hola,2006,Nov,15.00
Garsen,2006,Nov,NA
Runyenjes,2006,Nov,20.00
Embu Town,2006,Nov,17.50
Siakago,2006,Nov,20.00
Mwingi,2006,Nov,17.00
Migwani,2006,Nov,18.00
Kalundu,2006,Nov,NA
Machakos Town,2006,Nov,21.05
Tala,2006,Nov,22.00
Maua,2006,Nov,20.00
Kianjai,2006,Nov,18.89
Mwendantu,2006,Nov,16.36
Wote,2006,Nov,16.00
Garissa Town,2006,Nov,NA
Daraja Mbili,2006,Nov,16.67
Kibirigo,2006,Nov,16.67
Riochanda,2006,Nov,14.29
Nyabite,2006,Nov,15.71
Kibuye,2006,Nov,NA
Mogonga,2006,Nov,15.24
Nyamache,2006,Nov,15.24
Ahero,2006,Nov,NA
Homa Bay,2006,Nov,NA
Oyugis,2006,Nov,NA
Kehancha,2006,Nov,19.05
Kiboswa,2006,Nov,16.67
Sondu,2006,Nov,15.71
Bondo,2006,Nov,15.00
Akala,2006,Nov,NA
Siaya,2006,Nov,NA
Ugunja,2006,Nov,NA
Oyugis,2006,Nov,NA
Kabarnet,2006,Nov,17.00
Litein,2006,Nov,16.67
Nakuru Town,2006,Nov,22.22
Kapsabet,2006,Nov,13.33
Kilgoris,2006,Nov,NA
Eldoret,2006,Nov,NA
Burnt Forest,2006,Nov,16.67
Turbo,2006,Nov,NA
Kipkaren,2006,Nov,NA
Iten,2006,Nov,14.29
Flax,2006,Nov,NA
Kajiado Township,2006,Nov,25.00
Kapkateny,2006,Nov,11.90
Kapsokwony,2006,Nov,NA
Bumala,2006,Nov,NA
Busia Town,2006,Nov,NA
Butere,2006,Nov,NA
Kakamega Town,2006,Nov,12.73
Mumias,2006,Nov,NA
Mudete,2006,Nov,14.29
Cheptulu,2006,Nov,14.29
Mbale,2006,Nov,14.29
Kawangware,2006,Nov,20.00
Burma,2006,Nov,25.00
Gikomba,2006,Nov,20.50
Kangemi,2006,Nov,20.00
Korogocho,2006,Nov,21.86
Kibera(Toi),2006,Nov,19.05
Kiambu,2006,Dec,16.67
Limuru,2006,Dec,15.00
Thika,2006,Dec,20.00
Gatundu,2006,Dec,19.05
Muthithi,2006,Dec,13.33
Mukuyu,2006,Dec,16.67
Kiriaini,2006,Dec,16.67
Engineer,2006,Dec,20.00
Nyeri,2006,Dec,NA
Endarasha,2006,Dec,19.05
Karatina,2006,Dec,15.91
Gakindu,2006,Dec,20.00
Nanyuki,2006,Dec,22.22
Mariakani,2006,Dec,22.00
Kaloleni,2006,Dec,20.00
Malindi,2006,Dec,25.00
Kibauni Kilifi,2006,Dec,21.00
Ukunda,2006,Dec,35.00
Mwembe Tayari,2006,Dec,20.00
Majengo,2006,Dec,NA
Sega,2006,Dec,20.00
Voi,2006,Dec,NA
Mackinon,2006,Dec,NA
Kongowea,2006,Dec,20.00
Hola,2006,Dec,NA
Garsen,2006,Dec,NA
Runyenjes,2006,Dec,17.50
Embu Town,2006,Dec,17.50
Siakago,2006,Dec,17.50
Mwingi,2006,Dec,16.00
Migwani,2006,Dec,NA
Kalundu,2006,Dec,NA
Machakos Town,2006,Dec,NA
Tala,2006,Dec,12.00
Maua,2006,Dec,20.00
Kianjai,2006,Dec,18.89
Mwendantu,2006,Dec,15.45
Wote,2006,Dec,NA
Garissa Town,2006,Dec,22.22
Daraja Mbili,2006,Dec,15.91
Kibirigo,2006,Dec,15.91
Riochanda,2006,Dec,16.67
Nyabite,2006,Dec,15.71
Kibuye,2006,Dec,14.55
Mogonga,2006,Dec,15.24
Nyamache,2006,Dec,16.67
Ahero,2006,Dec,16.67
Homa Bay,2006,Dec,NA
Oyugis,2006,Dec,NA
Kehancha,2006,Dec,21.43
Kiboswa,2006,Dec,16.67
Sondu,2006,Dec,15.24
Bondo,2006,Dec,15.00
Akala,2006,Dec,NA
Siaya,2006,Dec,NA
Ugunja,2006,Dec,NA
Oyugis,2006,Dec,NA
Kabarnet,2006,Dec,NA
Litein,2006,Dec,NA
Nakuru Town,2006,Dec,22.22
Kapsabet,2006,Dec,NA
Kilgoris,2006,Dec,NA
Eldoret,2006,Dec,NA
Burnt Forest,2006,Dec,10.00
Turbo,2006,Dec,11.90
Kipkaren,2006,Dec,NA
Iten,2006,Dec,NA
Flax,2006,Dec,NA
Kajiado Township,2006,Dec,20.00
Kapkateny,2006,Dec,13.33
Kapsokwony,2006,Dec,NA
Bumala,2006,Dec,NA
Busia Town,2006,Dec,NA
Butere,2006,Dec,NA
Kakamega Town,2006,Dec,13.64
Mumias,2006,Dec,NA
Mudete,2006,Dec,14.29
Cheptulu,2006,Dec,14.29
Mbale,2006,Dec,14.29
Kawangware,2006,Dec,23.53
Burma,2006,Dec,25.00
Gikomba,2006,Dec,22.22
Kangemi,2006,Dec,21.62
Korogocho,2006,Dec,23.53
Kibera(Toi),2006,Dec,21.16
KIAMBU,2007,Jan,17.39
LIMURU,2007,Jan,15.00
THIKA,2007,Jan,18.18
GATUNDU,2007,Jan,18.34
MUTHITHI,2007,Jan,11.90
MUKUYU,2007,Jan,17.55
KIRIAINI,2007,Jan,16.67
ENGINEER,2007,Jan,18.00
NYERI,2007,Jan,19.05
ENDARASHA,2007,Jan,16.67
KARATINA,2007,Jan,15.91
GAKINDU,2007,Jan,16.67
NANYUKI,2007,Jan,20.00
NYAHURURU,2007,Jan,17.50
MARIAKANI,2007,Jan,20.00
KALOLENI,2007,Jan,20.00
MALINDI,2007,Jan,20.00
KIBAUNI KILIFI,2007,Jan,21.00
UKUNDA,2007,Jan,35.00
WUNDANYI,2007,Jan,NA
MWEMBE TAYARI,2007,Jan,20.00
SEGA,2007,Jan,20.00
KONGOWEA,2007,Jan,15.00
GARSEN,2007,Jan,NA
BURA TANA,2007,Jan,20.00
RUNYENJES,2007,Jan,17.50
EMBU TOWN,2007,Jan,17.50
SIAKAGO,2007,Jan,20.00
MWINGI,2007,Jan,15.00
MIGGWAINI,2007,Jan,17.00
MACHAKOS TOWN,2007,Jan,18.18
TALA,2007,Jan,12.00
MAUA,2007,Jan,NA
KIANJAI,2007,Jan,17.78
GAKOROMERE,2007,Jan,16.00
WOTE,2007,Jan,17.00
GARISA TOWN,2007,Jan,29.63
DARAJA MBILI,2007,Jan,13.33
KIBIRIGO,2007,Jan,16.67
NYANGUSU,2007,Jan,14.29
RIOCHANDA,2007,Jan,13.33
NYABITE,2007,Jan,15.48
MOGONGA,2007,Jan,12.38
NYAMACHE,2007,Jan,14.29
KIBUYE,2007,Jan,16.67
AHERO,2007,Jan,NA
KIBOSWA,2007,Jan,16.19
SONDU,2007,Jan,14.55
BONDO,2007,Jan,15.00
OYUGIS,2007,Jan,12.38
KEHACHA,2007,Jan,15.91
KABARNET,2007,Jan,15.00
NAKURU TWON,2007,Jan,22.22
KAPSABET,2007,Jan,13.04
KITALE,2007,Jan,NA
ELDORET,2007,Jan,13.33
BURN FOREST,2007,Jan,NA
TURBO,2007,Jan,11.43
KIPKAREN,2007,Jan,12.86
ITEN,2007,Jan,11.90
KAJIADO TOWN,2007,Jan,20.00
KAPKATENY,2007,Jan,12.52
BUNGOMA TOWN,2007,Jan,14.29
KIMILILI,2007,Jan,13.33
KAPSOKWONY,2007,Jan,13.10
BUTERE,2007,Jan,NA
KAKAMEGA,2007,Jan,13.97
MUMIAS,2007,Jan,NA
MUNDETA,2007,Jan,14.29
CHEPTULA,2007,Jan,14.29
Mbale,2007,Jan,14.29
KAWANGWARE,2007,Jan,22.00
BURMA,2007,Jan,20.00
KIKOMBA,2007,Jan,19.05
KANGEMI,2007,Jan,19.49
KOROKOCHO,2007,Jan,17.95
TOI,2007,Jan,21.00
KIAMBU,2007,Feb,16.67
LIMURU,2007,Feb,15.00
THIKA,2007,Feb,19.05
GATUNDU,2007,Feb,16.67
MUTHITHI,2007,Feb,11.90
MUKUYU,2007,Feb,15.79
KIRIAINI,2007,Feb,16.67
ENGINEER,2007,Feb,16.67
NYERI,2007,Feb,16.67
ENDARASHA,2007,Feb,17.86
KARATINA,2007,Feb,16.29
GAKINDU,2007,Feb,17.50
NANYUKI,2007,Feb,20.00
NYAHURURU,2007,Feb,15.95
MARIAKANI,2007,Feb,20.00
KALOLENI,2007,Feb,20.00
MALINDI,2007,Feb,17.21
KIBAUNI KILIFI,2007,Feb,20.00
UKUNDA,2007,Feb,35.00
WUNDANYI,2007,Feb,NA
MWEMBE TAYARI,2007,Feb,20.00
SEGA,2007,Feb,20.00
KONGOWEA,2007,Feb,15.00
GARSEN,2007,Feb,20.00
BURA TANA,2007,Feb,20.00
RUNYENJES,2007,Feb,17.50
EMBU TOWN,2007,Feb,17.50
SIAKAGO,2007,Feb,17.50
MWINGI,2007,Feb,16.00
MIGGWAINI,2007,Feb,16.00
MACHAKOS TOWN,2007,Feb,NA
TALA,2007,Feb,9.77
MAUA,2007,Feb,25.00
KIANJAI,2007,Feb,17.78
GAKOROMERE,2007,Feb,13.64
WOTE,2007,Feb,15.00
GARISA TOWN,2007,Feb,16.67
DARAJA MBILI,2007,Feb,14.29
KIBIRIGO,2007,Feb,NA
NYANGUSU,2007,Feb,9.11
RIOCHANDA,2007,Feb,NA
NYABITE,2007,Feb,NA
MOGONGA,2007,Feb,10.87
NYAMACHE,2007,Feb,12.10
KIBUYE,2007,Feb,14.09
AHERO,2007,Feb,NA
KIBOSWA,2007,Feb,15.71
SONDU,2007,Feb,13.64
BONDO,2007,Feb,15.40
OYUGIS,2007,Feb,13.33
KEHACHA,2007,Feb,13.64
KABARNET,2007,Feb,NA
NAKURU TWON,2007,Feb,22.22
KAPSABET,2007,Feb,13.04
KITALE,2007,Feb,17.50
ELDORET,2007,Feb,13.18
BURN FOREST,2007,Feb,10.40
TURBO,2007,Feb,11.15
KIPKAREN,2007,Feb,12.03
ITEN,2007,Feb,25.00
KAJIADO TOWN,2007,Feb,20.00
KAPKATENY,2007,Feb,13.67
BUNGOMA TOWN,2007,Feb,13.97
KIMILILI,2007,Feb,13.67
KAPSOKWONY,2007,Feb,13.34
BUTERE,2007,Feb,NA
KAKAMEGA,2007,Feb,13.97
MUMIAS,2007,Feb,NA
MUNDETA,2007,Feb,14.29
CHEPTULA,2007,Feb,14.29
Mbale,2007,Feb,13.64
KAWANGWARE,2007,Feb,20.00
BURMA,2007,Feb,20.00
KIKOMBA,2007,Feb,19.00
KANGEMI,2007,Feb,20.50
KOROKOCHO,2007,Feb,19.50
TOI,2007,Feb,20.10
KIAMBU,2007,March,16.67
LIMURU,2007,March,15.00
THIKA,2007,March,19.05
GATUNDU,2007,March,14.29
MUTHITHI,2007,March,10.71
MUKUYU,2007,March,15.79
KIRIAINI,2007,March,16.67
ENGINEER,2007,March,16.25
NYERI,2007,March,16.67
ENDARASHA,2007,March,19.05
KARATINA,2007,March,13.64
GAKINDU,2007,March,17.50
NANYUKI,2007,March,20.00
NYAHURURU,2007,March,14.59
MARIAKANI,2007,March,18.00
KALOLENI,2007,March,17.00
MALINDI,2007,March,20.00
KIBAUNI KILIFI,2007,March,18.00
UKUNDA,2007,March,38.00
WUNDANYI,2007,March,14.00
MWEMBE TAYARI,2007,March,23.67
SEGA,2007,March,20.00
KONGOWEA,2007,March,NA
GARSEN,2007,March,25.00
BURA TANA,2007,March,20.00
RUNYENJES,2007,March,15.00
EMBU TOWN,2007,March,15.00
SIAKAGO,2007,March,12.50
MWINGI,2007,March,15.00
MIGGWAINI,2007,March,7.27
MACHAKOS TOWN,2007,March,12.00
TALA,2007,March,9.38
MAUA,2007,March,16.25
KIANJAI,2007,March,10.00
GAKOROMERE,2007,March,8.00
WOTE,2007,March,14.00
GARISA TOWN,2007,March,16.67
DARAJA MBILI,2007,March,13.64
KIBIRIGO,2007,March,NA
NYANGUSU,2007,March,10.87
RIOCHANDA,2007,March,NA
NYABITE,2007,March,NA
MOGONGA,2007,March,10.43
NYAMACHE,2007,March,10.00
KIBUYE,2007,March,14.32
AHERO,2007,March,NA
KIBOSWA,2007,March,14.09
SONDU,2007,March,13.64
BONDO,2007,March,17.50
OYUGIS,2007,March,NA
KEHACHA,2007,March,NA
KABARNET,2007,March,15.00
NAKURU TWON,2007,March,22.22
KAPSABET,2007,March,13.04
KITALE,2007,March,16.50
ELDORET,2007,March,13.64
BURN FOREST,2007,March,13.46
TURBO,2007,March,10.00
KIPKAREN,2007,March,12.00
ITEN,2007,March,26.25
KAJIADO TOWN,2007,March,NA
KAPKATENY,2007,March,13.56
BUNGOMA TOWN,2007,March,13.64
KIMILILI,2007,March,12.85
KAPSOKWONY,2007,March,14.04
BUTERE,2007,March,14.70
KAKAMEGA,2007,March,13.64
MUMIAS,2007,March,14.69
MUNDETA,2007,March,14.29
CHEPTULA,2007,March,14.29
Mbale,2007,March,13.64
KAWANGWARE,2007,March,20.00
BURMA,2007,March,22.00
KIKOMBA,2007,March,20.00
KANGEMI,2007,March,19.05
KOROKOCHO,2007,March,20.00
TOI,2007,March,17.95
KIAMBU,2007,April,14.29
LIMURU,2007,April,15.00
THIKA,2007,April,19.05
GATUNDU,2007,April,16.67
MUTHITHI,2007,April,9.52
MUKUYU,2007,April,15.00
KIRIAINI,2007,April,16.67
ENGINEER,2007,April,15.00
NYERI,2007,April,14.29
ENDARASHA,2007,April,20.00
KARATINA,2007,April,13.33
GAKINDU,2007,April,14.29
NANYUKI,2007,April,20.00
NYAHURURU,2007,April,12.00
MARIAKANI,2007,April,20.00
KALOLENI,2007,April,17.00
MALINDI,2007,April,NA
KIBAUNI KILIFI,2007,April,18.00
UKUNDA,2007,April,35.00
WUNDANYI,2007,April,14.00
MWEMBE TAYARI,2007,April,30.00
SEGA,2007,April,22.00
KONGOWEA,2007,April,15.00
GARSEN,2007,April,NA
BURA TANA,2007,April,40.00
RUNYENJES,2007,April,15.00
EMBU TOWN,2007,April,12.50
SIAKAGO,2007,April,12.50
MWINGI,2007,April,8.00
MIGGWAINI,2007,April,10.00
MACHAKOS TOWN,2007,April,12.00
TALA,2007,April,9.50
MAUA,2007,April,12.50
KIANJAI,2007,April,12.50
GAKOROMERE,2007,April,9.09
WOTE,2007,April,11.00
GARISA TOWN,2007,April,16.67
DARAJA MBILI,2007,April,14.29
KIBIRIGO,2007,April,NA
NYANGUSU,2007,April,11.90
RIOCHANDA,2007,April,NA
NYABITE,2007,April,NA
MOGONGA,2007,April,11.90
NYAMACHE,2007,April,14.29
KIBUYE,2007,April,15.71
AHERO,2007,April,NA
KIBOSWA,2007,April,15.24
SONDU,2007,April,NA
BONDO,2007,April,17.50
OYUGIS,2007,April,NA
KEHACHA,2007,April,NA
KABARNET,2007,April,15.00
NAKURU TWON,2007,April,22.22
KAPSABET,2007,April,14.29
KITALE,2007,April,14.29
ELDORET,2007,April,15.24
BURN FOREST,2007,April,16.67
TURBO,2007,April,11.43
KIPKAREN,2007,April,15.00
ITEN,2007,April,11.90
KAJIADO TOWN,2007,April,20.00
KAPKATENY,2007,April,14.29
BUNGOMA TOWN,2007,April,15.24
KIMILILI,2007,April,14.29
KAPSOKWONY,2007,April,15.24
BUTERE,2007,April,14.55
KAKAMEGA,2007,April,15.24
MUMIAS,2007,April,14.65
MUNDETA,2007,April,14.29
CHEPTULA,2007,April,15.24
Mbale,2007,April,14.29
KAWANGWARE,2007,April,20.00
BURMA,2007,April,22.00
KIKOMBA,2007,April,19.00
KANGEMI,2007,April,19.00
KOROKOCHO,2007,April,19.00
TOI,2007,April,17.50
KIAMBU,2007,May,16.67
LIMURU,2007,May,15.00
THIKA,2007,May,19.05
GATUNDU,2007,May,15.78
MUTHITHI,2007,May,10.24
MUKUYU,2007,May,19.05
KIRIAINI,2007,May,14.29
ENGINEER,2007,May,16.67
NYERI,2007,May,14.29
ENDARASHA,2007,May,19.05
KARATINA,2007,May,14.29
GAKINDU,2007,May,17.50
NANYUKI,2007,May,20.00
NYAHURURU,2007,May,12.00
MARIAKANI,2007,May,18.00
KALOLENI,2007,May,17.00
MALINDI,2007,May,20.00
KIBAUNI KILIFI,2007,May,17.00
UKUNDA,2007,May,35.00
WUNDANYI,2007,May,13.00
MWEMBE TAYARI,2007,May,20.00
SEGA,2007,May,20.00
KONGOWEA,2007,May,14.00
GARSEN,2007,May,NA
BURA TANA,2007,May,20.00
RUNYENJES,2007,May,15.00
EMBU TOWN,2007,May,12.50
SIAKAGO,2007,May,12.50
MWINGI,2007,May,NA
MIGGWAINI,2007,May,10.00
MACHAKOS TOWN,2007,May,5.71
TALA,2007,May,10.00
MAUA,2007,May,15.00
KIANJAI,2007,May,11.11
GAKOROMERE,2007,May,9.09
WOTE,2007,May,11.00
GARISA TOWN,2007,May,16.67
DARAJA MBILI,2007,May,14.29
KIBIRIGO,2007,May,NA
NYANGUSU,2007,May,13.10
RIOCHANDA,2007,May,22.62
NYABITE,2007,May,14.29
MOGONGA,2007,May,12.38
NYAMACHE,2007,May,11.90
KIBUYE,2007,May,NA
AHERO,2007,May,NA
KIBOSWA,2007,May,NA
SONDU,2007,May,NA
BONDO,2007,May,14.07
OYUGIS,2007,May,16.19
KEHACHA,2007,May,NA
KABARNET,2007,May,15.56
NAKURU TWON,2007,May,22.22
KAPSABET,2007,May,15.22
KITALE,2007,May,15.00
ELDORET,2007,May,18.50
BURN FOREST,2007,May,11.00
TURBO,2007,May,11.90
KIPKAREN,2007,May,16.50
ITEN,2007,May,NA
KAJIADO TOWN,2007,May,20.00
KAPKATENY,2007,May,17.14
BUNGOMA TOWN,2007,May,13.64
KIMILILI,2007,May,NA
KAPSOKWONY,2007,May,18.10
BUTERE,2007,May,15.91
KAKAMEGA,2007,May,15.24
MUMIAS,2007,May,15.71
MUNDETA,2007,May,15.24
CHEPTULA,2007,May,15.24
Mbale,2007,May,NA
KAWANGWARE,2007,May,30.00
BURMA,2007,May,22.00
KIKOMBA,2007,May,18.18
KANGEMI,2007,May,20.00
KOROKOCHO,2007,May,20.00
TOI,2007,May,29.21
KIAMBU,2007,JUNE,11.90
LIMURU,2007,JUNE,15.00
THIKA,2007,JUNE,18.18
GATUNDU,2007,JUNE,14.29
MUTHITHI,2007,JUNE,10.72
MUKUYU,2007,JUNE,15.79
KIRIAINI,2007,JUNE,14.29
ENGINEER,2007,JUNE,20.00
NYERI,2007,JUNE,19.05
ENDARASHA,2007,JUNE,NA
KARATINA,2007,JUNE,17.50
GAKINDU,2007,JUNE,12.50
NANYUKI,2007,JUNE,20.00
NYAHURURU,2007,JUNE,22.50
MARIAKANI,2007,JUNE,18.00
KALOLENI,2007,JUNE,18.00
MALINDI,2007,JUNE,20.00
KIBAUNI KILIFI,2007,JUNE,16.50
UKUNDA,2007,JUNE,30.00
WUNDANYI,2007,JUNE,NA
MWEMBE TAYARI,2007,JUNE,20.00
SEGA,2007,JUNE,NA
KONGOWEA,2007,JUNE,14.50
GARSEN,2007,JUNE,NA
BURA TANA,2007,JUNE,NA
RUNYENJES,2007,JUNE,12.50
EMBU TOWN,2007,JUNE,12.00
SIAKAGO,2007,JUNE,NA
MWINGI,2007,JUNE,15.00
MIGGWAINI,2007,JUNE,10.00
MACHAKOS TOWN,2007,JUNE,10.00
TALA,2007,JUNE,9.52
MAUA,2007,JUNE,13.75
KIANJAI,2007,JUNE,11.11
GAKOROMERE,2007,JUNE,10.91
WOTE,2007,JUNE,12.00
GARISA TOWN,2007,JUNE,16.67
DARAJA MBILI,2007,JUNE,13.64
KIBIRIGO,2007,JUNE,16.67
NYANGUSU,2007,JUNE,10.04
RIOCHANDA,2007,JUNE,NA
NYABITE,2007,JUNE,NA
MOGONGA,2007,JUNE,13.33
NYAMACHE,2007,JUNE,11.56
KIBUYE,2007,JUNE,NA
AHERO,2007,JUNE,NA
KIBOSWA,2007,JUNE,NA
SONDU,2007,JUNE,NA
BONDO,2007,JUNE,15.00
OYUGIS,2007,JUNE,NA
KEHACHA,2007,JUNE,NA
KABARNET,2007,JUNE,15.00
NAKURU TWON,2007,JUNE,22.22
KAPSABET,2007,JUNE,15.22
KITALE,2007,JUNE,14.76
ELDORET,2007,JUNE,17.50
BURN FOREST,2007,JUNE,0.50
TURBO,2007,JUNE,17.62
KIPKAREN,2007,JUNE,17.50
ITEN,2007,JUNE,NA
KAJIADO TOWN,2007,JUNE,20.00
KAPKATENY,2007,JUNE,17.14
BUNGOMA TOWN,2007,JUNE,NA
KIMILILI,2007,JUNE,15.71
KAPSOKWONY,2007,JUNE,18.10
BUTERE,2007,JUNE,16.52
KAKAMEGA,2007,JUNE,16.29
MUMIAS,2007,JUNE,16.67
MUNDETA,2007,JUNE,15.24
CHEPTULA,2007,JUNE,NA
Mbale,2007,JUNE,15.24
KAWANGWARE,2007,JUNE,21.05
BURMA,2007,JUNE,20.00
KIKOMBA,2007,JUNE,20.00
KANGEMI,2007,JUNE,20.00
KOROKOCHO,2007,JUNE,18.18
TOI,2007,JUNE,17.39
KIAMBU,2007,JULY,11.90
LIMURU,2007,JULY,16.18
THIKA,2007,JULY,19.05
GATUNDU,2007,JULY,10.00
MUTHITHI,2007,JULY,13.33
MUKUYU,2007,JULY,12.50
KIRIAINI,2007,JULY,14.29
ENGINEER,2007,JULY,18.63
NYERI,2007,JULY,19.05
ENDARASHA,2007,JULY,NA
KARATINA,2007,JULY,13.33
GAKINDU,2007,JULY,14.29
NANYUKI,2007,JULY,17.00
NYAHURURU,2007,JULY,11.90
MARIAKANI,2007,JULY,18.00
KALOLENI,2007,JULY,18.00
MALINDI,2007,JULY,20.00
KIBAUNI KILIFI,2007,JULY,17.00
UKUNDA,2007,JULY,25.00
WUNDANYI,2007,JULY,NA
MWEMBE TAYARI,2007,JULY,20.00
SEGA,2007,JULY,NA
KONGOWEA,2007,JULY,14.00
GARSEN,2007,JULY,20.00
BURA TANA,2007,JULY,NA
RUNYENJES,2007,JULY,10.00
EMBU TOWN,2007,JULY,12.50
SIAKAGO,2007,JULY,11.75
MWINGI,2007,JULY,15.00
MIGGWAINI,2007,JULY,12.00
MACHAKOS TOWN,2007,JULY,10.00
TALA,2007,JULY,9.00
MAUA,2007,JULY,12.50
KIANJAI,2007,JULY,8.89
GAKOROMERE,2007,JULY,9.09
WOTE,2007,JULY,12.00
GARISA TOWN,2007,JULY,16.67
DARAJA MBILI,2007,JULY,12.83
KIBIRIGO,2007,JULY,11.90
NYANGUSU,2007,JULY,10.87
RIOCHANDA,2007,JULY,NA
NYABITE,2007,JULY,NA
MOGONGA,2007,JULY,11.74
NYAMACHE,2007,JULY,10.87
KIBUYE,2007,JULY,NA
AHERO,2007,JULY,NA
KIBOSWA,2007,JULY,NA
SONDU,2007,JULY,NA
BONDO,2007,JULY,15.00
OYUGIS,2007,JULY,15.71
KEHACHA,2007,JULY,NA
KABARNET,2007,JULY,NA
NAKURU TWON,2007,JULY,22.22
KAPSABET,2007,JULY,16.67
KITALE,2007,JULY,17.50
ELDORET,2007,JULY,19.00
BURN FOREST,2007,JULY,20.00
TURBO,2007,JULY,14.00
KIPKAREN,2007,JULY,17.50
ITEN,2007,JULY,NA
KAJIADO TOWN,2007,JULY,20.00
KAPKATENY,2007,JULY,17.14
BUNGOMA TOWN,2007,JULY,NA
KIMILILI,2007,JULY,16.67
KAPSOKWONY,2007,JULY,17.14
BUTERE,2007,JULY,15.71
KAKAMEGA,2007,JULY,15.91
MUMIAS,2007,JULY,17.00
MUNDETA,2007,JULY,15.24
CHEPTULA,2007,JULY,14.29
Mbale,2007,JULY,15.24
KAWANGWARE,2007,JULY,19.05
BURMA,2007,JULY,20.00
KIKOMBA,2007,JULY,18.18
KANGEMI,2007,JULY,20.00
KOROKOCHO,2007,JULY,18.18
TOI,2007,JULY,16.67
KIAMBU,2007,August,11.90
LIMURU,2007,August,16.12
THIKA,2007,August,18.18
GATUNDU,2007,August,17.50
MUTHITHI,2007,August,NA
MUKUYU,2007,August,12.50
KIRIAINI,2007,August,14.29
ENGINEER,2007,August,15.00
NYERI,2007,August,14.29
ENDARASHA,2007,August,NA
KARATINA,2007,August,14.29
GAKINDU,2007,August,17.50
NANYUKI,2007,August,17.00
NYAHURURU,2007,August,14.29
MARIAKANI,2007,August,17.00
KALOLENI,2007,August,17.00
MALINDI,2007,August,20.00
KIBAUNI KILIFI,2007,August,17.00
UKUNDA,2007,August,25.00
WUNDANYI,2007,August,NA
MWEMBE TAYARI,2007,August,18.00
SEGA,2007,August,NA
KONGOWEA,2007,August,NA
GARSEN,2007,August,20.00
BURA TANA,2007,August,NA
RUNYENJES,2007,August,12.50
EMBU TOWN,2007,August,12.50
SIAKAGO,2007,August,11.50
MWINGI,2007,August,10.00
MIGGWAINI,2007,August,12.00
MACHAKOS TOWN,2007,August,12.00
TALA,2007,August,20.00
MAUA,2007,August,NA
KIANJAI,2007,August,NA
GAKOROMERE,2007,August,9.09
WOTE,2007,August,12.00
GARISA TOWN,2007,August,NA
DARAJA MBILI,2007,August,11.36
KIBIRIGO,2007,August,NA
NYANGUSU,2007,August,11.90
RIOCHANDA,2007,August,16.67
NYABITE,2007,August,14.29
MOGONGA,2007,August,9.52
NYAMACHE,2007,August,11.90
KIBUYE,2007,August,NA
AHERO,2007,August,NA
KIBOSWA,2007,August,NA
SONDU,2007,August,NA
BONDO,2007,August,16.50
OYUGIS,2007,August,NA
KEHACHA,2007,August,NA
KABARNET,2007,August,NA
NAKURU TWON,2007,August,22.22
KAPSABET,2007,August,NA
KITALE,2007,August,17.50
ELDORET,2007,August,17.50
BURN FOREST,2007,August,13.50
TURBO,2007,August,17.20
KIPKAREN,2007,August,17.50
ITEN,2007,August,NA
KAJIADO TOWN,2007,August,20.00
KAPKATENY,2007,August,17.62
BUNGOMA TOWN,2007,August,NA
KIMILILI,2007,August,15.71
KAPSOKWONY,2007,August,18.10
BUTERE,2007,August,NA
KAKAMEGA,2007,August,13.64
MUMIAS,2007,August,NA
MUNDETA,2007,August,14.29
CHEPTULA,2007,August,13.33
Mbale,2007,August,14.29
KAWANGWARE,2007,August,20.00
BURMA,2007,August,20.00
KIKOMBA,2007,August,20.00
KANGEMI,2007,August,20.00
KOROKOCHO,2007,August,19.00
TOI,2007,August,16.67
KIAMBU,2007,Sep,9.52
LIMURU,2007,Sep,16.00
THIKA,2007,Sep,18.18
GATUNDU,2007,Sep,NA
MUTHITHI,2007,Sep,NA
MUKUYU,2007,Sep,NA
KIRIAINI,2007,Sep,14.29
ENGINEER,2007,Sep,15.00
NYERI,2007,Sep,14.29
ENDARASHA,2007,Sep,NA
KARATINA,2007,Sep,15.00
GAKINDU,2007,Sep,17.50
NANYUKI,2007,Sep,20.00
NYAHURURU,2007,Sep,NA
MARIAKANI,2007,Sep,17.00
KALOLENI,2007,Sep,17.00
MALINDI,2007,Sep,NA
KIBAUNI KILIFI,2007,Sep,17.00
UKUNDA,2007,Sep,NA
WUNDANYI,2007,Sep,NA
MWEMBE TAYARI,2007,Sep,NA
SEGA,2007,Sep,NA
KONGOWEA,2007,Sep,NA
GARSEN,2007,Sep,25.00
BURA TANA,2007,Sep,NA
RUNYENJES,2007,Sep,12.50
EMBU TOWN,2007,Sep,12.50
SIAKAGO,2007,Sep,11.50
MWINGI,2007,Sep,15.00
MIGGWAINI,2007,Sep,NA
MACHAKOS TOWN,2007,Sep,12.00
TALA,2007,Sep,10.00
MAUA,2007,Sep,NA
KIANJAI,2007,Sep,NA
GAKOROMERE,2007,Sep,9.09
WOTE,2007,Sep,14.00
GARISA TOWN,2007,Sep,15.00
DARAJA MBILI,2007,Sep,13.33
KIBIRIGO,2007,Sep,13.33
NYANGUSU,2007,Sep,9.52
RIOCHANDA,2007,Sep,NA
NYABITE,2007,Sep,NA
MOGONGA,2007,Sep,9.52
