,Town,year,Month,Price
7953,SONDU,2007,SEP,NA
7954,BONDO,2007,SEP,16.50
7955,OYUGIS,2007,SEP,NA
7956,KEHACHA,2007,SEP,NA
7957,KABARNET,2007,SEP,NA
7958,NAKURU TWON,2007,SEP,22.20
7959,KAPSABET,2007,SEP,NA
7960,KITALE,2007,SEP,17.50
7961,ELDORET,2007,SEP,14.00
7962,BURN FOREST,2007,SEP,12.80
7963,TURBO,2007,SEP,16.80
7964,KIPKAREN,2007,SEP,16.50
7965,ITEN,2007,SEP,20.00
7966,KAJIADO TOWN,2007,SEP,25.00
7967,KAPKATENY,2007,SEP,14.30
7968,BUNGOMA TOWN,2007,SEP,NA
7969,KIMILILI,2007,SEP,16.70
7970,KAPSOKWONY,2007,SEP,14.30
7971,BUTERE,2007,SEP,NA
7972,KAKAMEGA,2007,SEP,13.60
7973,MUMIAS,2007,SEP,NA
7974,MUNDETA,2007,SEP,14.30
7975,CHEPTULA,2007,SEP,NA
7976,Mbale,2007,SEP,14.60
7977,KAWANGWARE,2007,SEP,19.10
7978,BURMA,2007,SEP,20.00
7979,KIKOMBA,2007,SEP,19.10
7980,KANGEMI,2007,SEP,18.20
7981,KOROKOCHO,2007,SEP,16.40
7982,TOI,2007,SEP,15.00
8793,KIAMBU,2007,OCT,9.50
8794,LIMURU,2007,OCT,15.00
8795,THIKA,2007,OCT,18.20
8796,GATUNDU,2007,OCT,19.10
8797,MUTHITHI,2007,OCT,NA
8798,MUKUYU,2007,OCT,NA
8799,KIRIAINI,2007,OCT,NA
8800,ENGINEER,2007,OCT,15.00
8801,NYERI,2007,OCT,14.30
8802,ENDARASHA,2007,OCT,NA
8803,KARATINA,2007,OCT,15.00
8804,GAKINDU,2007,OCT,14.30
8805,NANYUKI,2007,OCT,20.00
8806,NYAHURURU,2007,OCT,NA
8807,MARIAKANI,2007,OCT,17.00
8808,KALOLENI,2007,OCT,17.00
8809,MALINDI,2007,OCT,NA
8810,KIBAUNI KILIFI,2007,OCT,17.00
8811,UKUNDA,2007,OCT,NA
8812,WUNDANYI,2007,OCT,NA
8813,MWEMBE TAYARI,2007,OCT,NA
8814,SEGA,2007,OCT,NA
8815,KONGOWEA,2007,OCT,NA
8816,GARSEN,2007,OCT,NA
8817,BURA TANA,2007,OCT,NA
8818,RUNYENJES,2007,OCT,12.50
8819,EMBU TOWN,2007,OCT,12.50
8820,SIAKAGO,2007,OCT,15.00
8821,MWINGI,2007,OCT,NA
8822,MIGGWAINI,2007,OCT,12.00
8823,MACHAKOS TOWN,2007,OCT,13.00
8824,TALA,2007,OCT,10.00
8825,MAUA,2007,OCT,NA
8826,KIANJAI,2007,OCT,NA
8827,GAKOROMERE,2007,OCT,12.00
8828,WOTE,2007,OCT,14.00
8829,GARISA TOWN,2007,OCT,NA
8830,DARAJA MBILI,2007,OCT,14.30
8831,KIBIRIGO,2007,OCT,NA
8832,NYANGUSU,2007,OCT,14.30
8833,RIOCHANDA,2007,OCT,NA
8834,NYABITE,2007,OCT,NA
8835,MOGONGA,2007,OCT,11.90
8836,NYAMACHE,2007,OCT,NA
8837,KIBUYE,2007,OCT,NA
8838,AHERO,2007,OCT,NA
8839,KIBOSWA,2007,OCT,NA
8840,SONDU,2007,OCT,NA
8841,BONDO,2007,OCT,16.50
8842,OYUGIS,2007,OCT,NA
8843,KEHACHA,2007,OCT,NA
8844,KABARNET,2007,OCT,NA
8845,NAKURU TWON,2007,OCT,22.20
8846,KAPSABET,2007,OCT,NA
8847,KITALE,2007,OCT,NA
8848,ELDORET,2007,OCT,15.00
8849,BURN FOREST,2007,OCT,14.00
8850,TURBO,2007,OCT,12.00
8851,KIPKAREN,2007,OCT,10.40
8852,ITEN,2007,OCT,17.50
8853,KAJIADO TOWN,2007,OCT,20.00
8854,KAPKATENY,2007,OCT,11.90
8855,BUNGOMA TOWN,2007,OCT,14.60
8856,KIMILILI,2007,OCT,11.90
8857,KAPSOKWONY,2007,OCT,13.30
8858,BUTERE,2007,OCT,NA
8859,KAKAMEGA,2007,OCT,12.70
8860,MUMIAS,2007,OCT,NA
8861,MUNDETA,2007,OCT,NA
8862,CHEPTULA,2007,OCT,15.20
8863,Mbale,2007,OCT,14.60
8864,KAWANGWARE,2007,OCT,18.10
8865,BURMA,2007,OCT,20.00
8866,KIKOMBA,2007,OCT,17.10
8867,KANGEMI,2007,OCT,19.10
8868,KOROKOCHO,2007,OCT,19.50
8869,TOI,2007,OCT,15.40
9680,KIAMBU,2007,NOV,9.50
9681,LIMURU,2007,NOV,15.00
9682,THIKA,2007,NOV,18.20
9683,GATUNDU,2007,NOV,NA
9684,MUTHITHI,2007,NOV,NA
9685,MUKUYU,2007,NOV,NA
9686,KIRIAINI,2007,NOV,NA
9687,ENGINEER,2007,NOV,15.00
9688,NYERI,2007,NOV,NA
9689,ENDARASHA,2007,NOV,NA
9690,KARATINA,2007,NOV,15.00
9691,GAKINDU,2007,NOV,14.30
9692,NANYUKI,2007,NOV,20.00
9693,NYAHURURU,2007,NOV,NA
9694,MARIAKANI,2007,NOV,17.00
9695,KALOLENI,2007,NOV,14.00
9696,MALINDI,2007,NOV,NA
9697,KIBAUNI KILIFI,2007,NOV,NA
9698,UKUNDA,2007,NOV,NA
9699,WUNDANYI,2007,NOV,NA
9700,MWEMBE TAYARI,2007,NOV,NA
9701,SEGA,2007,NOV,NA
9702,KONGOWEA,2007,NOV,NA
9703,GARSEN,2007,NOV,NA
9704,BURA TANA,2007,NOV,NA
9705,RUNYENJES,2007,NOV,15.00
9706,EMBU TOWN,2007,NOV,15.00
9707,SIAKAGO,2007,NOV,15.00
9708,MWINGI,2007,NOV,NA
9709,MIGGWAINI,2007,NOV,13.00
9710,MACHAKOS TOWN,2007,NOV,NA
9711,TALA,2007,NOV,NA
9712,MAUA,2007,NOV,NA
9713,KIANJAI,2007,NOV,NA
9714,GAKOROMERE,2007,NOV,11.80
9715,WOTE,2007,NOV,NA
9716,GARISA TOWN,2007,NOV,NA
9717,DARAJA MBILI,2007,NOV,9.50
9718,KIBIRIGO,2007,NOV,NA
9719,NYANGUSU,2007,NOV,11.90
9720,RIOCHANDA,2007,NOV,NA
9721,NYABITE,2007,NOV,NA
9722,MOGONGA,2007,NOV,15.00
9723,NYAMACHE,2007,NOV,12.40
9724,KIBUYE,2007,NOV,NA
9725,AHERO,2007,NOV,NA
9726,KIBOSWA,2007,NOV,NA
9727,SONDU,2007,NOV,16.70
9728,BONDO,2007,NOV,16.50
9729,OYUGIS,2007,NOV,NA
9730,KEHACHA,2007,NOV,NA
9731,KABARNET,2007,NOV,NA
9732,NAKURU TWON,2007,NOV,22.20
9733,KAPSABET,2007,NOV,NA
9734,KITALE,2007,NOV,NA
9735,ELDORET,2007,NOV,14.00
9736,BURN FOREST,2007,NOV,14.00
9737,TURBO,2007,NOV,12.00
9738,KIPKAREN,2007,NOV,14.00
9739,ITEN,2007,NOV,NA
9740,KAJIADO TOWN,2007,NOV,25.00
9741,KAPKATENY,2007,NOV,11.90
9742,BUNGOMA TOWN,2007,NOV,13.60
9743,KIMILILI,2007,NOV,13.30
9744,KAPSOKWONY,2007,NOV,14.30
9745,BUTERE,2007,NOV,NA
9746,KAKAMEGA,2007,NOV,13.60
9747,MUMIAS,2007,NOV,NA
9748,MUNDETA,2007,NOV,15.20
9749,CHEPTULA,2007,NOV,14.30
9750,Mbale,2007,NOV,13.60
9751,KAWANGWARE,2007,NOV,18.30
9752,BURMA,2007,NOV,22.00
9753,KIKOMBA,2007,NOV,20.00
9754,KANGEMI,2007,NOV,20.00
9755,KOROKOCHO,2007,NOV,19.10
9756,TOI,2007,NOV,17.10
10567,KIAMBU,2007,DEC,NA
10568,LIMURU,2007,DEC,NA
10569,THIKA,2007,DEC,NA
10570,GATUNDU,2007,DEC,NA
10571,MUTHITHI,2007,DEC,NA
10572,MUKUYU,2007,DEC,14.30
10573,KIRIAINI,2007,DEC,14.30
10574,ENGINEER,2007,DEC,NA
10575,NYERI,2007,DEC,NA
10576,ENDARASHA,2007,DEC,NA
10577,KARATINA,2007,DEC,NA
10578,GAKINDU,2007,DEC,NA
10579,NANYUKI,2007,DEC,NA
10580,NYAHURURU,2007,DEC,NA
10581,MARIAKANI,2007,DEC,18.00
10582,KALOLENI,2007,DEC,18.00
10583,MALINDI,2007,DEC,NA
10584,KIBAUNI KILIFI,2007,DEC,18.00
10585,UKUNDA,2007,DEC,NA
10586,WUNDANYI,2007,DEC,NA
10587,MWEMBE TAYARI,2007,DEC,NA
10588,SEGA,2007,DEC,NA
10589,KONGOWEA,2007,DEC,NA
10590,GARSEN,2007,DEC,NA
10591,BURA TANA,2007,DEC,NA
10592,RUNYENJES,2007,DEC,12.50
10593,EMBU TOWN,2007,DEC,15.00
10594,SIAKAGO,2007,DEC,15.00
10595,MWINGI,2007,DEC,NA
10596,MIGGWAINI,2007,DEC,NA
10597,MACHAKOS TOWN,2007,DEC,NA
10598,TALA,2007,DEC,NA
10599,MAUA,2007,DEC,NA
10600,KIANJAI,2007,DEC,NA
10601,GAKOROMERE,2007,DEC,11.80
10602,WOTE,2007,DEC,17.00
10603,GARISA TOWN,2007,DEC,NA
10604,DARAJA MBILI,2007,DEC,17.60
10605,KIBIRIGO,2007,DEC,NA
10606,NYANGUSU,2007,DEC,13.30
10607,RIOCHANDA,2007,DEC,NA
10608,NYABITE,2007,DEC,NA
10609,MOGONGA,2007,DEC,14.30
10610,NYAMACHE,2007,DEC,14.30
10611,KIBUYE,2007,DEC,NA
10612,AHERO,2007,DEC,16.70
10613,KIBOSWA,2007,DEC,NA
10614,SONDU,2007,DEC,16.70
10615,BONDO,2007,DEC,NA
10616,OYUGIS,2007,DEC,NA
10617,KEHACHA,2007,DEC,NA
10618,KABARNET,2007,DEC,NA
10619,NAKURU TWON,2007,DEC,22.20
10620,KAPSABET,2007,DEC,NA
10621,KITALE,2007,DEC,NA
10622,ELDORET,2007,DEC,12.50
10623,BURN FOREST,2007,DEC,12.00
10624,TURBO,2007,DEC,NA
10625,KIPKAREN,2007,DEC,10.80
10626,ITEN,2007,DEC,NA
10627,KAJIADO TOWN,2007,DEC,NA
10628,KAPKATENY,2007,DEC,NA
10629,BUNGOMA TOWN,2007,DEC,14.30
10630,KIMILILI,2007,DEC,14.30
10631,KAPSOKWONY,2007,DEC,12.40
10632,BUTERE,2007,DEC,NA
10633,KAKAMEGA,2007,DEC,13.60
10634,MUMIAS,2007,DEC,NA
10635,MUNDETA,2007,DEC,14.30
10636,CHEPTULA,2007,DEC,14.30
10637,Mbale,2007,DEC,14.30
10638,KAWANGWARE,2007,DEC,20.00
10639,BURMA,2007,DEC,25.00
10640,KIKOMBA,2007,DEC,20.50
10641,KANGEMI,2007,DEC,20.50
10642,KOROKOCHO,2007,DEC,20.00
10643,TOI,2007,DEC,18.20
736,KIAMBU,2008,JAN,20.00
737,LIMURU,2008,JAN,17.50
738,THIKA,2008,JAN,19.70
739,GATUNDU,2008,JAN,17.90
740,MUTHITHI,2008,JAN,19.10
741,MUKUYU,2008,JAN,17.50
742,KIRIAINI,2008,JAN,16.70
743,ENGINEER,2008,JAN,15.00
744,NANYUKI,2008,JAN,18.20
745,NYAHURURU,2008,JAN,20.00
746,MARIAKANI,2008,JAN,20.00
747,KALOLENI,2008,JAN,20.00
748,MALINDI,2008,JAN,27.80
749,KIBAUNI KILIFI,2008,JAN,20.00
750,UKUNDA,2008,JAN,22.50
751,MWEMBE TAYARI,2008,JAN,25.00
752,MACKINON,2008,JAN,NA
753,SEGA,2008,JAN,24.00
754,KONGOWEA,2008,JAN,25.00
755,GARSEN,2008,JAN,25.00
756,RUNYENJES,2008,JAN,15.00
757,EMBU TOWN,2008,JAN,17.50
758,SIAKAGO,2008,JAN,17.50
759,MWINGI,2008,JAN,16.00
760,MIGGWAINI,2008,JAN,NA
761,KALUNDU,2008,JAN,15.00
762,MACHAKOS TOWN,2008,JAN,16.00
763,TALA,2008,JAN,16.00
764,MAUA,2008,JAN,NA
765,KIANJAI,2008,JAN,NA
766,GAKOROMERE,2008,JAN,13.60
767,WOTE,2008,JAN,17.00
768,GARISA TOWN,2008,JAN,NA
769,DARAJA MBILI,2008,JAN,17.30
770,KIBIRIGO,2008,JAN,NA
771,NYANGUSU,2008,JAN,14.30
772,RIOCHANDA,2008,JAN,NA
773,NYABITE,2008,JAN,NA
774,MOGONGA,2008,JAN,14.30
775,NYAMACHE,2008,JAN,16.70
776,KIBUYE,2008,JAN,NA
777,AHERO,2008,JAN,23.80
778,KIBOSWA,2008,JAN,NA
779,SONDU,2008,JAN,20.50
780,BONDO,2008,JAN,NA
781,SIAYA,2008,JAN,22.70
782,NGIYA,2008,JAN,18.20
783,UNGUNJA,2008,JAN,22.70
784,OYUGIS,2008,JAN,NA
785,KEHACHA,2008,JAN,NA
786,KABARNET,2008,JAN,15.00
787,NAKURU TWON,2008,JAN,24.20
788,KAPSABET,2008,JAN,NA
789,KITALE,2008,JAN,NA
790,ELDORET,2008,JAN,20.00
791,BURN FOREST,2008,JAN,12.50
792,TURBO,2008,JAN,13.30
793,KIPKAREN,2008,JAN,15.00
794,KAJIADO TOWN,2008,JAN,25.00
795,BUNGOMA TOWN,2008,JAN,16.70
796,KIMILILI,2008,JAN,NA
797,KAPSOKWONY,2008,JAN,NA
798,BUTERE,2008,JAN,NA
799,KAKAMEGA,2008,JAN,20.50
800,MUMIAS,2008,JAN,NA
801,MUNDETA,2008,JAN,19.10
802,CHEPTULA,2008,JAN,23.80
803,Mbale,2008,JAN,23.80
804,KAWANGWARE,2008,JAN,21.00
805,BURMA,2008,JAN,25.00
806,KIKOMBA,2008,JAN,21.50
807,KANGEMI,2008,JAN,22.00
808,KOROKOCHO,2008,JAN,20.00
809,TOI,2008,JAN,21.40
1623,KIAMBU,2008,FEB,20.00
1624,LIMURU,2008,FEB,17.50
1625,THIKA,2008,FEB,21.90
1626,GATUNDU,2008,FEB,23.80
1627,MUTHITHI,2008,FEB,14.60
1628,MUKUYU,2008,FEB,18.40
1629,KIRIAINI,2008,FEB,16.70
1630,ENGINEER,2008,FEB,NA
1631,NANYUKI,2008,FEB,18.50
1632,NYAHURURU,2008,FEB,20.00
1633,MARIAKANI,2008,FEB,20.00
1634,KALOLENI,2008,FEB,20.00
1635,MALINDI,2008,FEB,27.80
1636,KIBAUNI KILIFI,2008,FEB,20.00
1637,UKUNDA,2008,FEB,NA
1638,MWEMBE TAYARI,2008,FEB,20.00
1639,MACKINON,2008,FEB,NA
1640,SEGA,2008,FEB,NA
1641,KONGOWEA,2008,FEB,20.00
1642,GARSEN,2008,FEB,22.50
1643,RUNYENJES,2008,FEB,15.00
1644,EMBU TOWN,2008,FEB,18.80
1645,SIAKAGO,2008,FEB,17.50
1646,MWINGI,2008,FEB,16.00
1647,MIGGWAINI,2008,FEB,NA
1648,KALUNDU,2008,FEB,16.00
1649,MACHAKOS TOWN,2008,FEB,17.00
1650,TALA,2008,FEB,18.00
1651,MAUA,2008,FEB,NA
1652,KIANJAI,2008,FEB,NA
1653,GAKOROMERE,2008,FEB,16.00
1654,WOTE,2008,FEB,17.00
1655,GARISA TOWN,2008,FEB,NA
1656,DARAJA MBILI,2008,FEB,20.50
1657,KIBIRIGO,2008,FEB,20.50
1658,NYANGUSU,2008,FEB,NA
1659,RIOCHANDA,2008,FEB,16.80
1660,NYABITE,2008,FEB,16.00
1661,MOGONGA,2008,FEB,14.30
1662,NYAMACHE,2008,FEB,17.10
1663,KIBUYE,2008,FEB,17.30
1664,AHERO,2008,FEB,22.70
1665,KIBOSWA,2008,FEB,19.10
1666,SONDU,2008,FEB,20.50
1667,BONDO,2008,FEB,20.00
1668,SIAYA,2008,FEB,16.40
1669,NGIYA,2008,FEB,22.70
1670,UNGUNJA,2008,FEB,15.20
1671,OYUGIS,2008,FEB,18.60
1672,KEHACHA,2008,FEB,17.50
1673,KABARNET,2008,FEB,15.00
1674,NAKURU TWON,2008,FEB,21.70
1675,KAPSABET,2008,FEB,19.10
1676,KITALE,2008,FEB,17.50
1677,ELDORET,2008,FEB,15.40
1678,BURN FOREST,2008,FEB,15.00
1679,TURBO,2008,FEB,13.40
1680,KIPKAREN,2008,FEB,16.00
1681,KAJIADO TOWN,2008,FEB,20.00
1682,BUNGOMA TOWN,2008,FEB,16.70
1683,KIMILILI,2008,FEB,NA
1684,KAPSOKWONY,2008,FEB,16.20
1685,BUTERE,2008,FEB,23.60
1686,KAKAMEGA,2008,FEB,18.20
1687,MUMIAS,2008,FEB,NA
1688,MUNDETA,2008,FEB,16.70
1689,CHEPTULA,2008,FEB,16.70
1690,Mbale,2008,FEB,16.70
1691,KAWANGWARE,2008,FEB,22.00
1692,BURMA,2008,FEB,25.00
1693,KIKOMBA,2008,FEB,22.00
1694,KANGEMI,2008,FEB,22.50
1695,KOROKOCHO,2008,FEB,20.00
1696,TOI,2008,FEB,21.40
2510,KIAMBU,2008,MAR,20.00
2511,LIMURU,2008,MAR,17.50
2512,THIKA,2008,MAR,16.70
2513,GATUNDU,2008,MAR,23.80
2514,MUTHITHI,2008,MAR,NA
2515,MUKUYU,2008,MAR,17.70
2516,KIRIAINI,2008,MAR,19.10
2517,ENGINEER,2008,MAR,15.90
2518,NANYUKI,2008,MAR,20.00
2519,NYAHURURU,2008,MAR,17.50
2520,MARIAKANI,2008,MAR,20.00
2521,KALOLENI,2008,MAR,20.70
2522,MALINDI,2008,MAR,27.80
2523,KIBAUNI KILIFI,2008,MAR,20.70
2524,UKUNDA,2008,MAR,30.00
2525,MWEMBE TAYARI,2008,MAR,NA
2526,MACKINON,2008,MAR,30.00
2527,SEGA,2008,MAR,NA
2528,KONGOWEA,2008,MAR,NA
2529,GARSEN,2008,MAR,20.00
2530,RUNYENJES,2008,MAR,25.80
2531,EMBU TOWN,2008,MAR,15.00
2532,SIAKAGO,2008,MAR,15.00
2533,MWINGI,2008,MAR,16.00
2534,MIGGWAINI,2008,MAR,14.00
2535,KALUNDU,2008,MAR,17.00
2536,MACHAKOS TOWN,2008,MAR,17.00
2537,TALA,2008,MAR,17.00
2538,MAUA,2008,MAR,21.30
2539,KIANJAI,2008,MAR,16.70
2540,GAKOROMERE,2008,MAR,12.70
2541,WOTE,2008,MAR,18.00
2542,GARISA TOWN,2008,MAR,25.00
2543,DARAJA MBILI,2008,MAR,18.60
2544,KIBIRIGO,2008,MAR,20.50
2545,NYANGUSU,2008,MAR,16.70
2546,RIOCHANDA,2008,MAR,21.40
2547,NYABITE,2008,MAR,20.50
2548,MOGONGA,2008,MAR,NA
2549,NYAMACHE,2008,MAR,17.50
2550,KIBUYE,2008,MAR,18.20
2551,AHERO,2008,MAR,NA
2552,KIBOSWA,2008,MAR,22.70
2553,SONDU,2008,MAR,NA
2554,BONDO,2008,MAR,20.00
2555,SIAYA,2008,MAR,19.60
2556,NGIYA,2008,MAR,17.30
2557,UNGUNJA,2008,MAR,17.30
2558,OYUGIS,2008,MAR,20.00
2559,KEHACHA,2008,MAR,20.00
2560,KABARNET,2008,MAR,15.00
2561,NAKURU TWON,2008,MAR,22.20
2562,KAPSABET,2008,MAR,19.10
2563,KITALE,2008,MAR,17.50
2564,ELDORET,2008,MAR,15.00
2565,BURN FOREST,2008,MAR,15.00
2566,TURBO,2008,MAR,37.50
2567,KIPKAREN,2008,MAR,16.10
2568,KAJIADO TOWN,2008,MAR,NA
2569,BUNGOMA TOWN,2008,MAR,16.70
2570,KIMILILI,2008,MAR,NA
2571,KAPSOKWONY,2008,MAR,17.50
2572,BUTERE,2008,MAR,21.70
2573,KAKAMEGA,2008,MAR,19.60
2574,MUMIAS,2008,MAR,28.60
2575,MUNDETA,2008,MAR,16.70
2576,CHEPTULA,2008,MAR,16.70
2577,Mbale,2008,MAR,NA
2578,KAWANGWARE,2008,MAR,25.00
2579,BURMA,2008,MAR,25.00
2580,KIKOMBA,2008,MAR,22.00
2581,KANGEMI,2008,MAR,23.00
2582,KOROKOCHO,2008,MAR,21.50
2583,TOI,2008,MAR,23.80
3397,KIAMBU,2008,APR,19.20
3398,LIMURU,2008,APR,22.50
3399,THIKA,2008,APR,19.10
3400,GATUNDU,2008,APR,19.10
3401,MUTHITHI,2008,APR,21.10
3402,MUKUYU,2008,APR,20.30
3403,KIRIAINI,2008,APR,19.10
3404,ENGINEER,2008,APR,NA
3405,NANYUKI,2008,APR,22.50
3406,NYAHURURU,2008,APR,17.70
3407,MARIAKANI,2008,APR,23.50
3408,KALOLENI,2008,APR,24.50
3409,MALINDI,2008,APR,26.90
3410,KIBAUNI KILIFI,2008,APR,25.00
3411,UKUNDA,2008,APR,36.00
3412,MWEMBE TAYARI,2008,APR,NA
3413,MACKINON,2008,APR,30.00
3414,SEGA,2008,APR,NA
3415,KONGOWEA,2008,APR,NA
3416,GARSEN,2008,APR,23.30
3417,RUNYENJES,2008,APR,20.00
3418,EMBU TOWN,2008,APR,20.00
3419,SIAKAGO,2008,APR,17.50
3420,MWINGI,2008,APR,16.50
3421,MIGGWAINI,2008,APR,14.00
3422,KALUNDU,2008,APR,NA
3423,MACHAKOS TOWN,2008,APR,NA
3424,TALA,2008,APR,15.70
3425,MAUA,2008,APR,25.00
3426,KIANJAI,2008,APR,19.50
3427,GAKOROMERE,2008,APR,24.30
3428,WOTE,2008,APR,18.00
3429,GARISA TOWN,2008,APR,NA
3430,DARAJA MBILI,2008,APR,20.00
3431,KIBIRIGO,2008,APR,NA
3432,NYANGUSU,2008,APR,NA
3433,RIOCHANDA,2008,APR,NA
3434,NYABITE,2008,APR,NA
3435,MOGONGA,2008,APR,NA
3436,NYAMACHE,2008,APR,NA
3437,KIBUYE,2008,APR,21.40
3438,AHERO,2008,APR,NA
3439,KIBOSWA,2008,APR,27.30
3440,SONDU,2008,APR,NA
3441,BONDO,2008,APR,29.00
3442,SIAYA,2008,APR,NA
3443,NGIYA,2008,APR,NA
3444,UNGUNJA,2008,APR,18.20
3445,OYUGIS,2008,APR,NA
3446,KEHACHA,2008,APR,21.20
3447,KABARNET,2008,APR,17.20
3448,NAKURU TWON,2008,APR,22.20
3449,KAPSABET,2008,APR,25.00
3450,KITALE,2008,APR,25.00
3451,ELDORET,2008,APR,15.50
3452,BURN FOREST,2008,APR,NA
3453,TURBO,2008,APR,16.70
3454,KIPKAREN,2008,APR,25.00
3455,KAJIADO TOWN,2008,APR,25.00
3456,BUNGOMA TOWN,2008,APR,16.60
3457,KIMILILI,2008,APR,16.20
3458,KAPSOKWONY,2008,APR,NA
3459,BUTERE,2008,APR,23.90
3460,KAKAMEGA,2008,APR,21.40
3461,MUMIAS,2008,APR,26.20
3462,MUNDETA,2008,APR,19.10
3463,CHEPTULA,2008,APR,21.40
3464,Mbale,2008,APR,NA
3465,KAWANGWARE,2008,APR,46.50
3466,BURMA,2008,APR,32.50
3467,KIKOMBA,2008,APR,23.50
3468,KANGEMI,2008,APR,23.00
3469,KOROKOCHO,2008,APR,23.00
3470,TOI,2008,APR,23.80
4284,KIAMBU,2008,MAY,25.00
4285,LIMURU,2008,MAY,25.00
4286,THIKA,2008,MAY,18.20
4287,GATUNDU,2008,MAY,19.10
4288,MUTHITHI,2008,MAY,24.90
4289,MUKUYU,2008,MAY,35.50
4290,KIRIAINI,2008,MAY,25.40
4291,ENGINEER,2008,MAY,NA
4292,NANYUKI,2008,MAY,24.00
4293,NYAHURURU,2008,MAY,20.00
4294,MARIAKANI,2008,MAY,25.00
4295,KALOLENI,2008,MAY,25.00
4296,MALINDI,2008,MAY,28.40
4297,KIBAUNI KILIFI,2008,MAY,25.00
4298,UKUNDA,2008,MAY,36.00
4299,MWEMBE TAYARI,2008,MAY,NA
4300,MACKINON,2008,MAY,34.00
4301,SEGA,2008,MAY,NA
4302,KONGOWEA,2008,MAY,NA
4303,GARSEN,2008,MAY,25.00
4304,RUNYENJES,2008,MAY,20.00
4305,EMBU TOWN,2008,MAY,20.00
4306,SIAKAGO,2008,MAY,18.50
4307,MWINGI,2008,MAY,19.00
4308,MIGGWAINI,2008,MAY,17.80
4309,KALUNDU,2008,MAY,NA
4310,MACHAKOS TOWN,2008,MAY,NA
4311,TALA,2008,MAY,17.10
4312,MAUA,2008,MAY,31.70
4313,KIANJAI,2008,MAY,20.00
4314,GAKOROMERE,2008,MAY,18.30
4315,WOTE,2008,MAY,20.00
4316,GARISA TOWN,2008,MAY,30.30
4317,DARAJA MBILI,2008,MAY,23.00
4318,KIBIRIGO,2008,MAY,NA
4319,NYANGUSU,2008,MAY,NA
4320,RIOCHANDA,2008,MAY,NA
4321,NYABITE,2008,MAY,NA
4322,MOGONGA,2008,MAY,NA
4323,NYAMACHE,2008,MAY,NA
4324,KIBUYE,2008,MAY,29.60
4325,AHERO,2008,MAY,NA
4326,KIBOSWA,2008,MAY,NA
4327,SONDU,2008,MAY,27.30
4328,BONDO,2008,MAY,25.00
4329,SIAYA,2008,MAY,NA
4330,NGIYA,2008,MAY,NA
4331,UNGUNJA,2008,MAY,NA
4332,OYUGIS,2008,MAY,NA
4333,KEHACHA,2008,MAY,24.40
4334,KABARNET,2008,MAY,22.80
4335,NAKURU TWON,2008,MAY,22.20
4336,KAPSABET,2008,MAY,23.90
4337,KITALE,2008,MAY,26.70
4338,ELDORET,2008,MAY,19.40
4339,BURN FOREST,2008,MAY,NA
4340,TURBO,2008,MAY,18.50
4341,KIPKAREN,2008,MAY,27.00
4342,KAJIADO TOWN,2008,MAY,35.00
4343,BUNGOMA TOWN,2008,MAY,20.40
4344,KIMILILI,2008,MAY,21.80
4345,KAPSOKWONY,2008,MAY,NA
4346,BUTERE,2008,MAY,23.10
4347,KAKAMEGA,2008,MAY,23.60
4348,MUMIAS,2008,MAY,23.10
4349,MUNDETA,2008,MAY,26.20
4350,CHEPTULA,2008,MAY,26.20
4351,Mbale,2008,MAY,26.20
4352,KAWANGWARE,2008,MAY,30.00
4353,BURMA,2008,MAY,25.00
4354,KIKOMBA,2008,MAY,26.30
4355,KANGEMI,2008,MAY,27.30
4356,KOROKOCHO,2008,MAY,21.10
4357,TOI,2008,MAY,26.20
5171,KIAMBU,2008,JUNE,30.00
5172,LIMURU,2008,JUNE,26.30
5173,THIKA,2008,JUNE,NA
5174,GATUNDU,2008,JUNE,NA
5175,MUTHITHI,2008,JUNE,24.00
5176,MUKUYU,2008,JUNE,27.60
5177,KIRIAINI,2008,JUNE,49.30
5178,ENGINEER,2008,JUNE,NA
5179,NANYUKI,2008,JUNE,24.40
5180,NYAHURURU,2008,JUNE,20.00
5181,MARIAKANI,2008,JUNE,25.00
5182,KALOLENI,2008,JUNE,25.00
5183,MALINDI,2008,JUNE,30.00
5184,KIBAUNI KILIFI,2008,JUNE,25.00
5185,UKUNDA,2008,JUNE,NA
5186,MWEMBE TAYARI,2008,JUNE,NA
5187,MACKINON,2008,JUNE,30.00
5188,SEGA,2008,JUNE,NA
5189,KONGOWEA,2008,JUNE,NA
5190,GARSEN,2008,JUNE,30.00
5191,RUNYENJES,2008,JUNE,10.00
5192,EMBU TOWN,2008,JUNE,NA
5193,SIAKAGO,2008,JUNE,29.40
5194,MWINGI,2008,JUNE,NA
5195,MIGGWAINI,2008,JUNE,21.00
5196,KALUNDU,2008,JUNE,NA
5197,MACHAKOS TOWN,2008,JUNE,NA
5198,TALA,2008,JUNE,NA
5199,MAUA,2008,JUNE,NA
5200,KIANJAI,2008,JUNE,NA
5201,GAKOROMERE,2008,JUNE,NA
5202,WOTE,2008,JUNE,22.00
5203,GARISA TOWN,2008,JUNE,NA
5204,DARAJA MBILI,2008,JUNE,24.60
5205,KIBIRIGO,2008,JUNE,NA
5206,NYANGUSU,2008,JUNE,31.00
5207,RIOCHANDA,2008,JUNE,NA
5208,NYABITE,2008,JUNE,NA
5209,MOGONGA,2008,JUNE,31.00
