,Year,Month,p10,p30,p50,p70,mean,County,CountyID
7238,2003,10,34,48,58,66,56.51,Siaya,31
7239,2003,11,23,36,46,56,45.62,Siaya,31
7240,2003,12,26,37,46,54,45.94,Siaya,31
7241,2004,1,32,43,50,57,49.77,Siaya,31
7242,2004,2,35,47,54,61,53.3,Siaya,31
7243,2004,3,35,46,54,62,53.55,Siaya,31
7244,2004,4,33,44,52,60,51.58,Siaya,31
7245,2004,5,28,37,43,49,43.19,Siaya,31
7246,2004,6,19,28,37,46,38.34,Siaya,31
7247,2004,7,14,25,34,44,36.09,Siaya,31
7248,2004,8,22,34,43,51,42.91,Siaya,31
7249,2004,9,17,28,38,47,38.42,Siaya,31
7250,2004,10,19,31,40,49,40.18,Siaya,31
7251,2004,11,33,47,55,63,54.25,Siaya,31
7252,2004,12,43,55,62,69,61.21,Siaya,31
7253,2005,1,46,55,61,68,60.93,Siaya,31
7254,2005,2,34,42,49,56,49.61,Siaya,31
7255,2005,3,26,35,41,49,42.3,Siaya,31
7256,2005,4,35,44,50,57,50.59,Siaya,31
7257,2005,5,37,51,60,68,58.55,Siaya,31
7258,2005,6,39,52,60,68,59.22,Siaya,31
7259,2005,7,43,54,62,68,60.43,Siaya,31
7260,2005,8,45,56,64,70,62.65,Siaya,31
7261,2005,9,49,61,69,75,67.22,Siaya,31
7262,2005,10,38,54,63,71,61.41,Siaya,31
7263,2005,11,31,49,61,69,57.61,Siaya,31
7264,2005,12,21,33,42,49,41.23,Siaya,31
7265,2006,1,11,16,21,25,22.26,Siaya,31
7266,2006,2,5,8,11,15,13.49,Siaya,31
7267,2006,3,12,19,25,31,26.16,Siaya,31
7268,2006,4,45,53,58,63,57.43,Siaya,31
7269,2006,5,66,74,79,82,76.9,Siaya,31
7270,2006,6,56,67,73,79,71.5,Siaya,31
7271,2006,7,42,54,62,70,60.75,Siaya,31
7272,2006,8,46,60,68,76,66.27,Siaya,31
7273,2006,9,37,54,64,72,61.72,Siaya,31
7274,2006,10,29,45,56,67,54.89,Siaya,31
7275,2006,11,33,46,56,66,55.6,Siaya,31
7276,2006,12,53,64,71,77,69.19,Siaya,31
7277,2007,1,72,84,89,92,85.54,Siaya,31
7278,2007,2,84,90,93,95,91.15,Siaya,31
7279,2007,3,84,90,92,94,90.55,Siaya,31
7280,2007,4,68,75,80,83,78.33,Siaya,31
7281,2007,5,46,57,63,70,62.57,Siaya,31
7282,2007,6,36,49,57,65,56.32,Siaya,31
7283,2007,7,49,61,69,76,67.13,Siaya,31
7284,2007,8,62,75,82,88,79.49,Siaya,31
7285,2007,9,64,76,83,88,80.23,Siaya,31
7286,2007,10,57,72,79,85,76.11,Siaya,31
7287,2007,11,43,57,65,73,63.9,Siaya,31
7288,2007,12,30,44,52,61,51.73,Siaya,31
7289,2008,1,25,37,44,51,43.27,Siaya,31
7290,2008,2,36,45,50,55,49.06,Siaya,31
7291,2008,3,29,37,45,54,45.61,Siaya,31
7292,2008,4,34,46,54,61,52.73,Siaya,31
7293,2008,5,39,50,57,63,56.07,Siaya,31
7294,2008,6,42,53,60,67,60.02,Siaya,31
7295,2008,7,35,48,56,64,55.37,Siaya,31
7296,2008,8,40,53,61,69,59.9,Siaya,31
7297,2008,9,48,60,67,74,66.24,Siaya,31
7298,2008,10,58,70,78,83,75.48,Siaya,31
7299,2008,11,64,76,82,87,79.55,Siaya,31
7300,2008,12,52,62,67,72,66.04,Siaya,31
7301,2009,1,28,37,43,48,42.37,Siaya,31
7302,2009,2,21,28,33,39,34,Siaya,31
7303,2009,3,21,30,36,42,36.58,Siaya,31
7304,2009,4,24,35,43,51,42.94,Siaya,31
7305,2009,5,26,36,44,53,45.23,Siaya,31
7306,2009,6,36,47,55,64,55.49,Siaya,31
7307,2009,7,30,40,48,56,48.28,Siaya,31
7308,2009,8,14,22,30,39,31.35,Siaya,31
7309,2009,9,11,22,32,41,32.21,Siaya,31
7310,2009,10,15,31,40,49,39.34,Siaya,31
7311,2009,11,23,38,47,56,46.3,Siaya,31
7312,2009,12,29,43,53,63,52.53,Siaya,31
7313,2010,1,50,59,66,73,65.59,Siaya,31
7314,2010,2,59,65,70,74,69.64,Siaya,31
7315,2010,3,68,75,80,84,78.98,Siaya,31
7316,2010,4,76,82,86,89,84.87,Siaya,31
7317,2010,5,68,76,81,85,79.62,Siaya,31
7318,2010,6,51,61,67,73,66.65,Siaya,31
7319,2010,7,39,49,55,61,54.61,Siaya,31
7320,2010,8,26,38,47,55,46.67,Siaya,31
7321,2010,9,27,41,51,61,50.73,Siaya,31
7322,2010,10,39,52,60,68,59.48,Siaya,31
7323,2010,11,46,60,69,77,67.26,Siaya,31
7324,2010,12,32,50,59,67,56.94,Siaya,31
7325,2011,1,19,37,47,56,45.03,Siaya,31
7326,2011,2,12,24,34,44,34.11,Siaya,31
7327,2011,3,6,12,20,30,22.83,Siaya,31
7328,2011,4,21,27,32,37,33.04,Siaya,31
7329,2011,5,27,40,48,56,47.16,Siaya,31
7330,2011,6,29,46,57,66,54.69,Siaya,31
7331,2011,7,28,45,56,64,53.49,Siaya,31
7332,2011,8,27,43,53,63,51.89,Siaya,31
7333,2011,9,38,52,59,66,58.11,Siaya,31
7334,2011,10,57,69,75,81,73.78,Siaya,31
7335,2011,11,69,79,85,89,82.56,Siaya,31
7336,2011,12,67,77,82,86,79.81,Siaya,31
7337,2012,1,55,63,67,71,66.17,Siaya,31
7338,2012,2,30,35,40,44,40.27,Siaya,31
7339,2012,3,16,21,25,29,25.5,Siaya,31
7340,2012,4,14,21,28,34,28.28,Siaya,31
7341,2012,5,22,31,38,45,38.25,Siaya,31
7342,2012,6,30,42,49,55,48.1,Siaya,31
7343,2012,7,43,56,66,75,64.54,Siaya,31
7344,2012,8,50,62,69,75,67.44,Siaya,31
7345,2012,9,49,61,69,76,67.37,Siaya,31
7346,2012,10,38,49,57,63,55.74,Siaya,31
7347,2012,11,36,48,56,63,54.84,Siaya,31
7348,2012,12,41,51,58,64,57.26,Siaya,31
7349,2013,1,54,63,69,74,68.06,Siaya,31
7350,2013,2,60,68,74,78,72.76,Siaya,31
7351,2013,3,52,62,69,75,67.87,Siaya,31
7352,2013,4,53,62,68,74,67.69,Siaya,31
7353,2013,5,57,65,70,74,68.97,Siaya,31
7354,2013,6,36,45,50,56,50.59,Siaya,31
7355,2013,7,19,26,33,40,33.98,Siaya,31
7356,2013,8,14,22,30,38,31.18,Siaya,31
7357,2013,9,25,35,43,52,43.64,Siaya,31
7358,2013,10,36,49,57,65,56.44,Siaya,31
7359,2013,11,35,50,60,69,58.34,Siaya,31
7360,2013,12,37,49,58,66,57.07,Siaya,31
7361,2014,1,45,55,61,67,60.33,Siaya,31
7362,2014,2,36,46,53,60,52.89,Siaya,31
7363,2014,3,20,28,34,42,36.36,Siaya,31
7364,2014,4,24,33,39,45,39.59,Siaya,31
7365,2014,5,25,35,42,50,42.96,Siaya,31
7366,2014,6,22,38,50,59,48.45,Siaya,31
7367,2014,7,14,31,44,55,42.6,Siaya,31
7368,2014,8,19,32,46,58,45.18,Siaya,31
7369,2014,9,27,42,52,62,51.52,Siaya,31
7370,2014,10,37,50,59,67,57.61,Siaya,31
7371,2014,11,40,53,60,67,58.92,Siaya,31
7372,2014,12,46,57,63,70,62.49,Siaya,31
7373,2015,1,37,49,56,62,54.67,Siaya,31
7374,2015,2,22,32,39,44,38.34,Siaya,31
7375,2015,3,6,10,13,18,15.91,Siaya,31
7376,2015,4,9,11,13,15,14.71,Siaya,31
7377,2015,5,24,31,36,42,36.63,Siaya,31
7378,2015,6,60,69,74,78,72.5,Siaya,31
7379,2015,7,69,79,84,88,81.49,Siaya,31
7380,2015,8,46,59,68,76,66.7,Siaya,31
7381,2015,9,24,42,53,63,51.36,Siaya,31
7382,2015,10,14,33,44,54,42.49,Siaya,31
7383,2015,11,32,44,53,61,52.17,Siaya,31
7384,2015,12,58,68,73,79,72.39,Siaya,31
7385,2016,1,77,84,87,90,86.05,Siaya,31
7386,2016,2,69,78,83,87,81.57,Siaya,31
7387,2016,3,50,61,69,75,67.88,Siaya,31
7388,2016,4,36,50,57,64,56.48,Siaya,31
7389,2016,5,42,53,60,66,58.76,Siaya,31
7390,2016,6,40,51,58,65,57.85,Siaya,31
7391,2016,7,31,43,52,60,51.17,Siaya,31
7392,2016,8,14,24,32,41,33.8,Siaya,31
7393,2016,9,7,12,18,25,20.56,Siaya,31
7394,2016,10,3,6,10,16,14.26,Siaya,31
7395,2016,11,5,8,12,22,18.12,Siaya,31
7396,2016,12,8,14,23,35,27,Siaya,31
7397,2017,1,0,7,16,28,19.72,Siaya,31
7398,2017,2,-7,2,9,18,11.54,Siaya,31
7399,2017,3,-4,5,14,25,16.6,Siaya,31
7400,2017,4,12,23,34,45,35.6,Siaya,31
7401,2017,5,27,42,53,64,52.6,Siaya,31
7402,2017,6,29,46,56,64,53.97,Siaya,31
7403,2017,7,16,33,43,53,42.41,Siaya,31
7404,2017,8,15,31,43,54,42.41,Siaya,31
7405,2017,9,18,34,45,56,45.11,Siaya,31
7406,2017,10,27,41,52,62,52.47,Siaya,31
7407,2017,11,42,54,61,69,61.64,Siaya,31
7408,2017,12,42,52,59,65,58.57,Siaya,31
7409,2018,1,23,32,38,44,38.18,Siaya,31
7410,2018,2,3,11,17,23,17.62,Siaya,31
7411,2001,12,2,12,22,35,24.88,TaitaTaveta,11
7412,2002,1,3,15,27,41,29.95,TaitaTaveta,11
7413,2002,2,14,26,38,51,39.82,TaitaTaveta,11
7414,2002,3,17,30,41,52,41.89,TaitaTaveta,11
7415,2002,4,23,37,48,60,48.51,TaitaTaveta,11
7416,2002,5,20,34,45,57,45.61,TaitaTaveta,11
7417,2002,6,13,25,35,46,37.23,TaitaTaveta,11
7418,2002,7,13,24,33,43,34.79,TaitaTaveta,11
7419,2002,8,12,22,31,41,32.9,TaitaTaveta,11
7420,2002,9,14,24,35,47,36.94,TaitaTaveta,11
7421,2002,10,22,40,52,64,51.28,TaitaTaveta,11
7422,2002,11,35,52,64,74,61.17,TaitaTaveta,11
7423,2002,12,50,64,72,79,69.77,TaitaTaveta,11
7424,2003,1,56,67,75,82,73.72,TaitaTaveta,11
7425,2003,2,42,54,62,70,61.77,TaitaTaveta,11
7426,2003,3,23,33,40,49,41.78,TaitaTaveta,11
7427,2003,4,17,25,33,42,35,TaitaTaveta,11
7428,2003,5,14,23,32,43,34.03,TaitaTaveta,11
7429,2003,6,23,37,49,61,48.81,TaitaTaveta,11
7430,2003,7,30,47,61,71,58.09,TaitaTaveta,11
7431,2003,8,34,48,59,70,58.34,TaitaTaveta,11
7432,2003,9,30,42,52,62,52.08,TaitaTaveta,11
7433,2003,10,23,33,41,50,42.36,TaitaTaveta,11
7434,2003,11,14,21,28,35,29.45,TaitaTaveta,11
7435,2003,12,5,10,16,24,20.57,TaitaTaveta,11
7436,2004,1,3,6,12,20,17.07,TaitaTaveta,11
7437,2004,2,13,23,31,40,32.82,TaitaTaveta,11
7438,2004,3,28,44,55,66,53.66,TaitaTaveta,11
7439,2004,4,33,47,57,67,56.2,TaitaTaveta,11
7440,2004,5,34,52,63,72,60.02,TaitaTaveta,11
7441,2004,6,31,50,63,73,60.08,TaitaTaveta,11
7442,2004,7,26,43,55,67,54.71,TaitaTaveta,11
7443,2004,8,27,45,58,70,56.44,TaitaTaveta,11
7444,2004,9,27,45,56,67,54.83,TaitaTaveta,11
7445,2004,10,21,34,43,52,43.34,TaitaTaveta,11
7446,2004,11,18,31,41,50,40.54,TaitaTaveta,11
7447,2004,12,18,31,44,59,45.37,TaitaTaveta,11
7448,2005,1,27,42,53,62,51.89,TaitaTaveta,11
7449,2005,2,27,40,52,65,52.47,TaitaTaveta,11
7450,2005,3,20,32,42,53,43.02,TaitaTaveta,11
7451,2005,4,24,37,47,55,46.11,TaitaTaveta,11
7452,2005,5,22,36,47,58,47.13,TaitaTaveta,11
7453,2005,6,18,31,41,51,41.86,TaitaTaveta,11
7454,2005,7,11,18,26,35,28.37,TaitaTaveta,11
7455,2005,8,9,19,28,39,30.61,TaitaTaveta,11
7456,2005,9,18,29,39,49,39.8,TaitaTaveta,11
7457,2005,10,16,27,37,47,38,TaitaTaveta,11
7458,2005,11,14,23,29,37,30.93,TaitaTaveta,11
7459,2005,12,12,22,30,38,30.98,TaitaTaveta,11
7460,2006,1,6,13,20,29,22.94,TaitaTaveta,11
7461,2006,2,3,8,12,17,14.9,TaitaTaveta,11
7462,2006,3,4,9,13,18,15.48,TaitaTaveta,11
7463,2006,4,11,25,36,45,34.91,TaitaTaveta,11
7464,2006,5,20,42,59,73,55.62,TaitaTaveta,11
7465,2006,6,19,47,66,80,60.51,TaitaTaveta,11
7466,2006,7,15,36,53,70,52.12,TaitaTaveta,11
7467,2006,8,17,34,49,65,50,TaitaTaveta,11
7468,2006,9,16,32,45,60,46.45,TaitaTaveta,11
7469,2006,10,24,36,47,60,48.81,TaitaTaveta,11
7470,2006,11,33,51,60,68,58.22,TaitaTaveta,11
7471,2006,12,53,69,79,85,74.88,TaitaTaveta,11
7472,2007,1,75,85,91,94,87.93,TaitaTaveta,11
7473,2007,2,81,89,92,95,90.01,TaitaTaveta,11
7474,2007,3,67,77,83,88,81.44,TaitaTaveta,11
7475,2007,4,43,56,65,75,64.86,TaitaTaveta,11
7476,2007,5,24,35,45,55,46.24,TaitaTaveta,11
7477,2007,6,30,44,53,63,53.55,TaitaTaveta,11
7478,2007,7,30,44,57,71,56.83,TaitaTaveta,11
7479,2007,8,35,51,63,77,62.36,TaitaTaveta,11
7480,2007,9,38,54,65,76,63.53,TaitaTaveta,11
7481,2007,10,35,49,59,69,58.79,TaitaTaveta,11
7482,2007,11,23,35,44,54,45.01,TaitaTaveta,11
7483,2007,12,17,31,41,51,40.99,TaitaTaveta,11
7484,2008,1,13,28,41,55,41.73,TaitaTaveta,11
7485,2008,2,14,27,39,55,42.11,TaitaTaveta,11
7486,2008,3,15,27,38,49,38.81,TaitaTaveta,11
7487,2008,4,33,45,53,63,54.29,TaitaTaveta,11
7488,2008,5,41,55,67,75,64.45,TaitaTaveta,11
7489,2008,6,27,40,51,64,52.24,TaitaTaveta,11
7490,2008,7,22,34,44,56,46.04,TaitaTaveta,11
7491,2008,8,19,30,40,51,41.92,TaitaTaveta,11
7492,2008,9,25,37,47,57,47.8,TaitaTaveta,11
7493,2008,10,22,32,41,51,42.61,TaitaTaveta,11
7494,2008,11,16,23,29,37,31.26,TaitaTaveta,11
7495,2008,12,17,28,37,46,37.24,TaitaTaveta,11
7496,2009,1,11,22,31,41,32.3,TaitaTaveta,11
7497,2009,2,7,16,22,30,24.52,TaitaTaveta,11
7498,2009,3,3,8,14,22,18.01,TaitaTaveta,11
7499,2009,4,3,7,12,20,16.99,TaitaTaveta,11
7500,2009,5,2,6,11,19,15.44,TaitaTaveta,11
7501,2009,6,2,4,9,15,12.24,TaitaTaveta,11
7502,2009,7,4,8,13,19,15.9,TaitaTaveta,11
7503,2009,8,5,11,17,25,20.04,TaitaTaveta,11
7504,2009,9,5,11,17,25,19.97,TaitaTaveta,11
7505,2009,10,4,9,14,19,15.78,TaitaTaveta,11
7506,2009,11,4,11,18,27,20.72,TaitaTaveta,11
7507,2009,12,9,17,27,40,31,TaitaTaveta,11
7508,2010,1,23,36,46,57,47.59,TaitaTaveta,11
7509,2010,2,30,45,56,68,55.9,TaitaTaveta,11
7510,2010,3,23,37,49,63,50.73,TaitaTaveta,11
7511,2010,4,26,40,53,67,53.74,TaitaTaveta,11
7512,2010,5,31,47,59,70,57.55,TaitaTaveta,11
7513,2010,6,25,40,50,62,50.84,TaitaTaveta,11
7514,2010,7,21,33,42,52,43.26,TaitaTaveta,11
7515,2010,8,27,38,47,55,47.19,TaitaTaveta,11
7516,2010,9,28,39,48,58,49.19,TaitaTaveta,11
7517,2010,10,23,33,42,54,44.73,TaitaTaveta,11
7518,2010,11,13,21,28,38,31.59,TaitaTaveta,11
7519,2010,12,13,22,29,38,32.08,TaitaTaveta,11
7520,2011,1,11,21,30,41,32.49,TaitaTaveta,11
7521,2011,2,7,14,21,29,23.49,TaitaTaveta,11
7522,2011,3,7,16,23,32,25.12,TaitaTaveta,11
7523,2011,4,10,24,34,44,33.96,TaitaTaveta,11
7524,2011,5,13,28,40,52,40.38,TaitaTaveta,11
7525,2011,6,15,27,39,52,40.84,TaitaTaveta,11
7526,2011,7,14,24,33,44,36.02,TaitaTaveta,11
7527,2011,8,16,26,35,44,36.36,TaitaTaveta,11
7528,2011,9,16,27,36,46,37.3,TaitaTaveta,11
7529,2011,10,14,23,30,38,31.7,TaitaTaveta,11
7530,2011,11,14,26,34,43,35.17,TaitaTaveta,11
7531,2011,12,31,44,53,62,52.51,TaitaTaveta,11
7532,2012,1,30,41,50,60,50.57,TaitaTaveta,11
7533,2012,2,16,25,31,40,33.72,TaitaTaveta,11
7534,2012,3,8,17,24,31,25.57,TaitaTaveta,11
7535,2012,4,6,15,24,33,25.4,TaitaTaveta,11
7536,2012,5,10,20,29,40,30.89,TaitaTaveta,11
7537,2012,6,8,19,29,40,31.27,TaitaTaveta,11
7538,2012,7,8,18,27,37,29.4,TaitaTaveta,11
7539,2012,8,12,22,30,39,32.06,TaitaTaveta,11
7540,2012,9,12,23,32,43,34.08,TaitaTaveta,11
7541,2012,10,8,17,25,35,27.59,TaitaTaveta,11
7542,2012,11,5,12,18,26,21.25,TaitaTaveta,11
7543,2012,12,13,23,32,41,32.7,TaitaTaveta,11
7544,2013,1,22,34,44,55,44.62,TaitaTaveta,11
7545,2013,2,20,31,40,50,41.4,TaitaTaveta,11
7546,2013,3,12,21,29,37,30.58,TaitaTaveta,11
7547,2013,4,17,27,34,42,34.86,TaitaTaveta,11
7548,2013,5,18,30,39,50,40.5,TaitaTaveta,11
7549,2013,6,16,28,40,52,41.06,TaitaTaveta,11
7550,2013,7,13,23,33,44,35.06,TaitaTaveta,11
7551,2013,8,11,20,30,40,31.92,TaitaTaveta,11
7552,2013,9,15,25,34,45,36.66,TaitaTaveta,11
7553,2013,10,14,24,33,43,34.66,TaitaTaveta,11
7554,2013,11,8,15,23,31,24.53,TaitaTaveta,11
7555,2013,12,9,16,23,32,25.54,TaitaTaveta,11
7556,2014,1,18,29,39,52,40.78,TaitaTaveta,11
7557,2014,2,17,29,41,56,43.3,TaitaTaveta,11
7558,2014,3,24,41,55,68,54.02,TaitaTaveta,11
7559,2014,4,31,49,62,74,60.35,TaitaTaveta,11
7560,2014,5,29,45,56,67,55.11,TaitaTaveta,11
7561,2014,6,18,30,40,51,41.49,TaitaTaveta,11
7562,2014,7,16,26,36,47,38.18,TaitaTaveta,11
7563,2014,8,15,25,34,45,36.82,TaitaTaveta,11
7564,2014,9,17,28,39,51,40.82,TaitaTaveta,11
7565,2014,10,19,32,43,55,44.41,TaitaTaveta,11
7566,2014,11,16,27,36,45,36.64,TaitaTaveta,11
7567,2014,12,22,32,41,49,41.5,TaitaTaveta,11
7568,2015,1,23,34,43,52,43.69,TaitaTaveta,11
7569,2015,2,16,26,34,44,35.59,TaitaTaveta,11
7570,2015,3,5,13,21,29,22.32,TaitaTaveta,11
7571,2015,4,8,16,24,33,26.43,TaitaTaveta,11
7572,2015,5,16,30,39,49,39.78,TaitaTaveta,11
7573,2015,6,30,44,55,66,54.8,TaitaTaveta,11
7574,2015,7,32,46,56,67,56.48,TaitaTaveta,11
7575,2015,8,25,37,48,59,48.87,TaitaTaveta,11
7576,2015,9,22,33,43,54,44.89,TaitaTaveta,11
7577,2015,10,16,26,35,44,36.75,TaitaTaveta,11
7578,2015,11,14,21,28,37,30.73,TaitaTaveta,11
7579,2015,12,24,34,42,51,43.28,TaitaTaveta,11
7580,2016,1,30,42,52,61,51.49,TaitaTaveta,11
7581,2016,2,27,39,47,56,48.14,TaitaTaveta,11
7582,2016,3,20,31,39,48,40.49,TaitaTaveta,11
7583,2016,4,15,26,36,45,36.71,TaitaTaveta,11
7584,2016,5,22,35,45,55,45.02,TaitaTaveta,11
7585,2016,6,19,33,45,57,45.12,TaitaTaveta,11
7586,2016,7,17,28,38,49,39.8,TaitaTaveta,11
7587,2016,8,20,31,40,49,40.68,TaitaTaveta,11
7588,2016,9,22,34,43,52,43.74,TaitaTaveta,11
7589,2016,10,16,26,35,44,35.91,TaitaTaveta,11
7590,2016,11,9,16,22,29,23.69,TaitaTaveta,11
7591,2016,12,7,14,20,27,22.07,TaitaTaveta,11
7592,2017,1,6,15,24,36,28.24,TaitaTaveta,11
7593,2017,2,4,12,21,33,25.14,TaitaTaveta,11
7594,2017,3,1,8,15,23,17.62,TaitaTaveta,11
7595,2017,4,2,8,13,20,15.84,TaitaTaveta,11
7596,2017,5,0,9,16,26,19.02,TaitaTaveta,11
7597,2017,6,3,19,30,42,31.8,TaitaTaveta,11
7598,2017,7,8,24,37,52,39.55,TaitaTaveta,11
7599,2017,8,11,25,36,49,39.13,TaitaTaveta,11
7600,2017,9,14,25,34,45,36.93,TaitaTaveta,11
7601,2017,10,12,22,30,39,32.26,TaitaTaveta,11
7602,2017,11,9,18,26,37,29.13,TaitaTaveta,11
7603,2017,12,14,24,34,47,36.27,TaitaTaveta,11
7604,2018,1,11,22,32,44,33.78,TaitaTaveta,11
7605,2018,2,5,14,21,30,23.06,TaitaTaveta,11
7606,2001,12,10,26,37,48,36.73,TanaRiver,12
7607,2002,1,12,31,46,61,45.6,TanaRiver,12
7608,2002,2,17,34,47,60,46.96,TanaRiver,12
7609,2002,3,14,28,39,51,40.34,TanaRiver,12
7610,2002,4,12,22,31,41,33.25,TanaRiver,12
7611,2002,5,14,27,39,52,40.26,TanaRiver,12
7612,2002,6,15,32,47,64,47.57,TanaRiver,12
7613,2002,7,19,34,49,65,49.78,TanaRiver,12
7614,2002,8,17,31,45,61,46.54,TanaRiver,12
7615,2002,9,18,32,45,60,47,TanaRiver,12
7616,2002,10,29,45,57,69,56.07,TanaRiver,12
7617,2002,11,38,54,65,75,63.13,TanaRiver,12
7618,2002,12,46,60,70,79,68.46,TanaRiver,12
7619,2003,1,45,58,69,79,67.49,TanaRiver,12
7620,2003,2,33,47,60,74,59.83,TanaRiver,12
7621,2003,3,25,38,50,64,51.24,TanaRiver,12
7622,2003,4,19,30,40,51,41.57,TanaRiver,12
7623,2003,5,23,31,38,47,41.11,TanaRiver,12
7624,2003,6,30,46,58,68,55.9,TanaRiver,12
7625,2003,7,34,51,64,76,61.69,TanaRiver,12
7626,2003,8,35,51,63,75,62.1,TanaRiver,12
7627,2003,9,34,48,59,70,58.43,TanaRiver,12
7628,2003,10,28,39,47,56,48.08,TanaRiver,12
7629,2003,11,24,34,41,50,42.32,TanaRiver,12
7630,2003,12,28,41,51,62,50.92,TanaRiver,12
7631,2004,1,27,41,52,63,52.26,TanaRiver,12
7632,2004,2,23,37,48,61,49.59,TanaRiver,12
7633,2004,3,20,32,41,52,42.61,TanaRiver,12
7634,2004,4,20,29,37,45,38.15,TanaRiver,12
7635,2004,5,15,26,36,48,38.4,TanaRiver,12
7636,2004,6,16,27,37,48,38.46,TanaRiver,12
7637,2004,7,21,32,42,52,42.47,TanaRiver,12
7638,2004,8,25,38,49,62,50.89,TanaRiver,12
7639,2004,9,23,36,47,58,47.74,TanaRiver,12
7640,2004,10,21,31,39,48,40.01,TanaRiver,12
7641,2004,11,16,25,33,42,34.92,TanaRiver,12
7642,2004,12,17,27,37,49,39.64,TanaRiver,12
7643,2005,1,23,36,47,60,48.14,TanaRiver,12
7644,2005,2,20,33,44,54,44.18,TanaRiver,12
7645,2005,3,17,27,36,45,37.2,TanaRiver,12
7646,2005,4,15,24,31,40,33.33,TanaRiver,12
7647,2005,5,12,23,34,47,36.26,TanaRiver,12
7648,2005,6,10,22,33,46,35.81,TanaRiver,12
7649,2005,7,11,20,29,39,31.16,TanaRiver,12
7650,2005,8,10,19,28,39,31.16,TanaRiver,12
7651,2005,9,14,24,33,44,35.72,TanaRiver,12
7652,2005,10,15,24,32,41,34.28,TanaRiver,12
7653,2005,11,10,18,26,35,27.79,TanaRiver,12
7654,2005,12,10,17,25,36,28.28,TanaRiver,12
7655,2006,1,5,12,19,30,23.27,TanaRiver,12
7656,2006,2,4,10,16,23,18.79,TanaRiver,12
7657,2006,3,4,9,14,21,16.96,TanaRiver,12
7658,2006,4,4,11,17,25,20.07,TanaRiver,12
7659,2006,5,10,19,28,38,30.38,TanaRiver,12
7660,2006,6,12,23,34,45,35.44,TanaRiver,12
7661,2006,7,10,20,30,41,32.73,TanaRiver,12
7662,2006,8,12,22,31,42,34.1,TanaRiver,12
7663,2006,9,11,22,31,43,34.49,TanaRiver,12
7664,2006,10,11,21,31,44,34.85,TanaRiver,12
7665,2006,11,14,24,35,51,39.31,TanaRiver,12
7666,2006,12,33,46,55,65,55.99,TanaRiver,12
7667,2007,1,53,69,77,83,73.95,TanaRiver,12
7668,2007,2,50,69,81,87,75.52,TanaRiver,12
7669,2007,3,44,62,73,82,69.54,TanaRiver,12
7670,2007,4,28,40,49,58,49.49,TanaRiver,12
7671,2007,5,16,27,36,45,37.41,TanaRiver,12
7672,2007,6,18,33,45,58,45.84,TanaRiver,12
7673,2007,7,25,43,59,72,56.64,TanaRiver,12
7674,2007,8,34,49,61,72,60.2,TanaRiver,12
7675,2007,9,33,49,61,72,59.75,TanaRiver,12
7676,2007,10,30,46,57,69,56.78,TanaRiver,12
7677,2007,11,19,34,46,58,46.11,TanaRiver,12
7678,2007,12,28,39,47,57,48.46,TanaRiver,12
7679,2008,1,26,39,49,59,49.47,TanaRiver,12
7680,2008,2,27,40,50,62,51.02,TanaRiver,12
7681,2008,3,21,34,43,54,44.16,TanaRiver,12
7682,2008,4,25,37,46,55,46.2,TanaRiver,12
7683,2008,5,27,41,52,64,52.08,TanaRiver,12
7684,2008,6,25,40,51,62,51.23,TanaRiver,12
7685,2008,7,29,42,52,62,52.33,TanaRiver,12
7686,2008,8,23,36,46,58,47.18,TanaRiver,12
7687,2008,9,26,38,49,59,48.9,TanaRiver,12
7688,2008,10,22,34,43,52,43.57,TanaRiver,12
7689,2008,11,19,28,35,42,36.05,TanaRiver,12
7690,2008,12,19,29,36,44,37.01,TanaRiver,12
7691,2009,1,13,23,30,38,30.98,TanaRiver,12
7692,2009,2,8,15,21,28,23.26,TanaRiver,12
7693,2009,3,9,15,20,28,23.06,TanaRiver,12
7694,2009,4,8,14,19,25,21.16,TanaRiver,12
7695,2009,5,6,12,18,26,21.03,TanaRiver,12
7696,2009,6,5,11,18,28,22.08,TanaRiver,12
7697,2009,7,8,15,22,31,25.39,TanaRiver,12
7698,2009,8,10,19,27,36,28.9,TanaRiver,12
7699,2009,9,14,22,29,37,30.91,TanaRiver,12
7700,2009,10,11,18,24,31,25.82,TanaRiver,12
7701,2009,11,20,29,37,45,37.32,TanaRiver,12
7702,2009,12,20,33,43,54,43.59,TanaRiver,12
7703,2010,1,18,31,41,52,42.56,TanaRiver,12
7704,2010,2,13,23,32,42,33.97,TanaRiver,12
7705,2010,3,13,24,33,43,34.4,TanaRiver,12
7706,2010,4,29,46,56,64,53.62,TanaRiver,12
7707,2010,5,40,59,71,80,67.01,TanaRiver,12
7708,2010,6,29,46,57,68,56.2,TanaRiver,12
7709,2010,7,22,34,44,55,45.51,TanaRiver,12
7710,2010,8,25,36,47,58,47.82,TanaRiver,12
7711,2010,9,27,39,50,61,50.94,TanaRiver,12
7712,2010,10,25,36,45,55,46.21,TanaRiver,12
7713,2010,11,18,26,32,39,33.66,TanaRiver,12
7714,2010,12,11,19,26,35,28.19,TanaRiver,12
7715,2011,1,5,11,18,26,20.89,TanaRiver,12
7716,2011,2,3,7,11,18,14.61,TanaRiver,12
7717,2011,3,4,8,13,20,16.29,TanaRiver,12
