COUNTY,YEAR,MONTH,VCI3M
Wajir,2013,11,34.27
Wajir,2013,12,24.27
Wajir,2014,1,20.86
Wajir,2014,2,15.72
Wajir,2014,3,16.68
Wajir,2014,4,29.6
Wajir,2014,5,38.98
Wajir,2014,6,31.7
Wajir,2014,7,26.7
Wajir,2014,8,23.56
Wajir,2014,9,32.82
Wajir,2014,10,27.83
Wajir,2014,11,19.28
Wajir,2014,12,20.64
Wajir,2015,1,16.41
Wajir,2015,2,12.18
Wajir,2015,3,5.65
Wajir,2015,4,19.38
Wajir,2015,5,46.41
Wajir,2015,6,43.79
Wajir,2015,7,36.88
Wajir,2015,8,33.46
Wajir,2015,9,36.05
Wajir,2015,10,29.5
Wajir,2015,11,25.89
Wajir,2015,12,26.78
Wajir,2016,1,28.3
Wajir,2016,2,19.18
Wajir,2016,3,15.55
Wajir,2016,4,13.22
Wajir,2016,5,35.55
Wajir,2016,6,46.61
Wajir,2016,7,43.38
Wajir,2016,8,49.55
Wajir,2016,9,50.87
Wajir,2016,10,41.32
Wajir,2016,11,19.08
Wajir,2016,12,12.53
Wajir,2017,1,16.41
Wajir,2017,2,14.32
Wajir,2017,3,11.89
Wajir,2017,4,9.63
Wajir,2017,5,21
Wajir,2017,6,24
Wajir,2017,7,29.39
Wajir,2017,8,30.06
Wajir,2017,9,31.18
Wajir,2017,10,24.63
Wajir,2017,11,23.18
Wajir,2017,12,23.17
Wajir,2018,1,19.05
Wajir,2018,2,11.89
Wajir,2018,3,20.69
