COUNTY,YEAR,MONTH,VCI3M
Kajiado,2001,1,
Kajiado,2001,2,
Kajiado,2001,3,68.99
Kajiado,2001,4,66.21
Kajiado,2001,5,59.77
Kajiado,2001,6,56.56
Kajiado,2001,7,44.85
Kajiado,2001,8,42.62
Kajiado,2001,9,43.1
Kajiado,2001,10,44.54
Kajiado,2001,11,42.14
Kajiado,2001,12,50.86
Kajiado,2002,1,43.32
Kajiado,2002,2,48.19
Kajiado,2002,3,50.64
Kajiado,2002,4,57.83
Kajiado,2002,5,54.17
Kajiado,2002,6,60.64
Kajiado,2002,7,51.06
Kajiado,2002,8,45.07
Kajiado,2002,9,49.41
Kajiado,2002,10,49.07
Kajiado,2002,11,41.6
Kajiado,2002,12,46.82
Kajiado,2003,1,63.53
Kajiado,2003,2,71.47
Kajiado,2003,3,53.85
Kajiado,2003,4,38.4
Kajiado,2003,5,37.34
Kajiado,2003,6,69.19
Kajiado,2003,7,80.36
Kajiado,2003,8,75.93
Kajiado,2003,9,70.34
Kajiado,2003,10,65.95
Kajiado,2003,11,50.42
Kajiado,2003,12,32.93
Kajiado,2004,1,24.5
Kajiado,2004,2,30.01
Kajiado,2004,3,44.8
Kajiado,2004,4,48.47
Kajiado,2004,5,58.23
Kajiado,2004,6,52.04
Kajiado,2004,7,39.74
Kajiado,2004,8,32.52
Kajiado,2004,9,34.21
Kajiado,2004,10,38.63
Kajiado,2004,11,29.59
Kajiado,2004,12,24.23
Kajiado,2005,1,23.91
Kajiado,2005,2,26.21
Kajiado,2005,3,26.22
Kajiado,2005,4,34.21
Kajiado,2005,5,48.44
Kajiado,2005,6,50.7
Kajiado,2005,7,41.01
Kajiado,2005,8,34.77
Kajiado,2005,9,31.73
Kajiado,2005,10,26.89
Kajiado,2005,11,23.33
Kajiado,2005,12,18.93
Kajiado,2006,1,10.14
Kajiado,2006,2,6.55
Kajiado,2006,3,10.38
Kajiado,2006,4,37.41
Kajiado,2006,5,72.43
Kajiado,2006,6,70.17
Kajiado,2006,7,45.65
Kajiado,2006,8,42.34
Kajiado,2006,9,43.3
Kajiado,2006,10,44.84
Kajiado,2006,11,41.74
Kajiado,2006,12,58.32
Kajiado,2007,1,83.63
Kajiado,2007,2,90.42
Kajiado,2007,3,84.68
Kajiado,2007,4,61.72
Kajiado,2007,5,53.65
Kajiado,2007,6,48.76
Kajiado,2007,7,38.89
Kajiado,2007,8,41.09
Kajiado,2007,9,47.79
Kajiado,2007,10,54.44
Kajiado,2007,11,42.23
Kajiado,2007,12,29.08
Kajiado,2008,1,27.83
Kajiado,2008,2,30.76
Kajiado,2008,3,34.2
Kajiado,2008,4,49.13
Kajiado,2008,5,57.47
Kajiado,2008,6,39.84
Kajiado,2008,7,24.29
Kajiado,2008,8,21.02
Kajiado,2008,9,28.48
Kajiado,2008,10,33.4
Kajiado,2008,11,33.52
Kajiado,2008,12,38.09
Kajiado,2009,1,25.87
Kajiado,2009,2,16.95
Kajiado,2009,3,10.21
Kajiado,2009,4,6.64
Kajiado,2009,5,6.86
Kajiado,2009,6,11.6
Kajiado,2009,7,13.12
Kajiado,2009,8,11.06
Kajiado,2009,9,8.62
Kajiado,2009,10,7.11
Kajiado,2009,11,12.17
Kajiado,2009,12,18.87
Kajiado,2010,1,32.18
Kajiado,2010,2,51.17
Kajiado,2010,3,67.85
Kajiado,2010,4,77.34
Kajiado,2010,5,74.84
Kajiado,2010,6,61.23
Kajiado,2010,7,47.17
Kajiado,2010,8,43.86
Kajiado,2010,9,44.72
Kajiado,2010,10,44.81
Kajiado,2010,11,40.25
Kajiado,2010,12,41.09
Kajiado,2011,1,40.54
Kajiado,2011,2,28.42
Kajiado,2011,3,37.98
Kajiado,2011,4,50.02
Kajiado,2011,5,46.29
Kajiado,2011,6,34.27
Kajiado,2011,7,21.28
Kajiado,2011,8,19.37
Kajiado,2011,9,25.51
Kajiado,2011,10,34.25
Kajiado,2011,11,40.83
Kajiado,2011,12,58.99
Kajiado,2012,1,58.88
Kajiado,2012,2,37.61
Kajiado,2012,3,22.83
Kajiado,2012,4,21.81
Kajiado,2012,5,44.85
Kajiado,2012,6,68.19
Kajiado,2012,7,68.1
Kajiado,2012,8,66.06
Kajiado,2012,9,65.98
Kajiado,2012,10,57.4
Kajiado,2012,11,54.9
Kajiado,2012,12,50.36
Kajiado,2013,1,52.11
Kajiado,2013,2,51.96
Kajiado,2013,3,44.66
Kajiado,2013,4,50.21
Kajiado,2013,5,70.94
Kajiado,2013,6,73.42
Kajiado,2013,7,52.23
Kajiado,2013,8,49.98
Kajiado,2013,9,57.34
Kajiado,2013,10,60.71
Kajiado,2013,11,46.14
Kajiado,2013,12,38.85
Kajiado,2014,1,55.95
Kajiado,2014,2,52.19
Kajiado,2014,3,65.29
Kajiado,2014,4,67.43
Kajiado,2014,5,53.88
Kajiado,2014,6,28.93
Kajiado,2014,7,20.9
Kajiado,2014,8,24.56
Kajiado,2014,9,33.26
Kajiado,2014,10,49.84
Kajiado,2014,11,49.24
Kajiado,2014,12,35.03
Kajiado,2015,1,34.9
Kajiado,2015,2,27.8
Kajiado,2015,3,21.43
Kajiado,2015,4,16.77
Kajiado,2015,5,25.78
Kajiado,2015,6,41.38
Kajiado,2015,7,42.53
Kajiado,2015,8,36.5
Kajiado,2015,9,32.86
Kajiado,2015,10,25.34
Kajiado,2015,11,26.64
Kajiado,2015,12,46.51
Kajiado,2016,1,67.08
Kajiado,2016,2,70.27
Kajiado,2016,3,64.4
Kajiado,2016,4,54.28
Kajiado,2016,5,52.78
Kajiado,2016,6,53.54
Kajiado,2016,7,39.65
Kajiado,2016,8,34.34
Kajiado,2016,9,36.23
Kajiado,2016,10,37.21
Kajiado,2016,11,29.92
Kajiado,2016,12,32.93
Kajiado,2017,1,31.46
Kajiado,2017,2,23.86
Kajiado,2017,3,17.88
Kajiado,2017,4,16.07
Kajiado,2017,5,21.27
Kajiado,2017,6,24.96
Kajiado,2017,7,22.14
Kajiado,2017,8,22.18
Kajiado,2017,9,24.86
Kajiado,2017,10,23.09
Kajiado,2017,11,23.61
Kajiado,2017,12,25.28
Kajiado,2018,1,20.85
Kajiado,2018,2,15.75
Kajiado,2018,3,18.24
Marsabit,2001,1,
Marsabit,2001,2,
Marsabit,2001,3,33.78
Marsabit,2001,4,39.65
Marsabit,2001,5,43.06
Marsabit,2001,6,45.99
Marsabit,2001,7,41.07
Marsabit,2001,8,40.01
Marsabit,2001,9,38.32
Marsabit,2001,10,38.97
Marsabit,2001,11,31.41
Marsabit,2001,12,25.26
Marsabit,2002,1,23.61
Marsabit,2002,2,23.78
Marsabit,2002,3,32.05
Marsabit,2002,4,35.2
Marsabit,2002,5,45.33
Marsabit,2002,6,54.58
Marsabit,2002,7,50.82
Marsabit,2002,8,46.67
Marsabit,2002,9,45.68
Marsabit,2002,10,44.96
Marsabit,2002,11,35.72
Marsabit,2002,12,24.21
Marsabit,2003,1,37.93
Marsabit,2003,2,45.95
Marsabit,2003,3,36.92
Marsabit,2003,4,24.45
Marsabit,2003,5,35.67
Marsabit,2003,6,66.18
Marsabit,2003,7,73.35
Marsabit,2003,8,65.08
Marsabit,2003,9,56
Marsabit,2003,10,53.24
Marsabit,2003,11,35.61
Marsabit,2003,12,24.02
Marsabit,2004,1,25.12
Marsabit,2004,2,32.05
Marsabit,2004,3,32.88
Marsabit,2004,4,26.23
Marsabit,2004,5,42.08
Marsabit,2004,6,41.71
Marsabit,2004,7,40.25
Marsabit,2004,8,34.78
Marsabit,2004,9,33.53
Marsabit,2004,10,34.77
Marsabit,2004,11,29.66
Marsabit,2004,12,36.64
Marsabit,2005,1,33.51
Marsabit,2005,2,28.13
Marsabit,2005,3,23.7
Marsabit,2005,4,21.22
Marsabit,2005,5,23.94
Marsabit,2005,6,29.57
Marsabit,2005,7,33.73
Marsabit,2005,8,31.34
Marsabit,2005,9,25.82
Marsabit,2005,10,24.86
Marsabit,2005,11,19.27
Marsabit,2005,12,11.68
Marsabit,2006,1,6.3
Marsabit,2006,2,7.08
Marsabit,2006,3,7.84
Marsabit,2006,4,17.11
Marsabit,2006,5,44.1
Marsabit,2006,6,39.04
Marsabit,2006,7,25.86
Marsabit,2006,8,30.85
Marsabit,2006,9,38.92
Marsabit,2006,10,40.46
Marsabit,2006,11,41.34
Marsabit,2006,12,51.56
Marsabit,2007,1,67.48
Marsabit,2007,2,67.85
Marsabit,2007,3,60.19
Marsabit,2007,4,42.96
Marsabit,2007,5,39.19
Marsabit,2007,6,33.09
Marsabit,2007,7,37.04
Marsabit,2007,8,53.77
Marsabit,2007,9,67.5
Marsabit,2007,10,67.24
Marsabit,2007,11,46.12
Marsabit,2007,12,28.25
Marsabit,2008,1,18.14
Marsabit,2008,2,23.03
Marsabit,2008,3,24.54
Marsabit,2008,4,26.65
Marsabit,2008,5,40.87
Marsabit,2008,6,37.97
Marsabit,2008,7,30.51
Marsabit,2008,8,27.29
Marsabit,2008,9,28.34
Marsabit,2008,10,30.18
Marsabit,2008,11,44.43
Marsabit,2008,12,48.44
Marsabit,2009,1,32.9
Marsabit,2009,2,24.29
Marsabit,2009,3,23.36
Marsabit,2009,4,19.45
Marsabit,2009,5,14.92
Marsabit,2009,6,11.98
Marsabit,2009,7,14.37
Marsabit,2009,8,10.55
Marsabit,2009,9,13.81
Marsabit,2009,10,13.23
Marsabit,2009,11,18.88
Marsabit,2009,12,17.41
Marsabit,2010,1,20.25
Marsabit,2010,2,31.45
Marsabit,2010,3,49.35
Marsabit,2010,4,64.35
Marsabit,2010,5,69.12
Marsabit,2010,6,46.46
Marsabit,2010,7,35.58
Marsabit,2010,8,36.89
Marsabit,2010,9,36.41
Marsabit,2010,10,34.06
Marsabit,2010,11,22.87
Marsabit,2010,12,12.22
Marsabit,2011,1,7.2
Marsabit,2011,2,8.47
Marsabit,2011,3,16.01
Marsabit,2011,4,14.1
Marsabit,2011,5,9.47
Marsabit,2011,6,6.49
Marsabit,2011,7,7.97
Marsabit,2011,8,11.55
Marsabit,2011,9,14.14
Marsabit,2011,10,20.21
Marsabit,2011,11,38.56
Marsabit,2011,12,64.15
Marsabit,2012,1,71.29
Marsabit,2012,2,53.41
Marsabit,2012,3,42.36
Marsabit,2012,4,29.04
Marsabit,2012,5,39.13
Marsabit,2012,6,38.93
Marsabit,2012,7,35.98
Marsabit,2012,8,38.49
Marsabit,2012,9,38.04
Marsabit,2012,10,33.3
Marsabit,2012,11,34.24
Marsabit,2012,12,29.15
Marsabit,2013,1,25.21
Marsabit,2013,2,23.49
Marsabit,2013,3,19.85
Marsabit,2013,4,38.95
Marsabit,2013,5,68.42
Marsabit,2013,6,62.51
Marsabit,2013,7,44.06
Marsabit,2013,8,49.51
Marsabit,2013,9,51.21
Marsabit,2013,10,48.24
Marsabit,2013,11,35.55
Marsabit,2013,12,34.24
Marsabit,2014,1,29.34
Marsabit,2014,2,21.56
Marsabit,2014,3,36.93
Marsabit,2014,4,56.14
Marsabit,2014,5,57.06
Marsabit,2014,6,33.36
Marsabit,2014,7,24.3
Marsabit,2014,8,27.45
Marsabit,2014,9,37.83
Marsabit,2014,10,48.57
Marsabit,2014,11,41.48
Marsabit,2014,12,26.48
Marsabit,2015,1,21.44
Marsabit,2015,2,16.05
Marsabit,2015,3,10.27
Marsabit,2015,4,11.44
Marsabit,2015,5,28.19
Marsabit,2015,6,34.84
Marsabit,2015,7,34.88
Marsabit,2015,8,28.04
Marsabit,2015,9,25.26
Marsabit,2015,10,24.28
Marsabit,2015,11,28.21
Marsabit,2015,12,30.81
Marsabit,2016,1,37.48
Marsabit,2016,2,30.77
Marsabit,2016,3,22.92
Marsabit,2016,4,19.39
Marsabit,2016,5,31.59
Marsabit,2016,6,39.21
Marsabit,2016,7,38.83
Marsabit,2016,8,45.22
Marsabit,2016,9,41.09
Marsabit,2016,10,34.45
Marsabit,2016,11,20.52
Marsabit,2016,12,13.73
Marsabit,2017,1,11.87
Marsabit,2017,2,11.07
Marsabit,2017,3,12.1
Marsabit,2017,4,10.14
Marsabit,2017,5,14.73
Marsabit,2017,6,19.05
Marsabit,2017,7,26.66
Marsabit,2017,8,31.08
Marsabit,2017,9,31.45
Marsabit,2017,10,32.29
Marsabit,2017,11,38.08
Marsabit,2017,12,37.37
Marsabit,2018,1,24.68
Marsabit,2018,2,14.58
Marsabit,2018,3,26.94
Samburu,2001,1,
Samburu,2001,2,
Samburu,2001,3,43.26
Samburu,2001,4,42.03
Samburu,2001,5,47.51
Samburu,2001,6,43.77
Samburu,2001,7,41.58
Samburu,2001,8,32.12
Samburu,2001,9,29.45
Samburu,2001,10,27.99
Samburu,2001,11,26.73
Samburu,2001,12,35.57
Samburu,2002,1,36.33
Samburu,2002,2,32.88
Samburu,2002,3,35.69
Samburu,2002,4,40.61
Samburu,2002,5,55.4
Samburu,2002,6,63.48
Samburu,2002,7,55.73
Samburu,2002,8,46.68
Samburu,2002,9,36.57
Samburu,2002,10,33.43
Samburu,2002,11,30.9
Samburu,2002,12,34.39
Samburu,2003,1,52.54
Samburu,2003,2,54.81
Samburu,2003,3,38.14
Samburu,2003,4,28.3
Samburu,2003,5,45.73
Samburu,2003,6,72.51
Samburu,2003,7,73.56
Samburu,2003,8,60.79
Samburu,2003,9,57.82
Samburu,2003,10,56.07
Samburu,2003,11,39.02
Samburu,2003,12,32.81
Samburu,2004,1,42.51
Samburu,2004,2,49.93
Samburu,2004,3,45.96
Samburu,2004,4,42.79
Samburu,2004,5,59.92
Samburu,2004,6,56.44
Samburu,2004,7,45.92
Samburu,2004,8,34.02
Samburu,2004,9,30.1
Samburu,2004,10,33.77
Samburu,2004,11,38.98
Samburu,2004,12,56.21
Samburu,2005,1,56.29
Samburu,2005,2,46.05
Samburu,2005,3,38
Samburu,2005,4,30.67
Samburu,2005,5,37.16
Samburu,2005,6,47.51
Samburu,2005,7,49.79
Samburu,2005,8,41.9
Samburu,2005,9,34.67
Samburu,2005,10,37.88
Samburu,2005,11,28.96
Samburu,2005,12,20.45
Samburu,2006,1,11.87
Samburu,2006,2,11.75
Samburu,2006,3,14.37
Samburu,2006,4,22.77
Samburu,2006,5,51.92
Samburu,2006,6,39.64
Samburu,2006,7,22.21
Samburu,2006,8,24.36
Samburu,2006,9,35.52
Samburu,2006,10,37.07
Samburu,2006,11,40.85
Samburu,2006,12,59.35
Samburu,2007,1,81.45
Samburu,2007,2,80.02
Samburu,2007,3,68.27
Samburu,2007,4,46.25
Samburu,2007,5,52.03
Samburu,2007,6,48.89
Samburu,2007,7,56.93
Samburu,2007,8,70.34
Samburu,2007,9,78.84
Samburu,2007,10,76.96
Samburu,2007,11,56.72
Samburu,2007,12,42.57
Samburu,2008,1,33.41
Samburu,2008,2,43.34
Samburu,2008,3,43.53
Samburu,2008,4,43.5
Samburu,2008,5,50.88
Samburu,2008,6,39.85
Samburu,2008,7,26.98
Samburu,2008,8,26.14
Samburu,2008,9,27.48
Samburu,2008,10,30.89
Samburu,2008,11,51.9
Samburu,2008,12,57.68
Samburu,2009,1,41.93
Samburu,2009,2,28.11
Samburu,2009,3,18.2
Samburu,2009,4,12.71
Samburu,2009,5,11.74
Samburu,2009,6,16.39
Samburu,2009,7,18.3
Samburu,2009,8,11.85
Samburu,2009,9,9.07
Samburu,2009,10,7.85
Samburu,2009,11,21.74
Samburu,2009,12,27.57
Samburu,2010,1,35.02
Samburu,2010,2,40.21
Samburu,2010,3,55.61
Samburu,2010,4,72.25
Samburu,2010,5,82.18
Samburu,2010,6,63.96
Samburu,2010,7,47.76
Samburu,2010,8,43.42
Samburu,2010,9,42.7
Samburu,2010,10,41.08
Samburu,2010,11,28.58
Samburu,2010,12,18.17
Samburu,2011,1,10.02
Samburu,2011,2,8.17
Samburu,2011,3,11.53
Samburu,2011,4,14.03
Samburu,2011,5,17.99
Samburu,2011,6,17.14
Samburu,2011,7,25.26
Samburu,2011,8,31.2
Samburu,2011,9,36.47
Samburu,2011,10,40.35
Samburu,2011,11,56.35
Samburu,2011,12,71.64
Samburu,2012,1,72.62
Samburu,2012,2,55.14
Samburu,2012,3,40.18
Samburu,2012,4,27.06
Samburu,2012,5,42.48
Samburu,2012,6,56.85
Samburu,2012,7,56.96
Samburu,2012,8,56.55
Samburu,2012,9,51.77
Samburu,2012,10,42.66
Samburu,2012,11,53.27
Samburu,2012,12,55.15
Samburu,2013,1,54.73
Samburu,2013,2,47.44
Samburu,2013,3,36.49
Samburu,2013,4,39.18
Samburu,2013,5,64.12
Samburu,2013,6,62.17
Samburu,2013,7,45.81
Samburu,2013,8,44.54
Samburu,2013,9,41.24
Samburu,2013,10,36.98
Samburu,2013,11,32.54
Samburu,2013,12,47.55
Samburu,2014,1,57.84
Samburu,2014,2,45.41
Samburu,2014,3,41.25
Samburu,2014,4,51.26
Samburu,2014,5,48.73
Samburu,2014,6,29.78
Samburu,2014,7,18.9
Samburu,2014,8,16.74
Samburu,2014,9,24.19
Samburu,2014,10,47.65
Samburu,2014,11,47.57
Samburu,2014,12,40.24
Samburu,2015,1,42.75
Samburu,2015,2,32.48
Samburu,2015,3,16.8
Samburu,2015,4,17.53
Samburu,2015,5,35.59
Samburu,2015,6,43.07
Samburu,2015,7,39.76
Samburu,2015,8,27.2
Samburu,2015,9,19.85
Samburu,2015,10,15.71
Samburu,2015,11,19.76
Samburu,2015,12,37.32
Samburu,2016,1,58.27
Samburu,2016,2,55.92
Samburu,2016,3,42.54
Samburu,2016,4,30.03
Samburu,2016,5,37.61
Samburu,2016,6,49.24
Samburu,2016,7,51.6
Samburu,2016,8,50.97
Samburu,2016,9,40.99
Samburu,2016,10,29.24
Samburu,2016,11,17.17
Samburu,2016,12,15.81
Samburu,2017,1,19.45
Samburu,2017,2,15.44
Samburu,2017,3,11.5
Samburu,2017,4,7.36
Samburu,2017,5,15.71
Samburu,2017,6,24.3
Samburu,2017,7,29.92
Samburu,2017,8,28
Samburu,2017,9,26.77
Samburu,2017,10,27.31
Samburu,2017,11,46.36
Samburu,2017,12,51.19
Samburu,2018,1,36.11
Samburu,2018,2,14.58
Samburu,2018,3,26.94
Garissa,2001,1,
Garissa,2001,2,
Garissa,2001,3,41.27
Garissa,2001,4,44.77
Garissa,2001,5,47.21
Garissa,2001,6,52.68
Garissa,2001,7,50.8
Garissa,2001,8,47.3
Garissa,2001,9,44.17
Garissa,2001,10,40.51
Garissa,2001,11,33.32
Garissa,2001,12,43.16
Garissa,2002,1,49.23
Garissa,2002,2,44.12
Garissa,2002,3,45.03
Garissa,2002,4,41.88
Garissa,2002,5,58.28
Garissa,2002,6,79.57
Garissa,2002,7,77.76
Garissa,2002,8,70.97
Garissa,2002,9,63.86
Garissa,2002,10,63.7
Garissa,2002,11,60.16
Garissa,2002,12,59.92
Garissa,2003,1,60.05
Garissa,2003,2,49.48
Garissa,2003,3,44.03
Garissa,2003,4,34.95
Garissa,2003,5,39.54
Garissa,2003,6,58.49
Garissa,2003,7,68.08
Garissa,2003,8,67.94
Garissa,2003,9,57.74
Garissa,2003,10,47.94
Garissa,2003,11,42.67
Garissa,2003,12,52.31
Garissa,2004,1,56.89
Garissa,2004,2,50.63
Garissa,2004,3,39.49
Garissa,2004,4,27.89
Garissa,2004,5,32.79
Garissa,2004,6,31.89
Garissa,2004,7,44.01
Garissa,2004,8,54.57
Garissa,2004,9,52.94
Garissa,2004,10,44.49
Garissa,2004,11,33.17
Garissa,2004,12,37.9
Garissa,2005,1,42.32
Garissa,2005,2,35.15
Garissa,2005,3,27.94
Garissa,2005,4,22.18
Garissa,2005,5,32.27
Garissa,2005,6,38.84
Garissa,2005,7,39.9
Garissa,2005,8,47.45
Garissa,2005,9,51.1
Garissa,2005,10,41.47
Garissa,2005,11,25.13
Garissa,2005,12,21.37
Garissa,2006,1,21.6
Garissa,2006,2,19.41
Garissa,2006,3,15.16
Garissa,2006,4,19.14
Garissa,2006,5,33.32
Garissa,2006,6,36.35
Garissa,2006,7,33.23
Garissa,2006,8,31.26
Garissa,2006,9,31.06
Garissa,2006,10,31.4
Garissa,2006,11,44.04
Garissa,2006,12,63.5
Garissa,2007,1,82.26
Garissa,2007,2,84.75
Garissa,2007,3,79.91
Garissa,2007,4,57.98
Garissa,2007,5,49.75
Garissa,2007,6,53.38
Garissa,2007,7,60.85
Garissa,2007,8,56.19
Garissa,2007,9,62.9
Garissa,2007,10,72.02
Garissa,2007,11,63.62
Garissa,2007,12,52.77
Garissa,2008,1,51.47
Garissa,2008,2,56.94
Garissa,2008,3,48.7
Garissa,2008,4,45.83
Garissa,2008,5,59.76
Garissa,2008,6,63.66
Garissa,2008,7,56.46
Garissa,2008,8,46.53
Garissa,2008,9,47.86
Garissa,2008,10,43.58
Garissa,2008,11,33.55
Garissa,2008,12,37.74
Garissa,2009,1,34.6
Garissa,2009,2,29.29
Garissa,2009,3,28.36
Garissa,2009,4,22.79
Garissa,2009,5,29.84
Garissa,2009,6,37.53
Garissa,2009,7,41.73
Garissa,2009,8,33.16
Garissa,2009,9,27.6
Garissa,2009,10,23.33
Garissa,2009,11,40.19
Garissa,2009,12,44.18
Garissa,2010,1,44.25
Garissa,2010,2,33.15
Garissa,2010,3,37.82
Garissa,2010,4,58.06
Garissa,2010,5,76.17
Garissa,2010,6,61.8
Garissa,2010,7,49.36
Garissa,2010,8,46.21
Garissa,2010,9,46.72
Garissa,2010,10,40.3
Garissa,2010,11,23.21
Garissa,2010,12,19.89
Garissa,2011,1,15.62
Garissa,2011,2,11.43
Garissa,2011,3,8.4
Garissa,2011,4,8.31
Garissa,2011,5,23.56
Garissa,2011,6,27.87
Garissa,2011,7,23.85
Garissa,2011,8,21.69
Garissa,2011,9,21.8
Garissa,2011,10,29.56
Garissa,2011,11,50.76
Garissa,2011,12,68.73
Garissa,2012,1,67.54
Garissa,2012,2,55.87
Garissa,2012,3,47.9
Garissa,2012,4,33.9
Garissa,2012,5,26.97
Garissa,2012,6,23.08
Garissa,2012,7,26.78
Garissa,2012,8,32.96
Garissa,2012,9,36.65
Garissa,2012,10,31.01
Garissa,2012,11,29.52
Garissa,2012,12,32.23
Garissa,2013,1,40.88
Garissa,2013,2,35.56
Garissa,2013,3,27.53
Garissa,2013,4,42.07
Garissa,2013,5,63.47
Garissa,2013,6,61.27
Garissa,2013,7,53.19
Garissa,2013,8,48.19
Garissa,2013,9,40.2
Garissa,2013,10,31.86
Garissa,2013,11,22.5
Garissa,2013,12,27.41
Garissa,2014,1,34.57
Garissa,2014,2,29.51
Garissa,2014,3,23.86
Garissa,2014,4,34.25
Garissa,2014,5,47.23
Garissa,2014,6,46.11
Garissa,2014,7,40.34
Garissa,2014,8,31.88
Garissa,2014,9,29.61
Garissa,2014,10,30.13
Garissa,2014,11,27.34
Garissa,2014,12,33.12
Garissa,2015,1,32.98
Garissa,2015,2,23.86
Garissa,2015,3,15.66
Garissa,2015,4,28.52
Garissa,2015,5,55.47
Garissa,2015,6,62.24
Garissa,2015,7,53.25
Garissa,2015,8,44.85
Garissa,2015,9,45.25
Garissa,2015,10,34.56
Garissa,2015,11,29.99
Garissa,2015,12,38.59
Garissa,2016,1,48.76
Garissa,2016,2,41.2
Garissa,2016,3,32.26
Garissa,2016,4,26.45
Garissa,2016,5,32.87
Garissa,2016,6,39.61
Garissa,2016,7,37.9
Garissa,2016,8,33.68
Garissa,2016,9,30.63
Garissa,2016,10,24.37
Garissa,2016,11,11.31
Garissa,2016,12,11.65
Garissa,2017,1,16.83
Garissa,2017,2,16.68
Garissa,2017,3,15.1
Garissa,2017,4,10.73
Garissa,2017,5,15.89
Garissa,2017,6,23.31
Garissa,2017,7,30.54
Garissa,2017,8,28.15
Garissa,2017,9,24.18
Garissa,2017,10,31.5
Garissa,2017,11,31.15
Garissa,2017,12,28.83
Garissa,2018,1,16.31
Garissa,2018,2,6.24
Garissa,2018,3,12.63
Isiolo,2001,1,
Isiolo,2001,2,
Isiolo,2001,3,31.67
Isiolo,2001,4,33.58
Isiolo,2001,5,41.46
Isiolo,2001,6,37.61
Isiolo,2001,7,40.81
Isiolo,2001,8,38.22
Isiolo,2001,9,38.57
Isiolo,2001,10,38.23
Isiolo,2001,11,28.8
Isiolo,2001,12,32.11
Isiolo,2002,1,36.43
Isiolo,2002,2,32.22
Isiolo,2002,3,37
Isiolo,2002,4,39.35
Isiolo,2002,5,55.72
Isiolo,2002,6,83.44
Isiolo,2002,7,80.7
Isiolo,2002,8,80.12
Isiolo,2002,9,90.1
Isiolo,2002,10,85.26
Isiolo,2002,11,59.03
Isiolo,2002,12,41.48
Isiolo,2003,1,51.08
Isiolo,2003,2,45.31
Isiolo,2003,3,36.04
Isiolo,2003,4,26.47
Isiolo,2003,5,47.44
Isiolo,2003,6,68.05
Isiolo,2003,7,72.13
Isiolo,2003,8,74.15
Isiolo,2003,9,78.2
Isiolo,2003,10,73.63
Isiolo,2003,11,45.42
Isiolo,2003,12,31.01
Isiolo,2004,1,37.01
Isiolo,2004,2,47.77
Isiolo,2004,3,48.06
Isiolo,2004,4,43.74
Isiolo,2004,5,43.96
Isiolo,2004,6,32.61
Isiolo,2004,7,32.51
Isiolo,2004,8,32.23
Isiolo,2004,9,35.64
Isiolo,2004,10,34.92
Isiolo,2004,11,29.58
Isiolo,2004,12,38.61
Isiolo,2005,1,42.4
Isiolo,2005,2,33.63
Isiolo,2005,3,26.37
Isiolo,2005,4,21.54
Isiolo,2005,5,34.26
Isiolo,2005,6,46.13
Isiolo,2005,7,52.11
Isiolo,2005,8,52.71
Isiolo,2005,9,50.27
Isiolo,2005,10,46.39
Isiolo,2005,11,26.98
Isiolo,2005,12,14.48
Isiolo,2006,1,9.34
Isiolo,2006,2,11.16
Isiolo,2006,3,12.36
Isiolo,2006,4,18.85
Isiolo,2006,5,48.12
Isiolo,2006,6,39.66
Isiolo,2006,7,27.55
Isiolo,2006,8,31.51
Isiolo,2006,9,36.56
Isiolo,2006,10,38.6
Isiolo,2006,11,43.06
Isiolo,2006,12,65.26
Isiolo,2007,1,81.75
Isiolo,2007,2,77.03
Isiolo,2007,3,70.05
Isiolo,2007,4,54.2
Isiolo,2007,5,47.72
Isiolo,2007,6,34.96
Isiolo,2007,7,39.33
Isiolo,2007,8,46.54
Isiolo,2007,9,56.49
Isiolo,2007,10,57.32
Isiolo,2007,11,34.74
Isiolo,2007,12,22.89
Isiolo,2008,1,20.34
Isiolo,2008,2,34.29
Isiolo,2008,3,38.27
Isiolo,2008,4,27.36
Isiolo,2008,5,43.28
Isiolo,2008,6,45.78
Isiolo,2008,7,40.72
Isiolo,2008,8,39.44
Isiolo,2008,9,43.14
Isiolo,2008,10,41.27
Isiolo,2008,11,33.66
Isiolo,2008,12,33.18
Isiolo,2009,1,25.03
Isiolo,2009,2,21.05
Isiolo,2009,3,17.84
Isiolo,2009,4,15
Isiolo,2009,5,18.42
Isiolo,2009,6,14.34
Isiolo,2009,7,14.49
Isiolo,2009,8,10.27
Isiolo,2009,9,14.62
Isiolo,2009,10,14.32
Isiolo,2009,11,20.41
Isiolo,2009,12,19.58
Isiolo,2010,1,21.23
Isiolo,2010,2,18.64
Isiolo,2010,3,27.02
Isiolo,2010,4,49.99
Isiolo,2010,5,58.31
Isiolo,2010,6,35.83
Isiolo,2010,7,27.15
Isiolo,2010,8,29.5
Isiolo,2010,9,32.46
Isiolo,2010,10,30.25
Isiolo,2010,11,16.85
Isiolo,2010,12,9.95
Isiolo,2011,1,6.09
Isiolo,2011,2,6.32
Isiolo,2011,3,6.48
Isiolo,2011,4,6.22
Isiolo,2011,5,5.32
Isiolo,2011,6,4.31
Isiolo,2011,7,7
Isiolo,2011,8,11.75
Isiolo,2011,9,16.88
Isiolo,2011,10,25.49
Isiolo,2011,11,46.8
Isiolo,2011,12,63.7
Isiolo,2012,1,63.62
Isiolo,2012,2,53.15
