Admin1,county,Source,SourceDoc,Admin0,Year,Crop,Area,Yield,MT,ID,west1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1982,Maize,51526,3.24,166944,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1983,Maize,48441,3,145323,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1984,Maize,49502,2.7,133659,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1985,Maize,55479,3.15,174759,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1986,Maize,51529,3.52,181383,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1987,Maize,52314,2.9,151710,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1988,Maize,68080,3.6,245088,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1989,Maize,68350,4.05,276818,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1990,Maize,59741,2.97,177431,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1991,Maize,69500,3.6,250200,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1992,Maize,58190,3.67,213840,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1993,Maize,65676,2.52,165503.52,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1995,Maize,63600,3.6,228960,46,1
Rift Valley,Trans Nzoia,MOALP,AgroMOALP,,1997,Maize,63400,2.51,159282,46,1
Rift Valley,Trans Nzoia,MOALP,AgroMOALP,,1998,Maize,64600,3.6,232560,46,1
Rift Valley,Trans Nzoia,MOALP,AgroMOALP,,1999,Maize,62300,2.88,179424,46,1
Rift Valley,Trans Nzoia,MOALP,AgroMOALP,,2000,Maize,63800,2.7,172260,46,1
Rift Valley,Trans Nzoia,MOALP,AgroMOALP,,2001,Maize,78500,3.06,240408,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2002,Maize,89300,2.34,208902,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2003,Maize,82490.78,2.42,199605.1,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2004,Maize,95657,2.79,266915,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2005,Maize,94700,4.05,383573,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2008,Maize,93949.56,3.62,339883.42,46,1
Rift Valley,Trans Nzoia,MoALF,Spreadsheet,,2009,Maize,101490,2.55,258357.6,46,1
Rift Valley,Turkana,MOA,AgroMOA,,1971,Maize,85,0.09,8,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1974,Maize,100,1.2,120,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1975,Maize,300,1.62,486,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1976,Maize,110,1.39,153,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1977,Maize,120,1.35,162,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1978,Maize,90,1.53,138,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1979,Maize,139,1.8,250,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1980,Maize,120,1.8,216,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1982,Maize,650,0.9,585,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1983,Maize,650,0.9,585,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1985,Maize,200,0.45,90,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1986,Maize,200,0.72,144,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1987,Maize,613,0.9,552,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1992,Maize,189,1.53,289.17,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1993,Maize,450,0.54,243,47,1
Rift Valley,Turkana,MOA,AgroMOA,,1995,Maize,300,1.35,405,47,1
Rift Valley,Turkana,MOALP,AgroMOALP,,1997,Maize,480,0.47,225,47,1
Rift Valley,Turkana,MOALP,AgroMOALP,,1998,Maize,300,0.84,252,47,1
Rift Valley,Turkana,MOALP,AgroMOALP,,1999,Maize,800,1.73,1386,47,1
Rift Valley,Turkana,MOALP,AgroMOALP,,2000,Maize,600,1.17,702,47,1
Rift Valley,Turkana,MOALP,AgroMOALP,,2001,Maize,900,1.14,1026,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2002,Maize,300,1.17,351,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2003,Maize,277.12,1.21,335.38,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2004,Maize,1203,0.92,1110,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2005,Maize,2827,1.43,4044,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2006,Maize,2590,1.25,3227,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2007,Maize,2200,1.74,3825,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2008,Maize,1819.42,1.38,2508.28,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2009,Maize,1234,0.9,1107,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2010,Maize,1020,1.76,1791.45,47,1
Rift Valley,Turkana,MoALF,Spreadsheet,,2011,Maize,1880,1.24,2330.1,47,1
Rift Valley,Turkana,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,2252,1.59,3587.44,47,1
Rift Valley,Turkana,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,1626,1.9,3087.77,47,1
Rift Valley,Turkana,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,1310,1.67,2192.94,47,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1970,Maize,25275,3,75825,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1971,Maize,27950,3.37,94331,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1972,Maize,35470,2.7,95769,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1973,Maize,30040,1.8,54068,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1974,Maize,25600,3.25,83241,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1975,Maize,29220,3.42,99952,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1976,Maize,41770,2.25,93987,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1977,Maize,42820,2.25,96345,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1978,Maize,34450,2.7,93015,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1979,Maize,36916,2.7,99673,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,1980,Maize,36860,2.25,82935,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1981,Maize,43816,3.15,138015,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1982,Maize,46648,2.88,134347,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1983,Maize,47144,3.86,181913,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1984,Maize,39600,0.9,35640,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1985,Maize,62800,2.7,169560,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1986,Maize,61030,3.15,192240,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1987,Maize,59870,3.33,199367,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1988,Maize,59830,3.6,215388,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1989,Maize,61238,4.05,248014,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1990,Maize,59886,2.97,177861,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1991,Maize,55000,2.25,123750,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1993,Maize,55640,1.53,84853.8,48,1
Rift Valley,Uasin Gishu,MOA,AgroMOA,,1995,Maize,54600,3.15,171990,48,1
Rift Valley,Uasin Gishu,MOALP,AgroMOALP,,1997,Maize,52500,1.94,101812.5,48,1
Rift Valley,Uasin Gishu,MOALP,AgroMOALP,,1998,Maize,53700,3.42,183654,48,1
Rift Valley,Uasin Gishu,MOALP,AgroMOALP,,1999,Maize,61300,2.7,165510,48,1
Rift Valley,Uasin Gishu,MOALP,AgroMOALP,,2000,Maize,58000,2.7,156510,48,1
Rift Valley,Uasin Gishu,MOALP,AgroMOALP,,2001,Maize,61800,2.88,177984,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2002,Maize,49000,2.52,123492,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2003,Maize,45263.7,2.61,117996.16,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2004,Maize,63585,2.97,188866,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2005,Maize,65758,3.87,254509,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2006,Maize,66000,4.05,267327,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2008,Maize,65262.54,3.72,242875.03,48,1
Rift Valley,Uasin Gishu,MoALF,Spreadsheet,,2009,Maize,85002,2.76,234415.8,48,1
Rift Valley,Uasin Gishu,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,91310,2.83,258042.06,48,1
Rift Valley,Uasin Gishu,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,96654,3.93,380140.18,48,1
Rift Valley,West Pokot,MOA,AgroMOA,,1973,Maize,7270,0.5,3620,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1974,Maize,6460,2.25,14535,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1975,Maize,4340,3.99,17330,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1976,Maize,9380,2.25,21105,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1977,Maize,15070,2.25,33899,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1978,Maize,7876,2.25,17721,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1979,Maize,6139,3.23,19828,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,1980,Maize,9450,1.52,14400,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1981,Maize,10100,3.33,33633,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1982,Maize,12800,3.15,40320,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1983,Maize,13200,3.89,51300,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,1984,Maize,13000,2.25,29250,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1985,Maize,14712,2.25,33102,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1986,Maize,12650,2.25,28463,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1987,Maize,12450,2.25,28013,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1988,Maize,21160,3.42,72367,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1989,Maize,18698,3.6,67302,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1990,Maize,13788,2.3,31712,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1991,Maize,15000,3.15,47250,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1992,Maize,17104,3.6,61574.4,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1993,Maize,19480,1.35,26298,49,1
Rift Valley,West Pokot,MOA,AgroMOA,,1995,Maize,21400,2.52,53928,49,1
Rift Valley,West Pokot,MOALP,AgroMOALP,,1997,Maize,24000,1.44,34596,49,1
Rift Valley,West Pokot,MOALP,AgroMOALP,,1998,Maize,23000,2.7,62100,49,1
Rift Valley,West Pokot,MOALP,AgroMOALP,,1999,Maize,11200,1.62,18144,49,1
Rift Valley,West Pokot,MOALP,AgroMOALP,,2000,Maize,21300,0.85,18180,49,1
Rift Valley,West Pokot,MOALP,AgroMOALP,,2001,Maize,22500,1.63,36657,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2002,Maize,18600,1.15,21368,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2003,Maize,17181.73,1.19,20417.05,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2004,Maize,22800,1.26,28731,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2005,Maize,23785,1.71,40676,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2006,Maize,24108,1.43,34450,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2007,Maize,24150,2.31,55836,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2008,Maize,22404.95,1.61,36022.01,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2009,Maize,18057,1.31,23686.65,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2010,Maize,22120,2.32,51394.05,49,1
Rift Valley,West Pokot,MoALF,Spreadsheet,,2011,Maize,20450,2.16,44127,49,1
Rift Valley,West Pokot,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,33035,3.42,112979.7,49,1
Rift Valley,West Pokot,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,19380,2.88,55814.4,49,1
Rift Valley,West Pokot,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,19748,2.39,47276.71,49,1
Western,Bungoma,MOA,AgroMOA,,1970,Maize,39702,2.54,100711,52,1
Western,Bungoma,MOA,AgroMOA,,1971,Maize,43771,2.54,111035,52,1
Western,Bungoma,MOA,AgroMOA,,1972,Maize,41300,2.54,104765,52,1
Western,Bungoma,MOA,AgroMOA,,1973,Maize,46347,3.5,162000,52,1
Western,Bungoma,MOA,AgroMOA,,1974,Maize,43456,2.69,117000,52,1
Western,Bungoma,MOA,AgroMOA,,1975,Maize,49637,2.72,134829,52,1
Western,Bungoma,MOA,AgroMOA,,1976,Maize,45902,3.14,144000,52,1
Western,Bungoma,MOA,AgroMOA,,1977,Maize,44880,3.31,148500,52,1
Western,Bungoma,MOA,AgroMOA,,1978,Maize,39900,2.78,111000,52,1
Western,Bungoma,MOA,AgroMOA,,1979,Maize,41491,2.25,93355,52,1
Western,Bungoma,MOA,AgroMOA,,1980,Maize,50000,2.25,112500,52,1
Western,Bungoma,MOA,AgroMOA,,1981,Maize,61000,2.25,137345,52,1
Western,Bungoma,MOA,AgroMOA,,1982,Maize,66528,2.7,179628,52,1
Western,Bungoma,MOA,AgroMOA,,1983,Maize,66000,2.1,138546,52,1
Western,Bungoma,MOA,AgroMOA,,1984,Maize,78000,1.84,143640,52,1
Western,Bungoma,MOA,AgroMOA,,1985,Maize,84690,2.94,248663,52,1
Western,Bungoma,MOA,AgroMOA,,1986,Maize,93000,2.81,261100,52,1
Western,Bungoma,MOA,AgroMOA,,1987,Maize,98766,2.54,250538,52,1
Western,Bungoma,MOA,AgroMOA,,1988,Maize,83570,2.25,188030,52,1
Western,Bungoma,MOA,AgroMOA,,1989,Maize,72210,2.25,162470,52,1
Western,Bungoma,MOA,AgroMOA,,1990,Maize,78248,2.3,179950,52,1
Western,Bungoma,MOA,AgroMOA,,1991,Maize,60500,2.79,168795,52,1
Western,Bungoma,MOA,AgroMOA,,1992,Maize,71500,2.5,178749.99,52,1
Western,Bungoma,MOA,AgroMOA,,1993,Maize,42220,1.8,75996,52,1
Western,Bungoma,MOALP,AgroMOALP,,1994,Maize,56490,2.7,152523,52,1
Western,Bungoma,MOA,AgroMOA,,1995,Maize,56490,2.5,141225.03,52,1
Western,Bungoma,MoALF,Spreadsheet,,1996,Maize,68672,2.62,179933,52,1
Western,Bungoma,MOALP,AgroMOALP,,1997,Maize,56731,2.7,153173.7,52,1
Western,Bungoma,MOALP,AgroMOALP,,1998,Maize,55403,2.64,146170.53,52,1
Western,Bungoma,MOALP,AgroMOALP,,1999,Maize,57855,2.79,161415.45,52,1
Western,Bungoma,MOALP,AgroMOALP,,2000,Maize,57950,2.66,154413,52,1
Western,Bungoma,MOALP,AgroMOALP,,2001,Maize,59000,2.61,153990,52,1
Western,Bungoma,MoALF,Spreadsheet,,2002,Maize,72770,2.46,178673.09,52,1
Western,Bungoma,MoALF,Spreadsheet,,2003,Maize,69381.93,3.01,208846.46,52,1
Western,Bungoma,MoALF,Spreadsheet,,2004,Maize,72257,2.7,195135.64,52,1
Western,Bungoma,MoALF,Spreadsheet,,2005,Maize,82356,2.98,245188.12,52,1
Western,Bungoma,MoALF,Spreadsheet,,2006,Maize,82742,3.19,264076.15,52,1
Western,Bungoma,MoALF,Spreadsheet,,2007,Maize,76545,2.79,213560.55,52,1
Western,Bungoma,MoALF,Spreadsheet,,2008,Maize,76656.39,2.95,226136.34,52,1
Western,Bungoma,MoALF,Spreadsheet,,2009,Maize,93915,1.99,186493.5,52,1
Western,Bungoma,MoALF,Spreadsheet,,2010,Maize,96861,2.66,257184,52,1
Western,Bungoma,MoALF,Spreadsheet,,2011,Maize,95373,2.71,258893.46,52,1
Western,Bungoma,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,96209,2.93,282277.21,52,1
Western,Bungoma,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,92705,2.57,238622.67,52,1
Western,Bungoma,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,98074,2.93,287749.12,52,1
Western,Busia,MOA,AgroMOA,,1970,Maize,18133,1.74,31486,53,1
Western,Busia,MOA,AgroMOA,,1971,Maize,16142,2.25,36319,53,1
Western,Busia,MOA,AgroMOA,,1972,Maize,34140,1.74,59281,53,1
Western,Busia,MOA,AgroMOA,,1973,Maize,13881,1.74,24103,53,1
Western,Busia,MOA,AgroMOA,,1974,Maize,12795,1.74,22217,53,1
Western,Busia,MOA,AgroMOA,,1975,Maize,7960,1.74,13822,53,1
Western,Busia,MOA,AgroMOA,,1976,Maize,10076,1.74,17496,53,1
Western,Busia,MOA,AgroMOA,,1977,Maize,15308,1.74,26580,53,1
Western,Busia,MOA,AgroMOA,,1978,Maize,13308,1.74,23108,53,1
Western,Busia,MOA,AgroMOA,,1979,Maize,17905,1.74,31090,53,1
Western,Busia,MOA,AgroMOA,,1980,Maize,30000,1.74,52092,53,1
Western,Busia,MOA,AgroMOA,,1981,Maize,25331,2.08,52796,53,1
Western,Busia,MOA,AgroMOA,,1982,Maize,29600,1.74,51398,53,1
Western,Busia,MOA,AgroMOA,,1983,Maize,28000,1.39,38880,53,1
Western,Busia,MOA,AgroMOA,,1984,Maize,31000,1.57,48717,53,1
Western,Busia,MOA,AgroMOA,,1985,Maize,33000,1.62,53550,53,1
Western,Busia,MOA,AgroMOA,,1986,Maize,33000,1.8,59400,53,1
Western,Busia,MOA,AgroMOA,,1987,Maize,35063,1.74,60884,53,1
Western,Busia,MOA,AgroMOA,,1988,Maize,24900,1.08,26890,53,1
Western,Busia,MOA,AgroMOA,,1989,Maize,27300,1.08,29485,53,1
Western,Busia,MOA,AgroMOA,,1990,Maize,25630,1.15,29475,53,1
Western,Busia,MOA,AgroMOA,,1992,Maize,14489,1.66,24044.04,53,1
Western,Busia,MOA,AgroMOA,,1993,Maize,10200,1.03,10535.58,53,1
Western,Busia,MOALP,AgroMOALP,,1994,Maize,15520,0.16,2500,53,1
Western,Busia,MOA,AgroMOA,,1995,Maize,16280,1.67,27202.05,53,1
Western,Busia,MOALP,AgroMOALP,,1997,Maize,12521,1.62,20284.02,53,1
Western,Busia,MOALP,AgroMOALP,,1998,Maize,13931,1.32,18333.27,53,1
Western,Busia,MOALP,AgroMOALP,,1999,Maize,14160,1.4,19824.03,53,1
Western,Busia,MOALP,AgroMOALP,,2000,Maize,18226,1.17,21324.42,53,1
Western,Busia,MOALP,AgroMOALP,,2001,Maize,18800,1.17,21996,53,1
Western,Busia,MoALF,Spreadsheet,,2002,Maize,27588,1.35,37265.17,53,1
Western,Busia,MoALF,Spreadsheet,,2003,Maize,26303.54,1.66,43558.31,53,1
Western,Busia,MoALF,Spreadsheet,,2004,Maize,17323,1.32,22815.66,53,1
Western,Busia,MoALF,Spreadsheet,,2005,Maize,24352,1.96,47848.78,53,1
Western,Busia,MoALF,Spreadsheet,,2006,Maize,39570,1.31,51865.44,53,1
Western,Busia,MoALF,Spreadsheet,,2007,Maize,36362,1.24,45088.88,53,1
Western,Busia,MoALF,Spreadsheet,,2008,Maize,28782.11,0.43,12376.31,53,1
Western,Busia,MoALF,Spreadsheet,,2009,Maize,25229,1.26,31707.36,53,1
Western,Busia,MoALF,Spreadsheet,,2010,Maize,47300,1.18,55897.56,53,1
Western,Busia,MoALF,Spreadsheet,,2011,Maize,38865,1.21,47205,53,1
Western,Busia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,41990,1.31,55174.86,53,1
Western,Busia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,45898,1.51,69397.78,53,1
Western,Busia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,50400,1.58,79833.6,53,1
Western,Kakamega,MOA,AgroMOA,,1970,Maize,83457,2.09,174793,55,1
Western,Kakamega,MOA,AgroMOA,,1971,Maize,74460,2.38,177459,55,1
Western,Kakamega,MOA,AgroMOA,,1972,Maize,63000,2.7,170100,55,1
Western,Kakamega,MOA,AgroMOA,,1973,Maize,79662,2.88,229427,55,1
Western,Kakamega,MOA,AgroMOA,,1974,Maize,71591,2.09,149940,55,1
Western,Kakamega,MOA,AgroMOA,,1975,Maize,54065,2.34,126512,55,1
Western,Kakamega,MOA,AgroMOA,,1976,Maize,75548,2.09,158221,55,1
Western,Kakamega,MOA,AgroMOA,,1977,Maize,103223,2.09,216191,55,1
Western,Kakamega,MOA,AgroMOA,,1978,Maize,77085,2.25,173441,55,1
Western,Kakamega,MOA,AgroMOA,,1979,Maize,88941,2.25,200117,55,1
Western,Kakamega,MOA,AgroMOA,,1980,Maize,106420,2.09,222886,55,1
Western,Kakamega,MOA,AgroMOA,,1981,Maize,112237,2.42,271137,55,1
Western,Kakamega,MOA,AgroMOA,,1982,Maize,110420,2.09,231264,55,1
Western,Kakamega,MOA,AgroMOA,,1983,Maize,84225,2.09,176401,55,1
Western,Kakamega,MOA,AgroMOA,,1984,Maize,102000,2.09,213629,55,1
Western,Kakamega,MOA,AgroMOA,,1985,Maize,109286,2.1,229501,55,1
Western,Kakamega,MOA,AgroMOA,,1986,Maize,117045,2.1,245795,55,1
Western,Kakamega,MOA,AgroMOA,,1987,Maize,125355,2.1,263264,55,1
Western,Kakamega,MOA,AgroMOA,,1988,Maize,122000,1.71,208620,55,1
Western,Kakamega,MOA,AgroMOA,,1989,Maize,134800,2.3,310040,55,1
Western,Kakamega,MOA,AgroMOA,,1990,Maize,135000,2.3,310500,55,1
Western,Kakamega,MOA,AgroMOA,,1992,Maize,73334,2.94,215352.63,55,1
Western,Kakamega,MOA,AgroMOA,,1993,Maize,74246,2.25,167049.81,55,1
Western,Kakamega,MOALP,AgroMOALP,,1994,Maize,69343,2.6,180000,55,1
Western,Kakamega,MOA,AgroMOA,,1995,Maize,68915,2.95,203314.41,55,1
Western,Kakamega,MOALP,AgroMOALP,,1997,Maize,30198,2.16,65227.68,55,1
Western,Kakamega,MOALP,AgroMOALP,,1998,Maize,31108,2.67,83193.84,55,1
Western,Kakamega,MOALP,AgroMOALP,,1999,Maize,29450,2,58900.05,55,1
Western,Kakamega,MOALP,AgroMOALP,,2000,Maize,30020,1.8,54036,55,1
Western,Kakamega,MOALP,AgroMOALP,,2001,Maize,29500,2.07,61065,55,1
Western,Kakamega,MoALF,Spreadsheet,,2002,Maize,66445,2.22,147493.61,55,1
Western,Kakamega,MoALF,Spreadsheet,,2003,Maize,63351.41,2.72,172401.55,55,1
Western,Kakamega,MoALF,Spreadsheet,,2004,Maize,69000,3,207240.77,55,1
Western,Kakamega,MoALF,Spreadsheet,,2005,Maize,68884,2.54,174909.99,55,1
Western,Kakamega,MoALF,Spreadsheet,,2006,Maize,70747,2.63,185822.68,55,1
Western,Kakamega,MoALF,Spreadsheet,,2007,Maize,50084,3.98,199261,55,1
Western,Kakamega,MoALF,Spreadsheet,,2008,Maize,64413.28,0.85,54686.88,55,1
Western,Kakamega,MoALF,Spreadsheet,,2009,Maize,82317,1.95,160347.15,55,1
Western,Kakamega,MoALF,Spreadsheet,,2010,Maize,70185,2.21,155339.55,55,1
Western,Kakamega,MoALF,Spreadsheet,,2011,Maize,66672,1.94,129396.78,55,1
Western,Kakamega,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,76285,2.38,181253.16,55,1
Western,Kakamega,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,73463,2.48,181820.93,55,1
Western,Kakamega,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,70993,2.7,191681.1,55,1
Western,Vihiga,MoALF,Spreadsheet,,1991,Maize,24350,1.41,34370,59,1
Western,Vihiga,MOA,AgroMOA,,1992,Maize,22840,0.45,10189.8,59,1
Western,Vihiga,MOA,AgroMOA,,1993,Maize,14530,1.49,21664.98,59,1
Western,Vihiga,MOA,AgroMOA,,1994,Maize,18720,0.56,10531.53,59,1
Western,Vihiga,MOA,AgroMOA,,1995,Maize,20597,1.51,31073.13,59,1
Western,Vihiga,MOALP,AgroMOALP,,1997,Maize,14900,1.8,26820,59,1
Western,Vihiga,MOALP,AgroMOALP,,1998,Maize,22700,1.58,35793,59,1
Western,Vihiga,MOALP,AgroMOALP,,1999,Maize,23100,1.71,39412.8,59,1
Western,Vihiga,MOALP,AgroMOALP,,2000,Maize,22200,1.53,33966,59,1
Western,Vihiga,MOALP,AgroMOALP,,2001,Maize,23300,1.62,37746,59,1
Western,Vihiga,MoALF,Spreadsheet,,2002,Maize,22700,1.5,34052.21,59,1
Western,Vihiga,MoALF,Spreadsheet,,2003,Maize,21643.12,1.84,39802.76,59,1
Western,Vihiga,MoALF,Spreadsheet,,2004,Maize,23100,1.71,39416.74,59,1
Western,Vihiga,MoALF,Spreadsheet,,2005,Maize,20820,1.8,37443.74,59,1
Western,Vihiga,MoALF,Spreadsheet,,2006,Maize,22100,1.22,26993.7,59,1
Western,Vihiga,MoALF,Spreadsheet,,2007,Maize,13900,1.6,22240,59,1
Western,Vihiga,MoALF,Spreadsheet,,2008,Maize,20312.62,0.36,7312.54,59,1
Western,Vihiga,MoALF,Spreadsheet,,2009,Maize,25242,1.14,28721.52,59,1
Western,Vihiga,MoALF,Spreadsheet,,2010,Maize,18034,1.64,29612.88,59,1
Western,Vihiga,MoALF,Spreadsheet,,2011,Maize,22764,1.58,35869.95,59,1
Western,Vihiga,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,18010,1.65,29662.47,59,1
Western,Vihiga,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,24195,1.59,38542.64,59,1
Western,Vihiga,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,23772,1.64,38938.54,59,1
Nyanza,Kisii,MOA,AgroMOA,,1970,Maize,11114,0.14,1554,60,1
Nyanza,Kisii,MOA,AgroMOA,,1971,Maize,41358,0.06,2629,60,1
Nyanza,Kisii,MOA,AgroMOA,,1972,Maize,28832,0.17,4882,60,1
Nyanza,Kisii,MOA,AgroMOA,,1973,Maize,53200,1.5,79800,60,1
Nyanza,Kisii,MOA,AgroMOA,,1974,Maize,23156,2.96,68582,60,1
Nyanza,Kisii,MOA,AgroMOA,,1975,Maize,25635,3.3,84667,60,1
Nyanza,Kisii,MOA,AgroMOA,,1976,Maize,31163,3.15,98160,60,1
Nyanza,Kisii,MOA,AgroMOA,,1977,Maize,32142,2.59,83396,60,1
