Admin1,county,Source,SourceDoc,Admin0,Year,Crop,Area,Yield,MT,ID,west1
Rift Valley,Kajiado,MOA,AgroMOA,,1989,Maize,28960,2.21,63857,36,1
Rift Valley,Kajiado,MOA,AgroMOA,,1990,Maize,29324,1.8,52783,36,1
Rift Valley,Kajiado,MOA,AgroMOA,,1992,Maize,4026,2.43,9783.18,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,1993,Maize,29785,1.35,40209.75,36,1
Rift Valley,Kajiado,MOALP,AgroMOALP,,1997,Maize,44800,0.04,1945.8,36,1
Rift Valley,Kajiado,MOALP,AgroMOALP,,1998,Maize,28480,0.41,11790,36,1
Rift Valley,Kajiado,MOALP,AgroMOALP,,1999,Maize,33500,0.31,10440,36,1
Rift Valley,Kajiado,MOALP,AgroMOALP,,2000,Maize,30050,2.05,61722,36,1
Rift Valley,Kajiado,MOALP,AgroMOALP,,2001,Maize,32200,0.72,23148,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2002,Maize,36300,1.49,53978,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2003,Maize,33532.09,1.54,51575.78,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2004,Maize,36700,1.34,49280.47,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2005,Maize,36300,1.3,47087.31,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2006,Maize,35920,0.73,26103,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2007,Maize,35900,1.86,66825,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2008,Maize,35670.42,1.35,48174.31,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2009,Maize,7357,0.83,6073.38,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2010,Maize,14590,1.19,17432.55,36,1
Rift Valley,Kajiado,MoALF,Spreadsheet,,2011,Maize,23245,1.54,35797.3,36,1
Rift Valley,Kajiado,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,30145,1.07,32170.44,36,1
Rift Valley,Kajiado,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,34721,1.85,64372.73,36,1
Rift Valley,Kajiado,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,31020,2.4,74541.06,36,1
Rift Valley,Kericho,MOA,AgroMOA,,1970,Maize,43715,2.42,105923,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1971,Maize,22000,4.05,89100,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1972,Maize,32000,4.05,129600,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1973,Maize,28960,3.33,96466,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1974,Maize,35550,2.96,105359,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1975,Maize,35045,3.6,126191,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1976,Maize,36875,3.6,132750,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1977,Maize,42490,3.15,133844,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1978,Maize,42838,2.87,123044,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1979,Maize,45572,3.55,161928,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1980,Maize,57932,3.15,182477,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1981,Maize,70232,3.15,221231,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1982,Maize,72000,2.61,187920,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1983,Maize,72000,3.7,266400,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1984,Maize,72000,2.52,181530,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1985,Maize,74000,2.7,199800,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1986,Maize,74000,3.15,233100,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1987,Maize,74200,3.33,247086,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1988,Maize,80194,3.6,288698,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1989,Maize,85434,3.6,307562,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1990,Maize,76558,2.7,206707,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1991,Maize,78500,3.28,257580,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1992,Maize,67288,3.6,242236.8,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1993,Maize,40550,1.98,80289,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,1994,Maize,41800,3.6,150480,38,1
Rift Valley,Kericho,MOA,AgroMOA,,1995,Maize,41000,3.15,129150,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,1996,Maize,39500,3.24,127980,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,1997,Maize,39700,2.61,103617,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,1998,Maize,40000,3.42,136800,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,1999,Maize,30500,3.05,93015,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,2000,Maize,31500,2.64,83250,38,1
Rift Valley,Kericho,MOALP,AgroMOALP,,2001,Maize,33000,2.92,96273,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2002,Maize,50900,2.4,121962,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2003,Maize,47018.82,2.48,116534.25,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2004,Maize,53600,2.73,146593,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2005,Maize,54190,2.97,161055,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2006,Maize,41685,3.52,146731.2,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2007,Maize,63895,3.52,224838,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2008,Maize,52077.76,3.22,167501.25,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2009,Maize,48223,2.12,102205.8,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2010,Maize,50600,2.6,131450.4,38,1
Rift Valley,Kericho,MoALF,Spreadsheet,,2011,Maize,48035,2.44,116992.8,38,1
Rift Valley,Kericho,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,41971,3.05,128053.52,38,1
Rift Valley,Kericho,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,41170,2.52,103748.4,38,1
Rift Valley,Kericho,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,41041,2.18,89387.3,38,1
Rift Valley,Laikipia,MOA,AgroMOA,,1973,Maize,6350,1.08,6858,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1974,Maize,7325,2.15,15777,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1975,Maize,7800,3.24,25272,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1976,Maize,7800,2.25,17550,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1977,Maize,9100,2.25,20475,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1978,Maize,9800,2.88,28224,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1979,Maize,7060,2.25,15903,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1980,Maize,6000,0.75,4500,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1981,Maize,8300,2.25,18675,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1982,Maize,9820,2.52,24746,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1983,Maize,12500,2.76,34560,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1984,Maize,12638,0.5,6302,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1985,Maize,15490,2.7,41823,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1986,Maize,18000,2.7,48600,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1987,Maize,16574,1.53,25358,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1988,Maize,16574,2.25,37292,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1989,Maize,18000,1.8,32400,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1990,Maize,18106,1.9,34401,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1991,Maize,17500,1.62,28350,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1992,Maize,20855,1.35,28154.25,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1993,Maize,19819,1.17,23188.23,40,1
Rift Valley,Laikipia,MOA,AgroMOA,,1995,Maize,20500,1.8,36900,40,1
Rift Valley,Laikipia,MOALP,AgroMOALP,,1997,Maize,20250,1.53,30978,40,1
Rift Valley,Laikipia,MOALP,AgroMOALP,,1998,Maize,19900,1.9,37800,40,1
Rift Valley,Laikipia,MOALP,AgroMOALP,,1999,Maize,20000,1.17,23400,40,1
Rift Valley,Laikipia,MOALP,AgroMOALP,,2000,Maize,18800,1.26,23760,40,1
Rift Valley,Laikipia,MOALP,AgroMOALP,,2001,Maize,22700,2.04,46224,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2002,Maize,21400,1.12,23879,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2003,Maize,19768.23,1.15,22816.3,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2004,Maize,21650,1.42,30702,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2005,Maize,28000,1.66,46535,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2006,Maize,33903,1.33,45209,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2007,Maize,36300,1.8,65340,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2008,Maize,27924.25,1.51,42120.46,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2009,Maize,8365,0.83,6969.96,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2010,Maize,41154,2.54,104590.98,40,1
Rift Valley,Laikipia,MoALF,Spreadsheet,,2011,Maize,36635,1.91,70067.43,40,1
Rift Valley,Laikipia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,36163,3.37,121724.66,40,1
Rift Valley,Laikipia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,5665,0.89,5047.52,40,1
Rift Valley,Laikipia,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,6175,1.06,6557.85,40,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1973,Maize,12540,0.81,10167,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1974,Maize,14155,3.15,44593,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1975,Maize,16360,3.51,57434,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1977,Maize,17590,2.25,39578,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1978,Maize,19068,3.15,60064,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1979,Maize,19500,2.25,43875,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1980,Maize,19850,1.27,25200,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1981,Maize,22008,2.52,55460,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1982,Maize,21814,2.7,58898,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1983,Maize,21118,2.81,59400,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1984,Maize,23005,0.62,14300,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1985,Maize,18557,2.7,50104,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1986,Maize,22250,2.7,60075,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1987,Maize,24600,1.57,38610,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1988,Maize,21200,2.7,57240,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1989,Maize,26700,3.15,84105,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1990,Maize,20700,1.8,37260,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1991,Maize,21200,2.25,47700,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1992,Maize,21332,3.6,76795.2,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1993,Maize,24500,1.53,37485,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,1994,Maize,27948,2.36,66044,41,1
Rift Valley,Elgeyo Marakwet,MOA,AgroMOA,,1995,Maize,10352,2.16,22360.32,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,1996,Maize,8600,2.16,18576,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,1997,Maize,7910,1.26,9954,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,1998,Maize,12500,2.48,30937.5,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,1999,Maize,13000,2.64,34290,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,2000,Maize,14500,2.17,31410,41,1
Rift Valley,Elgeyo Marakwet,MOALP,AgroMOALP,,2001,Maize,15800,3.19,50427,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2002,Maize,29300,2.12,62124,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2003,Maize,27065.84,2.19,59359.26,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2004,Maize,33330,1.94,64765,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2005,Maize,33579,3.01,101153,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2006,Maize,35835,3.11,111363,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2007,Maize,34250,3.45,118145.7,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2008,Maize,32811.97,2.77,90957.19,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2009,Maize,35766,1.6,57179.07,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2010,Maize,30120,2.93,88238.7,41,1
Rift Valley,Elgeyo Marakwet,MoALF,Spreadsheet,,2011,Maize,158411,0.55,86432.49,41,1
Rift Valley,Elgeyo Marakwet,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,31533,3.02,95072,41,1
Rift Valley,Elgeyo Marakwet,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,32015,3.27,104593.01,41,1
Rift Valley,Elgeyo Marakwet,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,27620,3.87,106889.4,41,1
Rift Valley,Nakuru,MOA,AgroMOA,,1970,Maize,13655,4.05,55302,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1971,Maize,5050,3.6,18180,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1972,Maize,6240,2.7,16848,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1973,Maize,4650,4.04,18800,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1974,Maize,40000,2.43,97200,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1975,Maize,40000,3.15,126000,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1976,Maize,45500,1.48,67500,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1977,Maize,42000,2.25,94500,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1978,Maize,32808,2.43,79723,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1979,Maize,26700,1.8,48060,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1980,Maize,37095,0.6,22268,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1981,Maize,37485,2.7,101209,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1982,Maize,45805,1.45,66510,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1983,Maize,44480,3.56,158445,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1985,Maize,61500,2.7,166050,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1986,Maize,61900,2.7,167130,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1987,Maize,64350,1.62,104247,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1988,Maize,66618,2.7,179869,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1989,Maize,61244,2.52,154395,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1990,Maize,60475,2.25,136068,42,1
Rift Valley,Nakuru,MOA,AgroMOA,,1992,Maize,53371,2.61,129644.64,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,1994,Maize,63460,2.25,142785,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,1997,Maize,65540,1.54,101160,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,1998,Maize,59100,2.34,138393,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,1999,Maize,65000,1.04,67437,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,2000,Maize,63000,0.37,23607,42,1
Rift Valley,Nakuru,MOALP,AgroMOALP,,2001,Maize,65300,2.48,162162,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2002,Maize,60320.81,1.58,95059,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2003,Maize,55721.28,1.63,90828.53,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2004,Maize,60170,1.75,105288,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2005,Maize,68025,2.57,174502,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2006,Maize,66451,2.23,148180,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2007,Maize,69881,2.43,169767.63,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2008,Maize,64049.66,2.15,137713.23,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2009,Maize,71038.6,0.96,68171.94,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2010,Maize,78925,3.15,248274.27,42,1
Rift Valley,Nakuru,MoALF,Spreadsheet,,2011,Maize,90740,2.9,263425.05,42,1
Rift Valley,Nakuru,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,89649,3.38,302565.38,42,1
Rift Valley,Nakuru,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,90690,2.58,234252.27,42,1
Rift Valley,Nakuru,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,86504,1.85,160378.42,42,1
Rift Valley,Narok,MOA,AgroMOA,,1970,Maize,3719,1.21,4500,43,1
Rift Valley,Narok,MOA,AgroMOA,,1971,Maize,3296,2.5,8240,43,1
Rift Valley,Narok,MOA,AgroMOA,,1972,Maize,3216,4.05,13025,43,1
Rift Valley,Narok,MOA,AgroMOA,,1973,Maize,4340,0.7,3044,43,1
Rift Valley,Narok,MOA,AgroMOA,,1974,Maize,5080,2.7,13716,43,1
Rift Valley,Narok,MOA,AgroMOA,,1975,Maize,7800,2.98,23255,43,1
Rift Valley,Narok,MOA,AgroMOA,,1976,Maize,4500,2.52,11340,43,1
Rift Valley,Narok,MOA,AgroMOA,,1977,Maize,6780,2.34,15865,43,1
Rift Valley,Narok,MOA,AgroMOA,,1978,Maize,8980,2.25,20205,43,1
Rift Valley,Narok,MOA,AgroMOA,,1979,Maize,9755,2.25,21939,43,1
Rift Valley,Narok,MOA,AgroMOA,,1980,Maize,13000,1.38,18000,43,1
Rift Valley,Narok,MOA,AgroMOA,,1981,Maize,18396,3.15,57947,43,1
Rift Valley,Narok,MOA,AgroMOA,,1982,Maize,16025,2.25,36056,43,1
Rift Valley,Narok,MOA,AgroMOA,,1983,Maize,12769,3.22,41067,43,1
Rift Valley,Narok,MOA,AgroMOA,,1984,Maize,10986,1.23,13500,43,1
Rift Valley,Narok,MOA,AgroMOA,,1985,Maize,15699,1.62,25432,43,1
Rift Valley,Narok,MOA,AgroMOA,,1986,Maize,24676,2.25,55521,43,1
Rift Valley,Narok,MOA,AgroMOA,,1987,Maize,25949,1.1,28541,43,1
Rift Valley,Narok,MOA,AgroMOA,,1988,Maize,35500,2.7,95850,43,1
Rift Valley,Narok,MOA,AgroMOA,,1989,Maize,32300,3.6,116280,43,1
Rift Valley,Narok,MOA,AgroMOA,,1990,Maize,36330,2.25,81743,43,1
Rift Valley,Narok,MOA,AgroMOA,,1991,Maize,32000,3.15,100800,43,1
Rift Valley,Narok,MOA,AgroMOA,,1992,Maize,26500,0.34,90630,43,1
Rift Valley,Narok,MOA,AgroMOA,,1993,Maize,34000,1.62,55080,43,1
Rift Valley,Narok,MOA,AgroMOA,,1995,Maize,22045,2.52,55553.4,43,1
Rift Valley,Narok,MOALP,AgroMOALP,,1997,Maize,22850,1.22,27765,43,1
Rift Valley,Narok,MOALP,AgroMOALP,,1998,Maize,22200,2.98,66150,43,1
Rift Valley,Narok,MOALP,AgroMOALP,,1999,Maize,30000,0.59,17829,43,1
Rift Valley,Narok,MOALP,AgroMOALP,,2000,Maize,29300,0.54,15750,43,1
Rift Valley,Narok,MOALP,AgroMOALP,,2001,Maize,29500,1.8,53028,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2002,Maize,55555.6,1.74,96751,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2003,Maize,51319.42,1.8,92445.23,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2004,Maize,84720,2.25,190639,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2005,Maize,85310,1.86,158920,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2006,Maize,88040,1.89,166588,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2007,Maize,75520,3.15,238248,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2008,Maize,76981.88,2.2,169368.05,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2009,Maize,91856,2.31,212485.5,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2010,Maize,114290,3.69,421841.7,43,1
Rift Valley,Narok,MoALF,Spreadsheet,,2011,Maize,86775,2.47,214150.05,43,1
Rift Valley,Narok,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,109940,1.7,187007.94,43,1
Rift Valley,Narok,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,113550,2.81,318848.4,43,1
Rift Valley,Narok,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,112079,2.42,271343.26,43,1
Rift Valley,Samburu,MOA,AgroMOA,,1970,Maize,1650,1.01,1672,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1971,Maize,1822,1.01,1832,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1972,Maize,790,0.05,36,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1973,Maize,675,2.25,1519,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1974,Maize,680,2.23,1519,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1975,Maize,485,2.25,1091,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1976,Maize,300,1.8,540,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1977,Maize,645,1.8,1161,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1978,Maize,650,2.07,1346,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1979,Maize,750,1.8,1350,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1981,Maize,1200,2.51,3011,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1982,Maize,600,1.08,648,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1983,Maize,1288,1.08,1391,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1985,Maize,1100,1.35,1485,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1986,Maize,1986,1.8,3575,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1987,Maize,1085,2.3,2493,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1988,Maize,1200,2.7,3240,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1989,Maize,1300,2.16,2808,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1990,Maize,1060,1.5,1590,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1991,Maize,660,1.8,1188,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1992,Maize,1500,1.8,2700,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1993,Maize,1810,0.9,1629,44,1
Rift Valley,Samburu,MOA,AgroMOA,,1995,Maize,2010,1.8,3618,44,1
Rift Valley,Samburu,MOALP,AgroMOALP,,1997,Maize,2000,0.88,1764,44,1
Rift Valley,Samburu,MOALP,AgroMOALP,,1998,Maize,1000,1.8,1800,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,1999,Maize,900,1.8,1620,44,1
Rift Valley,Samburu,MOALP,AgroMOALP,,2000,Maize,1500,0.9,1350,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2001,Maize,1500,0.9,1350,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2002,Maize,2400,1.3,3114,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2003,Maize,2217,1.34,2975.42,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2004,Maize,2370,0.45,1067,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2005,Maize,2360,1.58,3726,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2006,Maize,1369,0.9,1232,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2007,Maize,2200,2.7,5940,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2008,Maize,2103.2,1.42,2988.08,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2009,Maize,493,0.82,404.55,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2010,Maize,961,2.49,2390.22,44,1
Rift Valley,Samburu,MoALF,Spreadsheet,,2011,Maize,500,2.34,1170,44,1
Rift Valley,Samburu,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2012,Maize,1227,0.84,1027,44,1
Rift Valley,Samburu,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2013,Maize,1265,1.31,1650.83,44,1
Rift Valley,Samburu,"Ministry of Agriculture, Livestock and Fisheries",ERA2015,,2014,Maize,1973,1.04,2059.81,44,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1970,Maize,24000,3.7,88800,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1971,Maize,30685,3.83,117375,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1972,Maize,34350,3.67,126000,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1973,Maize,33000,3.24,106920,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1974,Maize,30000,3.24,97200,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1975,Maize,40000,3.47,138600,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1976,Maize,50000,3.24,162000,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1977,Maize,60000,3.15,189000,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1978,Maize,39000,3.24,126360,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1979,Maize,35000,2.7,94500,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1980,Maize,60132,2.7,162356,46,1
Rift Valley,Trans Nzoia,MOA,AgroMOA,,1981,Maize,52316,3.42,178920,46,1
