"","Admin1","county","Source","SourceDoc","Admin0","Admin2","Year","Crop","Season","Area","Yield","MT","ID","west1"
"1654","Western","Bungoma","MOA","AgroMOA","","Bungoma","1976","Maize","",45902,3.14,144000,52,1
"1655","Western","Bungoma","MOA","AgroMOA","","Bungoma","1977","Maize","",44880,3.31,148500,52,1
"1656","Western","Bungoma","MOA","AgroMOA","","Bungoma","1978","Maize","",39900,2.78,111000,52,1
"1657","Western","Bungoma","MOA","AgroMOA","","Bungoma","1979","Maize","",41491,2.25,93355,52,1
"1658","Western","Bungoma","MOA","AgroMOA","","Bungoma","1980","Maize","",50000,2.25,112500,52,1
"1659","Western","Bungoma","MOA","AgroMOA","","Bungoma","1981","Maize","",61000,2.25,137345,52,1
"1660","Western","Bungoma","MOA","AgroMOA","","Bungoma","1982","Maize","",66528,2.7,179628,52,1
"1661","Western","Bungoma","MOA","AgroMOA","","Bungoma","1983","Maize","",66000,2.1,138546,52,1
"1662","Western","Bungoma","MOA","AgroMOA","","Bungoma","1984","Maize","",78000,1.84,143640,52,1
"1663","Western","Bungoma","MOA","AgroMOA","","Bungoma","1985","Maize","",84690,2.94,248663,52,1
"1664","Western","Bungoma","MOA","AgroMOA","","Bungoma","1986","Maize","",93000,2.81,261100,52,1
"1665","Western","Bungoma","MOA","AgroMOA","","Bungoma","1987","Maize","",98766,2.54,250538,52,1
"1666","Western","Bungoma","MOA","AgroMOA","","Bungoma","1988","Maize","",83570,2.25,188030,52,1
"1667","Western","Bungoma","MOA","AgroMOA","","Bungoma","1989","Maize","",72210,2.25,162470,52,1
"1668","Western","Bungoma","MOA","AgroMOA","","Bungoma","1990","Maize","",78248,2.3,179950,52,1
"1669","Western","Bungoma","MOA","AgroMOA","","Bungoma","1991","Maize","",60500,2.79,168795,52,1
"1670","Western","Bungoma","MOA","AgroMOA","","Bungoma","1992","Maize","",71500,2.5,178749.99,52,1
"1671","Western","Bungoma","MOA","AgroMOA","","Bungoma","1993","Maize","",42220,1.8,75996,52,1
"1672","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","1994","Maize","",56490,2.7,152523,52,1
"1673","Western","Bungoma","MOA","AgroMOA","","Bungoma","1995","Maize","",56490,2.5,141225.03,52,1
"1674","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","1996","Maize","",68672,2.62,179933,52,1
"1675","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","1997","Maize","",56731,2.7,153173.7,52,1
"1676","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","1998","Maize","",55403,2.64,146170.53,52,1
"1677","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","1999","Maize","",57855,2.79,161415.45,52,1
"1678","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","2000","Maize","",57950,2.66,154413,52,1
"1679","Western","Bungoma","MOALP","AgroMOALP","","Bungoma","2001","Maize","",59000,2.61,153990,52,1
"1680","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2002","Maize","",72770,2.46,178673.09,52,1
"1681","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2003","Maize","",69381.93,3.01,208846.46,52,1
"1682","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2004","Maize","",72257,2.7,195135.64,52,1
"1683","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2005","Maize","",82356,2.98,245188.12,52,1
"1684","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2006","Maize","",82742,3.19,264076.15,52,1
"1685","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2007","Maize","",76545,2.79,213560.55,52,1
"1686","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2008","Maize","",76656.39,2.95,226136.34,52,1
"1687","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2009","Maize","",93915,1.99,186493.5,52,1
"1688","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2010","Maize","",96861,2.66,257184,52,1
"1689","Western","Bungoma","MoALF","Spreadsheet","","Bungoma","2011","Maize","",95373,2.71,258893.46,52,1
"1690","Western","Bungoma","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bungoma","2012","Maize","",96209,2.93,282277.21,52,1
"1691","Western","Bungoma","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bungoma","2013","Maize","",92705,2.57,238622.67,52,1
"1692","Western","Bungoma","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bungoma","2014","Maize","",98074,2.93,287749.12,52,1
"1693","Western","Busia","MOA","AgroMOA","","Busia","1970","Maize","",18133,1.74,31486,53,1
"1572","Western","Busia","MOA","AgroMOA","","Busia","1971","Maize","",16142,2.25,36319,53,1
"1573","Western","Busia","MOA","AgroMOA","","Busia","1972","Maize","",34140,1.74,59281,53,1
"1574","Western","Busia","MOA","AgroMOA","","Busia","1973","Maize","",13881,1.74,24103,53,1
"1575","Western","Busia","MOA","AgroMOA","","Busia","1974","Maize","",12795,1.74,22217,53,1
"1576","Western","Busia","MOA","AgroMOA","","Busia","1975","Maize","",7960,1.74,13822,53,1
"1577","Western","Busia","MOA","AgroMOA","","Busia","1976","Maize","",10076,1.74,17496,53,1
"1578","Western","Busia","MOA","AgroMOA","","Busia","1977","Maize","",15308,1.74,26580,53,1
"1579","Western","Busia","MOA","AgroMOA","","Busia","1978","Maize","",13308,1.74,23108,53,1
"1580","Western","Busia","MOA","AgroMOA","","Busia","1979","Maize","",17905,1.74,31090,53,1
"1581","Western","Busia","MOA","AgroMOA","","Busia","1980","Maize","",30000,1.74,52092,53,1
"1582","Western","Busia","MOA","AgroMOA","","Busia","1981","Maize","",25331,2.08,52796,53,1
"1583","Western","Busia","MOA","AgroMOA","","Busia","1982","Maize","",29600,1.74,51398,53,1
"1584","Western","Busia","MOA","AgroMOA","","Busia","1983","Maize","",28000,1.39,38880,53,1
"1585","Western","Busia","MOA","AgroMOA","","Busia","1984","Maize","",31000,1.57,48717,53,1
"1586","Western","Busia","MOA","AgroMOA","","Busia","1985","Maize","",33000,1.62,53550,53,1
"1587","Western","Busia","MOA","AgroMOA","","Busia","1986","Maize","",33000,1.8,59400,53,1
"1588","Western","Busia","MOA","AgroMOA","","Busia","1987","Maize","",35063,1.74,60884,53,1
"1589","Western","Busia","MOA","AgroMOA","","Busia","1988","Maize","",24900,1.08,26890,53,1
"1590","Western","Busia","MOA","AgroMOA","","Busia","1989","Maize","",27300,1.08,29485,53,1
"1591","Western","Busia","MOA","AgroMOA","","Busia","1990","Maize","",25630,1.15,29475,53,1
"1592","Western","Busia","MOA","AgroMOA","","Busia","1992","Maize","",14489,1.66,24044.04,53,1
"1593","Western","Busia","MOA","AgroMOA","","Busia","1993","Maize","",10200,1.03,10535.58,53,1
"1594","Western","Busia","MOALP","AgroMOALP","","Busia","1994","Maize","",15520,0.16,2500,53,1
"1595","Western","Busia","MOA","AgroMOA","","Busia","1995","Maize","",16280,1.67,27202.05,53,1
"1596","Western","Busia","MOALP","AgroMOALP","","Busia","1997","Maize","",12521,1.62,20284.02,53,1
"1597","Western","Busia","MOALP","AgroMOALP","","Busia","1998","Maize","",13931,1.32,18333.27,53,1
"1598","Western","Busia","MOALP","AgroMOALP","","Busia","1999","Maize","",14160,1.4,19824.03,53,1
"1599","Western","Busia","MOALP","AgroMOALP","","Busia","2000","Maize","",18226,1.17,21324.42,53,1
"1600","Western","Busia","MOALP","AgroMOALP","","Busia","2001","Maize","",18800,1.17,21996,53,1
"1601","Western","Busia","MoALF","Spreadsheet","","Busia","2002","Maize","",27588,1.35,37265.17,53,1
"1602","Western","Busia","MoALF","Spreadsheet","","Busia","2003","Maize","",26303.54,1.66,43558.31,53,1
"1603","Western","Busia","MoALF","Spreadsheet","","Busia","2004","Maize","",17323,1.32,22815.66,53,1
"1604","Western","Busia","MoALF","Spreadsheet","","Busia","2005","Maize","",24352,1.96,47848.78,53,1
"1605","Western","Busia","MoALF","Spreadsheet","","Busia","2006","Maize","",39570,1.31,51865.44,53,1
"1606","Western","Busia","MoALF","Spreadsheet","","Busia","2007","Maize","",36362,1.24,45088.88,53,1
"1607","Western","Busia","MoALF","Spreadsheet","","Busia","2008","Maize","",28782.11,0.43,12376.31,53,1
"1608","Western","Busia","MoALF","Spreadsheet","","Busia","2009","Maize","",25229,1.26,31707.36,53,1
"1609","Western","Busia","MoALF","Spreadsheet","","Busia","2010","Maize","",47300,1.18,55897.56,53,1
"1610","Western","Busia","MoALF","Spreadsheet","","Busia","2011","Maize","",38865,1.21,47205,53,1
"1611","Western","Busia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Busia","2012","Maize","",41990,1.31,55174.86,53,1
"1612","Western","Busia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Busia","2013","Maize","",45898,1.51,69397.78,53,1
"1613","Western","Busia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Busia","2014","Maize","",50400,1.58,79833.6,53,1
"1614","Western","Kakamega","MOA","AgroMOA","","Kakamega","1970","Maize","",83457,2.09,174793,55,1
"1615","Western","Kakamega","MOA","AgroMOA","","Kakamega","1971","Maize","",74460,2.38,177459,55,1
"1616","Western","Kakamega","MOA","AgroMOA","","Kakamega","1972","Maize","",63000,2.7,170100,55,1
"1617","Western","Kakamega","MOA","AgroMOA","","Kakamega","1973","Maize","",79662,2.88,229427,55,1
"1618","Western","Kakamega","MOA","AgroMOA","","Kakamega","1974","Maize","",71591,2.09,149940,55,1
"1619","Western","Kakamega","MOA","AgroMOA","","Kakamega","1975","Maize","",54065,2.34,126512,55,1
"1620","Western","Kakamega","MOA","AgroMOA","","Kakamega","1976","Maize","",75548,2.09,158221,55,1
"1621","Western","Kakamega","MOA","AgroMOA","","Kakamega","1977","Maize","",103223,2.09,216191,55,1
"1622","Western","Kakamega","MOA","AgroMOA","","Kakamega","1978","Maize","",77085,2.25,173441,55,1
"1623","Western","Kakamega","MOA","AgroMOA","","Kakamega","1979","Maize","",88941,2.25,200117,55,1
"1624","Western","Kakamega","MOA","AgroMOA","","Kakamega","1980","Maize","",106420,2.09,222886,55,1
"1625","Western","Kakamega","MOA","AgroMOA","","Kakamega","1981","Maize","",112237,2.42,271137,55,1
"1626","Western","Kakamega","MOA","AgroMOA","","Kakamega","1982","Maize","",110420,2.09,231264,55,1
"1627","Western","Kakamega","MOA","AgroMOA","","Kakamega","1983","Maize","",84225,2.09,176401,55,1
"1628","Western","Kakamega","MOA","AgroMOA","","Kakamega","1984","Maize","",102000,2.09,213629,55,1
"1629","Western","Kakamega","MOA","AgroMOA","","Kakamega","1985","Maize","",109286,2.1,229501,55,1
"1630","Western","Kakamega","MOA","AgroMOA","","Kakamega","1986","Maize","",117045,2.1,245795,55,1
"1631","Western","Kakamega","MOA","AgroMOA","","Kakamega","1987","Maize","",125355,2.1,263264,55,1
"1632","Western","Kakamega","MOA","AgroMOA","","Kakamega","1988","Maize","",122000,1.71,208620,55,1
"1633","Western","Kakamega","MOA","AgroMOA","","Kakamega","1989","Maize","",134800,2.3,310040,55,1
"1634","Western","Kakamega","MOA","AgroMOA","","Kakamega","1990","Maize","",135000,2.3,310500,55,1
"1635","Western","Kakamega","MOA","AgroMOA","","Kakamega","1992","Maize","",73334,2.94,215352.63,55,1
"1636","Western","Kakamega","MOA","AgroMOA","","Kakamega","1993","Maize","",74246,2.25,167049.81,55,1
"1637","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","1994","Maize","",69343,2.6,180000,55,1
"1638","Western","Kakamega","MOA","AgroMOA","","Kakamega","1995","Maize","",68915,2.95,203314.41,55,1
"1639","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","1997","Maize","",30198,2.16,65227.68,55,1
"1640","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","1998","Maize","",31108,2.67,83193.84,55,1
"1641","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","1999","Maize","",29450,2,58900.05,55,1
"1642","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","2000","Maize","",30020,1.8,54036,55,1
"1643","Western","Kakamega","MOALP","AgroMOALP","","Kakamega","2001","Maize","",29500,2.07,61065,55,1
"1644","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2002","Maize","",66445,2.22,147493.61,55,1
"1645","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2003","Maize","",63351.41,2.72,172401.55,55,1
"1646","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2004","Maize","",69000,3,207240.77,55,1
"1647","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2005","Maize","",68884,2.54,174909.99,55,1
"1567","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2006","Maize","",70747,2.63,185822.68,55,1
"1568","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2007","Maize","",50084,3.98,199261,55,1
"1569","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2008","Maize","",64413.28,0.85,54686.88,55,1
"1570","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2009","Maize","",82317,1.95,160347.15,55,1
"1571","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2010","Maize","",70185,2.21,155339.55,55,1
"1540","Western","Kakamega","MoALF","Spreadsheet","","Kakamega","2011","Maize","",66672,1.94,129396.78,55,1
"1546","Western","Kakamega","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kakamega","2012","Maize","",76285,2.38,181253.16,55,1
"1547","Western","Kakamega","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kakamega","2013","Maize","",73463,2.48,181820.93,55,1
"1548","Western","Kakamega","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kakamega","2014","Maize","",70993,2.7,191681.1,55,1
"1549","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","1991","Maize","",24350,1.41,34370,59,1
"1550","Western","Vihiga","MOA","AgroMOA","","Vihiga","1992","Maize","",22840,0.45,10189.8,59,1
"1551","Western","Vihiga","MOA","AgroMOA","","Vihiga","1993","Maize","",14530,1.49,21664.98,59,1
"1552","Western","Vihiga","MOA","AgroMOA","","Vihiga","1994","Maize","",18720,0.56,10531.53,59,1
"1553","Western","Vihiga","MOA","AgroMOA","","Vihiga","1995","Maize","",20597,1.51,31073.13,59,1
"1541","Western","Vihiga","MOALP","AgroMOALP","","Vihiga","1997","Maize","",14900,1.8,26820,59,1
"1542","Western","Vihiga","MOALP","AgroMOALP","","Vihiga","1998","Maize","",22700,1.58,35793,59,1
"1543","Western","Vihiga","MOALP","AgroMOALP","","Vihiga","1999","Maize","",23100,1.71,39412.8,59,1
"1544","Western","Vihiga","MOALP","AgroMOALP","","Vihiga","2000","Maize","",22200,1.53,33966,59,1
"1545","Western","Vihiga","MOALP","AgroMOALP","","Vihiga","2001","Maize","",23300,1.62,37746,59,1
"1559","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2002","Maize","",22700,1.5,34052.21,59,1
"1560","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2003","Maize","",21643.12,1.84,39802.76,59,1
"1561","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2004","Maize","",23100,1.71,39416.74,59,1
"1562","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2005","Maize","",20820,1.8,37443.74,59,1
"1563","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2006","Maize","",22100,1.22,26993.7,59,1
"1564","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2007","Maize","",13900,1.6,22240,59,1
"1565","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2008","Maize","",20312.62,0.36,7312.54,59,1
"1566","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2009","Maize","",25242,1.14,28721.52,59,1
"1554","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2010","Maize","",18034,1.64,29612.88,59,1
"1555","Western","Vihiga","MoALF","Spreadsheet","","Vihiga","2011","Maize","",22764,1.58,35869.95,59,1
"1556","Western","Vihiga","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Vihiga","2012","Maize","",18010,1.65,29662.47,59,1
"1557","Western","Vihiga","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Vihiga","2013","Maize","",24195,1.59,38542.64,59,1
"1558","Western","Vihiga","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Vihiga","2014","Maize","",23772,1.64,38938.54,59,1
"953","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1970","Maize","",11114,0.14,1554,60,1
"954","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1971","Maize","",41358,0.06,2629,60,1
"955","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1972","Maize","",28832,0.17,4882,60,1
"956","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1973","Maize","",53200,1.5,79800,60,1
"957","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1974","Maize","",23156,2.96,68582,60,1
"958","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1975","Maize","",25635,3.3,84667,60,1
"959","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1976","Maize","",31163,3.15,98160,60,1
"960","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1977","Maize","",32142,2.59,83396,60,1
"961","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1978","Maize","",27903,2.73,76260,60,1
"962","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1979","Maize","",40529,2.57,104194,60,1
"963","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1980","Maize","",55651,2.7,150257,60,1
"964","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1981","Maize","",54050,3.23,174765,60,1
"965","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1982","Maize","",64820,2.96,192114,60,1
"966","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1983","Maize","",42155,3.6,151758,60,1
"927","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1984","Maize","",57720,2.84,163800,60,1
"928","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1985","Maize","",50300,3.6,181080,60,1
"929","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1986","Maize","",53340,3.6,192024,60,1
"930","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1987","Maize","",52607,3.6,189385,60,1
"931","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1988","Maize","",53858,3.51,189042,60,1
"932","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1990","Maize","",34359,4.03,138362,60,1
"933","Nyanza","Kisii","MOA","AgroMOA","","Kisii","1992","Maize","",35145,3.14,110191.5,60,1
"934","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","1995","Maize","",36200,3.42,123804,60,1
"935","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","1997","Maize","",14545,3.15,45816.75,60,1
"936","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","1998","Maize","",13600,2.94,40050,60,1
"937","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","1999","Maize","",13900,3.75,52137,60,1
"938","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","2000","Maize","",14250,3.16,44982,60,1
"939","Nyanza","Kisii","MOALP","AgroMOALP","","Kisii","2001","Maize","",15400,3.42,52668,60,1
"940","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2002","Maize","",48730,1.49,72464.45,60,1
"941","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2003","Maize","",49555,3.09,153355,60,1
"942","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2004","Maize","",49250,3.02,148645,60,1
"943","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2005","Maize","",48035,2.37,113879,60,1
"944","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2006","Maize","",50200,2.25,112961.3,60,1
"945","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2007","Maize","",48750,3.18,155025,60,1
"946","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2008","Maize","",49158,0.85,41784.3,60,1
"947","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2009","Maize","",54380,2.07,112597.65,60,1
"948","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2010","Maize","",55820,2.2,122737.5,60,1
"949","Nyanza","Kisii","MoALF","Spreadsheet","","Kisii","2011","Maize","",56790,2.19,124124.4,60,1
"950","Nyanza","Kisii","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kisii","2012","Maize","",59635,2.54,151353.63,60,1
"951","Nyanza","Kisii","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kisii","2013","Maize","",63710,2.21,141053.94,60,1
"952","Nyanza","Kisii","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kisii","2014","Maize","",62210,2.07,128774.7,60,1
"629","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1973","Maize","",2956,0.09,274,61,0
"630","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1975","Maize","",2658,0.1,269,61,0
"631","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1976","Maize","",2660,0.33,866,61,0
"632","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1977","Maize","",11320,0.23,2609,61,0
"633","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1980","Maize","",850,1.91,1620,61,0
"634","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1981","Maize","",5235,0.75,3912,61,0
"635","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1982","Maize","",4130,0.85,3515,61,0
"636","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1983","Maize","",2800,0.9,2520,61,0
"637","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1984","Maize","",5468,1,5468,61,0
"638","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1985","Maize","",6722,1.35,9075,61,0
"639","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1986","Maize","",7284,1.35,9833,61,0
"640","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1987","Maize","",6695,1.35,9038,61,0
"641","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1988","Maize","",6880,1.23,8450,61,0
"642","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1989","Maize","",8400,0.86,7236,61,0
"643","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1990","Maize","",11733,1.2,14084,61,0
"644","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1992","Maize","",4250,0.75,3177,61,0
"645","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1994","Maize","",6380,1.19,7596,61,0
"646","Eastern","Marsabit","MOA","AgroMOA","","Marsabit","1995","Maize","",3000,0.18,540,61,0
"647","Eastern","Marsabit","MOALP","AgroMOALP","","Marsabit","1997","Maize","",2800,0.6,1692,61,0
"648","Eastern","Marsabit","MOALP","AgroMOALP","","Marsabit","1998","Maize","",1850,0.52,958.5,61,0
"649","Eastern","Marsabit","MOALP","AgroMOALP","","Marsabit","1999","Maize","",4700,0.43,2034,61,0
"650","Eastern","Marsabit","MOALP","AgroMOALP","","Marsabit","2001","Maize","",5000,0.94,4680,61,0
"651","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2002","Maize","",5000,1.05,5264.97,61,0
"652","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2003","Maize","",6800,0.71,4860,61,0
"653","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2004","Maize","",7560,0.39,2937.89,61,0
"654","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2005","Maize","",10100,0.79,7980.2,61,0
"655","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2006","Maize","",7920,0.26,2083.12,61,0
"656","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2007","Maize","",5928,0.26,1541.28,61,0
"657","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2008","Maize","",7661.6,0.87,6700.24,61,0
"658","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2009","Maize","",827,0.15,120.48,61,0
"659","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2010","Maize","",252,0.29,74.07,61,0
"660","Eastern","Marsabit","MoALF","Spreadsheet","","Marsabit","2011","Maize","",539,0.13,69.03,61,0
"661","Eastern","Marsabit","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Marsabit","2012","Maize","",274,0.8,219.47,61,0
"662","Eastern","Marsabit","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Marsabit","2013","Maize","",990,1.02,1006.83,61,0
"663","Eastern","Marsabit","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Marsabit","2014","Maize","",1571,1.03,1611.85,61,0
"664","Eastern","Meru","MOA","AgroMOA","","Meru","1970","Maize","",23681,3,71091,62,0
"665","Eastern","Meru","MOA","AgroMOA","","Meru","1971","Maize","",22030,3,66087,62,0
"666","Eastern","Meru","MOA","AgroMOA","","Meru","1972","Maize","",26386,3,79155,62,0
"667","Eastern","Meru","MOA","AgroMOA","","Meru","1973","Maize","",33150,3,99417,62,0
"668","Eastern","Meru","MOA","AgroMOA","","Meru","1974","Maize","",33362,2,66800,62,0
"669","Eastern","Meru","MOA","AgroMOA","","Meru","1975","Maize","",42001,1.64,68727,62,0
"670","Eastern","Meru","MOA","AgroMOA","","Meru","1976","Maize","",35950,1.05,37600,62,0
"671","Eastern","Meru","MOA","AgroMOA","","Meru","1977","Maize","",36730,1,36730,62,0
"672","Eastern","Meru","MOA","AgroMOA","","Meru","1978","Maize","",44457,1.28,56823,62,0
"673","Eastern","Meru","MOA","AgroMOA","","Meru","1979","Maize","",76300,0.88,67296,62,0
"674","Eastern","Meru","MOA","AgroMOA","","Meru","1980","Maize","",82100,0.45,36945,62,0
"675","Eastern","Meru","MOA","AgroMOA","","Meru","1981","Maize","",90000,1.8,162000,62,0
"676","Eastern","Meru","MOA","AgroMOA","","Meru","1982","Maize","",99000,1.8,178200,62,0
"677","Eastern","Meru","MOA","AgroMOA","","Meru","1983","Maize","",1e+05,0.94,93500,62,0
"678","Eastern","Meru","MOA","AgroMOA","","Meru","1984","Maize","",47928,0.99,47310,62,0
"679","Eastern","Meru","MOA","AgroMOA","","Meru","1985","Maize","",78379,1.04,81433,62,0
"680","Eastern","Meru","MOA","AgroMOA","","Meru","1986","Maize","",66563,0.36,23748,62,0
"681","Eastern","Meru","MOA","AgroMOA","","Meru","1987","Maize","",57943,1.75,101411,62,0
"682","Eastern","Meru","MOA","AgroMOA","","Meru","1988","Maize","",53815,3.01,162000,62,0
"683","Eastern","Meru","MOA","AgroMOA","","Meru","1989","Maize","",53585,1.81,97100,62,0
"563","Eastern","Meru","MOA","AgroMOA","","Meru","1990","Maize","",68705,1.59,108914,62,0
"564","Eastern","Meru","MOA","AgroMOA","","Meru","1991","Maize","",76068,1.1,83780.1,62,0
"565","Eastern","Meru","MOA","AgroMOA","","Meru","1992","Maize","",65500,1.63,107055,62,0
"566","Eastern","Meru","MOA","AgroMOA","","Meru","1994","Maize","",49300,1.82,89550,62,0
"567","Eastern","Meru","MOA","AgroMOA","","Meru","1995","Maize","",34300,1.83,62773.2,62,0
"568","Eastern","Meru","MoALF","Spreadsheet","","Meru","1997","Maize","",120900,0.97,117061.69,62,0
"569","Eastern","Meru","MoALF","Spreadsheet","","Meru","1998","Maize","",126357,0.56,70466.7,62,0
"570","Eastern","Meru","MoALF","Spreadsheet","","Meru","2000","Maize","",105405,0.76,79803.78,62,0
"571","Eastern","Meru","MoALF","Spreadsheet","","Meru","2001","Maize","",116565,0.97,113337.08,62,0
"572","Eastern","Meru","MoALF","Spreadsheet","","Meru","2002","Maize","",110732,1.15,126899.01,62,0
"573","Eastern","Meru","MoALF","Spreadsheet","","Meru","2003","Maize","",112485,1.31,147716,62,0
