"","Admin1","county","Source","SourceDoc","Admin0","Admin2","Year","Crop","Season","Area","Yield","MT","ID","west1"
"1193","Rift Valley","Bomet","MOALP","AgroMOALP","","Bomet","1998","Maize","",34600,2.52,87192,34,1
"1194","Rift Valley","Bomet","MOALP","AgroMOALP","","Bomet","1999","Maize","",29100,1.81,52740,34,1
"1195","Rift Valley","Bomet","MOALP","AgroMOALP","","Bomet","2000","Maize","",28800,1.62,46647,34,1
"1196","Rift Valley","Bomet","MOALP","AgroMOALP","","Bomet","2001","Maize","",32000,1.58,50634,34,1
"1197","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2002","Maize","",29000,1.8,52205,34,1
"1198","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2003","Maize","",26788.72,1.86,49881.69,34,1
"1199","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2004","Maize","",28759,1.82,52319,34,1
"1200","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2005","Maize","",30141,2.25,67822,34,1
"1201","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2006","Maize","",27457,2.98,81908,34,1
"1202","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2007","Maize","",26310,2.7,71058.6,34,1
"1203","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2008","Maize","",27891.14,2.32,64597.86,34,1
"1204","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2009","Maize","",41672,2.16,90094.05,34,1
"1205","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2010","Maize","",38625,2.65,102543.75,34,1
"1206","Rift Valley","Bomet","MoALF","Spreadsheet","","Bomet","2011","Maize","",40670,2.65,107750.7,34,1
"1207","Rift Valley","Bomet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bomet","2012","Maize","",32697,2.24,73273.98,34,1
"1208","Rift Valley","Bomet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bomet","2013","Maize","",30620,2.36,72201.96,34,1
"1209","Rift Valley","Bomet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Bomet","2014","Maize","",30940,1.72,53185.86,34,1
"1210","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1971","Maize","",2890,3.15,9088,36,1
"1211","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1972","Maize","",2912,3.15,9173,36,1
"1212","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1973","Maize","",5400,1.8,9720,36,1
"1213","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1974","Maize","",7400,0.54,3996,36,1
"1214","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1975","Maize","",10100,1.41,14256,36,1
"1215","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1976","Maize","",10600,1.62,17172,36,1
"1216","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1977","Maize","",9900,2.09,20655,36,1
"1217","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1978","Maize","",7140,2.45,17501,36,1
"1218","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1979","Maize","",9500,1.65,15692,36,1
"1219","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1980","Maize","",7800,1.75,13680,36,1
"1220","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1981","Maize","",8542,0.9,7688,36,1
"1221","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1982","Maize","",3589,2.79,10013,36,1
"1222","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1983","Maize","",13652,0.83,11340,36,1
"1223","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1984","Maize","",3299,1.35,4454,36,1
"1224","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1985","Maize","",17848,1.82,32396,36,1
"1225","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1986","Maize","",18919,1.8,34054,36,1
"1226","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1987","Maize","",31660,0.92,29241,36,1
"1227","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1988","Maize","",4134,1.8,7441,36,1
"1228","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1989","Maize","",28960,2.21,63857,36,1
"1229","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1990","Maize","",29324,1.8,52783,36,1
"1230","Rift Valley","Kajiado","MOA","AgroMOA","","Kajiado","1992","Maize","",4026,2.43,9783.18,36,1
"1231","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","1993","Maize","",29785,1.35,40209.75,36,1
"1232","Rift Valley","Kajiado","MOALP","AgroMOALP","","Kajiado","1997","Maize","",44800,0.04,1945.8,36,1
"1233","Rift Valley","Kajiado","MOALP","AgroMOALP","","Kajiado","1998","Maize","",28480,0.41,11790,36,1
"1234","Rift Valley","Kajiado","MOALP","AgroMOALP","","Kajiado","1999","Maize","",33500,0.31,10440,36,1
"1235","Rift Valley","Kajiado","MOALP","AgroMOALP","","Kajiado","2000","Maize","",30050,2.05,61722,36,1
"1236","Rift Valley","Kajiado","MOALP","AgroMOALP","","Kajiado","2001","Maize","",32200,0.72,23148,36,1
"1237","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2002","Maize","",36300,1.49,53978,36,1
"1238","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2003","Maize","",33532.09,1.54,51575.78,36,1
"1239","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2004","Maize","",36700,1.34,49280.47,36,1
"1240","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2005","Maize","",36300,1.3,47087.31,36,1
"1241","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2006","Maize","",35920,0.73,26103,36,1
"1242","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2007","Maize","",35900,1.86,66825,36,1
"1243","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2008","Maize","",35670.42,1.35,48174.31,36,1
"1244","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2009","Maize","",7357,0.83,6073.38,36,1
"1245","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2010","Maize","",14590,1.19,17432.55,36,1
"1246","Rift Valley","Kajiado","MoALF","Spreadsheet","","Kajiado","2011","Maize","",23245,1.54,35797.3,36,1
"1247","Rift Valley","Kajiado","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kajiado","2012","Maize","",30145,1.07,32170.44,36,1
"1248","Rift Valley","Kajiado","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kajiado","2013","Maize","",34721,1.85,64372.73,36,1
"1249","Rift Valley","Kajiado","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kajiado","2014","Maize","",31020,2.4,74541.06,36,1
"1250","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1970","Maize","",43715,2.42,105923,38,1
"1251","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1971","Maize","",22000,4.05,89100,38,1
"1252","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1972","Maize","",32000,4.05,129600,38,1
"1253","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1973","Maize","",28960,3.33,96466,38,1
"1254","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1974","Maize","",35550,2.96,105359,38,1
"1255","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1975","Maize","",35045,3.6,126191,38,1
"1256","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1976","Maize","",36875,3.6,132750,38,1
"1257","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1977","Maize","",42490,3.15,133844,38,1
"1258","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1978","Maize","",42838,2.87,123044,38,1
"1259","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1979","Maize","",45572,3.55,161928,38,1
"1260","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1980","Maize","",57932,3.15,182477,38,1
"1261","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1981","Maize","",70232,3.15,221231,38,1
"1262","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1982","Maize","",72000,2.61,187920,38,1
"1263","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1983","Maize","",72000,3.7,266400,38,1
"1264","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1984","Maize","",72000,2.52,181530,38,1
"1265","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1985","Maize","",74000,2.7,199800,38,1
"1266","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1986","Maize","",74000,3.15,233100,38,1
"1267","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1987","Maize","",74200,3.33,247086,38,1
"1268","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1988","Maize","",80194,3.6,288698,38,1
"1269","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1989","Maize","",85434,3.6,307562,38,1
"1270","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1990","Maize","",76558,2.7,206707,38,1
"1271","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1991","Maize","",78500,3.28,257580,38,1
"1272","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1992","Maize","",67288,3.6,242236.8,38,1
"1273","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1993","Maize","",40550,1.98,80289,38,1
"1274","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","1994","Maize","",41800,3.6,150480,38,1
"1275","Rift Valley","Kericho","MOA","AgroMOA","","Kericho","1995","Maize","",41000,3.15,129150,38,1
"1276","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","1996","Maize","",39500,3.24,127980,38,1
"1277","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","1997","Maize","",39700,2.61,103617,38,1
"1278","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","1998","Maize","",40000,3.42,136800,38,1
"1279","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","1999","Maize","",30500,3.05,93015,38,1
"1280","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","2000","Maize","",31500,2.64,83250,38,1
"1281","Rift Valley","Kericho","MOALP","AgroMOALP","","Kericho","2001","Maize","",33000,2.92,96273,38,1
"1282","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2002","Maize","",50900,2.4,121962,38,1
"1283","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2003","Maize","",47018.82,2.48,116534.25,38,1
"1284","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2004","Maize","",53600,2.73,146593,38,1
"1285","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2005","Maize","",54190,2.97,161055,38,1
"1286","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2006","Maize","",41685,3.52,146731.2,38,1
"1287","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2007","Maize","",63895,3.52,224838,38,1
"1288","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2008","Maize","",52077.76,3.22,167501.25,38,1
"1289","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2009","Maize","",48223,2.12,102205.8,38,1
"1290","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2010","Maize","",50600,2.6,131450.4,38,1
"1007","Rift Valley","Kericho","MoALF","Spreadsheet","","Kericho","2011","Maize","",48035,2.44,116992.8,38,1
"1008","Rift Valley","Kericho","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kericho","2012","Maize","",41971,3.05,128053.52,38,1
"1009","Rift Valley","Kericho","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kericho","2013","Maize","",41170,2.52,103748.4,38,1
"1010","Rift Valley","Kericho","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Kericho","2014","Maize","",41041,2.18,89387.3,38,1
"1011","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1973","Maize","",6350,1.08,6858,40,1
"1012","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1974","Maize","",7325,2.15,15777,40,1
"1013","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1975","Maize","",7800,3.24,25272,40,1
"1014","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1976","Maize","",7800,2.25,17550,40,1
"1015","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1977","Maize","",9100,2.25,20475,40,1
"1016","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1978","Maize","",9800,2.88,28224,40,1
"1017","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1979","Maize","",7060,2.25,15903,40,1
"1018","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1980","Maize","",6000,0.75,4500,40,1
"1019","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1981","Maize","",8300,2.25,18675,40,1
"1020","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1982","Maize","",9820,2.52,24746,40,1
"1021","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1983","Maize","",12500,2.76,34560,40,1
"1022","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1984","Maize","",12638,0.5,6302,40,1
"1023","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1985","Maize","",15490,2.7,41823,40,1
"1024","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1986","Maize","",18000,2.7,48600,40,1
"1025","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1987","Maize","",16574,1.53,25358,40,1
"1026","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1988","Maize","",16574,2.25,37292,40,1
"1027","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1989","Maize","",18000,1.8,32400,40,1
"1028","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1990","Maize","",18106,1.9,34401,40,1
"1029","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1991","Maize","",17500,1.62,28350,40,1
"1030","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1992","Maize","",20855,1.35,28154.25,40,1
"1031","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1993","Maize","",19819,1.17,23188.23,40,1
"1006","Rift Valley","Laikipia","MOA","AgroMOA","","Laikipia","1995","Maize","",20500,1.8,36900,40,1
"1074","Rift Valley","Laikipia","MOALP","AgroMOALP","","Laikipia","1997","Maize","",20250,1.53,30978,40,1
"1075","Rift Valley","Laikipia","MOALP","AgroMOALP","","Laikipia","1998","Maize","",19900,1.9,37800,40,1
"1076","Rift Valley","Laikipia","MOALP","AgroMOALP","","Laikipia","1999","Maize","",20000,1.17,23400,40,1
"1077","Rift Valley","Laikipia","MOALP","AgroMOALP","","Laikipia","2000","Maize","",18800,1.26,23760,40,1
"1078","Rift Valley","Laikipia","MOALP","AgroMOALP","","Laikipia","2001","Maize","",22700,2.04,46224,40,1
"1079","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2002","Maize","",21400,1.12,23879,40,1
"1080","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2003","Maize","",19768.23,1.15,22816.3,40,1
"1081","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2004","Maize","",21650,1.42,30702,40,1
"1082","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2005","Maize","",28000,1.66,46535,40,1
"1083","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2006","Maize","",33903,1.33,45209,40,1
"1084","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2007","Maize","",36300,1.8,65340,40,1
"1085","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2008","Maize","",27924.25,1.51,42120.46,40,1
"1086","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2009","Maize","",8365,0.83,6969.96,40,1
"1087","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2010","Maize","",41154,2.54,104590.98,40,1
"1088","Rift Valley","Laikipia","MoALF","Spreadsheet","","Laikipia","2011","Maize","",36635,1.91,70067.43,40,1
"1089","Rift Valley","Laikipia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Laikipia","2012","Maize","",36163,3.37,121724.66,40,1
"1090","Rift Valley","Laikipia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Laikipia","2013","Maize","",5665,0.89,5047.52,40,1
"1091","Rift Valley","Laikipia","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Laikipia","2014","Maize","",6175,1.06,6557.85,40,1
"1092","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1973","Maize","",12540,0.81,10167,41,1
"1093","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1974","Maize","",14155,3.15,44593,41,1
"1094","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1975","Maize","",16360,3.51,57434,41,1
"1095","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1977","Maize","",17590,2.25,39578,41,1
"1096","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1978","Maize","",19068,3.15,60064,41,1
"1097","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1979","Maize","",19500,2.25,43875,41,1
"1098","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1980","Maize","",19850,1.27,25200,41,1
"1099","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1981","Maize","",22008,2.52,55460,41,1
"1100","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1982","Maize","",21814,2.7,58898,41,1
"1101","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1983","Maize","",21118,2.81,59400,41,1
"1102","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1984","Maize","",23005,0.62,14300,41,1
"1103","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1985","Maize","",18557,2.7,50104,41,1
"1104","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1986","Maize","",22250,2.7,60075,41,1
"1105","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1987","Maize","",24600,1.57,38610,41,1
"1106","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1988","Maize","",21200,2.7,57240,41,1
"1107","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1989","Maize","",26700,3.15,84105,41,1
"1108","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1990","Maize","",20700,1.8,37260,41,1
"1109","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1991","Maize","",21200,2.25,47700,41,1
"1110","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1992","Maize","",21332,3.6,76795.2,41,1
"1111","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1993","Maize","",24500,1.53,37485,41,1
"1112","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","1994","Maize","",27948,2.36,66044,41,1
"1113","Rift Valley","Elgeyo Marakwet","MOA","AgroMOA","","Elgeyo Marakwet","1995","Maize","",10352,2.16,22360.32,41,1
"1114","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","1996","Maize","",8600,2.16,18576,41,1
"1115","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","1997","Maize","",7910,1.26,9954,41,1
"1116","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","1998","Maize","",12500,2.48,30937.5,41,1
"1117","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","1999","Maize","",13000,2.64,34290,41,1
"1118","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","2000","Maize","",14500,2.17,31410,41,1
"1119","Rift Valley","Elgeyo Marakwet","MOALP","AgroMOALP","","Elgeyo Marakwet","2001","Maize","",15800,3.19,50427,41,1
"1120","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2002","Maize","",29300,2.12,62124,41,1
"1121","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2003","Maize","",27065.84,2.19,59359.26,41,1
"1122","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2004","Maize","",33330,1.94,64765,41,1
"1123","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2005","Maize","",33579,3.01,101153,41,1
"1124","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2006","Maize","",35835,3.11,111363,41,1
"1125","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2007","Maize","",34250,3.45,118145.7,41,1
"1126","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2008","Maize","",32811.97,2.77,90957.19,41,1
"1127","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2009","Maize","",35766,1.6,57179.07,41,1
"1128","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2010","Maize","",30120,2.93,88238.7,41,1
"1129","Rift Valley","Elgeyo Marakwet","MoALF","Spreadsheet","","Elgeyo Marakwet","2011","Maize","",158411,0.55,86432.49,41,1
"1130","Rift Valley","Elgeyo Marakwet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Elgeyo Marakwet","2012","Maize","",31533,3.02,95072,41,1
"1131","Rift Valley","Elgeyo Marakwet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Elgeyo Marakwet","2013","Maize","",32015,3.27,104593.01,41,1
"1132","Rift Valley","Elgeyo Marakwet","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Elgeyo Marakwet","2014","Maize","",27620,3.87,106889.4,41,1
"1133","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1970","Maize","",13655,4.05,55302,42,1
"1134","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1971","Maize","",5050,3.6,18180,42,1
"1135","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1972","Maize","",6240,2.7,16848,42,1
"1136","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1973","Maize","",4650,4.04,18800,42,1
"1137","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1974","Maize","",40000,2.43,97200,42,1
"1138","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1975","Maize","",40000,3.15,126000,42,1
"1139","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1976","Maize","",45500,1.48,67500,42,1
"1140","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1977","Maize","",42000,2.25,94500,42,1
"1141","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1978","Maize","",32808,2.43,79723,42,1
"1142","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1979","Maize","",26700,1.8,48060,42,1
"1143","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1980","Maize","",37095,0.6,22268,42,1
"1144","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1981","Maize","",37485,2.7,101209,42,1
"1145","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1982","Maize","",45805,1.45,66510,42,1
"1146","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1983","Maize","",44480,3.56,158445,42,1
"1147","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1985","Maize","",61500,2.7,166050,42,1
"1148","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1986","Maize","",61900,2.7,167130,42,1
"1149","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1987","Maize","",64350,1.62,104247,42,1
"1150","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1988","Maize","",66618,2.7,179869,42,1
"1151","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1989","Maize","",61244,2.52,154395,42,1
"1152","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1990","Maize","",60475,2.25,136068,42,1
"1032","Rift Valley","Nakuru","MOA","AgroMOA","","Nakuru","1992","Maize","",53371,2.61,129644.64,42,1
"1033","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","1994","Maize","",63460,2.25,142785,42,1
"1034","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","1997","Maize","",65540,1.54,101160,42,1
"1035","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","1998","Maize","",59100,2.34,138393,42,1
"1036","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","1999","Maize","",65000,1.04,67437,42,1
"1037","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","2000","Maize","",63000,0.37,23607,42,1
"1038","Rift Valley","Nakuru","MOALP","AgroMOALP","","Nakuru","2001","Maize","",65300,2.48,162162,42,1
"1039","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2002","Maize","",60320.81,1.58,95059,42,1
"1040","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2003","Maize","",55721.28,1.63,90828.53,42,1
"1041","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2004","Maize","",60170,1.75,105288,42,1
"1042","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2005","Maize","",68025,2.57,174502,42,1
"1043","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2006","Maize","",66451,2.23,148180,42,1
"1044","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2007","Maize","",69881,2.43,169767.63,42,1
"1045","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2008","Maize","",64049.66,2.15,137713.23,42,1
"1046","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2009","Maize","",71038.6,0.96,68171.94,42,1
"1047","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2010","Maize","",78925,3.15,248274.27,42,1
"1048","Rift Valley","Nakuru","MoALF","Spreadsheet","","Nakuru","2011","Maize","",90740,2.9,263425.05,42,1
"1049","Rift Valley","Nakuru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nakuru","2012","Maize","",89649,3.38,302565.38,42,1
"1050","Rift Valley","Nakuru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nakuru","2013","Maize","",90690,2.58,234252.27,42,1
"1051","Rift Valley","Nakuru","Ministry of Agriculture, Livestock and Fisheries","ERA2015","","Nakuru","2014","Maize","",86504,1.85,160378.42,42,1
"1052","Rift Valley","Narok","MOA","AgroMOA","","Narok","1970","Maize","",3719,1.21,4500,43,1
"1053","Rift Valley","Narok","MOA","AgroMOA","","Narok","1971","Maize","",3296,2.5,8240,43,1
"1054","Rift Valley","Narok","MOA","AgroMOA","","Narok","1972","Maize","",3216,4.05,13025,43,1
"1055","Rift Valley","Narok","MOA","AgroMOA","","Narok","1973","Maize","",4340,0.7,3044,43,1
