"","ID1","Year","code","ADM2_NAME","ASAL","MaxTemp_OctMar","AvgTemp_OctMar","CumDD_OctMar","HeatWDays_OctMar","SDtemp_OctMar","MaxTemp_MarSep","AvgTemp_MarSep","CumDD_MarSep","HeatWDays_MarSep","SDtemp_MarSep","PrecCoefVar_OND","DrSpell10_OND","DrSpell20_OND","DrySpell_OND","MaxRain_OND","SeasRain_OND","PrecStDev_OND","Prec2Months_OND","PrecCoefVar_MAM","DrSpell10_MAM","DrSpell20_MAM","DrySpell_MAM","MaxRain_MAM","SeasRain_MAM","PrecStDev_MAM","Prec2Months_MAM","Admin1","county","Admin2","Area","Yield","MT","west1","AprilP","AugustP","DecemberP","FebruaryP","JanuaryP","JulyP","JuneP","MarchP","MayP","NovemberP","OctoberP","SeptemberP","AprilT","AugustT","DecemberT","FebruaryT","JanuaryT","JulyT","JuneT","MarchT","MayT","NovemberT","OctoberT","SeptemberT","MeanPrec","MeanTemp","MaxTemp_OctMar_L1","AvgTemp_OctMar_L1","CumDD_OctMar_L1","HeatWDays_OctMar_L1","SDtemp_OctMar_L1","MaxTemp_MarSep_L1","AvgTemp_MarSep_L1","CumDD_MarSep_L1","HeatWDays_MarSep_L1","SDtemp_MarSep_L1","PrecCoefVar_OND_L1","DrSpell10_OND_L1","DrSpell20_OND_L1","DrySpell_OND_L1","MaxRain_OND_L1","SeasRain_OND_L1","PrecStDev_OND_L1","Prec2Months_OND_L1","PrecCoefVar_MAM_L1","DrSpell10_MAM_L1","DrSpell20_MAM_L1","DrySpell_MAM_L1","MaxRain_MAM_L1","SeasRain_MAM_L1","PrecStDev_MAM_L1","Prec2Months_MAM_L1","Area_L1","Yield_L1","MT_L1","AprilP_L1","AugustP_L1","DecemberP_L1","FebruaryP_L1","JanuaryP_L1","JulyP_L1","JuneP_L1","MarchP_L1","MayP_L1","NovemberP_L1","OctoberP_L1","SeptemberP_L1","AprilT_L1","AugustT_L1","DecemberT_L1","FebruaryT_L1","JanuaryT_L1","JulyT_L1","JuneT_L1","MarchT_L1","MayT_L1","NovemberT_L1","OctoberT_L1","SeptemberT_L1","MeanPrec_L1","MeanTemp_L1","MaxTemp_OctMar_Lead1","AvgTemp_OctMar_Lead1","CumDD_OctMar_Lead1","HeatWDays_OctMar_Lead1","SDtemp_OctMar_Lead1"
"28-2014","28","2014",51372,"Nyamira",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0803983070431418,1.86560519591715,3.22272101006771,-1.41967769587152,-1.95137263289452,-1.84803639833109,-1.7097608321001,2.54971482182242,0.0698788269341674,0.927709070445465,4.72750893823231,-0.455965215111139,-1.22297852556641,-0.77585592361616,-1.27666303941379,"Nyanza","Nyamira","Nyamira",0.0236387127410838,-0.327575404860071,-0.201997226610994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204035216110761,0.0450760561716509,0.369902293519656,-0.473105123319555,0.896014898825626,1.59423305369679,1.54750209751987,-1.50041578215587,4.6149912526207,0.0538920435554711,0.294535923707042,1.1663186839299,0.786446046672071,0.259132846418739,-0.270515157392687,-0.57386231824386,-0.190308840771062,-0.279401194972481,0.807397309707939,1.14439747225352,-0.177910868627258,0.50501369675648,-0.421024609696837,-0.918590623231653,-0.438232251186088,-0.875651722627926,0.534407927801639,-0.305224494175804,0.136357068817743,-0.312610776620269,-0.752114611729356,-0.813678655138059,-0.979688452679132,-0.907125936621704,-0.793044937094642,-0.834892372150274,-1.37997319987298,-0.688709014008714,-0.603553737882591,0.283270218183478,-0.79704696150732,0.713429051584747,2.34820196585403,-0.284678219618731,-0.147013701604316,-0.495036864125674,2.04260741203345,1.79933540558356,0.433630195735966,1.3466474861497,0.0685338176173878,0.636912110574655,1.60931733989029,-1.0842434117292,1.03358218297556,NA,NA,NA,NA,NA
"31-1981","31","1981",51375,"Siaya",0,-0.0378761103339438,0.0450760561716509,0.391551357435764,-0.473105123319555,0.160087419920206,-0.752837070619568,-1.02330006933395,-0.502513793383711,-0.484984197396098,1.85596037695607,-0.102315381737185,-0.392077554786402,-0.292713102573013,-0.719666914052479,1.30402798925235,0.185601543445667,0.725803756827903,0.0778452081525734,0.00325076565509957,-0.682284224789383,-0.620158844256347,-0.587520037051952,2.86775987492437,1.03419746517682,2.10929182260446,1.08025584197389,"Nyanza","Siaya","Siaya",0.298608427298823,-0.14876811938594,0.0780180386241427,1,0.722966505843822,0.107539867011795,0.543153537690095,0.333684058587348,0.424626215904556,-0.222850983462052,0.00157803513591421,0.708963429684138,0.949354551384276,0.360480231975868,-0.545390352156672,0.148256175433956,-0.703045391611871,-1.14592412200496,-0.156624038392385,-0.53741255445074,-0.107665622161497,-1.22698330355757,-1.33522776890617,-0.61351102725271,-1.31900252963297,0.19955559478968,0.366400134877971,-0.228292990367634,0.528682279660622,-0.714899129213757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204035216110761,0.436990591554403,0.300895902287063,1.52859352525506,2.12256069700132
"31-1982","31","1982",51375,"Siaya",0,0.204035216110761,0.436990591554403,0.300895902287063,1.52859352525506,2.12256069700132,-0.290535379466346,-1.02330006933395,-0.495035370985419,-0.484984197396098,2.21637404363619,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,"Nyanza","Siaya","Siaya",0.212802888489768,0.298250094299387,0.264251567159949,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.764631236968246,-0.709158361022588,-0.498101854995976,-0.732611980873951,-0.451995615018545,-1.48065844528446,-1.47270860989256,-0.782404772896045,-1.23112395768409,-0.411879365347681,0.140973488464068,-0.0241140647834204,NA,-0.842525502366262,-0.0378761103339438,0.0450760561716509,0.391551357435764,-0.473105123319555,0.160087419920206,-0.752837070619568,-1.02330006933395,-0.502513793383711,-0.484984197396098,1.85596037695607,-0.102315381737185,-0.392077554786402,-0.292713102573013,-0.719666914052479,1.30402798925235,0.185601543445667,0.725803756827903,0.0778452081525734,0.00325076565509957,-0.682284224789383,-0.620158844256347,-0.587520037051952,2.86775987492437,1.03419746517682,2.10929182260446,1.08025584197389,0.298608427298823,-0.14876811938594,0.0780180386241427,0.722966505843822,0.107539867011795,0.543153537690095,0.333684058587348,0.424626215904556,-0.222850983462052,0.00157803513591421,0.708963429684138,0.949354551384276,0.360480231975868,-0.545390352156672,0.148256175433956,-0.703045391611871,-1.14592412200496,-0.156624038392385,-0.53741255445074,-0.107665622161497,-1.22698330355757,-1.33522776890617,-0.61351102725271,-1.31900252963297,0.19955559478968,0.366400134877971,-0.228292990367634,0.528682279660622,-0.714899129213757,-0.199150327963746,-0.738753014593855,-0.448973549107122,-0.0165773613639412,0.650705739190485
"31-1983","31","1983",51375,"Siaya",0,-0.199150327963746,-0.738753014593855,-0.448973549107122,-0.0165773613639412,0.650705739190485,NA,NA,NA,-0.484984197396098,-0.66693528980477,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,"Nyanza","Siaya","Siaya",0.215973398825339,0.454706469089251,0.357029510738378,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204035216110761,0.436990591554403,0.300895902287063,1.52859352525506,2.12256069700132,-0.290535379466346,-1.02330006933395,-0.495035370985419,-0.484984197396098,2.21637404363619,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,0.212802888489768,0.298250094299387,0.264251567159949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.764631236968246,-0.709158361022588,-0.498101854995976,-0.732611980873951,-0.451995615018545,-1.48065844528446,-1.47270860989256,-0.782404772896045,-1.23112395768409,-0.411879365347681,0.140973488464068,-0.0241140647834204,NA,-0.842525502366262,NA,NA,NA,-0.473105123319555,NA
"31-1984","31","1984",51375,"Siaya",0,NA,NA,NA,-0.473105123319555,NA,NA,NA,NA,-0.484984197396098,NA,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,"Nyanza","Siaya","Siaya",0.0402118349497526,0.298250094299387,0.105462514471493,1,NA,NA,-1.46034911099203,NA,NA,NA,NA,NA,NA,-1.86567715894728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199150327963746,-0.738753014593855,-0.448973549107122,-0.0165773613639412,0.650705739190485,NA,NA,NA,-0.484984197396098,-0.66693528980477,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,0.215973398825339,0.454706469089251,0.357029510738378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473105123319555,NA
"31-1985","31","1985",51375,"Siaya",0,NA,NA,NA,-0.473105123319555,NA,-1.78412545857675,-1.18809508002971,-0.666260083812992,-0.484984197396098,0.774719376915712,-0.49916668718141,0.231280940700119,-0.508544932422029,-0.162294828228591,-1.01969294490928,-0.622048990847609,-0.975548210141603,-1.37862089689573,-0.80089577839774,0.49968628506191,-0.399034856441802,-0.115073017026684,-0.870884904405979,-0.379662284073742,-0.622390617966127,0.108445687088919,"Nyanza","Siaya","Siaya",0.0606760380248044,0.30942554964152,0.127633172630518,1,-0.737366612984851,-0.787637524074031,0.81828242254433,2.43571609235767,2.18972629107825,-0.798046638442297,-0.87114805543822,1.02694109845393,-0.872285103233791,-0.984093462826719,-1.22069490785595,-0.808367957159311,-0.94938877303737,-1.28031358692262,-0.284678219618731,-0.53741255445074,-0.23678936948289,-1.3115416841332,-1.14275459152522,-0.782404772896045,-1.11395252841892,-0.0188140338308064,-0.535306450777643,-1.41253075875607,-0.240997602277159,-0.92548264491539,NA,NA,NA,-0.473105123319555,NA,NA,NA,NA,-0.484984197396098,NA,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,0.0402118349497526,0.298250094299387,0.105462514471493,NA,NA,-1.46034911099203,NA,NA,NA,NA,NA,NA,-1.86567715894728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0378761103339438,0.828905126937155,1.27510377851191,-0.473105123319555,-0.575840058985214
"31-1986","31","1986",51375,"Siaya",0,-0.0378761103339438,0.828905126937155,1.27510377851191,-0.473105123319555,-0.575840058985214,-0.71727540206932,-1.28697208644716,-0.768465189922991,-0.484984197396098,1.13513304359583,-0.234599150218593,0.750746353605554,-0.940208592120063,-0.447778091699363,-0.321306871800592,-0.223985173686202,-0.0594356125426381,-0.756187740681689,-0.264798082362514,0.392234420529975,0.0432131191872867,-0.203656833281422,0.35640386077139,-0.0466001590552788,0.11424284915403,0.674776432521882,"Nyanza","Siaya","Siaya",0.283764674364102,0.298250094299387,0.329555572222378,1,-0.874566507031818,-0.785269329917719,0.891179819386051,1.86012184407866,2.08667404118039,-0.793044937094642,-0.759791313910957,2.24585549540481,-0.909000321078806,-0.470364834152146,-0.940887442546289,-0.816858703898305,-1.16493923178468,-1.38110568561086,-1.13837276112771,-1.12301083372038,-1.01153185341124,-1.28335555727466,-1.55519711448439,-0.985077267668046,-1.37758824426555,-0.979640399760946,-0.670562438625985,-0.677486626652903,-0.0508311335248704,-1.24135791846784,NA,NA,NA,-0.473105123319555,NA,-1.78412545857675,-1.18809508002971,-0.666260083812992,-0.484984197396098,0.774719376915712,-0.49916668718141,0.231280940700119,-0.508544932422029,-0.162294828228591,-1.01969294490928,-0.622048990847609,-0.975548210141603,-1.37862089689573,-0.80089577839774,0.49968628506191,-0.399034856441802,-0.115073017026684,-0.870884904405979,-0.379662284073742,-0.622390617966127,0.108445687088919,0.0606760380248044,0.30942554964152,0.127633172630518,-0.737366612984851,-0.787637524074031,0.81828242254433,2.43571609235767,2.18972629107825,-0.798046638442297,-0.87114805543822,1.02694109845393,-0.872285103233791,-0.984093462826719,-1.22069490785595,-0.808367957159311,-0.94938877303737,-1.28031358692262,-0.284678219618731,-0.53741255445074,-0.23678936948289,-1.3115416841332,-1.14275459152522,-0.782404772896045,-1.11395252841892,-0.0188140338308064,-0.535306450777643,-1.41253075875607,-0.240997602277159,-0.92548264491539,-1.48934406900217,-0.738753014593855,-0.503908048794243,-0.473105123319555,-0.330530899350074
"31-1987","31","1987",51375,"Siaya",0,-1.48934406900217,-0.738753014593855,-0.503908048794243,-0.473105123319555,-0.330530899350074,0.0295196374858846,-0.199325015855161,0.339276127824093,-0.484984197396098,-0.126314789784589,0.162252155225633,-0.0803983070431418,-0.292713102573013,-0.298239239405149,0.846902559581209,-0.0846628376797095,0.464057300371056,-0.69573065707591,-0.39882250637132,0.284782555998039,-0.841282832070892,-0.528464159548794,1.16003778530034,1.36064246188366,1.71028202791437,2.02190637136242,"Nyanza","Siaya","Siaya",0.254941853131635,-0.204645396096606,0.0141282416569073,1,1.99535456433419,-0.669227816258446,1.03697461306949,0.832956417591796,0.976880580741835,-0.647995598012668,-0.534488139193005,1.36479237152184,0.200928956851272,-0.165933054196843,-1.13460030314528,-0.729120987595372,-0.333530319473623,0.2651652596304,-0.583471309146875,-0.225093472173601,-0.150706871268627,-0.127724356074386,-0.455350386593263,-0.343281034223374,-0.381631095511589,-0.499227216795875,0.00571750061572523,0.180064860800793,0.394053724565347,-0.242681548549489,-0.0378761103339438,0.828905126937155,1.27510377851191,-0.473105123319555,-0.575840058985214,-0.71727540206932,-1.28697208644716,-0.768465189922991,-0.484984197396098,1.13513304359583,-0.234599150218593,0.750746353605554,-0.940208592120063,-0.447778091699363,-0.321306871800592,-0.223985173686202,-0.0594356125426381,-0.756187740681689,-0.264798082362514,0.392234420529975,0.0432131191872867,-0.203656833281422,0.35640386077139,-0.0466001590552788,0.11424284915403,0.674776432521882,0.283764674364102,0.298250094299387,0.329555572222378,-0.874566507031818,-0.785269329917719,0.891179819386051,1.86012184407866,2.08667404118039,-0.793044937094642,-0.759791313910957,2.24585549540481,-0.909000321078806,-0.470364834152146,-0.940887442546289,-0.816858703898305,-1.16493923178468,-1.38110568561086,-1.13837276112771,-1.12301083372038,-1.01153185341124,-1.28335555727466,-1.55519711448439,-0.985077267668046,-1.37758824426555,-0.979640399760946,-0.670562438625985,-0.677486626652903,-0.0508311335248704,-1.24135791846784,-0.763610089668058,-1.17421360946358,-0.995341799689891,-0.473105123319555,-0.330530899350074
"31-1988","31","1988",51375,"Siaya",0,-0.763610089668058,-1.17421360946358,-0.995341799689891,-0.473105123319555,-0.330530899350074,NA,NA,NA,-0.484984197396098,NA,0.0299683867442242,-0.288184472205316,-0.0768812727239961,-0.284644798287494,0.415172987114021,0.181411398001863,0.11506202509526,-0.481382815200878,0.271299613672712,0.392234420529975,0.927709070445465,0.194970339864898,-0.0104724960787843,-0.259083501506351,-0.0392224564960029,-0.0725120658896609,"Nyanza","Siaya","Siaya",0.413611484016368,-0.204645396096606,0.123640981028461,1,-0.203602641624049,-0.531872555192367,0.820633951474708,0.00295587173089745,0.178886235378877,-0.622987091274396,-0.651024264047118,0.536725525767167,-0.729660603143539,0.27591584865495,-0.766007776727751,-0.700818498465394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327066829724678,NA,-1.48934406900217,-0.738753014593855,-0.503908048794243,-0.473105123319555,-0.330530899350074,0.0295196374858846,-0.199325015855161,0.339276127824093,-0.484984197396098,-0.126314789784589,0.162252155225633,-0.0803983070431418,-0.292713102573013,-0.298239239405149,0.846902559581209,-0.0846628376797095,0.464057300371056,-0.69573065707591,-0.39882250637132,0.284782555998039,-0.841282832070892,-0.528464159548794,1.16003778530034,1.36064246188366,1.71028202791437,2.02190637136242,0.254941853131635,-0.204645396096606,0.0141282416569073,1.99535456433419,-0.669227816258446,1.03697461306949,0.832956417591796,0.976880580741835,-0.647995598012668,-0.534488139193005,1.36479237152184,0.200928956851272,-0.165933054196843,-1.13460030314528,-0.729120987595372,-0.333530319473623,0.2651652596304,-0.583471309146875,-0.225093472173601,-0.150706871268627,-0.127724356074386,-0.455350386593263,-0.343281034223374,-0.381631095511589,-0.499227216795875,0.00571750061572523,0.180064860800793,0.394053724565347,-0.242681548549489,-0.803928644075508,-0.608114836132937,-0.293370902210097,-0.473105123319555,-0.575840058985214
"31-1989","31","1989",51375,"Siaya",0,-0.803928644075508,-0.608114836132937,-0.293370902210097,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-0.631450455662819,-0.0803983070431418,0.354782386974037,-0.148700387110935,0.0723289148606669,0.792125096436337,0.638554938008954,0.542265532215145,-0.264798082362514,0.392234420529975,-0.841282832070892,-0.661339883930901,-0.0628834042002379,-0.374515628720256,-0.254073884406049,-0.398682830517719,NA,NA,NA,NA,NA,NA,NA,-0.750522767208533,-0.152961490182493,0.933507340132856,-0.760263021014757,-0.669313052242015,-0.090305897749213,0.0637306350581079,0.260703243848944,-0.362508424693386,0.690281326927446,0.146056941925856,-0.0328797549979057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108695242518304,NA,-0.763610089668058,-1.17421360946358,-0.995341799689891,-0.473105123319555,-0.330530899350074,NA,NA,NA,-0.484984197396098,NA,0.0299683867442242,-0.288184472205316,-0.0768812727239961,-0.284644798287494,0.415172987114021,0.181411398001863,0.11506202509526,-0.481382815200878,0.271299613672712,0.392234420529975,0.927709070445465,0.194970339864898,-0.0104724960787843,-0.259083501506351,-0.0392224564960029,-0.0725120658896609,0.413611484016368,-0.204645396096606,0.123640981028461,-0.203602641624049,-0.531872555192367,0.820633951474708,0.00295587173089745,0.178886235378877,-0.622987091274396,-0.651024264047118,0.536725525767167,-0.729660603143539,0.27591584865495,-0.766007776727751,-0.700818498465394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327066829724678,NA,NA,NA,NA,-0.473105123319555,NA
"31-1990","31","1990",51375,"Siaya",0,NA,NA,NA,-0.473105123319555,NA,-1.46407044162452,-1.02330006933395,-0.494723770052156,-0.484984197396098,-0.126314789784589,0.955954766114085,0.231280940700119,1.00227787652109,2.82848221765569,-1.51491216038634,-1.32494588904578,-1.71716317010267,-1.49953506410728,1.61154385376078,1.14439747225352,2.03332900951819,0.992224686157538,-0.700549453011255,-1.2737098426222,-1.05209347378622,-1.89884494317348,"Nyanza","Siaya","Siaya",0.00781498388445914,0.00768825540392444,-0.0560812977357245,1,-1.89510818466884,-0.579236438318601,-0.646720101081215,-0.973328295239585,-0.761795840611894,-0.187839074028472,0.193215218229345,-1.444010369278,-0.140804993860024,-1.22933017445738,-1.04043432924299,-0.525343065859528,-0.94938877303737,-1.11232675577555,-0.284678219618731,-0.888771522012522,-0.667201860554199,-1.02968041554777,-0.922785245946993,-0.849962271153379,-0.996781099153743,-0.237183662451293,-0.625477109343204,-0.963337122470802,-1.18165284144177,-0.893576051627264,-0.803928644075508,-0.608114836132937,-0.293370902210097,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-0.631450455662819,-0.0803983070431418,0.354782386974037,-0.148700387110935,0.0723289148606669,0.792125096436337,0.638554938008954,0.542265532215145,-0.264798082362514,0.392234420529975,-0.841282832070892,-0.661339883930901,-0.0628834042002379,-0.374515628720256,-0.254073884406049,-0.398682830517719,NA,NA,NA,-0.750522767208533,-0.152961490182493,0.933507340132856,-0.760263021014757,-0.669313052242015,-0.090305897749213,0.0637306350581079,0.260703243848944,-0.362508424693386,0.690281326927446,0.146056941925856,-0.0328797549979057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108695242518304,NA,NA,NA,NA,-0.473105123319555,NA
"31-1991","31","1991",51375,"Siaya",0,NA,NA,NA,-0.473105123319555,NA,0.491821328639107,0.196183009814658,0.719273465937335,-0.484984197396098,-1.20755578982495,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00519182998643804,0.500346823236293,-0.156624038392385,-0.147013701604316,0.021458125159896,0.379625927379393,0.177061481944139,-0.208166037708706,-0.000823950399779436,-0.411879365347681,-0.174623816515397,0.384243786385006,NA,0.0604310876877108,NA,NA,NA,-0.473105123319555,NA,-1.46407044162452,-1.02330006933395,-0.494723770052156,-0.484984197396098,-0.126314789784589,0.955954766114085,0.231280940700119,1.00227787652109,2.82848221765569,-1.51491216038634,-1.32494588904578,-1.71716317010267,-1.49953506410728,1.61154385376078,1.14439747225352,2.03332900951819,0.992224686157538,-0.700549453011255,-1.2737098426222,-1.05209347378622,-1.89884494317348,0.00781498388445914,0.00768825540392444,-0.0560812977357245,-1.89510818466884,-0.579236438318601,-0.646720101081215,-0.973328295239585,-0.761795840611894,-0.187839074028472,0.193215218229345,-1.444010369278,-0.140804993860024,-1.22933017445738,-1.04043432924299,-0.525343065859528,-0.94938877303737,-1.11232675577555,-0.284678219618731,-0.888771522012522,-0.667201860554199,-1.02968041554777,-0.922785245946993,-0.849962271153379,-0.996781099153743,-0.237183662451293,-0.625477109343204,-0.963337122470802,-1.18165284144177,-0.893576051627264,-0.0781946647413937,0.132168175145596,0.475712093409634,-0.473105123319555,-0.821149218620354
"31-1992","31","1992",51375,"Siaya",0,-0.0781946647413937,0.132168175145596,0.475712093409634,-0.473105123319555,-0.821149218620354,0.278451317337619,0.22914201195381,0.781126251189879,-0.484984197396098,-1.20755578982495,-1.8220043719955,-1.11932913285401,-1.3718722518181,-1.44017229328824,-0.778432301471731,1.32532110416043,-0.321182068999485,0.634325182251216,-1.33699347443297,-1.00463981838519,-1.28353080769998,-1.53241407710249,-0.0541482528466622,1.35329009709297,0.267708154804063,1.54717152558528,"Nyanza","Siaya","Siaya",0.0111872539686578,-0.126417208701674,-0.116256736066271,1,1.42212213030234,-0.290316751248572,1.79416692865123,2.17494963733624,1.22262056126751,-0.490442005561557,-0.130496239698747,1.81084437910169,0.332256466835365,0.531723108200726,0.735266892914469,-0.0753334886928732,-0.0563940153699364,0.634736288153947,0.142169051135759,-0.107973816319675,0.494911865338337,0.43599818109648,0.259549986535974,-0.140608539451372,0.145640336181686,0.0685338176173878,-0.0393678286670561,0.343408001268163,1.10994033934843,0.207201416813091,NA,NA,NA,-0.473105123319555,NA,0.491821328639107,0.196183009814658,0.719273465937335,-0.484984197396098,-1.20755578982495,NA,-2.05436687608379,-1.3718722518181,NA,NA,NA,NA,NA,NA,-1.97170659917261,-1.28353080769998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00519182998643804,0.500346823236293,-0.156624038392385,-0.147013701604316,0.021458125159896,0.379625927379393,0.177061481944139,-0.208166037708706,-0.000823950399779436,-0.411879365347681,-0.174623816515397,0.384243786385006,NA,0.0604310876877108,-1.24743274255747,-1.04357543100266,-0.843257125679234,-0.473105123319555,-0.575840058985214
"31-1993","31","1993",51375,"Siaya",0,-1.24743274255747,-1.04357543100266,-0.843257125679234,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-1.8220043719955,-1.11932913285401,-0.940208592120063,-1.31782232322933,-0.810177122976671,0.983824250490383,-0.452055297227909,0.5271512613137,-1.73906674645939,-1.75680287010874,-1.28353080769998,-1.73910964836354,-0.504008547555805,1.38637573865109,-0.284766945536055,0.9607343631547,NA,NA,NA,NA,NA,NA,NA,0.580128259986706,0.55749675671102,0.987592505531552,1.1096232662121,1.53441967634311,-0.0652973910109415,0.415928701283871,1.7777217052715,1.04961533857643,0.667026121514193,0.603434529451263,1.11054080585322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30126990576893,NA,-0.0781946647413937,0.132168175145596,0.475712093409634,-0.473105123319555,-0.821149218620354,0.278451317337619,0.22914201195381,0.781126251189879,-0.484984197396098,-1.20755578982495,-1.8220043719955,-1.11932913285401,-1.3718722518181,-1.44017229328824,-0.778432301471731,1.32532110416043,-0.321182068999485,0.634325182251216,-1.33699347443297,-1.00463981838519,-1.28353080769998,-1.53241407710249,-0.0541482528466622,1.35329009709297,0.267708154804063,1.54717152558528,0.0111872539686578,-0.126417208701674,-0.116256736066271,1.42212213030234,-0.290316751248572,1.79416692865123,2.17494963733624,1.22262056126751,-0.490442005561557,-0.130496239698747,1.81084437910169,0.332256466835365,0.531723108200726,0.735266892914469,-0.0753334886928732,-0.0563940153699364,0.634736288153947,0.142169051135759,-0.107973816319675,0.494911865338337,0.43599818109648,0.259549986535974,-0.140608539451372,0.145640336181686,0.0685338176173878,-0.0393678286670561,0.343408001268163,1.10994033934843,0.207201416813091,0.12339810729586,-0.216200300750185,0.135551176627789,-0.473105123319555,-1.06645837825549
"31-1994","31","1994",51375,"Siaya",0,0.12339810729586,-0.216200300750185,0.135551176627789,-0.473105123319555,-1.06645837825549,NA,NA,NA,-0.484984197396098,NA,-0.49916668718141,0.439067105862293,-0.724376762271046,-0.678883590699512,-0.054650371159094,-0.197796764662425,-0.190308840771062,-0.217570086739299,-0.264798082362514,-0.682284224789383,-1.06240681988544,-0.927091332695114,-0.0759861312306011,-0.123799989357572,-0.0392224564960029,-0.0736290890561953,NA,NA,NA,NA,NA,NA,NA,0.241827151377747,-0.349521605156365,0.0869569251967467,0.59445051360878,-0.109131591258747,-0.43542329073736,-0.0320879564886072,-0.516575502032774,-0.129508003753866,-0.0285159313003522,-0.513104875390173,-0.0526914973888905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175864132857415,NA,-1.24743274255747,-1.04357543100266,-0.843257125679234,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-1.8220043719955,-1.11932913285401,-0.940208592120063,-1.31782232322933,-0.810177122976671,0.983824250490383,-0.452055297227909,0.5271512613137,-1.73906674645939,-1.75680287010874,-1.28353080769998,-1.73910964836354,-0.504008547555805,1.38637573865109,-0.284766945536055,0.9607343631547,NA,NA,NA,0.580128259986706,0.55749675671102,0.987592505531552,1.1096232662121,1.53441967634311,-0.0652973910109415,0.415928701283871,1.7777217052715,1.04961533857643,0.667026121514193,0.603434529451263,1.11054080585322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30126990576893,NA,NA,NA,NA,-0.473105123319555,NA
