"","ID1","Year","code","ADM2_NAME","ASAL","MaxTemp_OctMar","AvgTemp_OctMar","CumDD_OctMar","HeatWDays_OctMar","SDtemp_OctMar","MaxTemp_MarSep","AvgTemp_MarSep","CumDD_MarSep","HeatWDays_MarSep","SDtemp_MarSep","PrecCoefVar_OND","DrSpell10_OND","DrSpell20_OND","DrySpell_OND","MaxRain_OND","SeasRain_OND","PrecStDev_OND","Prec2Months_OND","PrecCoefVar_MAM","DrSpell10_MAM","DrSpell20_MAM","DrySpell_MAM","MaxRain_MAM","SeasRain_MAM","PrecStDev_MAM","Prec2Months_MAM","Admin1","county","Admin2","Area","Yield","MT","west1","AprilP","AugustP","DecemberP","FebruaryP","JanuaryP","JulyP","JuneP","MarchP","MayP","NovemberP","OctoberP","SeptemberP","AprilT","AugustT","DecemberT","FebruaryT","JanuaryT","JulyT","JuneT","MarchT","MayT","NovemberT","OctoberT","SeptemberT","MeanPrec","MeanTemp","MaxTemp_OctMar_L1","AvgTemp_OctMar_L1","CumDD_OctMar_L1","HeatWDays_OctMar_L1","SDtemp_OctMar_L1","MaxTemp_MarSep_L1","AvgTemp_MarSep_L1","CumDD_MarSep_L1","HeatWDays_MarSep_L1","SDtemp_MarSep_L1","PrecCoefVar_OND_L1","DrSpell10_OND_L1","DrSpell20_OND_L1","DrySpell_OND_L1","MaxRain_OND_L1","SeasRain_OND_L1","PrecStDev_OND_L1","Prec2Months_OND_L1","PrecCoefVar_MAM_L1","DrSpell10_MAM_L1","DrSpell20_MAM_L1","DrySpell_MAM_L1","MaxRain_MAM_L1","SeasRain_MAM_L1","PrecStDev_MAM_L1","Prec2Months_MAM_L1","Area_L1","Yield_L1","MT_L1","AprilP_L1","AugustP_L1","DecemberP_L1","FebruaryP_L1","JanuaryP_L1","JulyP_L1","JuneP_L1","MarchP_L1","MayP_L1","NovemberP_L1","OctoberP_L1","SeptemberP_L1","AprilT_L1","AugustT_L1","DecemberT_L1","FebruaryT_L1","JanuaryT_L1","JulyT_L1","JuneT_L1","MarchT_L1","MayT_L1","NovemberT_L1","OctoberT_L1","SeptemberT_L1","MeanPrec_L1","MeanTemp_L1","MaxTemp_OctMar_Lead1","AvgTemp_OctMar_Lead1","CumDD_OctMar_Lead1","HeatWDays_OctMar_Lead1","SDtemp_OctMar_Lead1"
"16-1996","16","1996",51351,"Makueni",1,NA,NA,NA,-0.473105123319555,NA,0.385136322988363,0.328019018371264,0.879747946567362,-0.484984197396098,-1.02734895648489,-0.631450455662819,-0.911542967691837,-1.15604042196908,-1.08671682422919,0.345334379803153,0.923067141555221,0.59493052859948,1.00805988090512,-0.532846930380127,-0.0375730375977682,0.0432131191872867,-0.425116373918267,0.352036285094602,1.09081067406517,0.666717949494148,0.527329374539335,NA,NA,NA,NA,NA,NA,NA,1.04435255902233,0.941144210033517,0.039926346589185,0.632611458246062,0.754921888654125,0.880024163695721,1.10737637541827,0.27836866989171,1.09056692771126,0.943974476890198,1.18457311124825,0.80770417216245,0.189949366055563,0.433152090777467,0.312907959437554,0.282425036526749,0.408829367124073,0.407812054237936,0.397030827522365,0.0958427044492965,0.438568909344616,0.155881669065584,0.0958881591812863,0.220900645917635,1.24195192469023,0.325255811979159,NA,NA,NA,-0.473105123319555,NA,-0.646152064968824,-0.825546056499042,-0.29031355783216,-0.484984197396098,-0.66693528980477,-1.55743683503268,-1.2232222154351,-0.940208592120063,-1.22266123540574,-0.416541336315413,0.836121623596282,0.027813206276311,0.891267787575775,-1.60504232245058,-1.11209168291713,-1.28353080769998,-1.5176501077267,-0.451597639434351,1.27094361143719,-0.100608578756016,1.43770325526491,1.95911998132251,-1.32219093030992,-0.31625139324837,1.30183729168582,1.30821430426183,0.768900315006391,1.79016011224364,1.0772904652577,0.749979928656709,1.13327329205252,1.27867341956335,0.604796353146441,0.50635379320445,0.678767308573095,1.43884967976097,-1.28811092249743,-0.406782064957868,-1.30911166942951,-1.35725014542823,-1.14065560073264,-0.522330132093992,-0.592831227579654,-1.25530726069738,-0.96748824183745,-1.32903180555372,-1.07633040217101,-0.391636130835005,1.52778317665277,-1.01801176545096,-0.562017317630804,-0.47747665767202,-0.244931121697804,-0.332635042717828,-0.575840058985214
"16-1997","16","1997",51351,"Makueni",1,-0.562017317630804,-0.47747665767202,-0.244931121697804,-0.332635042717828,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-0.366882918700001,-0.184291389624229,-0.508544932422029,-0.488561415052331,1.81829409763238,1.43426488569934,2.07816044852161,2.07979909028028,0.00325076565509957,0.177330691466103,-0.177910868627258,-0.0117252313961571,1.58806020162555,1.09301638350238,1.67958896678436,1.46897990392787,"Eastern","Makueni","Makueni",0.961850366679132,-1.03162909141446,-0.243132415326564,0,2.08368874269319,0.209372215733199,0.256267008183969,0.330503979867574,-0.325805552582464,-0.11031270313983,-0.270339589523683,0.130420726783542,0.409923273815205,1.65008707761986,1.34600049508075,0.657700979773565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862782084853863,NA,NA,NA,NA,-0.473105123319555,NA,0.385136322988363,0.328019018371264,0.879747946567362,-0.484984197396098,-1.02734895648489,-0.631450455662819,-0.911542967691837,-1.15604042196908,-1.08671682422919,0.345334379803153,0.923067141555221,0.59493052859948,1.00805988090512,-0.532846930380127,-0.0375730375977682,0.0432131191872867,-0.425116373918267,0.352036285094602,1.09081067406517,0.666717949494148,0.527329374539335,NA,NA,NA,1.04435255902233,0.941144210033517,0.039926346589185,0.632611458246062,0.754921888654125,0.880024163695721,1.10737637541827,0.27836866989171,1.09056692771126,0.943974476890198,1.18457311124825,0.80770417216245,0.189949366055563,0.433152090777467,0.312907959437554,0.282425036526749,0.408829367124073,0.407812054237936,0.397030827522365,0.0958427044492965,0.438568909344616,0.155881669065584,0.0958881591812863,0.220900645917635,1.24195192469023,0.325255811979159,-1.56998117781707,-1.56612814484633,-1.45403134141242,-0.473105123319555,-0.575840058985214
"16-1998","16","1998",51351,"Makueni",1,-1.56998117781707,-1.56612814484633,-1.45403134141242,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,0.294535923707042,0.54296018844338,0.354782386974037,0.150377317477493,1.53893966838891,0.781649732826826,1.59829194501739,0.907756083104624,0.539348461690326,0.822041878657718,0.927709070445465,0.888876900527011,-0.547684304323683,-1.08695977693856,-0.745162862486154,-0.679055645317864,"Eastern","Makueni","Makueni",1.06042441529417,-1.42277002838912,-0.58327155922211,0,-0.919673321513013,-0.754482805885667,0.296243000000396,-0.830224752849775,-0.605896283074098,-0.750530475639581,-0.87114805543822,-0.571779958416418,-1.07139455385484,1.86995447425424,-0.653008608045003,-0.794216712594322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.726590878754716,NA,-0.562017317630804,-0.47747665767202,-0.244931121697804,-0.332635042717828,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-0.366882918700001,-0.184291389624229,-0.508544932422029,-0.488561415052331,1.81829409763238,1.43426488569934,2.07816044852161,2.07979909028028,0.00325076565509957,0.177330691466103,-0.177910868627258,-0.0117252313961571,1.58806020162555,1.09301638350238,1.67958896678436,1.46897990392787,0.961850366679132,-1.03162909141446,-0.243132415326564,2.08368874269319,0.209372215733199,0.256267008183969,0.330503979867574,-0.325805552582464,-0.11031270313983,-0.270339589523683,0.130420726783542,0.409923273815205,1.65008707761986,1.34600049508075,0.657700979773565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862782084853863,NA,-0.158831773556296,0.306352413093485,0.651340124429058,-0.473105123319555,-0.575840058985214
"16-1999","16","1999",51351,"Makueni",1,-0.158831773556296,0.306352413093485,0.651340124429058,-0.473105123319555,-0.575840058985214,-1.96193380132799,-1.9461521292302,-1.42765696423915,-0.484984197396098,-0.30652162312465,0.691387229151267,0.85463943618664,0.570614216823054,0.531021668771855,1.05006941721283,0.241120970576074,0.943925803875276,0.693408241229591,0.941421733716745,0.607138149593846,1.36995704607455,1.43514376743123,-0.639403393536226,-1.07593122975252,-0.898628168136186,-1.0856520779364,"Eastern","Makueni","Makueni",1.88129836399484,-1.26631365359926,-0.269052198071284,0,-0.739246063588234,-0.768691970823538,-0.72667208471407,-0.944707586761623,-0.78821949443186,-0.582973480493162,-0.850430522130823,-1.03991374854973,-0.887818464629759,1.23360748976434,-0.0611082006591817,-0.514022070207537,-1.8423835307048,-2.05305301019912,-1.69327421310855,-1.90380853941322,-2.04452183198239,-1.73433358701135,-1.61018945087895,-1.69443099937005,-1.75839538937736,-2.42087994865616,-2.38380495137165,-2.47426117179398,-0.854240847840733,-2.090073299932,-1.56998117781707,-1.56612814484633,-1.45403134141242,-0.473105123319555,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,0.294535923707042,0.54296018844338,0.354782386974037,0.150377317477493,1.53893966838891,0.781649732826826,1.59829194501739,0.907756083104624,0.539348461690326,0.822041878657718,0.927709070445465,0.888876900527011,-0.547684304323683,-1.08695977693856,-0.745162862486154,-0.679055645317864,1.06042441529417,-1.42277002838912,-0.58327155922211,-0.919673321513013,-0.754482805885667,0.296243000000396,-0.830224752849775,-0.605896283074098,-0.750530475639581,-0.87114805543822,-0.571779958416418,-1.07139455385484,1.86995447425424,-0.653008608045003,-0.794216712594322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.726590878754716,NA,NA,NA,NA,-0.473105123319555,NA
"16-2000","16","2000",51351,"Makueni",1,NA,NA,NA,-0.473105123319555,NA,-1.10845375612205,-1.15513607789056,-0.624505558755858,-0.484984197396098,-1.20755578982495,0.0299683867442242,0.439067105862293,0.354782386974037,0.422266139830609,-0.708593694160863,-0.471203754870655,-0.626552934865807,-0.282149244227289,-0.532846930380127,-0.25247676666164,0.485461094816376,0.342610033622794,-0.499640971879017,-0.367163263929561,-0.561004495706114,-0.742725965810327,"Eastern","Makueni","Makueni",1.44895604550783,-0.99810272538806,-0.0502918833460258,0,-0.327646381447334,-0.290316751248572,-0.651423158941971,-0.693481367899512,-0.838424436689794,-0.0778016443800773,-0.0320879564886072,-1.02224832250696,0.155740996426638,-0.100395657123132,-0.279035168833052,-0.174392200647797,-1.28811092249743,-1.04513202331672,-1.52253530480675,-1.5134096865668,-1.35586184626829,-0.832377527537968,-0.785304404960602,-1.28908600982605,-1.08465967110262,-1.89679283996699,-2.20346363424053,-1.5350381141066,-0.509382389216552,-1.4072722035661,-0.158831773556296,0.306352413093485,0.651340124429058,-0.473105123319555,-0.575840058985214,-1.96193380132799,-1.9461521292302,-1.42765696423915,-0.484984197396098,-0.30652162312465,0.691387229151267,0.85463943618664,0.570614216823054,0.531021668771855,1.05006941721283,0.241120970576074,0.943925803875276,0.693408241229591,0.941421733716745,0.607138149593846,1.36995704607455,1.43514376743123,-0.639403393536226,-1.07593122975252,-0.898628168136186,-1.0856520779364,1.88129836399484,-1.26631365359926,-0.269052198071284,-0.739246063588234,-0.768691970823538,-0.72667208471407,-0.944707586761623,-0.78821949443186,-0.582973480493162,-0.850430522130823,-1.03991374854973,-0.887818464629759,1.23360748976434,-0.0611082006591817,-0.514022070207537,-1.8423835307048,-2.05305301019912,-1.69327421310855,-1.90380853941322,-2.04452183198239,-1.73433358701135,-1.61018945087895,-1.69443099937005,-1.75839538937736,-2.42087994865616,-2.38380495137165,-2.47426117179398,-0.854240847840733,-2.090073299932,NA,NA,NA,-0.473105123319555,NA
"16-2001","16","2001",51351,"Makueni",1,NA,NA,NA,-0.473105123319555,NA,0.10064297458638,0.393937022649568,0.939107924353809,-0.144985834061645,-0.66693528980477,-1.29286929806986,-0.703756802529663,-0.0768812727239961,-0.896394648582005,-0.695895765558887,0.953445696022802,-0.321182068999485,1.1372181958811,-1.20296905042416,-0.682284224789383,0.0432131191872867,-0.986147210198273,-0.416657034020049,0.848182635972249,-0.315460006666062,0.311743903398188,"Eastern","Makueni","Makueni",1.70259687235355,-1.09868182346726,-0.0966955864695655,0,0.7699527709284,1.180331819821,-0.0988138603031218,-0.073366017543668,0.0494103316610464,0.694961213832512,1.11773514207197,0.145877974570962,0.91828782859234,0.876322970233464,1.50742787891324,1.68508133519178,0.282328134090124,0.399554724548053,0.569016321890249,0.516664348234604,0.451870616231205,0.464184307955023,0.424526995719644,0.399851446607299,0.438568909344616,0.243229520513778,0.00571750061572523,0.180064860800793,1.11197576026779,0.408212954528288,NA,NA,NA,-0.473105123319555,NA,-1.10845375612205,-1.15513607789056,-0.624505558755858,-0.484984197396098,-1.20755578982495,0.0299683867442242,0.439067105862293,0.354782386974037,0.422266139830609,-0.708593694160863,-0.471203754870655,-0.626552934865807,-0.282149244227289,-0.532846930380127,-0.25247676666164,0.485461094816376,0.342610033622794,-0.499640971879017,-0.367163263929561,-0.561004495706114,-0.742725965810327,1.44895604550783,-0.99810272538806,-0.0502918833460258,-0.327646381447334,-0.290316751248572,-0.651423158941971,-0.693481367899512,-0.838424436689794,-0.0778016443800773,-0.0320879564886072,-1.02224832250696,0.155740996426638,-0.100395657123132,-0.279035168833052,-0.174392200647797,-1.28811092249743,-1.04513202331672,-1.52253530480675,-1.5134096865668,-1.35586184626829,-0.832377527537968,-0.785304404960602,-1.28908600982605,-1.08465967110262,-1.89679283996699,-2.20346363424053,-1.5350381141066,-0.509382389216552,-1.4072722035661,1.65550317477899,1.96110267359844,-1.90974413684649,1.98512128721067,-0.575840058985214
"16-2002","16","2002",51351,"Makueni",1,1.65550317477899,1.96110267359844,-1.90974413684649,1.98512128721067,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-1.42515306655127,-1.01543605027292,-1.15604042196908,-1.10031126534684,-0.200676550081819,1.0047749777094,0.158686434504734,1.6772098744509,-1.87309117046819,-1.326995411981,-1.28353080769998,-1.62099789335723,-0.530214001616531,1.58488958799984,-0.161994701016029,1.24445824745445,"Eastern","Makueni","Makueni",1.63630438351887,-1.13220818949366,-0.150391300083947,0,1.10825387953736,2.82149037014501,0.0305202308676727,0.457707128658516,0.0441256008970533,2.45055838685917,2.26496854896913,1.07772919832688,1.481725210137,0.34779557447773,2.16389923983206,3.05492180908273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14044487338224,NA,NA,NA,NA,-0.473105123319555,NA,0.10064297458638,0.393937022649568,0.939107924353809,-0.144985834061645,-0.66693528980477,-1.29286929806986,-0.703756802529663,-0.0768812727239961,-0.896394648582005,-0.695895765558887,0.953445696022802,-0.321182068999485,1.1372181958811,-1.20296905042416,-0.682284224789383,0.0432131191872867,-0.986147210198273,-0.416657034020049,0.848182635972249,-0.315460006666062,0.311743903398188,1.70259687235355,-1.09868182346726,-0.0966955864695655,0.7699527709284,1.180331819821,-0.0988138603031218,-0.073366017543668,0.0494103316610464,0.694961213832512,1.11773514207197,0.145877974570962,0.91828782859234,0.876322970233464,1.50742787891324,1.68508133519178,0.282328134090124,0.399554724548053,0.569016321890249,0.516664348234604,0.451870616231205,0.464184307955023,0.424526995719644,0.399851446607299,0.438568909344616,0.243229520513778,0.00571750061572523,0.180064860800793,1.11197576026779,0.408212954528288,0.365309433740564,0.21926029411954,0.564743868764626,-0.332635042717828,-0.821149218620354
"16-2003","16","2003",51351,"Makueni",1,0.365309433740564,0.21926029411954,0.564743868764626,-0.332635042717828,-0.821149218620354,0.882999682691834,0.954240059015145,1.09210398258554,1.30000721010978,-0.30652162312465,0.162252155225633,0.439067105862293,0.570614216823054,0.109593994124525,0.0215372004527628,-0.715279726972255,-0.0158112031331637,-0.1502428799965,-0.39882250637132,0.0698788269341674,-0.177910868627258,-0.0855450782751052,-0.102191585291328,-0.0480706320134176,0.144935910284036,0.0849882005916957,"Eastern","Makueni","Makueni",1.53542450920523,-1.40041911770485,-0.492055137082124,0,-0.511832540578878,1.4645151185784,-0.712562911131801,-0.073366017543668,-0.346944475638436,1.73781594481843,1.15917020868677,0.269535956870326,0.0794863132100675,-0.899529079505802,0.181032875089563,0.281277874344853,0.990565355688433,0.802723119301014,1.20928722802198,1.45362159506602,1.61398434212374,0.774231703398999,0.781977182284261,1.24432017482397,0.819376054456426,1.07303410927163,0.862338756988558,0.955944778020803,0.266694529896383,1.11015800686706,1.65550317477899,1.96110267359844,-1.90974413684649,1.98512128721067,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,-1.42515306655127,-1.01543605027292,-1.15604042196908,-1.10031126534684,-0.200676550081819,1.0047749777094,0.158686434504734,1.6772098744509,-1.87309117046819,-1.326995411981,-1.28353080769998,-1.62099789335723,-0.530214001616531,1.58488958799984,-0.161994701016029,1.24445824745445,1.63630438351887,-1.13220818949366,-0.150391300083947,1.10825387953736,2.82149037014501,0.0305202308676727,0.457707128658516,0.0441256008970533,2.45055838685917,2.26496854896913,1.07772919832688,1.481725210137,0.34779557447773,2.16389923983206,3.05492180908273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14044487338224,NA,0.405627988148015,-0.172654241263212,0.117420085598049,-0.332635042717828,-0.0852217397149342
"16-2004","16","2004",51351,"Makueni",1,0.405627988148015,-0.172654241263212,0.117420085598049,-0.332635042717828,-0.0852217397149342,0.954123019792328,1.21791207612836,1.1254452824446,1.4275065963602,-1.02734895648489,0.42681969218845,0.750746353605554,0.13895055712502,0.204755081948116,-0.416541336315413,-0.592717972740979,-0.539304116046858,-0.760309814563901,0.941421733716745,1.25184933678546,0.485461094816376,0.445957819253322,-0.298732490746779,-0.813451806724721,-0.468925312316095,-0.748311081643,"Eastern","Makueni","Makueni",1.88129836399484,-1.26631365359926,-0.268993861987358,0,-0.782473427466046,-0.150593296026181,-0.486816133815505,-0.493136408553778,-0.603253917692101,-0.350394367827237,-0.506001530895333,-0.384084806712026,-0.770612192278364,-0.523217573727719,-0.241368779272136,-0.723460489769376,0.990565355688433,1.23948888028339,1.50808031755013,1.53170136563531,1.52790184390948,1.08427909884297,1.22191587344071,1.24432017482397,1.08301177030306,1.59712121796079,1.53861869623027,1.40513841430607,-0.800156806268981,1.41007998377545,0.365309433740564,0.21926029411954,0.564743868764626,-0.332635042717828,-0.821149218620354,0.882999682691834,0.954240059015145,1.09210398258554,1.30000721010978,-0.30652162312465,0.162252155225633,0.439067105862293,0.570614216823054,0.109593994124525,0.0215372004527628,-0.715279726972255,-0.0158112031331637,-0.1502428799965,-0.39882250637132,0.0698788269341674,-0.177910868627258,-0.0855450782751052,-0.102191585291328,-0.0480706320134176,0.144935910284036,0.0849882005916957,1.53542450920523,-1.40041911770485,-0.492055137082124,-0.511832540578878,1.4645151185784,-0.712562911131801,-0.073366017543668,-0.346944475638436,1.73781594481843,1.15917020868677,0.269535956870326,0.0794863132100675,-0.899529079505802,0.181032875089563,0.281277874344853,0.990565355688433,0.802723119301014,1.20928722802198,1.45362159506602,1.61398434212374,0.774231703398999,0.781977182284261,1.24432017482397,0.819376054456426,1.07303410927163,0.862338756988558,0.955944778020803,0.266694529896383,1.11015800686706,0.849132086629973,0.306352413093485,0.646739698346885,1.3530059245029,1.14132405846077
"16-2005","16","2005",51351,"Makueni",1,0.849132086629973,0.306352413093485,0.646739698346885,1.3530059245029,1.14132405846077,0.278451317337619,0.0973060033972029,0.61909376589354,0.152512733856002,0.0538920435554711,1.61737360852113,1.1663186839299,1.64977336606814,1.31949925359589,-0.892713658889516,-1.57216447023023,-1.3245434854174,-1.74411144778521,1.87959270177839,0.822041878657718,2.03332900951819,2.3209819299786,-0.648138544889802,-1.17151197203155,-0.929321229266193,-0.973949761282957,"Eastern","Makueni","Makueni",1.50660168797277,-1.56805094783685,-0.686668879775355,0,-0.682862545486741,-0.771060164979849,-0.573822704239494,-0.722102076377474,-0.645531763804046,-0.798046638442297,-0.873737747101645,-0.982501113910735,-1.14906136083468,-1.60352757065244,-1.27988494859453,-0.780065468029333,0.220742288733749,-0.0372110364343202,0.0141148699094114,0.438584577665319,0.0644993742670275,0.0132062782183306,0.122069145549582,0.366072697478632,0.0577617642328065,-0.0188140338308064,-0.535306450777643,-0.269128775484477,-1.41398160066666,0.0604310876877108,0.405627988148015,-0.172654241263212,0.117420085598049,-0.332635042717828,-0.0852217397149342,0.954123019792328,1.21791207612836,1.1254452824446,1.4275065963602,-1.02734895648489,0.42681969218845,0.750746353605554,0.13895055712502,0.204755081948116,-0.416541336315413,-0.592717972740979,-0.539304116046858,-0.760309814563901,0.941421733716745,1.25184933678546,0.485461094816376,0.445957819253322,-0.298732490746779,-0.813451806724721,-0.468925312316095,-0.748311081643,1.88129836399484,-1.26631365359926,-0.268993861987358,-0.782473427466046,-0.150593296026181,-0.486816133815505,-0.493136408553778,-0.603253917692101,-0.350394367827237,-0.506001530895333,-0.384084806712026,-0.770612192278364,-0.523217573727719,-0.241368779272136,-0.723460489769376,0.990565355688433,1.23948888028339,1.50808031755013,1.53170136563531,1.52790184390948,1.08427909884297,1.22191587344071,1.24432017482397,1.08301177030306,1.59712121796079,1.53861869623027,1.40513841430607,-0.800156806268981,1.41007998377545,NA,NA,NA,-0.473105123319555,NA
"16-2006","16","2006",51351,"Makueni",1,NA,NA,NA,-0.473105123319555,NA,0.456259660088858,0.492814029067022,0.955466973350073,1.25750741469298,0.414305710235591,1.35280607155831,1.1663186839299,1.86560519591715,0.925260461183874,-0.733989551364815,-1.10705832596795,-1.01917261955108,-1.06946535572981,1.47751942975197,1.3593012013174,1.81220502170364,1.19892025741859,-0.421024609696837,-0.980350487473488,-0.653083679096134,-0.970598691783354,"Eastern","Makueni","Makueni",1.46299275944804,-1.36689275167845,-0.461266206402983,0,-0.256227258518776,-0.782901135761408,-0.867763820536755,-0.903366563404567,-0.782934763667867,-0.793044937094642,-0.868558363774796,-1.29164606965915,-0.904763949788997,-0.954495928664398,-0.577675828923171,-0.814028454985307,0.621050283550185,0.231567893400986,0.398277413588452,0.711863774657815,-0.0646243730543655,0.43599818109648,0.424526995719644,0.805196436151303,0.585033195926082,0.243229520513778,0.00571750061572523,0.0167217203334214,-1.2450416643592,0.430547569829976,0.849132086629973,0.306352413093485,0.646739698346885,1.3530059245029,1.14132405846077,0.278451317337619,0.0973060033972029,0.61909376589354,0.152512733856002,0.0538920435554711,1.61737360852113,1.1663186839299,1.64977336606814,1.31949925359589,-0.892713658889516,-1.57216447023023,-1.3245434854174,-1.74411144778521,1.87959270177839,0.822041878657718,2.03332900951819,2.3209819299786,-0.648138544889802,-1.17151197203155,-0.929321229266193,-0.973949761282957,1.50660168797277,-1.56805094783685,-0.686668879775355,-0.682862545486741,-0.771060164979849,-0.573822704239494,-0.722102076377474,-0.645531763804046,-0.798046638442297,-0.873737747101645,-0.982501113910735,-1.14906136083468,-1.60352757065244,-1.27988494859453,-0.780065468029333,0.220742288733749,-0.0372110364343202,0.0141148699094114,0.438584577665319,0.0644993742670275,0.0132062782183306,0.122069145549582,0.366072697478632,0.0577617642328065,-0.0188140338308064,-0.535306450777643,-0.269128775484477,-1.41398160066666,0.0604310876877108,1.65550317477899,1.61273419770266,-0.0582079454213747,3.0035293715732,-0.575840058985214
"16-2007","16","2007",51351,"Makueni",1,1.65550317477899,1.61273419770266,-0.0582079454213747,3.0035293715732,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,0.955954766114085,0.958532518767727,0.786446046672071,0.35429393424233,-0.518124765131221,-0.880790472002524,-0.582928525456332,-0.511611357003767,0.673372885699132,0.392234420529975,0.485461094816376,0.992224686157538,-0.27689461236284,-0.623760795124802,-0.376846128926075,-0.427725432847614,"Eastern","Makueni","Makueni",1.46299275944804,-1.02045363607233,-0.077272322162141,0,-0.239312203088328,-0.614759350663276,-1.09586212678343,-0.633059872223814,-0.86484809050976,-0.57547092847168,-0.801226380525753,-0.638025306076792,-0.650581672400429,-0.728286203280944,-0.0261322674954741,-0.26212991695073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.915594249838795,NA,NA,NA,NA,-0.473105123319555,NA,0.456259660088858,0.492814029067022,0.955466973350073,1.25750741469298,0.414305710235591,1.35280607155831,1.1663186839299,1.86560519591715,0.925260461183874,-0.733989551364815,-1.10705832596795,-1.01917261955108,-1.06946535572981,1.47751942975197,1.3593012013174,1.81220502170364,1.19892025741859,-0.421024609696837,-0.980350487473488,-0.653083679096134,-0.970598691783354,1.46299275944804,-1.36689275167845,-0.461266206402983,-0.256227258518776,-0.782901135761408,-0.867763820536755,-0.903366563404567,-0.782934763667867,-0.793044937094642,-0.868558363774796,-1.29164606965915,-0.904763949788997,-0.954495928664398,-0.577675828923171,-0.814028454985307,0.621050283550185,0.231567893400986,0.398277413588452,0.711863774657815,-0.0646243730543655,0.43599818109648,0.424526995719644,0.805196436151303,0.585033195926082,0.243229520513778,0.00571750061572523,0.0167217203334214,-1.2450416643592,0.430547569829976,-1.40870696018727,-2.13222691817697,-2.1010677392051,-0.473105123319555,-0.0852217397149342
"16-2008","16","2008",51351,"Makueni",1,-1.40870696018727,-2.13222691817697,-2.1010677392051,-0.473105123319555,-0.0852217397149342,1.06080802544307,0.954240059015145,1.40884633124656,1.21500761927617,-0.84714212314483,0.294535923707042,0.750746353605554,0.354782386974037,0.0959995530068693,-0.0483014068581058,0.204457197942786,-0.146684431361587,0.347154035123769,-0.39882250637132,0.392234420529975,0.485461094816376,-0.0560171395235261,-0.635035817859438,-0.226733096427295,-0.499618373446101,-0.37634236718703,"Eastern","Makueni","Makueni",1.56986201601379,-1.25513819825712,-0.313690056149294,0,0.211755941723617,0.521973844366344,-0.874818407327889,-0.900186484684793,-0.830497340543805,0.52990506935992,0.175087376585371,-0.666731623396287,-0.208586934496976,0.201922013249147,1.32716730030029,0.219012398258901,0.836600742297496,1.03790468290691,0.697070503116594,0.907063201081027,1.01140685462391,0.915162337691716,0.836969518678818,1.04164768005197,0.76079033982384,0.636294852030653,0.952509415554121,1.16012370360502,-0.050540359107818,0.976150315056934,1.65550317477899,1.61273419770266,-0.0582079454213747,3.0035293715732,-0.575840058985214,NA,NA,NA,-0.484984197396098,NA,0.955954766114085,0.958532518767727,0.786446046672071,0.35429393424233,-0.518124765131221,-0.880790472002524,-0.582928525456332,-0.511611357003767,0.673372885699132,0.392234420529975,0.485461094816376,0.992224686157538,-0.27689461236284,-0.623760795124802,-0.376846128926075,-0.427725432847614,1.46299275944804,-1.02045363607233,-0.077272322162141,-0.239312203088328,-0.614759350663276,-1.09586212678343,-0.633059872223814,-0.86484809050976,-0.57547092847168,-0.801226380525753,-0.638025306076792,-0.650581672400429,-0.728286203280944,-0.0261322674954741,-0.26212991695073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.915594249838795,NA,2.17964438207585,1.56918813821569,-1.52682631883034,3.24935201262622,1.38663321809591
