lon;lat;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
33.11949;-4.599106;1.95155457240939;2.81072947698265;2.57527611385444;2.11510865031111;2.55243293301445;2.39770110665321;-999;1.57372345039722;1.55121769738074;2.58078656437247;2.83047134875968;2.83399503370072;3.46700421042404;2.14693660108865;3.25510264703373;1.61197052038288;1.18814163236502;2.58888570928688;2.64429973571709;3.29855642150577;3.27292303289291;3.03909724602619;3.02146686024029;1.91582452877322;2.72945579093619;2.97542699655606;3.35851845390334;4.30242978629532;2.62187122598029;4.27467339618466;2.52366217041999;3.25212374088499;2.63917513420958;2.69007016368893;3.28221084542648;3.57930122375359;3.36810077260996
33.36949;-4.599106;1.67633570504044;2.47555635671279;3.21546994133567;2.45221094120954;2.34250069801039;2.23219935602664;-999;1.32354712188928;1.42923582173474;2.24389931503025;2.8925153804;3.07901167637887;3.33505297939827;2.28585840572912;3.91802122688973;1.47339233627015;1.30942035834754;3.32716374626424;2.12524733542757;3.20898198282041;2.92020583266127;3.12683475945792;-999;1.53189350965116;3.20218854371797;3.0590588393659;3.36678762084087;4.03535955331602;3.52714018264618;4.42363206423277;2.50358344016146;3.88664158534152;2.538612730761;2.34783462780843;2.39422652990543;3.28860874784013;3.50611150501752
33.61949;-4.599106;1.99194928487735;3.14491780456066;2.8349570787861;2.61424471018877;2.26484692273886;2.16069263080116;-999;1.76088499964266;1.53055933853844;2.53568327705839;2.40707298060573;3.78076993354083;2.68053906548454;2.37093537214952;3.6008848449717;1.43342430347198;1.33560332110114;3.87883658044935;2.7407913234803;3.08407363203614;3.25727294160269;2.69862364130131;-999;1.48525271272351;2.80728593974237;3.18537963472017;3.2789587854752;3.91165408299571;3.11773617818769;2.0757925464058;2.3664344743572;3.55793145483994;2.53342024022396;2.24732049763493;3.10163346407415;3.74992774842598;3.18085131219008
33.86949;-4.599106;1.91746274369719;2.15646348910986;2.79764492505047;2.78816419465278;2.45803037496198;3.28022433988571;-999;1.9318487799833;1.66361410156678;2.16688652747082;2.55188975607435;3.94806226584973;3.05831580817024;2.0859806200983;3.57530765211417;1.55098604550035;1.37248140050303;2.51274200030416;3.35153766721021;2.50315650818544;2.73749450490241;2.50306018327577;2.65946407696167;1.5807575816629;2.22585300336054;3.09419423388024;2.5110937073156;3.07567866651384;2.2094455731893;2.51945828494102;2.47898799600767;3.23973924219747;2.96593413186505;3.37034020097683;3.39026555109062;3.94028606779371;2.71543983735593
34.11949;-4.599106;1.76446289164754;1.84069889544116;2.58894197629359;3.02047617534849;2.44200541761035;3.38784289327621;-999;1.66438059117823;1.2631037016537;2.17178492187661;2.85422539852565;2.90319579969239;2.23433656846588;2.60500297905803;3.07741620436738;1.45051412730472;1.37271256665315;2.15453575158375;2.5748587520152;2.71454449706346;2.42204826530157;2.96482480822014;2.70999048186606;1.62175020110513;2.42320940173121;3.00537074017247;2.48973101266985;3.81551186146098;3.59734914552409;3.02176277297248;2.04758433058821;3.66786811510419;3.21173596002561;3.4152249220138;3.26776499903613;3.3876551512295;3.56097103092396
34.36949;-4.599106;1.61441612581843;2.10624948075244;2.46692093905921;3.72579052228008;2.31236838886994;2.7623964594841;-999;1.56507606450293;1.48688051419752;2.14056204195608;2.30427087130419;3.18047496706406;1.87742800585626;2.3674058800825;3.13396506468125;1.3407573281936;1.47476435725447;2.16374798438951;1.96775654591298;3.03609605950113;2.82717752069134;3.23097131385119;3.534815354554;1.97620497501941;2.96835972068547;3.1586719874076;2.83468876156295;3.30365641866718;3.78209337465433;3.05342017581735;2.23192429204235;4.95497906116563;3.05253477765862;2.89291337486764;3.50247066251388;3.1955953236639;3.97128304492411
34.61949;-4.599106;2.16931288114264;2.4137318416104;2.93646860468017;3.59609893234234;2.66898784290367;3.12023670427323;-999;1.81274846508636;1.61783472323242;1.943512590268;2.15296561395151;2.82713324172105;2.22191335576634;2.73414651729975;3.42689132496695;1.48471667564242;1.71038028543179;2.52911514722825;2.9483680537505;3.01160695021872;3.62444578055053;2.69918138065676;2.96098236903235;1.53473791100384;3.15389956676625;2.86607633380728;3.4931829089675;3.87198737027542;3.28259971031874;3.80640995721636;2.5877143363907;3.51668511293583;3.37109315144182;2.52799678737772;3.82136869566081;2.95260473035146;4.02294460012579
34.86949;-4.599106;1.935369093962;2.58027636079838;2.58459191692223;2.33098191869311;3.0007673418489;4.26750646600723;-999;1.50721976273262;1.7083093737098;2.03257653395605;2.80752012002083;2.29781688149458;2.54288423678534;3.62101974798599;2.48278538865009;1.21194793213939;1.6132488941879;2.43312733227624;3.76660198932588;3.32469218682441;3.21315534942034;3.57386463922379;2.81288202951719;1.60134832865979;3.15098651247309;2.99347004088922;3.51333176770663;4.4033996202243;3.42270539955648;5.07447311366731;2.10717615721954;3.55960870920987;3.72157231174987;2.31529529615558;3.33133117174523;3.61873803060911;-999
35.11949;-4.599106;1.5565968359939;2.38737384810429;2.40419767789075;2.16561685761445;2.993696595986;3.75242562546731;-999;1.38447003959902;2.03852942302097;2.20503405261024;3.46386696582723;2.82937374346083;2.48466430468829;2.20995097634672;2.85681202209949;1.28883001291714;1.58787814409927;2.78505385784554;2.29574263661847;3.41517416966924;2.94437357566351;3.17379501833704;3.49079617282755;1.6152232587853;3.41119139763774;3.62563326752948;2.31831686844132;4.05049163998064;3.62826099813122;3.30545704888519;2.2800720694963;3.63404509288662;3.5937890093748;2.74344855746875;2.73749580912996;3.55041199306582;-999
35.36949;-4.599106;1.80287992213784;2.58331135877301;2.62554850229736;3.27872652471314;2.75427379636708;2.4790469460392;-999;1.66924712406344;1.31457561432383;2.24867719681772;3.40465739002221;3.68977517320148;2.66146180498055;2.86380163166704;3.85336476672168;1.38357887870632;1.34028243659264;2.52159463692453;2.03112420583306;3.44025585691463;2.42893714051352;4.38620797269395;4.24459220453782;1.44052421546471;2.96949223190292;3.61710982951907;2.40953570756351;2.87681671927949;2.50557095538038;2.79803080982496;2.27985791949327;3.13578565442572;2.9190862334079;2.49269557622981;2.62633824657819;2.10226956943268;4.17561583586198
