Lon;Lat;1980-1981;1981-1982;1982-1983;1983-1984;1984-1985;1985-1986;1986-1987;1987-1988;1988-1989;1989-1990;1990-1991;1991-1992;1992-1993;1993-1994;1994-1995;1995-1996;1996-1997;1997-1998;1998-1999;1999-2000;2000-2001;2001-2002;2002-2003;2003-2004;2004-2005;2005-2006;2006-2007;2007-2008;2008-2009;2009-2010;2010-2011;2011-2012;2012-2013
39.5;-15.5;27.5368416901028;26.899288816951;27.1831950454686;27.0951199285594;27.113377026927;26.609246020694;27.2176971909626;27.7529532284135;26.6747674186827;27.0307516989447;27.0823642134776;27.0554477156883;27.2273295531216;27.287463820171;27.1455449582907;27.5773220922304;27.3847764579184;27.8695130635623;27.7320868332671;27.339602511903;26.9982809281018;27.5434013671664;27.4158593367396;27.7160218262427;27.6590785689263;27.9214819839639;27.6562006333741;27.3484171240545;27.6805267882723;27.8244490398399;27.8103137196331;27.3538930168817;27.620206999746
40.5;-15.5;27.91209442691;27.3154542374125;27.6359826347299;27.4234256438142;27.4759905365651;27.0353209646368;27.6223222138782;28.0846890740178;27.1482543016584;27.4877469957241;27.5338364347181;27.5202991056868;27.5896756558303;27.718001487212;27.5707414645093;27.8589573037783;27.7095103841505;28.3158647848209;28.0911305920134;27.6580981430305;27.4656289593972;27.8759937092795;27.898476546549;28.1216587574931;28.0681930640968;28.2457005121633;28.049552399967;27.7651947251333;28.0825217038158;28.2178323332634;28.1508484211773;27.775232666069;28.0318020351722
41.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
42.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
43.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
44.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
45.5;-15.5;27.4586976592526;27.2415487258209;27.4918066532566;26.974022325169;27.301293527355;27.041101894367;27.4820874707698;27.6415268814807;27.2738908490556;27.4422923320352;27.5450577161347;27.4156852610806;27.38285769918;27.5257983808738;27.7040147210432;27.4876471294161;27.4906801965592;28.3822855348046;27.7710496785297;27.4205275960294;27.6815899235636;27.8831006836661;27.9415379276315;27.8162043312656;27.9426509364122;27.7796413914133;27.7706864096767;27.5058709646491;27.9112802286131;28.2072271108154;27.6634814421768;27.7900202082299;28.0817636292643
46.5;-15.5;27.6836731611869;27.5141642241928;27.7518110552708;27.2513293962432;27.5743628861485;27.3394233527271;27.7634882219238;27.8919119148781;27.5556396767369;27.6942831833033;27.7980182089812;27.6801994797383;27.6493617739149;27.7800751267053;27.9885080579507;27.7686117075274;27.7651328979723;28.6377032322727;27.9906894872349;27.6685795485727;27.9583235133828;28.1604274208805;28.1482830066899;28.0513604161498;28.225814280695;27.9905935368209;27.9959785955844;27.7585310057163;28.1466906481557;28.4818509360264;27.8914466997107;28.064247750623;28.3273261447142
47.5;-15.5;27.5781582457597;27.4262279594665;27.6615463318073;27.1892953110742;27.4764977147455;27.2868794010272;27.6884770833445;27.8111632487385;27.4719349227668;27.5750984070838;27.6754618742769;27.6013321082554;27.5574214442155;27.6803296921483;27.8809385763578;27.6890743771616;27.6697091502099;28.5278616285343;27.852196416027;27.533225531374;27.8545672325673;28.0568758753798;28.0126502273008;27.9513792836011;28.1577709922158;27.8600358750126;27.8811470003348;27.6764301962939;28.0268065144339;28.3956577015406;27.7736427819242;27.9672851754324;28.2024546237394
48.5;-15.5;25.6341463412532;25.5277748094484;25.7233423645606;25.2887949260204;25.5256249592409;25.3305006519108;25.8155874927249;25.8821535148108;25.588210027134;25.5981062016921;25.6946203443107;25.6991447198454;25.6114699722723;25.7445702000654;25.9023971088694;25.7497538932131;25.6945121159095;26.5693948145746;25.8682119737054;25.5691194343661;25.895646243937;26.0908089168479;26.0572742507435;26.0390997395071;26.2663264205832;25.8966427578816;25.9821857979101;25.7458222616843;26.1075904823105;26.4617201755246;25.8750156435455;26.1243552290892;26.2691767299957
49.5;-15.5;24.958214230767;24.8944923599282;25.0507391906998;24.6544772098941;24.8405922384124;24.6363491542141;25.2069540615091;25.2168374499764;24.976497546153;24.8878925298072;24.9915792849641;25.0632443556285;24.9270886148462;25.0679832041041;25.1966405427211;25.0758410640229;24.9719756759452;25.8839314156596;25.1519253895308;24.8813324772366;25.2085531590977;25.388128412716;25.3857707353513;25.4022709715226;25.6345389039578;25.2059381559573;25.3492238332932;25.0840900459586;25.4707069749852;25.8062682052445;25.2457750908532;25.553300197074;25.6070684451843
50.5;-15.5;25.9820719436527;25.9721381245616;26.0854336903229;25.734241595432;25.8539832281032;25.6377250091224;26.297096652787;26.2477115397469;26.0703719068444;25.8876022433272;26.010300753349;26.1352679954735;25.9379696496481;26.0841610251138;26.2095666406574;26.109282213524;25.9424671716581;26.9078905065051;26.1381485726509;25.9017640694752;26.2304712746722;26.3798699376946;26.4324858779245;26.4679214473702;26.6856171937274;26.2170403130445;26.4112996152947;26.1122922840264;26.5476238235952;26.8695101435386;26.3271604403546;26.6827973676337;26.6405082401963
51.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
52.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
53.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
54.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
55.5;-15.5;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
19.5;-14.5;22.7017186429706;23.4213468539324;23.5113753889851;23.1643649773123;23.3013542234529;22.7825157247576;23.1836443422746;23.788236880105;22.5378840694992;23.4275569831287;23.1605767454763;23.1062529067702;23.010098435742;23.1054645379453;23.9168079601214;23.6791734155827;23.3769216118809;24.3192408717657;23.4033006623715;22.7599104007266;23.2167888084941;23.6830880471178;23.4102631525327;23.3567378359708;23.6971004010475;23.0174298502791;23.098637558722;22.3353876311821;22.7037086358887;23.3259933734284;22.8254479162579;22.7925392017646;23.9692377812628
20.5;-14.5;22.9024372616729;23.7029803288655;23.7320595074094;23.3770672508765;23.5048015606436;22.998829697269;23.4206377089262;24.0198561201518;22.7936783338702;23.6580644804309;23.4681084458972;23.3869291836996;23.2460631043753;23.3977745764749;24.1250887954464;23.8732229221022;23.7066305479557;24.5658875390846;23.5904158331085;23.0079615007898;23.4567112645242;23.9048144939355;23.6144621737486;23.5105468029318;24.0091962532887;23.237656913209;23.3529875179865;22.5103922798578;22.8672885117786;23.5193768392501;23.1110860497798;23.0311139928778;24.0803553225258
21.5;-14.5;23.4365350024642;24.3046602162655;24.2505214581455;23.9246770335465;24.0242333121196;23.5447533894228;23.9653594734372;24.5654928135149;23.3703231845207;24.1922205592695;24.0957350184179;23.9816015000134;23.7870765177323;24.0081979202229;24.6400002774752;24.3752094243419;24.3563983992532;25.1200063699219;24.0939175418302;23.5944382170348;24.0136944251132;24.4539390895976;24.1259920910873;23.9983155252819;24.6298592243712;23.7963890364537;23.9400430929305;23.0326956940886;23.4029718890711;24.0471105549771;23.7152469856457;23.6146314538242;24.521493229803
22.5;-14.5;23.8548820007869;24.7749903936288;24.6318571107196;24.3471079030955;24.407258419082;23.9639014703398;24.377523574405;24.9773657755593;23.8130093051049;24.5838857306689;24.5880963326877;24.4457755111695;24.1881959731435;24.4836106899368;25.0149854101435;24.7431518824903;24.8637138322753;25.533099894724;24.4682297674641;24.0586443561043;24.4369112267645;24.8763375594383;24.4971948630064;24.3671763516057;25.1093759129366;24.2327123344722;24.400394683494;23.4370290891368;23.8316984338978;24.4528409894914;24.1856803580029;24.0775375960156;24.8414499028586
23.5;-14.5;23.6382390613703;24.5455970435735;24.3513537922485;24.1194630768201;24.0940939862087;23.6716754625725;24.0995007431395;24.6814919269467;23.5502844784271;24.2793730320716;24.3617484149866;24.2761075366717;23.9315930916979;24.259554552515;24.7218904761536;24.4390808794077;24.6203565374989;25.2073819520627;24.1638627913422;23.8572341703868;24.169870194333;24.6100810844525;24.1516067616508;24.095147194358;24.8496271929049;24.0262990942286;24.1706667986524;23.1730834673785;23.6070042005139;24.1989757266653;23.977940089732;23.8772770800816;24.5140105515186
24.5;-14.5;22.9458573627692;23.8160638772949;23.6041460076224;23.4166739344307;23.2901699456251;22.888109894044;23.3331238529696;23.8911565244198;22.7982769710764;23.483582728875;23.6313590496308;23.6299181362955;23.2066091713675;23.5362144284136;23.9507276302429;23.6601993609143;23.8586963578741;24.3600249633213;23.3647212280795;23.1768595348799;23.4079083741469;23.8463867196793;23.2989948357553;23.3556366860211;24.0841457212083;23.3574704674308;23.4610777611148;22.4265507441192;22.928944743525;23.4753335560442;23.297053984177;23.2165302033612;23.7218369085465
